"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","subj_idx","friend_name","Sex","Word","Word2","value","success","timeout","failed_images","failed_audio","failed_video","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","identity","Image","word","condition","task_id","screen_id","time_stamp","person","valence","domain","math","status","duration","question_order"
"838","","f","psychophysics","10","373043","0.0-8.0-0.0-1.0-0.0-0.0","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","match","","","","","","","","","","key","f","16.676293577981788","768","428","f","true","match","img/hexagon.png","好我","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","11","373546","0.0-8.0-0.0-1.0-0.0-1.0","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"885","","j","psychophysics","12","375441","0.0-8.0-0.0-1.0-0.0-0.1","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","nonmatch","","","","","","","","","","key","j","16.673044247787644","768","428","f","false","match","img/ellipse.png","好他","好他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","13","375942","0.0-8.0-0.0-1.0-0.0-1.1","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"1127","","j","psychophysics","14","378071","0.0-8.0-0.0-1.0-0.0-0.2","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","nonmatch","","","","","","","","","","key","j","16.67300793650793","768","428","f","false","match","img/ellipse.png","好他","好他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","15","378572","0.0-8.0-0.0-1.0-0.0-1.2","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"482","","f","psychophysics","16","380056","0.0-8.0-0.0-1.0-0.0-0.3","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","match","","","","","","","","","","key","f","16.678735632183773","768","428","j","false","nonmatch","img/hexagon.png","坏我","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","17","380558","0.0-8.0-0.0-1.0-0.0-1.3","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"986","","j","psychophysics","18","382546","0.0-8.0-0.0-1.0-0.0-0.4","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","nonmatch","","","","","","","","","","key","j","16.676940677966233","768","428","j","true","nonmatch","img/hexagon.png","坏他","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","19","383047","0.0-8.0-0.0-1.0-0.0-1.4","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"null","","null","psychophysics","20","385254","0.0-8.0-0.0-1.0-0.0-0.5","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","null","","","","","","","","","","key","null","16.674351145037917","768","428","f","false","match","img/trapezoid.png","坏他","坏他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","21","385756","0.0-8.0-0.0-1.0-0.0-1.5","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"638","","f","psychophysics","22","387397","0.0-8.0-0.0-1.0-0.0-0.6","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","match","","","","","","","","","","key","f","16.672346938775654","768","428","j","false","nonmatch","img/hexagon.png","好他","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","23","387899","0.0-8.0-0.0-1.0-0.0-1.6","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"929","","f","psychophysics","24","389832","0.0-8.0-0.0-1.0-0.0-0.7","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","match","","","","","","","","","","key","f","16.671860869565432","768","428","j","false","nonmatch","img/ellipse.png","坏我","好他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","25","390334","0.0-8.0-0.0-1.0-0.0-1.7","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"1116","","f","psychophysics","26","392453","0.0-8.0-0.0-1.0-0.0-0.8","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","match","","","","","","","","","","key","f","16.674952380952337","768","428","f","true","match","img/trapezoid.png","坏他","坏他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","27","392955","0.0-8.0-0.0-1.0-0.0-1.8","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"785","","f","psychophysics","28","394742","0.0-8.0-0.0-1.0-0.0-0.9","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","match","","","","","","","","","","key","f","16.674452830188937","768","428","j","false","nonmatch","img/trapezoid.png","好我","坏他","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","29","395256","0.0-8.0-0.0-1.0-0.0-1.9","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"625","","f","psychophysics","30","396883","0.0-8.0-0.0-1.0-0.0-0.10","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","match","","","","","","","","","","key","f","16.673804123711307","768","428","f","true","match","img/hexagon.png","好我","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","31","397385","0.0-8.0-0.0-1.0-0.0-1.10","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"715","","f","psychophysics","32","399102","0.0-8.0-0.0-1.0-0.0-0.11","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","match","","","","","","","","","","key","f","16.673715686274342","768","428","f","true","match","img/hexagon.png","好我","好我","prac_ALT2_moral","practice_moral","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","33","399604","0.0-8.0-0.0-1.0-0.0-1.11","7","7","7","6","6","5","4","5","5","5","5","2","0","2","2","1","2","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","7","6","5","6","1","7","7","6","6","7","3","6","6","6","6","6","7","5","6","6","6","7","7","6","7","7","7","7","7","7","1","7","7","7","7","6","7","728341831389020160","李","Male","[""好我"",""坏我"",""好他"",""坏他""]","[""强我"",""弱我"",""强他"",""弱他""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
