"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","subj_idx","friend_name","Sex","Word","Word2","value","success","timeout","failed_images","failed_audio","failed_video","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","identity","Image","word","condition","task_id","screen_id","time_stamp","person","valence","domain","math","status","duration","question_order" 
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","729","1611575","0.0-8.0-1.0-4.0-0.6-1.304","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"686","","f","psychophysics","730","1613263","0.0-8.0-1.0-4.0-0.6-0.305","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.166521091810855","853.3333333333334","476","f","true","match","img/diamond.png","强我","强我","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","731","1613764","0.0-8.0-1.0-4.0-0.6-1.305","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"639","","f","psychophysics","732","1615405","0.0-8.0-1.0-4.0-0.6-0.306","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.166515306122387","853.3333333333334","476","f","true","match","img/trapezoid.png","弱我","弱我","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","733","1615906","0.0-8.0-1.0-4.0-0.6-1.306","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"666","","f","psychophysics","734","1617573","0.0-8.0-1.0-4.0-0.6-0.307","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.16651005025113","853.3333333333334","476","j","false","nonmatch","img/pentagon.png","强她","弱她","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","735","1618074","0.0-8.0-1.0-4.0-0.6-1.307","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"609","","f","psychophysics","736","1619685","0.0-8.0-1.0-4.0-0.6-0.308","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.1664311688314735","853.3333333333334","476","j","false","nonmatch","img/pentagon.png","弱我","弱她","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","737","1620186","0.0-8.0-1.0-4.0-0.6-1.308","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"453","","f","psychophysics","738","1621639","0.0-8.0-1.0-4.0-0.6-0.309","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.166550432276169","853.3333333333334","476","f","true","match","img/ellipse.png","强她","强她","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","739","1622141","0.0-8.0-1.0-4.0-0.6-1.309","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"606","","f","psychophysics","740","1623747","0.0-8.0-1.0-4.0-0.6-0.310","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.166486979166318","853.3333333333334","476","j","false","nonmatch","img/trapezoid.png","弱她","弱我","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","741","1624249","0.0-8.0-1.0-4.0-0.6-1.310","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"545","","f","psychophysics","742","1625794","0.0-8.0-1.0-4.0-0.6-0.311","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.1665257452570685","853.3333333333334","476","j","false","nonmatch","img/trapezoid.png","强她","弱我","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","743","1626295","0.0-8.0-1.0-4.0-0.6-1.311","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"606","","f","psychophysics","744","1627903","0.0-8.0-1.0-4.0-0.6-0.312","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.17760052219308","853.3333333333334","476","f","true","match","img/pentagon.png","弱她","弱她","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","745","1628404","0.0-8.0-1.0-4.0-0.6-1.312","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"null","","null","psychophysics","746","1630611","0.0-8.0-1.0-4.0-0.6-0.313","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","null","","","","","","","","","","key","null","4.166505681818252","853.3333333333334","476","f","false","match","img/pentagon.png","弱她","弱她","ALT2","ability","","","","","","","",""
"null","<span class='add_' style='color:yellow; font-size: 70px;'> 太慢! </span>","null","html-keyboard-response","747","1631112","0.0-8.0-1.0-4.0-0.6-1.313","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"398","","f","psychophysics","748","1632512","0.0-8.0-1.0-4.0-0.6-0.314","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.16649700598833","853.3333333333334","476","j","false","nonmatch","img/trapezoid.png","弱她","弱我","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","749","1633013","0.0-8.0-1.0-4.0-0.6-1.314","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"335","","f","psychophysics","750","1634351","0.0-8.0-1.0-4.0-0.6-0.315","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.166404388715049","853.3333333333334","476","j","false","nonmatch","img/trapezoid.png","强她","弱我","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","751","1634852","0.0-8.0-1.0-4.0-0.6-1.315","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"512","","f","psychophysics","752","1636365","0.0-8.0-1.0-4.0-0.6-0.316","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.1665013850411174","853.3333333333334","476","j","false","nonmatch","img/diamond.png","强她","强我","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","753","1636866","0.0-8.0-1.0-4.0-0.6-1.316","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"894","","f","psychophysics","754","1638762","0.0-8.0-1.0-4.0-0.6-0.317","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.1665629139072395","853.3333333333334","476","f","true","match","img/trapezoid.png","弱我","弱我","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","755","1639263","0.0-8.0-1.0-4.0-0.6-1.317","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"745","","f","psychophysics","756","1641009","0.0-8.0-1.0-4.0-0.6-0.318","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.16651318944841","853.3333333333334","476","f","true","match","img/trapezoid.png","弱我","弱我","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","757","1641510","0.0-8.0-1.0-4.0-0.6-1.318","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"715","","f","psychophysics","758","1643226","0.0-8.0-1.0-4.0-0.6-0.319","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.166517073170441","853.3333333333334","476","f","true","match","img/ellipse.png","强她","强她","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","759","1643727","0.0-8.0-1.0-4.0-0.6-1.319","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"740","","f","psychophysics","760","1645468","0.0-8.0-1.0-4.0-0.6-0.320","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.16445192307695","853.3333333333334","476","j","false","nonmatch","img/ellipse.png","弱她","强她","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","761","1645969","0.0-8.0-1.0-4.0-0.6-1.320","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"621","","f","psychophysics","762","1647591","0.0-8.0-1.0-4.0-0.6-0.321","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.162244845361127","853.3333333333334","476","f","true","match","img/diamond.png","强我","强我","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","763","1648093","0.0-8.0-1.0-4.0-0.6-1.321","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"785","","f","psychophysics","764","1649879","0.0-8.0-1.0-4.0-0.6-0.322","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.164629976580844","853.3333333333334","476","j","false","nonmatch","img/trapezoid.png","强我","弱我","ALT2","ability","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","765","1650380","0.0-8.0-1.0-4.0-0.6-1.322","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
"1143","","f","psychophysics","766","1652524","0.0-8.0-1.0-4.0-0.6-0.323","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","match","","","","","","","","","","key","f","4.1665078125001855","853.3333333333334","476","f","true","match","img/ellipse.png","强她","强她","ALT2","ability","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","767","1653025","0.0-8.0-1.0-4.0-0.6-1.323","6","7","5","7","4","2","1","4","4","4","4","1","1","2","1","2","0","2","1","5","5","5","5","5","3","4","4","5","5","7","5","8","7","8","9","7","8","9","7","5","3","6","6","1","7","5","7","3","4","3","2","6","4","5","5","2","3","3","3","3","5","6","2","7","7","5","3","7","3","5","6","6","2","3","3","3","3","6","636207774144921600","常","Female","[""好我"",""坏我"",""好她"",""坏她""]","[""强我"",""弱我"",""强她"",""弱她""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","",""
