"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","subj_idx","friend_name","Sex","Word","Word2","value","success","timeout","failed_images","failed_audio","failed_video","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","task_id","screen_id","time_stamp","response_type","key_press","avg_frame_time","center_x","center_y","person","word","valence","domain","math","correct_response","correct","status","identity","view_history","duration","Image","condition","question_order" 
"444","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">罪恶</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","j","html-keyboard-response","383","1324837","0.0-7.0-9.0-2.68-0.68","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","friend","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","罪恶","Negative","morality","","","","","自己","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","384","1325339","0.0-7.0-9.0-0.69","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"947","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">娴熟</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","2","html-keyboard-response","385","1326286","0.0-7.0-9.0-1.69","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","familiar","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","娴熟","Positive","ability","","","1","","old","","","","",""
"605","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">娴熟</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","f","html-keyboard-response","386","1326892","0.0-7.0-9.0-2.69-0.69","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","self","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","娴熟","Positive","ability","","","","","自己","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","387","1327394","0.0-7.0-9.0-0.70","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"583","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">热心</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","2","html-keyboard-response","388","1327978","0.0-7.0-9.0-1.70","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","familiar","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","热心","Positive","morality","","","0","","new","","","","",""
"449","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">热心</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","j","html-keyboard-response","389","1328428","0.0-7.0-9.0-2.70-0.70","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","friend","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","热心","Positive","morality","","","","","朋友","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","390","1328930","0.0-7.0-9.0-0.71","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2722","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">勤奋</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","3","html-keyboard-response","391","1331653","0.0-7.0-9.0-1.71","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","old","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","勤奋","Positive","ability","","","0","","new","","","","",""
"1482","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">勤奋</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","f","html-keyboard-response","392","1333136","0.0-7.0-9.0-2.71-0.71","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","self","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","勤奋","Positive","ability","","","","","朋友","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","393","1333649","0.0-7.0-9.0-0.72","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"801","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">毅力</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","2","html-keyboard-response","394","1334450","0.0-7.0-9.0-1.72","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","familiar","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","毅力","Positive","ability","","","1","","old","","","","",""
"369","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">毅力</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","f","html-keyboard-response","395","1334820","0.0-7.0-9.0-2.72-0.72","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","self","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","毅力","Positive","ability","","","","","自己","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","396","1335322","0.0-7.0-9.0-0.73","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1218","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">逞强</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","3","html-keyboard-response","397","1336541","0.0-7.0-9.0-1.73","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","old","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","逞强","Negative","ability","","","1","","old","","","","",""
"626","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">逞强</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","f","html-keyboard-response","398","1337168","0.0-7.0-9.0-2.73-0.73","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","self","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","逞强","Negative","ability","","","","","自己","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","399","1337675","0.0-7.0-9.0-0.74","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1214","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">低劣</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","2","html-keyboard-response","400","1338889","0.0-7.0-9.0-1.74","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","familiar","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","低劣","Negative","morality","","","1","","old","","","","",""
"599","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">低劣</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","j","html-keyboard-response","401","1339488","0.0-7.0-9.0-2.74-0.74","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","friend","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","低劣","Negative","morality","","","","","自己","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","402","1339994","0.0-7.0-9.0-0.75","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"958","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">伪善</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","2","html-keyboard-response","403","1340953","0.0-7.0-9.0-1.75","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","familiar","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","伪善","Negative","morality","","","1","","old","","","","",""
"711","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">伪善</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","f","html-keyboard-response","404","1341665","0.0-7.0-9.0-2.75-0.75","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","self","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","伪善","Negative","morality","","","","","自己","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","405","1342171","0.0-7.0-9.0-0.76","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1695","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">敬业</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","2","html-keyboard-response","406","1343867","0.0-7.0-9.0-1.76","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","familiar","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","敬业","Positive","morality","","","1","","old","","","","",""
"360","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">敬业</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","j","html-keyboard-response","407","1344228","0.0-7.0-9.0-2.76-0.76","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","friend","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","敬业","Positive","morality","","","","","自己","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","408","1344731","0.0-7.0-9.0-0.77","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2187","<p style=""position: absolute; top:calc(45%);;transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">无私</p><p style=""position:absolute; text-align: center;color:	#D3D3D3;font-size: 25px;top:calc(50% + 35%);transform: translate(-50%)"">新词按 “1” ，熟悉按 “2” ，旧词按 “3”</p>","2","html-keyboard-response","409","1346919","0.0-7.0-9.0-1.77","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","familiar","","","","","","","","","SRET","RJ_formal1","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","无私","Positive","morality","","","1","","old","","","","",""
"371","<p style=""position: absolute; top:calc(45%);transform: translate(-50%, -50%);text-align: center; color: white; font-size: 60px;"">无私</p><p style=""position:absolute; text-align: center;font-size: 25px;color:	#D3D3D3;top:calc(50% + 35%);transform: translate(-50%)"">自己按 f 键 ，朋友按 j 键</p>","f","html-keyboard-response","410","1347290","0.0-7.0-9.0-2.77-0.77","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","self","","","","","","","","","SRET","RJ_formal_2","Sat Sep 16 2023 20:35:49 GMT+0800 (中国标准时间)","","","","","","","无私","Positive","morality","","","","","自己","","","","",""
"null","<div style=""color:white;font-size:80px;line-height:5px;position:absolute;top:calc(50%); transform: translate(-50%, -50%)"">+</div>","null","html-keyboard-response","411","1347794","0.0-7.0-9.0-0.78","5","5","6","4","5","4","3","4","5","4","5","1","2","1","1","2","1","2","1","4","4","5","2","4","3","4","4","5","4","6","8","7","8","5","6","6","8","8","6","4","6","6","6","4","4","2","7","3","6","4","4","2","6","6","6","5","6","3","2","7","4","5","2","7","6","6","7","7","7","7","6","7","4","6","3","6","4","7","613040465838604288","庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
