"","ParticipantID","task_id","screen_id","condition","word","response","responses","rt","correct","conditionType","con","ID"
"1",345,"ALT1_1","prac_ALT1_1","trapezoid","trapezoid","f","nonmatch","925","false","match","trapezoid_match","phase_012_subj_9"
"2",345,"ALT1_1","prac_ALT1_1","circle","square","f","nonmatch","953","true","nonmatch","circle_nonmatch","phase_012_subj_9"
"3",345,"ALT1_1","prac_ALT1_1","pentagon","pentagon","f","nonmatch","698","false","match","pentagon_match","phase_012_subj_9"
"4",345,"ALT1_1","prac_ALT1_1","pentagon","trapezoid","f","nonmatch","1073","true","nonmatch","pentagon_nonmatch","phase_012_subj_9"
"5",345,"ALT1_1","prac_ALT1_1","circle","trapezoid","f","nonmatch","777","true","nonmatch","circle_nonmatch","phase_012_subj_9"
"6",345,"ALT1_1","prac_ALT1_1","circle","circle","j","match","652","true","match","circle_match","phase_012_subj_9"
"7",345,"ALT1_1","prac_ALT1_1","circle","circle","j","match","614","true","match","circle_match","phase_012_subj_9"
"8",345,"ALT1_1","prac_ALT1_1","trapezoid","square","f","nonmatch","943","true","nonmatch","trapezoid_nonmatch","phase_012_subj_9"
"9",345,"ALT1_1","prac_ALT1_1","trapezoid","circle","f","nonmatch","747","true","nonmatch","trapezoid_nonmatch","phase_012_subj_9"
"10",345,"ALT1_1","prac_ALT1_1","square","trapezoid","f","nonmatch","677","true","nonmatch","square_nonmatch","phase_012_subj_9"
"11",345,"ALT1_1","prac_ALT1_1","square","square","j","match","574","true","match","square_match","phase_012_subj_9"
"12",345,"ALT1_1","prac_ALT1_1","pentagon","pentagon","j","match","698","true","match","pentagon_match","phase_012_subj_9"
"13",345,"ALT1_1","prac_ALT1_1","pentagon","circle","f","nonmatch","697","true","nonmatch","pentagon_nonmatch","phase_012_subj_9"
"14",345,"ALT1_1","prac_ALT1_1","square","square","j","match","610","true","match","square_match","phase_012_subj_9"
"15",345,"ALT1_1","prac_ALT1_1","trapezoid","trapezoid","j","match","927","true","match","trapezoid_match","phase_012_subj_9"
"16",345,"ALT1_1","prac_ALT1_1","square","square","j","match","682","true","match","square_match","phase_012_subj_9"
"17",345,"ALT1_1","prac_ALT1_1","pentagon","square","f","nonmatch","721","true","nonmatch","pentagon_nonmatch","phase_012_subj_9"
