Num,Gender,Age,Grade,Major,Only child,Residence,Number of online groups,Internet age,Daily online duration,Number of friends met online,SES7,SES3,SES9R,SES4,SES5R,SES10,SES1,SES8R,SES6R,SES2R,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,PANAS1,PANAS2,PANAS3,PANAS4,PANAS5,PANAS6,PANAS7,PANAS8,PANAS9,PANAS10,PANAS11,PANAS12,PANAS13,PANAS14,PANAS15,PANAS16,PANAS17,PANAS18,CD-RISC
457,2,20,3,5,1,2,1,4,1,2,3,3,3,3,2,3,3,2,3,3,4,4,3,3,3,4,5,2,5,5,5,3,5,5,5,1,4,1,4,4,3,5,4,51
458,1,20,3,1,1,2,3,4,2,2,4,3,4,2,3,3,3,2,4,4,2,3,3,6,4,5,4,2,3,3,3,2,3,1,4,3,3,4,3,4,3,3,4,79
459,2,20,3,2,2,2,3,4,1,3,4,4,3,2,2,4,4,2,3,3,4,3,4,3,1,2,4,2,3,2,4,2,3,2,4,2,3,2,4,2,3,4,3,62
460,2,20,5,1,1,1,3,2,4,5,3,3,3,3,3,3,3,2,3,4,5,5,2,4,2,4,3,4,1,4,2,4,1,4,1,4,4,2,2,4,2,4,2,77
461,2,20,3,5,2,2,1,4,4,5,4,3,3,3,3,3,3,2,3,3,3,3,3,4,4,4,3,2,3,3,3,3,3,3,3,5,5,3,3,3,3,3,5,70
462,2,22,2,1,2,,3,2,2,3,3,3,4,3,2,3,3,2,2,4,3,1,3,3,3,3,3,3,1,4,4,4,4,4,4,4,2,3,3,3,3,2,3,74
463,2,19,3,5,1,2,3,4,2,3,3,3,3,3,3,3,2,2,3,3,3,5,5,5,5,5,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,3,1,74
464,1,21,3,2,1,1,3,3,2,3,3,3,2,3,2,3,3,2,3,3,2,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,57
465,2,21,5,2,2,1,1,4,1,1,4,4,4,4,2,4,4,1,4,2,4,4,5,3,1,4,1,4,1,4,1,5,1,5,1,5,1,4,4,1,1,1,5,93
466,2,20,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,2,3,3,4,4,5,4,3,2,4,2,4,2,4,2,4,3,4,2,4,2,3,4,2,3,4,68
467,2,20,3,1,1,2,3,2,2,2,3,3,3,3,2,3,3,2,3,4,4,2,5,3,1,5,5,3,4,2,4,3,4,4,4,2,4,2,3,4,1,3,4,49
468,2,20,3,1,1,1,3,4,1,3,4,3,4,3,4,3,3,2,4,4,6,6,6,6,6,1,4,1,4,1,3,1,3,1,3,1,3,1,4,4,1,1,3,65
469,2,21,3,1,2,1,3,4,2,2,3,3,2,3,2,2,2,2,2,2,4,4,3,3,2,1,3,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,50
470,2,21,3,1,2,2,3,4,1,1,3,3,3,3,3,3,3,2,3,3,3,3,4,3,1,1,4,1,2,2,3,1,3,1,1,2,2,2,1,3,1,2,4,56
471,2,20,3,1,1,1,2,4,1,4,3,3,4,3,3,3,3,1,4,4,5,3,5,2,2,1,4,1,4,1,3,1,4,1,3,1,4,1,3,5,1,1,5,59
472,1,21,4,2,2,2,2,4,3,1,3,3,3,3,2,3,3,2,3,3,3,3,3,5,3,3,2,1,3,2,3,2,3,3,3,2,3,2,3,4,2,4,4,78
473,2,21,3,1,2,2,1,3,1,1,3,3,3,3,3,3,3,2,3,3,3,4,5,5,3,1,3,1,3,2,4,1,4,1,4,1,3,1,1,4,1,1,3,57
474,2,20,3,1,2,2,4,4,1,3,3,3,3,3,3,3,2,2,3,3,4,3,4,3,1,2,3,2,3,2,4,2,4,3,4,2,4,2,3,4,2,1,4,69
475,2,20,3,1,2,2,3,4,2,3,3,4,4,3,2,4,4,3,4,4,5,5,5,5,2,4,5,2,5,1,5,3,5,5,5,3,5,2,5,5,1,2,5,85
476,1,20,3,5,2,2,3,1,3,3,4,2,2,3,3,2,3,2,2,2,4,4,4,4,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,3,3,3,64
477,1,20,2,2,1,1,1,4,4,3,3,2,3,2,2,3,3,3,3,3,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,54
478,1,20,2,2,2,2,3,4,1,5,4,4,2,2,4,3,2,2,4,4,4,3,2,3,4,2,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,3,3,44
479,3,18,1,2,1,2,4,4,1,5,2,4,3,3,3,2,3,3,3,3,5,4,5,4,4,3,2,2,2,3,3,3,3,2,2,3,3,3,3,2,2,2,2,62
480,2,20,3,1,2,1,1,4,1,2,3,3,3,3,2,3,3,2,2,3,5,5,5,5,4,1,3,1,3,1,3,1,3,1,3,1,3,1,2,3,1,1,3,63
481,2,18,1,1,1,1,3,2,2,2,3,3,3,3,3,3,3,2,3,3,5,5,5,5,4,1,3,1,3,1,3,1,3,1,3,1,3,1,3,3,1,1,3,50
482,2,20,3,2,2,1,3,4,1,3,3,3,4,3,2,3,3,2,4,4,5,4,4,4,2,3,5,4,4,3,4,3,3,3,3,3,3,3,3,3,2,3,3,71
483,2,20,3,1,1,1,3,3,2,2,3,3,3,3,3,3,3,2,3,3,5,5,5,4,5,2,4,3,4,4,3,4,3,4,3,3,3,3,3,4,2,2,3,54
484,1,19,2,2,1,1,1,4,1,1,3,3,2,3,2,3,3,2,4,4,5,5,5,5,5,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,69
485,1,20,2,5,2,1,3,4,3,3,3,3,3,3,2,3,3,1,3,3,4,4,4,4,4,1,3,5,5,3,5,3,5,3,5,2,5,2,5,5,2,2,5,68
486,2,20,2,5,2,2,3,4,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,53
487,2,19,2,5,1,1,3,4,1,3,3,4,3,3,3,3,3,2,3,3,5,6,6,5,3,1,1,1,2,1,3,1,1,1,1,1,1,1,3,3,1,1,1,63
488,2,20,3,2,1,2,3,4,1,4,3,3,3,3,2,3,3,1,3,3,5,5,6,4,4,1,3,1,4,1,3,1,3,1,3,1,4,1,3,3,1,3,3,67
489,1,21,2,5,2,2,1,4,4,3,3,3,4,4,3,4,2,1,3,4,4,4,4,4,3,1,3,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,75
490,2,19,2,3,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,2,1,3,4,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,2,44
491,1,20,2,1,1,2,3,4,2,2,4,4,4,4,3,4,4,1,3,3,4,4,6,4,2,3,3,3,3,3,4,2,3,3,4,1,3,3,3,4,1,2,5,81
492,1,20,2,1,1,1,2,4,1,2,1,2,4,1,3,2,1,4,4,3,1,2,1,4,3,2,4,3,2,3,1,1,4,2,2,1,5,4,4,4,3,1,5,39
493,1,22,3,4,2,2,3,4,2,3,3,4,2,4,3,3,4,1,1,2,4,3,5,1,4,2,3,3,2,3,2,3,4,3,2,3,3,3,2,3,3,3,4,84
494,1,19,2,1,1,1,2,4,2,2,3,4,3,3,3,3,3,2,2,3,4,5,5,4,3,2,3,2,3,2,3,2,3,4,5,2,3,4,4,2,3,4,5,73
495,1,22,3,2,1,1,3,4,2,3,4,3,1,3,2,3,3,2,3,1,4,4,4,4,4,4,3,4,4,2,4,3,2,3,3,3,4,4,3,4,3,4,3,65
496,2,20,2,3,2,2,1,4,1,5,3,3,2,3,2,3,3,2,2,2,5,6,4,5,6,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,66
497,1,19,1,1,1,1,3,3,2,2,3,3,4,3,2,3,3,2,4,4,5,4,4,4,5,3,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,2,55
498,2,20,2,1,2,2,1,4,1,2,2,3,3,3,2,2,2,1,3,4,3,2,2,2,1,3,4,2,2,2,1,1,2,2,3,3,2,2,2,3,1,1,2,55
499,2,20,3,1,2,2,2,3,1,3,3,3,2,3,2,3,3,2,2,2,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,58
500,2,21,3,1,2,2,3,4,2,3,3,3,3,2,2,2,2,2,3,3,3,4,4,3,3,3,3,3,4,3,3,3,3,3,3,2,4,3,3,3,3,3,3,51
501,2,21,3,1,2,1,3,4,1,3,4,3,4,2,3,3,2,4,4,4,3,4,3,4,3,1,2,1,3,1,3,1,4,1,2,1,3,1,2,3,1,1,2,61
502,1,19,2,1,1,1,2,4,2,2,3,3,2,3,2,3,3,2,2,4,5,4,4,4,4,3,3,2,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,87
503,2,18,2,5,1,1,4,4,1,5,4,4,4,4,4,4,4,1,4,4,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,92
504,2,21,3,1,2,2,2,1,1,3,3,3,4,3,2,3,3,2,4,4,5,4,5,4,3,1,2,1,3,1,2,1,3,1,2,1,3,1,3,3,1,1,3,65
505,2,19,3,1,2,2,1,4,1,1,3,3,4,3,3,3,3,2,4,4,5,5,5,3,4,2,3,2,4,1,4,1,3,2,4,2,3,2,4,4,1,2,4,67
506,2,20,3,1,2,2,1,3,1,3,3,3,2,2,2,2,2,2,3,2,3,2,4,3,1,3,4,2,3,2,3,4,3,3,3,5,4,3,1,3,2,3,4,40
507,2,21,3,1,2,2,3,4,1,2,3,3,3,3,3,3,3,2,3,3,5,5,5,5,4,1,3,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,3,51
508,1,21,3,1,1,2,1,4,1,3,3,3,3,3,2,3,3,2,4,4,5,5,5,4,2,2,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,62
509,1,20,3,1,1,2,1,4,4,2,3,3,4,4,4,3,3,2,3,3,4,5,6,4,2,2,4,2,4,1,4,2,4,3,3,2,3,2,4,4,2,2,3,70
510,1,21,3,1,1,1,2,4,1,2,3,4,3,3,3,3,4,2,3,3,5,5,5,5,5,4,4,3,3,2,4,2,4,5,4,3,4,2,4,3,4,4,3,66
511,1,20,3,1,1,1,3,4,1,2,3,3,3,3,2,3,2,2,3,3,4,4,4,2,4,3,3,3,5,3,4,3,4,1,1,1,3,1,1,4,1,1,1,64
512,1,20,3,1,1,1,2,4,3,1,2,4,1,2,1,2,2,2,2,2,3,3,4,3,1,1,2,1,3,4,2,4,3,2,2,1,3,2,3,3,1,4,2,57
513,1,21,3,1,1,2,2,4,2,3,4,4,4,4,4,4,4,1,4,4,6,6,6,5,3,1,1,1,4,1,4,1,4,1,4,1,5,1,2,5,1,1,5,93
514,1,21,3,1,2,2,1,4,2,2,3,3,3,4,3,4,4,2,3,4,5,1,2,1,1,2,2,2,5,2,3,2,3,1,3,2,3,1,4,3,1,2,4,71
515,1,19,3,1,2,2,1,4,1,4,4,4,3,3,3,4,3,1,4,4,5,4,5,4,5,2,2,1,4,2,4,2,2,3,2,2,2,2,4,4,3,2,4,64
516,2,19,3,1,2,2,3,4,2,3,4,4,4,3,3,4,4,2,3,3,6,6,6,5,5,2,5,1,3,3,3,2,4,2,3,3,4,3,2,4,1,1,4,64
517,2,21,3,2,1,1,1,4,2,2,3,3,2,3,2,3,2,3,2,2,5,6,5,4,1,1,2,1,2,1,3,1,2,2,2,1,2,1,1,2,1,2,2,64
518,1,21,3,1,1,1,2,4,2,1,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,46
519,2,20,3,1,2,1,1,4,1,1,3,3,3,3,3,3,3,2,3,3,4,4,4,4,4,2,3,2,3,2,3,2,3,3,3,2,2,2,3,3,1,1,3,58
520,2,20,3,1,1,2,1,2,2,2,3,3,3,3,3,3,3,2,2,3,4,5,4,3,3,3,2,3,3,4,3,3,2,3,2,3,2,2,2,2,3,3,3,66
521,1,19,2,1,2,2,3,4,1,2,3,2,4,3,3,3,4,3,4,4,2,4,4,2,2,1,2,1,3,1,3,1,1,1,1,1,3,1,3,3,1,1,3,63
522,2,18,2,1,2,1,1,4,1,2,4,4,4,3,4,4,4,1,4,3,6,6,6,6,3,1,4,1,4,1,4,1,4,2,4,1,5,1,4,4,1,1,4,82
523,2,18,2,2,2,2,3,3,2,1,2,3,2,2,2,2,2,2,2,1,3,3,3,2,4,1,3,2,2,2,3,2,3,2,2,3,3,2,2,2,2,3,3,38
524,1,22,4,2,2,2,4,4,2,3,3,3,4,3,2,3,3,2,4,4,3,4,5,3,3,3,4,4,3,2,2,2,2,3,3,2,2,3,3,2,2,2,3,54
525,2,19,2,1,2,2,2,4,1,2,3,3,4,3,3,4,4,1,4,4,5,4,6,6,3,1,1,1,4,1,3,1,3,2,3,1,3,1,4,4,1,1,3,72
526,2,19,1,1,2,2,1,2,1,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,3,2,3,2,3,2,2,3,3,3,33
527,2,18,2,1,2,2,3,4,2,3,2,3,3,3,3,3,2,2,3,3,4,5,4,3,3,2,3,2,2,1,3,1,4,2,3,2,3,1,3,4,2,3,2,62
528,2,19,2,1,2,2,4,4,1,3,4,3,4,3,4,3,3,2,4,4,4,4,5,5,4,3,3,3,3,3,5,3,5,3,5,3,5,2,3,5,3,1,5,86
529,2,19,2,1,1,2,2,4,2,2,3,3,3,3,3,3,3,1,3,4,5,6,6,4,4,1,1,1,4,1,3,1,4,2,4,1,3,1,4,4,1,1,4,58
530,2,19,2,5,1,1,2,2,4,2,3,3,3,3,3,3,3,2,4,4,5,5,5,4,6,2,4,2,4,3,4,2,4,2,3,2,4,3,3,3,2,3,4,62
531,2,19,2,1,2,1,1,4,1,2,3,3,3,3,2,3,3,2,2,3,6,5,5,5,2,2,2,1,2,2,2,2,3,2,2,1,3,1,2,2,2,2,2,56
532,1,19,1,1,1,2,1,4,2,2,3,3,2,3,3,2,3,1,3,3,4,4,4,3,2,3,4,3,3,4,4,3,3,4,4,4,3,3,2,3,2,2,3,60
533,1,19,2,1,1,1,2,4,3,3,3,3,3,4,3,3,3,1,4,4,5,5,5,2,4,2,3,1,4,1,4,1,3,2,4,1,3,1,3,3,1,2,3,77
534,2,20,2,1,2,2,1,2,1,3,3,3,2,2,2,3,3,2,3,4,5,5,5,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,1,1,2,54
535,2,19,2,1,2,2,3,3,3,2,3,4,3,3,3,3,3,2,4,4,5,4,5,1,4,3,4,1,5,2,3,1,2,2,2,1,3,1,3,4,1,1,3,68
536,2,19,2,2,1,1,2,3,2,3,3,3,3,3,1,2,3,2,3,2,4,4,5,4,4,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,60
537,1,21,3,2,2,1,1,4,3,3,4,4,4,3,4,3,4,2,4,4,7,4,5,5,6,4,3,4,3,3,2,2,4,2,2,3,3,4,3,2,3,4,3,69
538,2,20,3,1,1,1,3,4,1,2,4,3,4,3,3,3,3,1,3,3,4,4,5,6,5,1,1,3,3,1,2,1,2,3,3,1,2,1,1,2,1,1,1,78
539,1,21,3,2,2,2,3,3,3,3,2,3,2,2,2,3,3,1,2,3,5,5,4,5,5,1,2,1,2,3,3,3,1,1,2,1,1,1,2,1,2,1,1,67
540,1,18,3,1,2,1,3,4,1,3,3,3,3,3,2,3,2,2,3,3,5,5,5,4,3,2,4,2,3,3,3,2,3,2,3,2,3,2,2,3,2,2,3,52
541,1,19,3,1,1,2,3,4,2,4,3,3,4,2,1,3,4,1,2,4,4,5,5,4,5,4,3,4,3,4,5,2,4,4,4,3,4,4,2,4,4,3,4,58
542,1,21,3,1,1,1,1,4,2,1,3,2,2,3,3,2,2,2,3,4,3,2,3,5,1,1,4,1,3,2,3,1,2,1,1,1,3,1,2,4,1,2,2,78
543,1,21,3,1,2,2,2,4,1,5,4,4,4,3,3,3,3,2,3,4,5,5,5,5,5,2,2,1,3,1,1,1,2,2,1,1,3,1,2,2,1,2,2,68
544,1,20,3,1,2,1,1,4,2,1,3,3,3,3,1,3,3,1,2,3,5,5,4,5,6,2,2,3,3,2,3,4,3,2,3,4,5,4,4,3,4,3,4,61
545,2,19,2,1,1,1,4,1,3,3,2,3,2,3,2,2,2,2,3,3,4,3,4,4,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,50
546,2,19,1,1,1,1,1,2,2,1,3,3,3,3,3,3,3,2,3,3,6,6,6,5,2,1,3,1,3,1,4,1,5,3,5,1,5,1,4,5,1,3,3,82
547,2,19,2,1,2,1,3,4,2,3,3,3,1,3,2,2,2,2,3,2,3,3,3,2,1,1,1,1,2,2,2,1,1,1,2,1,3,1,2,3,1,1,2,61
548,2,18,1,1,1,1,1,4,2,5,3,3,4,3,2,4,4,1,3,4,7,7,7,6,2,1,4,1,4,1,4,1,4,1,4,1,4,1,5,5,1,1,5,94
549,2,19,2,1,1,1,1,4,1,1,3,3,3,3,3,3,3,2,4,3,5,5,5,5,7,2,3,2,3,1,3,1,2,2,2,1,3,1,3,4,1,1,3,61
550,2,19,2,1,1,1,3,4,1,2,2,2,3,2,3,2,2,2,2,2,3,3,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35
551,2,19,2,1,1,1,3,4,1,2,3,3,3,3,3,3,3,1,4,4,5,6,5,5,4,2,4,1,4,2,3,2,4,3,4,2,4,1,4,4,2,2,3,63
552,2,19,2,1,1,1,3,4,3,2,3,3,2,3,2,2,2,2,2,2,4,4,4,4,3,3,4,2,2,3,2,2,3,3,3,3,2,2,2,3,3,4,2,49
553,2,19,2,1,1,1,3,4,1,4,3,3,3,3,1,3,3,2,3,3,4,5,6,5,2,2,3,1,3,3,4,3,2,3,2,3,3,1,3,3,1,4,3,62
554,2,19,2,1,2,1,3,4,1,5,3,3,3,3,2,3,3,2,3,3,4,4,4,3,3,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,61
555,2,19,2,1,2,1,1,4,1,2,1,2,4,2,3,2,2,3,3,3,3,2,4,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,47
556,2,20,2,1,2,1,1,4,1,2,3,3,2,4,1,3,3,2,1,1,4,3,5,4,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,78
557,2,20,1,1,1,1,1,2,1,1,3,3,3,3,2,3,3,1,3,3,6,7,7,5,6,1,1,1,4,1,4,1,5,1,4,1,3,1,2,5,2,1,4,64
558,2,19,2,1,2,1,2,4,1,2,3,3,3,3,2,3,3,2,2,2,3,3,4,4,2,1,3,1,4,1,4,1,4,2,5,1,5,1,1,3,1,1,5,75
559,2,18,2,1,2,2,1,3,1,2,3,3,4,3,3,4,4,2,4,4,7,6,7,6,6,1,4,1,4,2,4,2,5,2,5,3,5,2,3,5,1,1,5,68
560,1,21,2,1,1,2,3,4,2,2,3,3,3,3,2,4,3,2,3,3,4,5,5,6,4,2,2,1,3,3,4,3,3,2,3,2,2,2,3,4,1,2,3,71
561,1,19,2,1,2,2,3,4,2,2,4,3,2,4,3,3,3,1,4,4,5,5,5,2,1,3,3,2,4,3,4,2,5,3,4,1,4,1,4,5,1,2,4,72
562,1,19,2,1,1,1,3,3,2,2,4,3,3,4,2,3,3,2,3,3,4,5,4,3,3,1,1,1,3,3,1,1,1,1,1,1,2,1,1,2,1,1,1,68
563,2,20,2,1,1,1,1,4,1,2,4,4,3,4,2,4,4,3,4,4,6,5,6,6,6,1,1,1,5,1,5,1,3,1,3,1,3,1,2,5,1,1,3,86
564,2,19,2,1,2,2,3,3,1,2,3,3,3,3,3,3,4,1,4,3,4,4,5,5,2,2,3,1,3,2,3,1,3,2,3,2,3,1,3,3,1,2,3,58
565,2,19,2,5,2,2,1,4,1,1,3,3,3,3,3,3,2,2,3,3,4,4,4,4,4,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,51
566,2,18,2,1,2,2,1,3,2,4,3,3,3,3,3,3,3,2,4,4,3,2,3,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,59
567,2,20,2,1,2,1,1,4,3,3,4,4,4,4,3,4,4,1,4,4,6,5,6,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,84
568,2,20,2,1,2,1,2,4,1,2,3,3,4,3,3,3,3,1,3,3,4,3,5,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,58
569,2,18,2,1,2,1,3,4,1,1,3,3,2,2,1,3,4,1,3,3,6,5,5,5,7,1,1,1,2,1,3,3,4,1,2,1,2,1,3,4,3,1,2,63
570,2,19,2,1,2,1,4,4,3,4,3,3,4,3,4,3,3,3,4,4,6,6,5,4,3,1,1,1,4,1,4,1,3,1,3,1,4,1,4,5,1,1,4,77
571,1,21,2,1,2,2,2,4,2,1,4,4,4,4,3,4,4,1,3,4,6,6,6,6,4,1,4,1,4,1,3,1,4,1,4,1,3,1,3,4,1,1,3,97
572,2,20,2,1,2,2,3,4,1,3,4,4,4,4,4,4,4,1,3,4,7,7,7,7,5,1,1,1,5,1,5,1,5,1,5,1,5,1,4,5,1,1,5,94
573,1,20,2,1,2,2,2,4,1,4,2,3,4,3,2,3,4,2,4,4,6,4,5,1,1,1,1,1,1,1,3,1,1,1,2,1,3,1,2,3,1,1,2,67
574,1,20,2,1,1,1,2,4,2,3,3,3,3,3,3,3,3,2,4,3,5,5,6,4,3,2,4,1,2,3,3,4,5,2,3,3,3,2,3,5,2,2,5,55
575,1,19,2,1,2,1,3,4,3,3,3,3,3,2,2,3,4,2,3,4,5,6,6,3,2,1,4,1,4,2,3,2,3,3,2,1,3,1,3,3,3,2,3,73
576,2,19,2,1,2,2,3,3,1,5,4,4,3,4,3,4,4,1,3,3,2,3,3,2,1,1,3,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,54
577,2,19,2,1,1,2,3,4,2,2,3,3,3,3,2,3,3,2,3,3,4,5,5,4,5,1,4,1,3,1,3,1,3,1,3,1,3,1,3,4,1,1,3,57
578,2,19,2,1,2,2,1,3,2,1,3,3,3,3,2,3,3,2,2,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,64
579,1,20,2,1,1,2,3,4,1,3,2,2,2,2,3,2,2,2,2,2,4,4,4,4,4,1,1,1,2,1,2,1,2,1,1,3,2,1,1,2,1,3,1,40
580,1,18,2,1,2,1,3,4,1,4,3,3,3,3,4,3,3,2,3,3,4,4,5,3,5,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,84
581,2,18,2,1,1,1,4,4,3,3,3,3,3,3,2,3,3,2,3,3,5,5,6,5,6,1,2,1,3,1,2,2,3,2,2,1,2,1,1,3,1,1,2,55
582,2,18,2,1,2,2,3,4,1,3,3,3,4,4,3,3,3,2,4,4,3,3,3,3,3,2,4,2,3,2,4,2,4,3,4,4,4,3,4,4,1,2,4,60
583,2,19,2,1,2,1,3,4,2,3,3,3,3,3,3,3,3,2,3,3,5,5,5,4,3,1,1,1,4,1,4,1,3,1,3,1,3,4,4,1,1,3,3,69
584,2,20,2,1,2,2,2,4,1,5,3,3,3,3,2,3,3,2,2,3,6,5,6,6,6,2,5,2,5,1,2,2,4,3,2,2,4,2,4,5,2,2,4,64
585,2,19,2,1,2,2,3,3,1,5,3,3,2,2,2,2,3,2,2,3,4,3,6,5,4,3,3,2,4,2,4,2,4,3,4,3,4,3,3,3,3,2,3,60
586,2,19,1,1,1,1,3,3,2,1,4,4,4,4,3,4,4,1,4,4,6,5,5,4,4,2,3,2,4,3,4,2,3,3,3,3,4,3,4,4,2,2,4,71
587,1,19,2,1,2,1,3,4,1,4,4,4,2,3,2,2,2,1,1,1,5,3,4,5,7,2,4,3,4,3,4,1,3,3,4,2,4,3,4,4,2,2,3,71
588,2,20,2,2,2,2,3,4,2,1,3,3,3,4,4,3,4,2,4,3,5,3,4,1,2,2,5,1,4,1,3,1,2,4,3,2,4,1,3,5,1,2,4,64
589,1,19,2,1,1,1,1,4,2,2,4,4,4,4,4,4,3,2,4,4,6,5,6,5,7,1,2,1,3,1,4,1,2,2,2,1,2,1,5,3,1,1,2,86
590,1,20,2,1,1,2,1,4,1,3,3,4,3,3,3,3,3,2,3,4,5,4,3,2,2,1,2,1,3,1,2,1,3,1,2,1,2,1,3,2,1,1,3,73
