"","selfclarity_1","selfclarity_2","selfclarity_3","selfclarity_4","selfclarity_5","selfclarity_6","selfclarity_7","selfclarity_8","selfclarity_9","selfclarity_10","selfclarity_11","selfclarity_12","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Ability","Physical","Material","Social","Moral","SES2","SES1","ability_IAT","moral_IAT","ability_ALT_rt_val","moral_ALT_rt_val","ability_ALT_rt_ref","moral_ALT_rt_ref","ability_SRET_EW","moral_SRET_EW","ability_ALT_d_val","moral_ALT_d_val","ability_ALT_d_ref","moral_ALT_d_ref"
"NPI11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127190297857211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383508726476117,0.0908666431438922,0,0.207557266070178,0.175295721961136,0.0547889404577059,0,0.223622404025364,0,0.00293863420387644,0,0.00276869989497904,0.0937355675289326,0.0304458192015425,0.0358475811704265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437197120427041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214662292487051,0,0,0,0,0,0,0.00903912001592163,0,0.0244658326115359,0,0,0,0,0,0
"NPI12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191355111936317,0.0293854864802267,0,0,0.00180288031391195,0,0,0,0,0.0652613729002304,0.00276869989497904,0,0,0,0.0565157475563562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027330968448308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00300018693344663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015835709202241,0,0,0,0,0,0,0
"NPI13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307682518175896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281733739342168,0,0,0.0337274948063292,0,0.0197652995565462,0,0.174044170590227,-0.00724580109852964,0,0.0937355675289326,0,0,0,0.0310449843282061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015407324363448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00682594529111628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483242846909465,0.0186915464874893,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPI14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00761523537657462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191912339952237,0.00400168768466455,0.00349991063543583,0.0336155278935527,0,0,0,0,0,0,0.0304458192015425,0,0,0,0.0526769707000905,0,0,0,0,0,0,0,0,0,0,0,-0.0330057136636314,0,0,-0.0394715813719404,0,0,0,0,0,0,0,0,0,0.0007644640462791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151193628629654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703517029194192,0,0,0,0,0,0,0,0,0,0.00175954998006174,0,0,0,0,0,0
"NPI15",0,-0.00558145817696464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100696573977215,0,0,0,0,0,0.00834535289835828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108462213078635,0.440127367353292,0.0319304158902756,0.0530697020490334,0.061989603920317,0,0,0,0.0393653529288714,0.0358475811704265,0.0565157475563562,0.0310449843282061,0.0526769707000905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133238479988053,0,0,-0.0154730027394069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811148524458233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsns_1",0,0,0,0,0,0.0375314342196629,0,0,0,0,0.0195808651640887,0.0192346494404332,0,0,0.0555856913405952,0.0304160803556312,0.037962075395924,0,0,0,0,0,0,0,0.0213695919577272,0.0312761449073761,0.0189178684449015,0.0168840734729124,0.0308836772413772,0.0475945050918558,0.00989619475921717,0.0861200598693083,0,0.0495783835705455,0,0,0,0,0,0,0.0256725495822787,0.0716395222625233,0,0,0.066270686354427,0,0,0,0,0,0,0,0,0,-0.00739250041331372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445726203510537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682503940156218,0,0.00802034647816792,0,0.00993303708660087,0,0,0,0,0,0,0,0,0,0,0.0153306731765955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsns_2",0,0,0,0,0,0,0,-0.0021901233251585,0,0,0,-0.00960384587183173,0,-0.0486743538532758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0920928822805712,-0.0362914642078429,-0.010224211862936,0,0,-0.018723646459483,0,0,0,-0.0791716953386303,0,0,0,0,0,-0.0506314693472815,0,0,0,0,0,0,0,0,0,0,0.172548674937143,0.0272045597607464,0.0137727966092481,0.0127448886758379,0,0.0389520836354287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467875430363721,0,-3.87443776948913e-05,-0.0169641581023446,0,0,0,-0.14621801499466,0,0,0.0111045229129149,0,0,0,0,0,-0.0975457245482764,-0.0626431602200874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195976547211863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsns_3",0,-0.0115493954650748,-0.0184152173939453,0,0,0,-0.0340284552828148,0,0,0,0,0,0,-0.0586579293286243,0,0,0,0,0,0.0351087263292227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10089827176466,0,0,0,0,0,0,0,-0.0408069541592922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172548674937143,0,0.0130757759729641,0.0333151301982706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217519734486659,0,0,-0.135898835763868,0,-0.0145331964880423,0,-0.090500514181636,0,0,0,0,0,0,0,0,-0.0446055784253832,0,0,0,0,0,-0.010875964949381,0,-0.0354309414349401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsns_4",0,0,0,0,-0.0128229625988774,0,0,0,0,-0.0506168534272537,0,0,0,0,0,0,0,-0.0343121265407942,0,0.0710323815568036,0,0,0,0,0,0,-0.0727079910582539,0,0,0,0,0,0,0,-0.0062346652632559,0,0,0,0,0,0,0,0,0,-0.0188226396219606,0,0,0,0,0,0,-0.0923556070550977,0,0,0,0,0,0,0,0,0,0,0.0272045597607464,0.0130757759729641,0,0.0998456370642421,0,0,0,0,0.0484156096846991,0,0,0,0,0,-0.0635168406413218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000496748687502893,0,0,0,0,-0.00787157073364306,0,0,0,0,0,-0.0169770799517219,0,0,-0.0620373213525246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0598535917093974,-0.0232298648005839,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsns_5",0,0,-0.075281134141227,0,0,0,0,0,0,-0.0419248127089003,0,0,0,-0.0223603171550653,0,0,0,0,0,0,0,0,-0.0105109109037083,0,0,0,0,0,0,0,0,0,0,-0.0709812722896075,0,0,0,-0.00137741196579754,-0.0190821814382955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137727966092481,0.0333151301982706,0.0998456370642421,0,0.0992588098478694,0.00557967313774647,0.0475921039426987,0,0.0335883951704635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468561512157455,0,0,0,-0.0419957807006392,0,-0.0755282495953151,-0.0184114225511395,-0.127657512497331,0,-0.0185366698892867,0,0,0,-0.0217960650285763,0,-0.0669645491663915,0,-0.0445616044479464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214081315356842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsns_6",-0.025763747071012,0,0,0,0,0,0,-0.0516016729847456,0,-0.0104775971007511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0939225995688316,0,0,0,0,0,0,0,0,0,0,0.118168217346288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127448886758379,0,0,0.0992588098478694,0,0.136709379090823,0.0450795224765528,0,0,0,0,0,0,0,0,0,0,-0.0110616664122887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018515661837466,0,0,0,0,0,0,0,-0.0871462629652305,0,0,0,-0.0339117525514353,0,0,0,0,0,0,-0.026361025499807,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00678195370361911,0,0,0,0,0,0,0,-0.039829982895865,0,0,0,0,0,0,-0.00223954606080091,0,0,0,0,0
"hsns_7",0,-0.0023518478280092,-0.0484906332084484,0,-0.0109542105944845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878756157899381,0,0,0,0,0,0,-0.0410861299863007,0,0,0,0,0,0,0,0,0,0,0,0,0.0159341383342479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00557967313774647,0.136709379090823,0,0.0876580899211896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236534908284214,0,0,0,-0.0601785667216265,0,0,0,-0.0106105702079005,0,0,0.0177859966143497,-0.115799969690226,0,0,0,-0.0920815264915481,0,0,0,0,0,0,-0.0644561888677952,0,0,0,0,0,0,0,-0.0301595994222015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsns_8",0,0,-0.0398205127040316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00431967777229075,0,0,0.0020844012496393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0775212666270792,0,0,0,0,0,-0.0143440152405275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389520836354287,0,0,0.0475921039426987,0.0450795224765528,0.0876580899211896,0,0,0,0,0,0,-0.0520543447297613,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238813276721588,0,0,-0.0854795502306216,0,0,0,0,0.0278077318516587,0,0,0,0,0,0,-0.0955676453444046,0,0,0,0,0,0,0,0,0,0,-0.020854251859953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsns_9",0,0,0,0,0.0111915091775398,0,0,0,0,0,0,0.0216086357820323,0,0,0,0,0,0,-0.0530364897700981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345915790124332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073742864132478,0,0,0,0,0,0,0,0,-0.0414772974158879,0,0,0,0,0,0,0,0,0,0,0.0587715586437096,0,0.137600665151899,0,0,0,0,0,0,0,0,0,-0.0169601340425822,0,0.0526435378308456,0,0.0253120746184149,0,0.192151550181901,0,0,0.00357260017387791,0,0,0,0,0,0,0,0,0,0.000351824783391292,0,0,0,0,0,0.013158947654877,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687358903352203,0,0,0,0,0,0,0
"hsns_10",-0.0346662084093578,0,0,0,0,0,-0.0168911789016904,-0.0100236578502169,-0.00881216247271782,-0.0289256063038913,0,0,0,-0.0108471734576563,0,-0.0239092078970599,0,0,0,0,0,0,0,-0.00875807796562956,-0.00650206194810487,0,0,0,0,0,0,-0.000127127387089178,-0.0146841808497809,-0.0648704820059958,0,0,0,0,0,-0.0353444921145404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214463981218737,0,0,0,0,0,0,0,0,0,0.0484156096846991,0.0335883951704635,0,0,0,0.0073742864132478,0,0,-0.0394822320194362,-0.0341226433252604,-0.0233137501074543,0,0,-0.0100141466989794,0,-0.0623481037030348,0,0,0,0,-0.0085622395165283,0,0,-0.0102251204700528,0,0,0,-0.0357906429744136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00893276852749469,0,0,0,0,-0.0444810125193526,0,0,-0.0285272027309956,-0.0630730069649094,0,-0.0370943109822719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MorIden_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406000241069535,0.0711146014074829,0.0344043197158621,0.0151952434840747,0,0,0,0,0,0.0196186076390014,0.129289035055413,0,0,0.00406303383163692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445726203510537,0,0,0,0,0,0,0,0,0,0,0,0.226062763879788,0.0666110125078526,0.109602140863624,0,0,0,0,0,0,0,0,0,0,-0.00877727246826207,0,0,0,0.0204848771279785,0,0,0,0,0,0,-0.0149165387437036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145445998664332,0,0,0,0.0310378208674165,0,0,0,0,-0.0333096574565214,0,0,0,0,0,0,0,0,0,0.0266525045391776,0,0,0,0,0,0.0268781099891961,0,0,0,0,0,0,0,0
"MorIden_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918277623613336,0.0491197826629884,0,0,0,0.00351983850861136,0.0133871753009648,0,0,0.0324502227595587,0.0194794048202493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229929336507822,0,0.0124777394146336,0,0.0500033428679896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330057136636314,0,0,0,0,0,0,0,0,0,0,-0.0394822320194362,0,0,0,0.111647347512522,0.35542994872907,0.00576217816712001,0,0,0.0522283888372691,0,0,0,0,0,0,0,0,0,0,0.0305897790407036,0,0,0,0,0,0,-0.0169739847653858,0,0,0,0,0,0,0,0.00623486245771425,0,0,0,0,0,0,0,0,0,0,0,0,0.00578029729739958,0,0,0,0.012579331110877,0,0,0,0,0,0,0.0222540072238346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MorIden_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036129610927301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343865371742056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341226433252604,0.226062763879788,0,0,0.0134664817717542,0,0,0.014397301156748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021073903470886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454008001522107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056194400502067,0,0,0,0,0,0,0,0,0
"MorIden_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233392018245546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095220909594966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216871584625183,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520543447297613,0,-0.0233137501074543,0.0666110125078526,0.111647347512522,0.0134664817717542,0,0.0993856802938463,0,0,0,0.00273374191178577,0,0,0,0,0,0,0,0.0387762770017702,0,0.0290181352273096,0,0.0126008752749111,0,0.0120172062120357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138047645176223,0.0453209002080454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MorIden_5",0.00657280778007871,0,0,0,0,0,0,0,0,0,0,0,0.027456641160059,0,0,0.0531203431602827,0,0.0333945913227994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394715813719404,0,0,0,0,0,0,0,0,0,0,0,0.109602140863624,0.35542994872907,0,0.0993856802938463,0,0.0975805644452686,0.0147195543736049,0.0465026093729126,0.174537151531451,0,0,0,0,0,0,0,0,0,0,0.0114290683070852,0,0,0,0,0,0,0,0,0,0,0,0.0375871094830656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602390903338275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MorIden_6",0.000697658468487959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491684768518247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044555958005492,0,0,0,0,0,0,0,0,0,0,-0.0635168406413218,0,0,0,0,0,0,0,0.00576217816712001,0,0,0.0975805644452686,0,0.0313703380110709,0.212211482297837,0.104886525399768,0.113469113115603,0,0,0.0166287933639394,0.0111775319226064,0.0454265860686055,0,0.0038972382162112,0,0,0.0557476728714225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968568516337564,0,0,0,0,0.0266273171585924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237760775791075,0,0
"MorIden_7",0.0121767207332612,0,0,0,0,0,0,0,0,0,0,0,0.0150268864461615,0,0,0.00562833153684957,0.0231415960326868,0.0430453544654869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035186685240945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100141466989794,0,0,0.014397301156748,0,0.0147195543736049,0.0313703380110709,0,0.139823254811875,0.23434139795609,0.240808949686442,0.0273587699120231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0466045896839836,0,0,0,0,0.0395861278953412,0,0,0,0,0,0,0,0.00414211407406048,0.0353400454441959,0,0,0,0,0,0.0361313606632603,0,0,0.0144506941722769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253950287032407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MorIden_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586242321156665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465026093729126,0.212211482297837,0.139823254811875,0,0.0143924915017271,0.111059045370342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115904561370077,0,0,0,0,0,0.0577534456362298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885654182860367,0,0,0.0201805647029881,0,0.0131094539758822,0,0,0,0.00560358681340587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391639695277773,0
"MorIden_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013219967696068,0,0,0,0,0.0166552039166998,0,0,0,0,0.0861337686877787,0,0,0.00341605751685577,0,0,0,0,0,0,0.00732152955193055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110616664122887,0,0,-0.0414772974158879,-0.0623481037030348,0,0.0522283888372691,0,0.00273374191178577,0.174537151531451,0.104886525399768,0.23434139795609,0.0143924915017271,0,0,0,0,0,0,0,0,0.0177264587120725,0.00426873345269778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368587607276903,0,0,0.0684796821122634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143965845338735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MorIden_10",0,0,0,0.0367383418228007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599569319216476,0.00969606724142517,0,0.0622437610035543,0,0,0.0359095355186207,0,0,0,0,0,0,0,0,0.0801284793247175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113469113115603,0.240808949686442,0.111059045370342,0,0,0.0871013726393963,0,0.00535340371014515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00565839543263745,0,0,0,0,0,0.030650383948019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145886915748042,0,0,0,0,0,0,0,0,0.0242508692179702,0,0,0,0,0
"moralSeImag_1",0.02700656871884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166746250729574,0,0,0,0.0100812613377905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00737223294772875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273587699120231,0,0,0.0871013726393963,0,0.239174840705747,0.0474967398252361,0.121414371320962,0.160290332084814,0.0658958044516068,0.164894483402265,0.0580375061565685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539108706520405,0,0,0,0,0.00398406909856052,0.0464975124017388,0.000908094173863088,0.0137662760175127,0.018245247190945,0,0,0,0,0,0,0,0,0,0.0424953993263479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000625727182368278,0,0,0,0,0,0
"moralSeImag_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239174840705747,0,0.0640979602651705,0.14110162845838,0.0359652173488828,0,0.165460756856788,0.029219416875311,0.164043599444892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263027866745254,0,0,0,0,0,0
"moralSeImag_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140283366196897,0.00117173502999193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166287933639394,0,0,0,0.00535340371014515,0.0474967398252361,0.0640979602651705,0,0,0.0923032732201836,0.17367604851607,0.0602080658145871,0.231143815709685,0.134470637506691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176067552356275,0.0222436233970525,0,0,0,0,0,0,0,0,0,0,0.0196452581212565,0,0,0.0253552453706713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997665394690567,0,0,0,0,0,0,0,0,0.0706696284827268,0.00932855578780174,0,0,0.0021083800231207,0
"moralSeImag_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085622395165283,0,0,0,0,0,0.0111775319226064,0,0,0,0,0.121414371320962,0.14110162845838,0,0,0.0363459928435557,0.159219415181808,0.163560821544618,0,0.280164345634928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"moralSeImag_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175493990244061,0,0,0,0,0,0,0,0.0168283487858654,0,0,0,0,0,0,0,0.00238323817628136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007644640462791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454265860686055,0,0,0,0,0.160290332084814,0.0359652173488828,0.0923032732201836,0.0363459928435557,0,0.160285140938817,0.151436350900963,0.00648337452118035,0.0591312638178481,0,0,0,0,0,0,0,0,0,0,0,0.0188599601676815,0,0,0.000750103403937257,0.0587603386275894,0,0,0,0,0,0.0509489452063629,0,0,0.0038907626497909,0,0,0,0.00717126456289734,0,0.0670237873561757,0,0,0,0,0,0,0,0,0,0,0,0.0420677779405292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
