"","%IncMSE","IncNodePurity"
"SES2",2.88666277855437,0.437223409655931
"SES1",2.28729566215419,0.515984497413897
"ability_IAT",-0.285445067081773,1.13314660035025
"moral_IAT",0.90194282138133,1.22144821153894
"ability_ALT_rt_val",0.0738697191469825,1.10750458965253
"moral_ALT_rt_val",-0.501834711834294,1.18933612351259
"ability_ALT_rt_ref",-2.07129783659281,1.07217383155787
"moral_ALT_rt_ref",0.569679667062624,1.32900306022047
"ability_SRET_EW",2.8362628425302,0.732257343259233
"moral_SRET_EW",0.829075785768815,0.670288088112989
"ability_ALT_d_val",0.996140157716944,1.62772521897872
"moral_ALT_d_val",0.637065309095869,1.01773672610094
"ability_ALT_d_ref",-0.0775468762998853,0.819814033396257
"moral_ALT_d_ref",0.718760856449177,1.02451668747816
