"","ability_IAT","moral_IAT","ability_ALT_rt_val","moral_ALT_rt_val","ability_ALT_rt_ref","moral_ALT_rt_ref","ability_SRET_EW","moral_SRET_EW","ability_ALT_d_val","moral_ALT_d_val","ability_ALT_d_ref","moral_ALT_d_ref","selfclarity_1","selfclarity_2","selfclarity_3","selfclarity_4","selfclarity_5","selfclarity_6","selfclarity_7","selfclarity_8","selfclarity_9","selfclarity_10","selfclarity_11","selfclarity_12","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Ability","Attraction","Wealth","Social","Moral","SES2","SES1"
"ability_IAT",0,3.39327116378647,25.8237821768893,44.9428374376816,27.5362287032583,42.4697661532359,40.4060244733512,42.8781823998716,23.6019378032289,42.9951687405326,26.8590626172172,40.0001862108024,44.2915821897422,34.3502911036333,56.1171275786487,51.0105218123288,46.6338564114588,46.8116323489057,51.92819150131,37.3253687400671,31.2151709938449,56.7692083313798,47.1679922558383,47.6663947016275,51.7199989850529,52.8010616496736,41.2116389253124,54.5313446943083,52.2199942215715,48.5690759433499,30.7612481019263,34.6796522315848,35.5222260764071,52.2549483833525,22.3775666549244,43.3715219958515,43.5855089342694,38.3671202176465,53.5095649870357,60.1164247082822,43.5259618700225,47.9278656860178,46.8265235611703,52.9482291669034,52.6110726342941,60.0834128497082,35.7233589633896,38.7663010902188,48.2008433197898,24.7104329530935,30.7366195657109,42.73245522025,34.4915741718026,49.1158839524011,33.6173125961902,33.5924077933623,49.232709236958,44.8669377135245,50.0240863254495,56.3982752540588,42.5026370930255,52.7399468762737,53.1599849270249,56.8330798933362,38.6988583764766,40.1397857301411,51.8657471801238,58.3945016555174,46.1009893818293,61.7562772298652,35.6743095663609,57.7297189095735,44.8276901580487,54.922819432141,43.6183183001679,39.1505503369783,53.7115204227488,47.9800988923201,32.5850642844425,40.4598749802291,32.9617278444282,33.0082772464091,46.9269575302432,45.6808968286612,56.5633397764032,43.154502046218,61.8897891087737,53.7712290419248,47.1189837989703,55.3308457175561,50.5808720380577,57.4789509532586,56.3854562593279,49.731436159869,52.266935260902,54.8510042641337,51.4139423605199,55.3987402697606,55.9319026663965,55.7488117992074,58.8261592878044,55.1557373296535,43.0314953358473,44.4033409327848,26.2891496604623,44.5584547225845,43.3804283780269,41.833410200609,39.8094893166502,50.104301083891,27.9630712350935,48.3791841324271,37.5301515381221,47.5820899423504,43.6657021819397,46.5243831553782,30.2700632881145,52.5139881173614,36.412908710206,51.7687097090086,31.1670749348248,45.6454070033285,52.1710245131238,42.8890671356241,54.3329976468434,54.7185332368853,49.0947467035728,52.2483573963803,52.195101950041,55.3213776125159,61.3326804092879,54.4986137039507,57.3343682741495,57.9444150565802,54.6189908712216,58.4642014846952,51.6163504956277,50.6762982089536,58.0362776658053,60.2275306266597,54.9089007173133,44.3793492658208,47.4832808776814,42.2694019878283,45.000851730948,49.6995464770486,51.0244216123946,37.4136022850024,39.0984436325931
"moral_IAT",3.39327116378647,0,27.03593839849,44.5952834521135,24.1429575394718,42.1222121676678,43.7992956371377,46.2714535636581,26.9952089670153,42.6476147549645,26.5115086316491,39.6526322252343,47.6848533535287,37.7435622674198,59.5103987424352,54.4037929761153,50.0271275752453,50.2049035126922,55.3214626650965,40.7186399038536,34.6084421576314,60.1624794951662,50.5612634196247,51.0596658654139,55.1132701488394,56.19433281346,44.6049100890988,55.743500915909,53.4321504431722,51.9623471071364,34.1545192657128,38.0729233953713,38.9154972401936,55.6482195471389,25.7708378187109,46.7647931596379,46.9787800980558,41.7603913814329,54.2521507114507,60.1837579410411,46.919233033809,51.3211368498043,50.2197947249568,54.2619854820454,56.0043437980806,59.9208065614459,39.1166301271761,42.1595722540052,44.8075721560033,28.1037041168799,34.1298907294974,39.3391840564635,37.8848453355891,52.5091551161876,37.0105837599767,36.9856789571488,45.8394380731715,48.260208877311,53.2811880396033,59.7915464178453,45.895908256812,56.1332180400602,56.5532560908114,53.4398087295497,42.092129540263,43.5330568939276,48.4724760163374,61.7877728193039,49.4942605456158,65.1495483936517,39.0675807301474,60.9868206237272,48.2209613218352,57.0137370212329,41.7000098005037,42.5438215007647,50.3182492589623,51.3733700561066,35.978335448229,43.8531461440156,36.3549990082147,29.6150060826226,43.5336863664567,49.0741679924476,59.9566109401897,44.3666582678187,64.2650540456381,57.1645002057113,50.5122549627567,55.9496916739447,50.2333180524897,54.0856797894722,53.9161036548742,52.8299160786921,48.8736640971155,58.2442754279202,48.0206711967334,58.4972201885836,55.6019056701761,54.002847349084,56.0585341016032,51.762466165867,41.2735725769347,47.7966120965713,22.8958784966758,47.951725886371,46.7736995418134,45.2266813643955,36.4162181528637,52.6534202131186,31.35634239888,46.4608756327629,40.9234227019085,50.9753611061369,47.0589733457262,49.9176543191647,33.6633344519009,54.8618636682764,39.8061798739925,55.1619808727951,27.7738037710383,49.0386781671149,54.8035683141922,45.236942686539,55.3012180101234,55.0353009431969,52.4880178673593,48.8550862325939,48.8018307862546,51.9281064487294,57.9394092455014,55.2131049478466,53.941097110363,58.2611827628917,58.012262035008,55.0709303209087,48.2230793318412,47.2830270451672,54.6430065020188,56.8342594628732,53.9735164239485,40.9860781020343,50.8765520414679,45.6626731516148,48.3941228947345,49.3236863999896,54.4176927761811,40.8068734487889,42.4917147963796
"ability_ALT_rt_val",25.8237821768893,27.03593839849,0,23.3453067716598,2.89298085901818,20.8722354872141,46.8997395254334,44.427581598913,2.22184437366045,21.3976380745109,5.26153195119545,18.4026555447807,62.574946827038,60.1740732805226,69.2561436586295,61.4072444872882,57.4717044303524,54.3377530726339,59.8843374001658,63.1491509169564,57.0389531707342,55.043320570096,50.4612943386835,56.0712186022522,34.3698153890502,62.2982690981303,54.1140815341382,28.707562517419,26.3962120446821,30.3406837575753,37.8482771018577,41.7666812315162,53.3937085664924,48.0891362228046,48.2013488318137,45.544412647048,39.4196967737215,40.5426394832787,36.0979279084594,50.0014159488081,51.9833485539378,41.6796272094773,54.7251440819065,42.9962515090879,46.2395022151736,60.0116129622774,53.8841339321055,50.8411918052763,45.5425064639067,50.5342151299828,56.5604017426002,47.2701543817867,51.1215478722923,49.7346908970666,51.7700478421323,56.1085689818676,44.1045991672336,54.8798994730154,52.9735464106599,53.6948929018358,45.4520971782359,56.0063997335056,59.969311500237,53.0382784807991,43.5813071733636,50.9582390220311,41.4943175060116,51.6986665003772,54.7957661038991,72.5747305217552,55.4237151858113,57.1647237864354,47.7771502432591,32.9303002191722,44.9252157458654,51.2589780429438,55.041141003485,57.0063607343742,55.369669986819,64.0187552547409,56.52060811894,33.2490247676831,36.5555278561309,22.9286283751228,33.8110713228649,17.3307198693287,37.229115647148,31.0189605883865,32.9716234783682,34.6997149934911,28.983341372036,38.2978654402752,39.3266882984785,60.7608864040153,56.8046344224387,46.9379478208159,55.9516415220566,57.1003086320924,54.1100305689712,57.2861742063193,50.9131028444865,55.2091707802227,44.9075912619952,53.7140341702299,30.826848821999,57.7046166097128,44.4726912732863,61.009278500127,44.3471884781869,48.8627110941147,44.5002154055657,49.6860815781245,56.407645465387,56.9683564933453,42.4241121921634,66.2729651723341,52.9870671550059,57.2008265948726,51.5261778876365,56.7870430835317,35.7047740963616,50.1479537092152,50.4715976086261,52.8230774221823,53.091407657067,48.0963176800842,58.0377255646561,38.1043639656651,55.3402072030752,49.3407465729982,53.8132518713265,31.7463452504124,47.254166656346,50.3983154941471,61.6134175344997,51.8120068791455,43.8911086262751,44.0241036034039,50.3110357964528,40.7242129023644,49.6415457183824,48.9170484273575,30.1930767603422,35.4069556501954,36.8341320788519,37.3015391463795,36.0657981424485,44.4213815247976,46.1062228723882
"moral_ALT_rt_val",44.9428374376815,44.5952834521135,23.3453067716598,0,20.4523259126416,2.47307128444568,37.6651523060386,40.137310232559,21.3408996344527,2.31920453068868,18.0837748204644,4.94265122687916,77.1394259569134,79.2931285413149,67.1522893021091,58.7782664930173,65.6398528217977,74.9538357801353,69.9832072402792,76.5991797450402,76.1580084315265,65.1421904102094,71.0773770461849,75.7633327704021,57.71512216071,67.8947067162716,61.7693401958993,52.0528692890788,49.741518816342,53.6859905292351,48.9202974433158,52.8387015729743,52.8310460857553,62.8409612256936,54.4896923628474,60.6803420051997,61.9099583923424,59.3082367652312,59.4432346801192,65.2820412838203,72.1762727432255,65.0249339811371,73.6385730254939,66.3415582807477,59.5384126025473,83.3569197339372,64.3736698365925,67.4166119634217,68.8878132355666,53.3607438262964,59.3869304389138,61.8346335116621,63.1418850450055,63.0336012844402,62.2676234693932,62.2427186665652,67.4499059388934,71.1863165294163,51.6854393801479,44.8990104259782,50.4908482240172,38.4487669329784,49.1578329121302,54.7874755398124,56.8802175607373,51.0489280791109,64.8396242776714,46.8952368274368,45.0877244274228,72.3701538955882,55.5144042428911,59.3910719642718,49.8267820218024,56.275606990832,53.6151397300205,59.948902027099,58.2733661717046,64.5975508503148,55.8235204337381,64.7710358908608,67.6226027059572,50.8083698213066,59.9008346277907,46.2739351467826,57.1563780945247,40.6760266409885,60.5744224188079,54.3642673600463,45.7938663476372,47.52195786276,41.8055842413049,54.4441500179028,52.1489311677474,67.9397970179892,65.5850973706266,52.1101320968211,64.1231500253616,62.2724929080977,59.2822148449764,62.4583584823245,56.0852871204918,60.381355056228,57.3454610289643,51.2249033375235,48.3861938756225,61.8672747319327,64.3215449256116,61.8485238767162,58.713923156591,64.0284422220397,48.9041877826783,58.3760055622797,45.8454068255725,56.0998441349748,57.5898433200884,65.4044528139637,56.8697198254146,50.1114122098079,50.726874403323,64.2699592792168,53.264119149985,63.8267661875892,57.9545138043112,40.4864912280705,58.3050799574644,44.5618032106045,65.5206417603411,53.6298729193916,51.8056927335955,59.4639830019352,50.6382469924122,55.0916520220722,57.637874573959,41.3359213909096,55.1550477475949,54.7667937708994,51.3740248219602,50.9798045087631,57.2210264645545,61.2960509775927,57.1244619140675,57.276753451896,43.4919871477159,38.2781082578628,42.7367781582273,45.9914631305347,47.0331278824291,50.324027604173,52.0088689517636
"ability_ALT_rt_ref",27.5362287032583,24.1429575394718,2.89298085901818,20.4523259126416,0,17.979254628196,49.7927203844516,47.3205624579312,5.11482523267862,18.5046572154927,2.36855109217727,15.5096746857625,59.6819659680199,61.8865198068916,70.1942348002068,61.8202119911149,54.9586256623345,57.2307339316521,62.777318259184,64.8615974433254,58.7513996971032,57.9363014291142,53.3542751977017,58.9641994612703,37.2627962480683,59.4052882391122,54.7459550651372,31.6005433764372,29.2891929037003,33.2336646165935,40.7412579608759,44.6596620905344,53.3807609486753,47.5994614989048,49.9137953581827,48.4373935060662,42.3126776327397,43.4356203422969,38.9909087674775,49.5668175555332,54.876329412956,44.5726080684954,57.4466817791021,45.8892323681061,43.3465213561554,62.9045938212956,55.446863806885,53.7341726642945,48.4354873229249,52.2466616563518,54.9139336213042,44.3771735227685,48.2285670132741,46.8417100380484,48.8770669831141,53.2155881228494,46.9975800262517,57.7728803320335,50.0805655516417,50.8019120428176,42.5591163192177,53.1134188744875,57.9430578008577,55.5727502507676,40.6883263143455,48.0652581630129,44.3872983650298,48.805685641359,51.9027852448809,69.681749662737,52.5307343267931,57.7861981357657,44.8841693842409,35.8232810781903,42.0322348868472,48.3659971839256,52.1481601444668,55.3994651384617,52.4766891278008,61.1257743957227,53.6276272599218,30.3560439086649,39.4485087151491,25.821609234141,36.704052181883,20.2237007283469,40.1220965061662,33.9119414474046,30.0786426193501,31.8067341344729,26.0903605130178,38.7289262896157,36.4337074394603,57.8679055449971,53.9116535634205,44.0449669617977,53.0586606630384,54.2073277730743,51.217049709953,54.3931933473011,48.0201219854684,52.3161899212046,42.0146104029771,50.8210533112117,27.9338679629809,55.191537841695,47.3656721323045,61.6574332084823,41.4542076191687,48.3132184937526,47.3931962645838,46.7931007191063,53.5146646063688,59.8613373523635,41.8746195918013,67.1902825708718,50.0940862959877,59.2082582005334,48.6331970286183,59.6800239425499,32.8117932373434,47.6348749411974,53.3645784676443,49.9300965631641,52.5419150567049,45.203336821066,60.9307064236742,40.9973448246832,52.447226344057,52.2337274320164,51.9547233698201,34.6393261094305,44.3611857973278,48.4292186407609,58.7204366754815,54.7049877381637,46.7840894852933,46.9170844624221,53.204016655471,43.6171937613826,52.5345265774006,46.0240675683393,27.3000959013241,32.5139747911772,33.9411512198338,34.4085582873613,33.1728172834303,41.5284006657794,43.21324201337
"moral_ALT_rt_ref",42.4697661532359,42.1222121676678,20.8722354872141,2.47307128444568,17.979254628196,0,35.1920810215929,37.6642389481133,18.867828350007,4.79227581513436,15.6107035360187,2.46957994243347,74.6663546724677,76.8200572568692,64.6792180176634,56.3051952085716,63.166781537352,75.209988559848,67.5101359558335,74.1261084605945,73.6849371470808,62.6691191257637,71.3335298258976,73.2902614859564,55.2420508762643,65.4216354318259,59.2962689114536,49.5797980046331,47.2684475318963,51.2129192447895,46.4472261588701,50.3656302885286,50.3579748013096,60.3678899412479,56.9627636472931,58.207270720754,59.4368871078967,61.4148749704929,56.9701633956735,62.8089699993746,69.7032014587798,62.5518626966914,71.1655017410482,63.8684869963021,57.0653413181016,80.8838484494916,61.9005985521469,64.943540678976,66.4147419511209,50.8876725418507,56.9138591544681,59.3615622272164,60.6688137605599,60.5605299999946,59.7945521849475,59.7696473821196,64.9768346544477,68.7132452449707,49.2123680957022,42.4259391415325,48.0177769395715,35.9756956485327,46.6847616276845,52.3144042553668,54.4071462762916,48.5758567946652,62.3665529932257,44.4221655429911,42.6146531429771,69.8970826111425,53.0413329584455,56.9180006798261,47.3537107373567,53.8025357063863,51.1420684455748,57.4758307426533,55.8002948872589,62.1244795658692,53.3504491492924,62.2979646064151,65.1495314215115,48.3352985368609,57.427763343345,43.800863862337,54.683306810079,38.2029553565428,58.1013511343622,51.8911960756006,43.3207950631915,45.0488865783143,39.3325129568592,51.9710787334571,49.6758598833017,65.4667257335436,63.112026086181,49.6370608123754,61.6500787409159,59.799421623652,56.8091435605308,59.9852871978788,53.6122158360461,57.9082837717823,54.8723897445186,48.7518320530778,45.9131225911768,59.394203447487,65.3449267605004,59.3754525922705,56.2408518721453,61.555370937594,51.3772590671239,55.902934277834,43.3723355411269,53.6267728505292,55.1167720356427,62.931381529518,54.3966485409689,47.6383409253622,48.2538031188774,61.7968879947711,50.7910478655394,61.3536949031435,55.4814425198655,38.0134199436248,55.8320086730187,42.0887319261589,63.0475704758954,51.156801634946,49.3326214491498,56.9909117174895,48.1651757079665,52.6185807376265,55.1648032895133,38.862850106464,52.6819764631492,52.2937224864537,48.9009535375145,48.5067332243175,54.7479551801089,58.822979693147,54.6513906296218,54.8036821674503,41.0189158632702,35.8050369734171,40.2637068737817,43.518391846089,44.5600565979834,47.8509563197273,49.5357976673179
"ability_SRET_EW",40.4060244733512,43.7992956371377,46.8997395254334,37.6651523060386,49.7927203844516,35.1920810215929,0,2.4721579265204,49.1215838990938,39.9843568367273,50.8027845576116,37.6616609640264,43.2218637349646,50.557756963985,42.2261739090659,34.3772747377246,36.6233524043088,43.9567314384421,32.8543676506022,47.5826793275512,52.0420378219227,28.0133508205324,40.0802727044917,38.6344931807251,32.2138960204038,45.6074431986814,31.1556511312039,40.945862304195,38.6345118314581,33.32381910245,11.2551451372771,15.1735492669357,36.6372474426369,32.9142455353869,23.4925880211542,30.3695219596302,24.2448060863038,28.311132423538,39.3440933973486,32.0975172443405,34.5111204371869,38.9130242531821,36.7240543009678,43.5128494901295,41.9168180997381,53.7635041378037,26.7085175305539,29.7514596573831,39.7272262014354,15.6955915202578,21.7217781328752,41.2073408928499,25.4767327389669,39.0598961582927,24.6024711633546,24.5775663605266,37.9189646991946,35.8520962806888,35.5973901687065,41.0512362748196,28.0759409362825,40.1180222273213,44.3646518723399,45.8220744827696,29.6442564865645,41.2548070963709,40.2486184162084,39.055009873361,40.2934258660209,62.871298596095,36.7893309325907,43.3030227528304,30.4009940013057,36.1764657080614,34.6034768673322,30.1357089041426,36.1233594697289,26.9323985442762,18.1583681276995,27.1058835848221,29.9574503999186,21.3911484824937,35.3098287663278,26.174793864012,37.0572368117541,29.5690196561047,42.3836861441246,34.2651260772757,27.6128808343211,35.8247427529069,31.6011629406534,40.3390307022419,40.4517160578943,30.2746447119506,27.919945064588,14.4449797907825,26.457997719323,24.6073406020591,21.6170625389378,24.7932061762859,18.4201348144532,22.7162027501894,33.0497149768058,13.5597510314849,28.1102760684405,29.8986275385608,33.3244405839185,35.7609401860084,37.1509647847809,30.5981981192419,17.9070834409851,35.5387629636315,36.6839993836941,35.5983588438675,24.1595992172906,35.3008793696377,25.659686383852,44.2853134316257,31.8025318059436,36.8047758434992,28.5360071103327,29.2996016831716,32.6649215484747,42.0429149811961,34.8268946821942,42.2219371818128,38.0554583246235,41.3505294545543,41.3262819060631,52.5869120618874,35.1422236028362,34.9925107393016,42.7357611753284,44.4445492043387,41.2649994758146,47.8659741555252,35.4097155704572,46.2339292370808,41.8296427406348,43.9703783912536,29.6592784783499,43.5769283944866,27.9771779130323,22.7632990231792,25.8972454323347,30.4766538958511,31.5183186477455,18.3099959863891,16.6251546387985
"moral_SRET_EW",42.8781823998716,46.2714535636581,44.427581598913,40.137310232559,47.3205624579312,37.6642389481133,2.4721579265204,0,46.6494259725734,42.4565147632477,49.6891135501084,40.1338188905468,45.694021661485,53.0299148905054,44.6983318355863,36.849432664245,39.0955103308292,46.4288893649625,35.3265255771226,50.0548372540716,54.5141957484431,30.4855087470528,42.5524306310121,41.1066511072455,34.6860539469242,48.0796011252018,33.6278090577243,38.4737043776746,36.1623539049377,35.7959770289704,13.7273030637975,17.6457071934561,39.1094053691573,35.3864034619072,25.9647459476746,32.8416798861506,26.7169640128242,30.7832903500584,41.816251323869,29.6253593178201,36.9832783637073,41.3851821797025,39.1962122274882,41.1327981346387,39.4446601732177,56.2356620643241,29.1806754570743,32.2236175839035,42.1993841279558,18.1677494467782,24.1939360593956,43.6794988193703,27.9488906654873,41.5320540848131,27.074629089875,27.049724287047,40.391122625715,38.3242542072092,38.0695480952269,43.52339420134,30.5480988628029,42.5901801538417,46.8368097988603,48.29423240929,32.1164144130849,43.7269650228914,42.7207763427288,41.5271677998814,42.7655837925413,65.3434565226154,39.2614888591111,45.7751806793508,32.8731519278261,38.6486236345818,37.0756347938526,32.607866830663,38.5955173962493,29.4045564707966,20.6305260542199,29.5780415113425,32.429608326439,23.8633064090141,37.7819866928482,28.6469517905324,39.5293947382745,27.0968617295843,44.855844070645,36.7372840037961,30.0850387608415,38.2969006794273,34.0733208671738,42.8111886287623,42.758469433893,32.746802638471,30.3921029911084,16.9171377173029,28.9301556458434,27.0794985285795,24.0892204654582,27.2653641028063,20.8922927409736,25.1883606767098,35.5218729033262,16.0319089580053,30.5824339949609,32.3707854650812,35.7965985104389,38.2330981125288,39.6231227113013,33.0703560457623,20.3792413675055,38.0109208901519,39.1561573102145,38.0705167703879,26.631757143811,37.7730372961581,28.1318443103724,46.7574713581461,34.274689732464,39.2769337700196,31.0081650368531,31.771759609692,35.1370794749951,44.5150729077165,37.2990526087146,44.6940951083332,40.5276162511439,43.8226873810747,41.8076441355626,55.0590699884078,32.6700656763158,37.464668665822,40.263603248808,41.9723912778183,42.0035479095937,50.3381320820456,37.8818734969776,43.7617713105604,43.4539833228256,46.442536317774,32.1314364048703,46.049086321007,30.4493358395527,25.2354569496996,28.3694033588551,32.9488118223715,33.9904765742659,20.7821539129095,19.0973125653189
"ability_ALT_d_val",23.6019378032289,26.9952089670153,2.22184437366045,21.3408996344527,5.11482523267862,18.867828350007,49.1215838990938,46.6494259725734,0,19.3932309373037,3.25712481398832,16.3982484075735,64.7967912006985,57.9522289068622,71.4779880322899,63.6290888609486,59.6935488040128,56.5595974462943,62.1061817738262,60.9273065432959,54.8171087970738,57.2651649437564,52.6831387123439,58.2930629759126,36.5916597627106,64.5201134717908,56.3359259077986,30.9294068910795,28.6180564183426,32.5625281312358,40.0701214755182,43.9885256051767,55.6155529401528,48.4880352207158,45.9795044581533,47.7662570207085,41.641541147382,42.7644838569392,38.3197722821198,50.4553912773442,54.2051929275982,43.9014715831377,56.946988455567,45.2180958827484,48.461346588834,62.2334573359379,56.1059783057659,53.0630361789368,47.7643508375672,48.3123707563223,54.3385573689398,49.4919987554472,53.3433922459527,51.956535270727,53.9918922157927,57.1943455965912,46.326443540894,57.1017438466758,55.1953907843203,55.9167372754962,47.6739415518964,54.8435239985397,62.1911558738975,55.2601228544595,45.8031515470241,53.1800833956915,43.716161879672,53.9205108740376,57.0176104775595,74.7965748954156,57.6455595594718,59.3865681600959,49.9989946169196,35.1521445928326,47.1470601195258,53.4808224166043,57.2629853771454,57.3454418558232,56.1870020876713,64.061812783458,56.5636656476571,35.4708691413436,38.7773722297914,25.1504727487833,36.0329156965253,19.5525642429891,39.4509600208085,33.2408049620469,30.9672163411611,32.6953078562839,26.9789342348289,39.6175000114267,37.3222811612713,60.7632056047769,58.4085059574143,44.9335406836088,56.9465586121493,55.0959014948853,52.1056234317641,55.2817670691121,48.9086957072794,53.2047636430156,42.9507431298925,55.9358785438904,33.0486931956595,59.9264609833733,46.6945356469467,63.0768470416858,46.5690328518473,49.2017922155636,46.7220597792261,51.907925951785,54.4507973332842,59.1902008670058,42.7631933136123,68.4948095459946,53.8720010913433,59.4226709685331,49.5693297555337,59.0088874571922,37.926618470022,52.3697980828757,52.6934419822866,50.8186702849752,53.4304887785159,46.0919105428771,60.2595699383165,40.3262083393255,53.335800065868,51.5625909466586,52.8432970916311,33.9681896240728,45.2497595191389,49.317792362572,59.6090103972926,54.0338512528059,46.1129529999356,46.2459479770644,52.5328801701132,42.9460572760248,51.8633900920429,51.138892801018,32.4149211340027,37.6288000238558,39.0559764525124,39.52338352004,38.2876425161089,46.643225898458,48.3280672460487
"moral_ALT_d_val",42.9951687405326,42.6476147549645,21.3976380745109,2.31920453068868,18.5046572154927,4.79227581513436,39.9843568367273,42.4565147632477,19.3932309373037,0,16.1361061233154,2.9949825297302,75.1917572597645,77.3454598441659,65.2046206049602,56.8305977958683,63.6921841246488,72.6346312494466,68.0355385431302,74.6515110478912,74.2103397343775,63.1945217130605,68.7581725154962,73.8156640732531,55.767453463561,65.9470380191227,59.8216714987503,50.1052005919299,47.793850119193,51.7383218320862,51.2395019740044,55.1579061036629,50.8833773886063,60.8932925285446,52.1704878321587,58.7326733080507,60.8173348482324,56.9890322345425,57.4955659829702,63.3343725866713,73.3809866284486,63.0772652839881,75.9513389945947,64.3938895835988,61.8511785716481,81.4092510367883,66.6928743672812,69.7358164941104,66.9401445384176,55.6799483569851,61.7061349696025,59.8869648145131,65.4610895756942,65.3463672535411,64.5868280000819,64.5619231972539,65.5022372417444,69.2386478322674,54.0046439108365,47.2182149566668,52.8100527547058,40.7679714636671,51.4770374428189,56.7670350100424,59.1929835298382,53.3681326097996,62.8919555805224,49.2144413581255,47.4069289581114,74.6893584262769,57.8336087735798,61.7102764949605,52.145986552491,54.327938293683,55.9343442607092,62.2681065577877,56.3256974745557,65.5166584000083,58.1427249644267,67.0902404215494,68.9396741001951,48.8607011241576,57.9531659306418,44.3262664496337,55.2087093973757,38.7283579438396,58.6267537216589,52.4165986628973,43.8461976504882,45.574289165611,39.857915544156,52.4964813207539,50.2012624705985,70.2590015486779,67.9043019013153,54.4293366275098,66.4423545560503,64.5916974387863,61.6014193756651,64.7775630130132,58.4044916511804,62.7005595869166,55.3977923318153,53.5441078682122,46.4385251784736,59.9196060347837,62.0023403949229,59.9008551795672,56.766254459442,62.0807735248907,46.5849832519896,60.6952100929684,43.8977381284236,54.1521754378259,55.6421746229394,63.4567841168147,54.9220511282656,48.1637435126589,48.7792057061741,62.3222905820678,51.3164504528361,66.1395321566901,56.0068451071622,38.5388225309215,56.3574112603154,42.6141345134556,63.5729730631922,51.6822042222427,49.8580240364466,57.5163143047862,48.6905782952633,53.1439833249232,55.69020587681,39.3882526937607,53.2073790504459,52.8191250737504,49.4263561248112,49.0321358116142,55.2733577674056,59.3483822804437,55.1767932169185,55.3290847547471,45.8047531168168,40.5973127885515,45.055982688916,48.3106676612233,49.3523324131178,52.6432321348616,54.3280734824523
