"","ability_IAT","moral_IAT","ability_ALT_rt_val","moral_ALT_rt_val","ability_ALT_rt_ref","moral_ALT_rt_ref","ability_SRET_EW","moral_SRET_EW","ability_ALT_d_val","moral_ALT_d_val","ability_ALT_d_ref","moral_ALT_d_ref","selfclarity_1","selfclarity_2","selfclarity_3","selfclarity_4","selfclarity_5","selfclarity_6","selfclarity_7","selfclarity_8","selfclarity_9","selfclarity_10","selfclarity_11","selfclarity_12","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Ability","Attraction","Wealth","Social","Moral","SES2","SES1"
"selfclarity_8",37.3253687400671,40.7186399038536,63.1491509169564,76.5991797450402,64.8615974433254,74.1261084605945,47.5826793275512,50.0548372540716,60.9273065432959,74.6515110478912,64.1844313572843,71.656528518161,6.9662134496751,2.97507763643376,18.7917588385817,17.8209132520229,10.9593269232425,12.6376778408135,17.3337095340375,0,6.11019774622216,21.9166377819606,16.5141365747639,11.2954954217679,51.1552514515633,18.6589964116935,38.7702218908667,47.9081921371107,46.4809543956535,48.3125537176188,42.4273006421071,46.3457047717656,31.2745933208332,47.9029801505557,41.5509179927836,33.1088248281461,39.2335407014726,44.4519294180955,30.8775030049881,35.1805117197351,36.310111308832,34.8961795564385,21.8906105726232,42.4850880944076,35.9907709955698,25.909458341616,35.5928318599858,38.635773986815,36.9583741064786,42.2769897213819,42.5446614774996,22.2710058949264,32.4958485026728,32.4955823136769,35.0998215376033,37.4828696122481,28.7712599116345,38.2199202147593,47.613228003058,44.4666566571699,53.8768771021466,47.5101844182232,38.1025088308271,31.1714758113892,25.2296262712315,50.0977648272207,34.5306693623611,42.4704302557113,45.1615043760227,61.3148298142851,54.563240991001,55.318860587182,52.0661667018613,34.8123597494513,36.0320497639584,34.1307307062323,36.1463848049921,32.5097550987906,47.9047897066682,39.7638825937705,46.2125113988146,45.4334390406609,39.4694590122417,44.0468025383246,54.9292454860666,49.6447110441187,60.2556948184371,52.1371347515882,49.6867607169104,41.4748987983246,47.1912724197797,48.3970909534674,36.8479254933372,60.4978267383283,60.7201018705651,55.5226385271604,55.9317902524478,55.673659005684,48.3505557790051,61.9139664047984,59.3264446739461,55.5163595561664,42.8013377296214,34.0229282960664,38.7143114547141,25.8397405448772,23.2699686953372,36.9493446458751,34.0390917580615,40.6534047390502,38.6873258382705,31.2711839316993,31.3012835262296,31.5489528668655,43.1009546484501,40.8535615458543,34.6353862528737,34.2883569929441,36.1827511039801,40.2192098911026,43.5922367290766,18.2830776443796,40.8441621481036,36.1126885169697,41.5928901211559,41.0758947771083,45.676191008779,46.4779598377917,47.0292281482265,40.9812360480383,51.4675179824401,52.8359785530444,52.3288130159648,44.3017765968032,45.8207962535655,51.2808853374031,34.2636731657526,46.6060017976623,40.6836003359303,56.9222482664918,38.8757636418284,49.6520450002306,38.6178566842529,43.831735574106,45.2589120027626,43.6557263634443,44.4905780663591,52.8461614487082,52.2505378120803
"selfclarity_9",31.2151709938449,34.6084421576314,57.0389531707342,76.1580084315265,58.7513996971032,73.6849371470808,52.0420378219227,54.5141957484431,54.8171087970738,74.2103397343775,58.0742336110621,71.2153572046473,13.0764111958973,3.1351201097884,24.9019565848038,20.4215077648845,15.4186854176139,15.5964613550608,20.7130205074651,6.11019774622216,0,25.5540373375348,15.9528212619933,16.4512237077825,54.3503362733655,21.5858906558286,44.1317154109422,50.7251168521922,49.4397379099007,50.8975426080065,44.7779488292079,48.6963529588664,37.3847910670554,53.2448550459752,43.7115151056691,39.2190225743683,45.3437384476948,48.5300595080529,30.3161876922175,40.3362400057497,41.4658395948466,35.8978869932354,27.0463388586378,41.923772781637,41.1464992815845,28.8682418558632,40.7485601460004,43.7915022728296,39.7607662476649,48.3871874676041,45.4715557216348,28.3812036411486,38.606046248895,37.6513105996915,40.2555498236179,43.5930673584703,34.8814576578566,43.3756485007739,50.5401222471932,44.6266991305245,54.5512622402392,47.6702268915779,38.2625513041817,31.3315182847438,29.688984765603,50.2578073005754,37.4894528766083,42.6304727290659,45.3215468493773,61.4748722876397,54.7232834643556,58.2457548313171,52.226209175216,34.2510444366807,38.9589440080936,37.0576249503674,36.3401132086187,36.9691135931621,52.3641482010397,45.8740803399927,45.651196086044,48.536715203331,34.6180349194969,43.485487225554,52.4607789410972,49.0833957313481,54.8147023205368,51.5758194388176,50.0903912326021,47.5850965445468,53.3014701660018,45.1700283425124,42.9581232395593,56.7546224985838,60.7108744801604,57.1914019513946,60.3911487468193,60.1330175000554,52.8099142733765,59.5893182895567,53.216246927724,57.5123148634602,45.401932242483,38.4822867904378,44.8245092009363,30.2990990392487,22.7086533825666,41.4087031402466,33.4777764452909,45.1127632334216,38.1260105255,34.1980781758344,33.9018780390912,37.6591506130877,49.2111523946722,46.9637592920765,39.0947447472452,28.1781592467219,38.7833456168417,41.049409876787,49.7024344752988,22.7424361387511,34.7339644018814,37.8030802284592,40.0417068900039,34.9656970308861,42.3000923579114,45.9166445250211,40.9190304020043,47.0914337942604,45.357320236218,52.2746632402738,52.9508578087102,38.191578850581,39.7105985073433,45.170687591181,28.1534754195305,48.2963935091519,34.5734025897081,58.4008300687819,33.9039125116377,44.2650984169829,43.0772151786243,48.2910940684775,49.718270497134,46.5826206075795,48.9499365607306,57.3055199430797,56.7098963064518
"selfclarity_10",56.7692083313797,60.1624794951662,55.043320570096,65.1421904102094,57.9363014291142,62.6691191257637,28.0133508205324,30.4855087470528,57.2651649437564,63.1945217130605,60.3048525212915,60.1995391833303,15.2085129144322,23.9372459581868,14.2128230885335,6.36392391719215,13.2100585268774,20.1075253577117,4.84101683006977,21.9166377819606,25.5540373375348,0,16.2310666237613,10.6211423601927,44.8798284637653,20.8608512877035,35.7682275617256,34.5948746466604,36.9062251193973,44.8012440870923,29.9346079381393,33.8530120677979,26.8299334515817,48.4871165270949,34.9968790745965,34.679229371026,39.8176770780118,34.5992883613889,30.5944330539855,34.5061586581599,35.6357582472567,36.1761323550034,21.2162575110479,42.202018143405,35.3164179339946,33.3793058585142,34.9184787984105,37.9614209252397,40.0390116094328,40.7113120315308,34.6851254189133,30.5133053596835,39.0169126631744,31.8212292521016,34.425468476028,40.5681121340897,37.0135593763916,37.545567153184,48.3691164391982,40.2422036135485,48.7333153649448,43.2857313746018,33.8780557872057,26.9470227677677,27.4803578748665,45.6260487557885,23.4265823638458,38.2459772120898,40.9370513324013,57.0903767706637,48.293621986033,56.0747490233221,47.8417136582399,34.5292897984487,36.7879382000986,36.3325855822422,14.2297470230315,23.4207079484842,38.8157425563618,35.1849468437223,42.6830939795232,32.4064729977991,18.4877927139651,43.3105092065614,39.1108017233477,37.7126007007673,44.4372510557182,36.3186909888693,32.6183452384998,35.9619782921234,36.606627344832,29.0397861369806,38.1520883058427,56.5103042277876,55.9332958851205,42.4583306113149,51.1011313646598,50.843000117896,43.5198968912171,52.8065569968183,46.4334856349856,50.7295535707218,31.3443483947907,36.0769272145784,39.125600583746,19.7380507075025,22.9868987443346,20.6459633657802,32.7128105224173,31.5643575887437,36.5865462418473,32.0270723678395,19.8442941913989,26.3946431075215,38.002956490695,30.9244668124565,30.8686071912409,22.3917009849283,24.7257617691494,35.2275357002537,36.7741925109555,20.5338092480146,31.1836442572811,24.6556991821389,34.3224274491825,36.4396965591888,29.3728097286841,41.0687521005704,40.8218146730514,43.6331909560036,46.2407180970762,47.4267708158231,41.8070825280274,39.6655783788837,46.1183885259475,42.9369157385731,34.4257247983705,35.1490124628316,40.8456519685481,45.4652589316611,33.7214538824844,38.4786401551892,39.0778112661742,39.6827037528088,38.1972817808521,31.9693488801369,40.8442584299994,45.7845312267977,44.6385054593309
"selfclarity_11",47.1679922558383,50.5612634196247,50.4612943386835,71.0773770461849,53.3542751977017,71.3335298258976,40.0802727044917,42.5524306310121,52.6831387123439,68.7581725154962,55.7228262898789,68.8639498834642,12.3605374031444,18.9260278615628,30.4438897122948,22.5949905409535,15.7636407458836,3.87645873395039,21.0720834538311,16.5141365747639,15.9528212619933,16.2310666237613,0,5.60992426356867,38.3975150113721,28.4521970232839,28.1788941489488,40.0310857615272,37.7197352887904,34.9447213460132,28.8251275672146,32.7435316968731,22.3412059738327,44.9846572156866,27.7586938436757,30.190501893277,36.3152177666035,32.5772382460595,14.3633664302241,29.4949405615359,30.2487870757026,19.9450657312421,16.205039414424,25.9709515196437,30.3051998373706,17.1482392347528,29.9072607017866,29.1066303270411,23.8079449856715,38.3211300225008,40.2596899835081,27.6653298483957,30.9141979716621,26.8100111554776,29.414250379404,35.5568940374658,26.5904992247389,32.5343490565601,43.2138224189265,50.6085920760661,46.4351246489621,53.6521198371195,44.2444442497234,37.3134112302854,19.3776431833541,44.5165016267638,25.7694502554979,48.6123656746075,50.4777052784519,66.1329931264878,40.0510254629835,50.9194550030505,48.7601777139853,18.2982231746874,31.632644179827,37.9664064769055,30.4608136467928,26.6577720109132,36.5175518403791,37.1965219598516,29.6983748240507,37.7644224254323,30.7082399053786,27.5326659635607,38.4151089113027,33.1305744693548,43.7415582436732,35.6229981768243,44.1141173509381,46.8692227517938,48.1023994572703,41.260233328394,42.2422494468064,55.1125633486203,57.0230804399251,49.670655439283,50.0798071645704,49.8216759178066,42.4985726911277,56.0619833169211,53.6458104629536,53.8216021337041,32.1305905622067,28.170945208189,31.0452948394854,19.9877574569998,6.75583212057326,31.0973615579977,17.5249551832976,34.8014216511728,22.1731892635066,27.9374624871172,29.3268452340155,36.8460412997391,40.182631713581,41.375865004674,28.7834031649964,38.6227676086896,25.5120039365655,35.477242449751,35.923220113848,12.4310945565022,41.0486495214011,34.6857608315175,35.7409070332785,45.4836566112047,39.8242079209016,29.9638232630278,42.2402942571474,39.1507268360149,46.9752685350112,36.3218419782805,42.5416329659625,42.2577747915098,50.0266808798972,43.6714661765082,44.1062966815238,35.8835629007666,47.8437759517001,45.2997096302325,39.8040224503172,42.1805118438995,32.7658735963755,37.9797524862286,39.4069289148852,39.2563207793128,38.6385949784817,46.9941783608308,46.398554724203
"selfclarity_12",47.6663947016275,51.0596658654139,56.0712186022522,75.7633327704021,58.9641994612703,73.2902614859564,38.6344931807251,41.1066511072455,58.2930629759126,73.8156640732531,61.3327505534476,70.8206815435229,17.970461666713,13.3161035979941,24.8339654487261,16.9850662773848,10.1537164823149,9.48638299751906,15.4621591902624,11.2954954217679,16.4512237077825,10.6211423601927,5.60992426356867,0,44.0074392749408,22.8422727597152,29.1043319189977,36.6126967153428,38.9240471880797,40.5546456095818,34.4350518307832,38.3534559604418,27.9511302374014,50.5945814792553,33.3686181072444,35.8004261568457,41.9251420301722,38.1871625096282,19.9732906937928,23.8850162979672,25.0146158870641,25.5549899948107,10.5951151508553,31.5808757832123,24.6952755738019,22.7581634983215,24.2973364382179,27.3402785650471,29.4178692492402,32.7112057589321,34.6497657199395,33.2752541119644,31.0568810118983,21.2000868919089,23.8043261158354,29.9469697738971,32.2004234883076,26.9244247929914,43.3565054591628,50.8633459737411,47.6542833166235,53.9068737347945,44.4991981473983,37.5681651279604,19.0070324857084,50.1264258903324,31.3793745190666,48.8671195722825,51.5581936925939,67.7115191308563,45.6609497265522,51.0621380432868,49.9793363816467,23.9081474382561,31.7753272200632,38.1090895171417,24.8508893832241,26.8004550511495,40.5858370902812,42.8064462234202,35.3082990876193,43.0276153579918,29.1089350741577,33.1425902271293,44.0250331748714,38.7404987329235,49.3514825072419,41.232922440393,43.2394875986924,41.6450997190275,47.2277697050247,39.6609284971732,37.0181264140401,55.6316630679344,59.168027488339,49.8133384795193,50.2224902048067,49.9643589580429,42.6412557313639,56.2046663571573,53.323133060041,53.9642851739404,37.7405148257754,28.3136282484252,36.6552191030541,20.1304404972361,12.3657563841419,31.240044598234,23.1348794468662,34.944104691409,27.7831135270753,28.0801455273535,30.4654365515915,36.9887243399753,41.3827035933603,41.5185480449102,28.4127924673506,33.0128433451209,31.1219282001341,35.6199254899873,41.5331443774166,12.5737775967385,40.6780388237554,35.2768415423316,35.3702963356328,47.0608389193814,39.9668909611378,35.5737475265964,41.8696835595017,44.7606510995835,51.0072620187486,41.9317662418491,48.1515572295311,47.8676990550784,55.6366051434659,48.4093758089638,44.604699127313,41.4934871643353,47.4731652540544,50.9096338938012,39.9467054905535,47.7904361074682,32.3952628987298,37.6091417885829,39.0363182172395,39.3990038195491,38.267984280836,46.6235676631851,46.0279440265573
"LOT_1",51.719998985053,55.1132701488394,34.3698153890502,57.71512216071,37.2627962480683,55.2420508762643,32.2138960204038,34.6860539469242,36.5916597627106,55.767453463561,39.6313473402456,52.7724709338308,44.1890380018882,54.1303290879971,46.8738243012119,44.8401564095165,44.1869735208722,41.816879899208,46.0523419911962,51.1552514515633,54.3503362733655,44.8798284637653,38.3975150113721,44.0074392749408,0,43.8550972846852,23.161145095932,10.2849538171049,7.97360334436801,6.4581737772161,20.9587508831267,21.5709852698596,25.8957225428615,24.2066262424454,29.4531326826769,18.0464266234172,15.5371867933623,13.4635791199549,24.034148581148,31.5788072484939,33.4662506486235,29.4221177140417,34.3318873281855,24.0439833517427,27.2221042690249,49.8481208559467,36.2174449170487,38.5836823098407,14.5895700257006,35.4615631523877,41.4877497650052,28.8842455566369,39.4474843573911,23.7269155871319,42.7872417408196,44.3435379926566,22.7766842205448,32.5781214294491,47.5849538360381,39.3584623322606,44.4284367782656,42.9263825533723,32.2173165742205,35.7812672599012,35.0848561179412,45.2375157711043,24.2373062851137,41.3546887337192,39.2763121194161,55.4296375576785,42.7498755941134,48.1063245709812,46.1809744452547,23.8719010037179,36.0037755969385,41.3897606541595,31.8275062707768,22.6365453453241,38.0315799532017,42.9143948977234,46.0262134785431,31.5182984262301,26.3920357498002,13.8702291596686,24.0897074475644,17.0390955197215,30.0791214397811,21.9605613729322,27.8268379882289,29.5549295033518,23.8385558818967,29.239466224821,33.2597788051055,50.7422907586419,47.8516540076057,42.3269987811414,46.3897066623406,52.4893595924179,49.4990815292967,44.7249151193035,38.3518437574708,42.647911693207,19.859731931918,36.0091928581154,36.501263685028,34.9319511890389,35.4142920578321,28.3679505311867,34.4653673108272,14.4928957050645,23.8676281025078,31.2429097646794,31.3597861353098,34.116630272928,8.05429680311321,38.6464539778629,32.6211639796508,33.6998865983839,26.4783185575593,35.6024297373786,31.6233384106655,36.8632227997351,24.0293347561393,36.7187017328118,18.7215922680168,32.4648690148767,29.8931946193985,29.0459647502108,25.2209794918857,40.282347357544,34.3585579511326,22.6879460349581,41.6237744531455,35.6907508345716,43.6920401844106,31.7606717413478,30.6098237384903,34.9657043879497,30.8244611864383,31.6658136869102,33.1775739421804,33.036732176106,29.169416360372,32.0517146028321,35.8104716788817,32.1716045281282,23.2966949782658,43.3977211248273,45.082562472418
"LOT_2",52.8010616496736,56.19433281346,62.2982690981303,67.8947067162716,59.4052882391121,65.4216354318259,45.6074431986814,48.0796011252018,64.5201134717908,65.9470380191226,61.7738393312894,62.9520554893924,25.6252098613686,18.4507705460402,12.4322485755062,14.4969273705113,21.3585136992918,31.296674252507,25.7018681177732,18.6589964116935,21.5858906558286,20.8608512877035,28.4521970232839,22.8422727597152,43.8550972846852,0,30.7563743770024,38.2647391733475,40.5760896460843,50.3132710619013,37.7160667725506,41.6344709022091,34.4090632261923,49.9380177095235,41.0840120279214,37.6855230752666,43.8102389485931,49.028627665216,41.4340534667923,25.5370587559719,26.6666583450687,38.1538856188508,12.2471576088599,36.0644830576472,26.3473180318066,18.3692016481371,25.9493788962226,28.9923210230517,31.9894749113449,29.9118516784236,23.8856650658061,40.9300023066199,35.0055853601044,22.8521293499136,25.45636857384,31.1986694581063,39.8813786238414,28.576467250996,28.9542315913645,46.7114937424477,36.4756808237885,42.190904038534,45.2474937842088,38.6625242130968,24.7627203063692,38.6534298274024,43.3673828950861,48.7077201439063,42.4909569092704,60.2699213271265,43.1189059911826,36.6598641754885,38.8007338888117,35.0338251695604,17.373053352265,15.4717342945388,25.9452484683605,21.2185519393611,36.6135865472387,33.4043723306951,40.902519466496,38.4441180095694,38.4285932452055,45.0354970136097,42.0659142008391,49.6415818214378,44.4198375802787,44.8580249353175,49.9534521465777,43.2971421770322,49.0135157984872,48.9805866682209,38.6701688720448,56.3553716893841,52.3991197078075,50.9442350293512,52.8986442622246,53.8125465588097,47.8836498141428,55.299859642651,48.9267882808183,49.1568492930909,39.4773518481098,33.5560223312041,36.1771846560929,25.3728345800149,23.4914341154463,25.9530825675604,40.8458139757365,29.3622015796207,38.9087912583796,12.6121875200058,27.9772976447181,25.1894426037901,35.800800481572,34.4940512827789,34.1684802880115,17.7832945064638,32.8587652224686,21.5602134794092,31.2992593817303,17.8161716795173,34.5848953300265,27.4082154882011,32.7615888368308,37.9993148474484,33.8328359902591,43.8212684066326,37.5619014256572,44.8122620234198,46.6994798849041,47.4948003946773,44.5595988340896,41.2251966671433,42.2318261875847,45.6894320446353,31.1870932360927,37.9015287688937,37.6070204062704,48.2177752377233,25.4366561439855,33.8702336767247,32.1051923377881,32.7100848244227,31.224662852466,24.9967299517508,33.8716395016133,38.8119122984116,40.4967536460023
"LOT_3",41.2116389253123,44.6049100890988,54.1140815341382,61.7693401958993,54.7459550651372,59.2962689114536,31.1556511312039,33.6278090577243,56.3359259077987,59.8216714987503,57.1145061573145,56.8266889690201,31.8040084411916,41.7452995273004,37.7783264536253,29.4043036445335,36.2658899733139,32.0553528828992,40.6092443917954,38.7702218908667,44.1317154109422,35.7682275617256,28.1788941489488,29.1043319189977,23.161145095932,30.7563743770024,0,33.4460989130369,31.1347484403,29.6193188731481,19.9005059939268,23.8189101235853,21.8611853734247,37.5317940748513,18.8340722703879,22.7376387524418,28.8623546257682,23.6526166727717,18.0161536256788,21.2187345643793,16.9490836271537,23.4041227585725,18.5092167681425,12.3571983589256,11.3994337089818,27.3283841906319,18.5605550836519,21.6034972104811,8.57157507023145,29.5734810939481,35.5996677065655,16.4992159959402,24.4760903968627,7.90424502708879,25.1303519074229,29.4631115064381,16.7586892650756,9.41697633351707,50.2263288141308,47.2704601152833,42.7048795817068,40.8202166222835,49.6164905424884,47.2652155656768,26.59107119631,36.5962913456046,44.7029019700762,47.7003707300106,42.5574949972928,58.2127828453287,32.1308151818244,57.9319613982547,45.02993264673,21.8450575147101,39.0239312167504,44.0135984778329,39.0697239114629,42.8694298038466,37.4481124252971,38.7010813223981,31.2029341865972,29.3196189125296,39.7641123201956,31.1854531590154,42.0678961067574,36.7833616648095,47.3943454391279,39.275785372279,29.6445792069488,35.7031088993384,33.6328613132811,42.3707290748696,31.076135594351,46.1879417753325,46.7052037812735,45.6006309219864,54.2576404922168,44.5844408744995,51.0432239946281,52.2053174146709,48.3737293251244,51.9089460956722,17.6610524182175,36.7155965116894,30.4832687295589,30.8974140196021,28.6659248331522,28.7486581271623,19.0295145458441,37.6540408009965,13.2485676902188,34.2630653844913,15.9239333703267,26.178370679729,31.2154418990452,35.4829793587178,17.1853112146678,30.9077699495661,11.0424657925762,40.6506788198412,25.6053434551964,33.5376198231619,36.3078949710851,21.2828489678288,41.6156374592076,33.11231506909,37.4755044900662,31.4683826255743,40.3562045920809,40.2603407416935,42.867867882766,37.826401340827,38.4342323137172,36.3381968887849,50.1573232454701,39.564065524263,39.2556185467992,31.7761622485214,38.0173842043128,42.0924087173509,33.5051814546919,38.0731111916543,27.4458591638131,31.4086598798288,32.2519194357571,34.5543215498504,33.3185805459193,39.8391688817027,41.5240102292933
"LOT_4",54.5313446943083,55.743500915909,28.707562517419,52.0528692890788,31.6005433764372,49.5797980046332,40.945862304195,38.4737043776746,30.9294068910795,50.1052005919299,33.9690944686145,47.1102180621997,44.6387056967708,49.9288003133369,48.8076977351939,40.9587985638526,46.7664131976577,36.1546270275768,39.4358914767302,47.9081921371107,50.7251168521922,34.5948746466604,40.0310857615272,36.6126967153428,10.2849538171049,38.2647391733475,33.4460989130369,0,2.31135047273686,16.743127594321,31.2437047002315,31.8559390869644,33.6019590309699,34.4915800595503,39.7380864997818,25.7526631115255,25.8221406104672,23.7485329370598,30.144050687221,21.2938534313891,29.4799365558616,35.7257499882389,26.0175815644875,32.8012922482076,31.1131542867866,39.5631670388418,30.5551920454175,33.5981341722467,24.8745238428055,41.5681180557137,47.5943046683311,36.5904820447452,45.8541519644158,34.0118694042367,37.1249888691884,43.2676325272502,33.0616380376496,30.7950379010701,55.0709610925846,45.8850134031442,54.5525163977864,48.9285411641976,39.5208655768014,32.5898325573635,45.3698099350461,51.5161215731951,21.045871582576,43.8887870016856,46.579861121997,62.7331865602594,53.0348294112183,47.3653285084606,52.2274633327633,26.9764229979338,46.2887294140434,51.6747144712644,42.1124600878816,32.9214991624289,48.3165337703066,53.1993487148282,56.3111672956479,30.0257622165294,16.1070819326953,16.9747511538844,18.4274545759333,11.3768426480903,27.7694080008113,21.2195653104117,37.8083672888034,33.5812675108536,34.1235096990015,26.6590753557108,34.426963547462,58.0768647924531,58.1366078247105,52.6119525982463,56.6746604794455,62.7743134095228,59.7840353464016,55.0098689364084,48.6367975745756,52.9328655103118,30.1446857490229,46.2941466752203,36.7448898024762,42.6381876771472,38.5188140520479,38.6529043482915,44.5893548241568,24.7778495221694,34.1525819196127,41.5278635817842,40.5875982911526,44.4015840900329,18.3392506202181,48.9314077949678,42.9061177967557,36.752380671437,36.7632723746642,45.8873835544834,37.1706208443684,44.1940764879768,34.3142885732442,45.9465138886547,29.0065460851217,42.7498228319816,40.1781484365033,32.1504867444267,35.5059333089906,39.5413512950234,44.6435117682375,25.792468029174,44.7282964473614,44.4444382729087,53.9769940015154,42.0456255584527,37.9372314050367,38.0702263821655,41.1094150035432,34.770335681126,43.4625277592853,42.29588328361,39.4543701774769,42.3366684199369,46.0954254959865,42.4565583452331,33.5816487953706,53.6826749419322,54.7782482844943
"LOT_5",52.2199942215715,53.4321504431722,26.3962120446821,49.741518816342,29.2891929037003,47.2684475318963,38.6345118314581,36.1623539049377,28.6180564183426,47.793850119193,31.6577439958776,44.7988675894628,42.3273552240339,49.4560320320873,51.1190482079308,43.2701490365894,49.0777636703946,33.84327655484,41.747241949467,46.4809543956535,49.4397379099007,36.9062251193973,37.7197352887904,38.9240471880797,7.97360334436801,40.5760896460843,31.1347484403,2.31135047273686,0,14.4317771215841,28.9323542274947,29.5445886142276,31.290608558233,32.1802295868134,37.4267360270449,23.4413126387887,23.5107901377303,21.4371824643229,27.8327002144841,23.6052039041259,27.1685860831248,33.414399515502,28.3289320372244,32.0175866961107,33.4245047595235,41.8745175115787,28.2438415726806,31.2867836995098,22.5631733700686,39.2567675829768,45.2829541955942,34.2791315720084,43.5428014916789,31.7005189314999,34.8136383964516,40.9562820545133,30.7502875649128,28.4836874283332,52.7596106198477,47.3320656766286,52.4020401226337,50.8999858977404,40.1909199185885,34.9011830301003,43.0584594623093,53.2111191154723,23.3572220553128,46.2001374744224,47.2499154637841,63.4032409020465,50.7234789384814,45.0539780357238,54.1545777896228,24.6650725251969,43.9773789413065,49.3633639985275,39.8011096151448,30.6101486896921,46.0051832975697,50.8879982420914,53.9998168229111,32.3371126892662,18.4184324054322,14.6634006811476,16.1161041031964,9.06549217535344,25.4580575280745,18.9082148376748,35.4970168160665,33.1093118447064,31.8121592262647,26.1871196895636,36.7383140201988,58.7158941030099,55.8252573519737,50.3006021255094,54.3633100067086,60.462962936786,57.4726848736647,52.6985184636715,46.3254471018388,50.621515037575,27.833335276286,43.9827962024834,39.0562402752131,40.3268372044104,36.207463579311,36.3415538755547,42.27800435142,22.4664990494325,31.8412314468758,39.2165131090474,38.2762478184158,42.090233617296,16.0279001474812,46.6200573222309,40.5947673240188,39.0637311441739,34.4519219019273,43.5760330817466,39.4819713171052,41.88272601524,32.0029381005074,43.6351634159178,26.6951956123848,40.4384723592447,37.8667979637665,29.8391362716898,33.1945828362537,37.2300008222865,42.3321612955006,23.4811175564371,42.4169459746245,42.1330878001718,51.6656435287786,39.7342750857158,35.6258809322999,35.7588759094287,38.7980645308064,32.4589852083891,41.1511772865484,39.9845328108731,37.14301970474,40.0253179472001,43.7840750232497,40.1452078724962,31.2702983226338,51.3713244691953,53.056165816786
"LOT_6",48.5690759433499,51.9623471071363,30.3406837575753,53.6859905292351,33.2336646165935,51.2129192447895,33.32381910245,35.7959770289704,32.5625281312358,51.7383218320862,35.6022157087708,48.743339302356,41.3463402679437,51.2876313540526,51.8930571523984,43.5190343433066,41.9551314376821,38.8211800799636,47.1622650732424,48.3125537176188,50.8975426080065,44.8012440870923,34.9447213460132,40.5546456095818,6.4581737772161,50.3132710619013,29.6193188731481,16.743127594321,14.4317771215841,0,22.0686739651728,25.9870780948313,23.0530248089171,17.7484524652293,26.1915092884255,15.2037288894727,9.07901301614622,10.2019557257034,20.581354915789,37.0182961294397,36.4667755612675,26.1630542168069,40.6420943558793,27.4796785164176,33.5323112967187,49.6790194658145,38.3675609394351,35.324618812606,21.0477438029167,36.5714862344339,42.5976728470513,26.0415478226924,43.6397136951059,30.0371226148257,44.2882136649459,45.4534610747028,22.7531716290371,39.0362952066652,44.9182855894975,43.8814780772564,37.9702630010495,44.4182913380383,38.6754903514366,42.2394410371173,36.0994729961773,39.3701306265637,30.6954800623298,41.8852516757977,43.2076577084317,60.9866221262878,39.4882521998619,41.6481507937651,40.2953160660727,17.4137272265018,33.337107350398,39.6708696474764,37.8175904428831,29.0947191225402,44.4461175657829,49.3725686749395,47.200078693478,35.6049665961539,26.3134513731272,7.4120553824525,18.2944983301945,13.0099638882466,23.620947662565,15.5023875957161,32.0911895741078,29.7034846027477,30.2967296591128,22.7812924476049,26.8016050278894,44.2841169814258,41.3934802303895,35.8688250039253,39.9315328851245,46.0311858152018,43.0409077520806,38.2667413420874,31.8936699802547,36.1897379159909,26.3179057091341,42.4673666353315,42.3240941821007,32.0892534550944,28.956118280616,34.8261243084028,35.0266590527249,20.9510694822806,20.6060047082563,37.7010835418955,30.0386640690998,40.2931013785021,14.5124705803293,45.104627755079,34.0840059216155,40.1580603756,32.9364923347754,41.2704700908614,38.0815121878816,34.6313807165449,30.4875085333554,35.3975796666018,25.1797660452329,35.1867572449605,36.3513683966146,22.5877909729947,31.6791532691018,33.8241735803279,38.2966788786562,16.229772257742,35.1656006759294,34.8817425014767,46.1614309526694,36.2954338864752,28.3745356336048,28.5075306107336,34.7944628037825,25.2076399096941,34.1249727257121,31.7469490615572,22.7112425831559,25.593540825616,29.3522979016656,25.7134307509121,16.8385212010497,36.9395473476112,38.6243886952019
