"X","ParticipantID","task_id","screen_id","condition","word","response","responses","rt","correct","conditionType","con","ID"
1,685,"ALT1_1","prac_ALT1_1","pentagon","pentagon","j","match",921,"true","match","pentagon_match","phase_019_subj_53"
2,685,"ALT1_1","prac_ALT1_1","circle","circle","j","match",723,"true","match","circle_match","phase_019_subj_53"
3,685,"ALT1_1","prac_ALT1_1","diamond","diamond","j","match",849,"true","match","diamond_match","phase_019_subj_53"
4,685,"ALT1_1","prac_ALT1_1","diamond","diamond","j","match",635,"true","match","diamond_match","phase_019_subj_53"
5,685,"ALT1_1","prac_ALT1_1","circle","pentagon","f","nonmatch",737,"true","nonmatch","circle_nonmatch","phase_019_subj_53"
6,685,"ALT1_1","prac_ALT1_1","triangle","pentagon","f","nonmatch",707,"true","nonmatch","triangle_nonmatch","phase_019_subj_53"
7,685,"ALT1_1","prac_ALT1_1","pentagon","pentagon","j","match",629,"true","match","pentagon_match","phase_019_subj_53"
8,685,"ALT1_1","prac_ALT1_1","triangle","triangle","j","match",703,"true","match","triangle_match","phase_019_subj_53"
9,685,"ALT1_1","prac_ALT1_1","triangle","triangle","j","match",557,"true","match","triangle_match","phase_019_subj_53"
10,685,"ALT1_1","prac_ALT1_1","circle","diamond","f","nonmatch",682,"true","nonmatch","circle_nonmatch","phase_019_subj_53"
11,685,"ALT1_1","prac_ALT1_1","diamond","pentagon","f","nonmatch",815,"true","nonmatch","diamond_nonmatch","phase_019_subj_53"
12,685,"ALT1_1","prac_ALT1_1","diamond","diamond","j","match",807,"true","match","diamond_match","phase_019_subj_53"
13,685,"ALT1_1","prac_ALT1_1","diamond","circle","f","nonmatch",715,"true","nonmatch","diamond_nonmatch","phase_019_subj_53"
14,685,"ALT1_1","prac_ALT1_1","circle","triangle","f","nonmatch",694,"true","nonmatch","circle_nonmatch","phase_019_subj_53"
15,685,"ALT1_1","prac_ALT1_1","triangle","diamond","f","nonmatch",756,"true","nonmatch","triangle_nonmatch","phase_019_subj_53"
16,685,"ALT1_1","prac_ALT1_1","pentagon","diamond","f","nonmatch",972,"true","nonmatch","pentagon_nonmatch","phase_019_subj_53"
17,685,"ALT1_1","prac_ALT1_1","circle","circle","f","nonmatch",676,"false","match","circle_match","phase_019_subj_53"
18,685,"ALT1_1","prac_ALT1_1","pentagon","pentagon","j","match",596,"true","match","pentagon_match","phase_019_subj_53"
19,685,"ALT1_1","prac_ALT1_1","pentagon","circle","f","nonmatch",730,"true","nonmatch","pentagon_nonmatch","phase_019_subj_53"
