"","MR1","MR2","MR3","MR4","MR5","MR6","MR7","MR8","MR9","MR10","MR11","MR12"
"ses_2",0.625165241201491,0.0991111255451192,0.163834194458019,0.197483834654421,-0.0365809423909501,0.000608763865668616,0.0388644418806353,-0.0955720539012239,0.0637019982750661,0.000179445797788251,-0.0114512888894585,0.0053490260899801
"ses_3",0.69235817665386,0.121754572732136,0.276108513749729,0.0836944964289956,-0.182867335213605,-0.0865483207474728,0.0682576743333503,-0.247117340637948,0.0853141042946793,0.0761218712913197,0.0662340860666253,-0.0477681652631331
"ses_4",0.633288998914118,0.0529384896870378,0.342121707801708,0.0277936439580975,-0.136117746757115,-0.15280066984824,-0.0112948061728861,-0.0559178282117647,-0.011710737729065,0.023002787004454,-0.170574918800832,-0.0450423758080445
"ses_5",0.675206328413293,-0.0351962376717169,0.243668985564896,0.0175193233950166,-0.0894012434798062,0.0167384199608477,0.100293716679876,-0.21460972194352,0.0280243648256282,0.0237826347965155,0.0948965152471844,0.103056787861748
"ses_6",0.694327388928396,0.0958754375415829,0.305563056561012,0.136393658233888,-0.128177401922879,-0.105693329808058,0.0835353616767076,-0.128531015407776,0.0439843368232586,-0.00189150078141949,-0.0677244789621237,-0.0249064234133595
"ses_7",0.710299246897106,0.119456374006022,0.277223960308518,0.0899041486344343,-0.14432485140179,-0.149659356053539,0.135617048475253,-0.108522994438823,-0.0140901582886424,-0.0408041400694992,-0.0178703260963021,0.0266139697740366
"ses_8",0.482500830026921,-0.104056853301555,0.258187877476942,-0.0635126107173455,-0.0637602194921795,0.0797040773573721,0.00749508114408626,-0.132245049236288,-0.0112320186714761,0.0960309924533605,-0.0282114071437503,-0.0281840166033995
"ses_9",0.681514181426355,0.100275586634892,0.281867601631797,0.00156218384117316,-0.259506913159977,-0.038896095069738,0.0829738325823862,-0.202034112258313,0.075561006906943,0.0787609891369652,0.0897647760091281,-0.0899802541241682
"ses_10",0.662448235178749,0.112413400386708,0.287403760765132,0.0711552678690188,-0.230009589229727,-0.0710687707731842,0.131441598656736,-0.196905574829503,0.0828466568600154,0.102536266361276,-0.0165689252429747,-0.0859782605428634
"coreself_1",0.719431217659612,0.132246971744909,0.287258814297865,0.0911317431928158,-0.0564606340788686,-0.192409695344643,0.0914371134323723,-0.0845620460236245,-0.0523148529545138,-0.0347412322026567,-0.107651069353704,-0.0145061867326322
"coreself_2",0.702265386138494,0.239683185736982,-0.0444889856833975,-0.181389304879201,-0.289547007417637,-0.0821986650052236,-0.0981676632632927,-0.00639528759411314,0.0114885142688612,0.0513700730376148,0.0838036702956371,-0.140161044447958
"coreself_3",0.727246441491958,0.200670620451215,-0.126815157000521,-0.246022397829386,-0.163180436296508,-0.110205264906755,-0.0562988644159867,0.00465219155782901,0.019539732399574,0.0622143426824521,0.0111250258499089,0.0295510728404212
"coreself_4",0.723741282008212,-0.0686867314607213,0.238045170105049,0.0682651935417491,-0.0170608688020742,-0.0561577568030801,0.100009780601324,-0.0699392020776906,-0.126236375013507,0.127386562342425,-0.0170563365652937,-0.0080748174780831
"coreself_5",0.714577875766396,0.137214573904695,0.0921641928626102,-0.0753051969367214,-0.276177783006686,0.00708790959925257,-0.0770045637103394,-0.0204644018421941,0.00653060070932112,-0.00348388419785078,0.0458515807307858,0.0598935481845762
"coreself_6",0.737635681817152,0.0365194923937837,0.356600641055124,0.0287980848524995,-0.116080276703935,-0.125702927288162,0.100883430954213,-0.114740996461673,-0.0746376499545149,-0.000970073725268391,-0.0229943875843346,0.0167678013461697
"coreself_7",0.777377759869456,0.218383650677746,0.161969270583966,-0.127108099993551,-0.211120784586175,-0.0891379672364441,0.0146589334347469,-0.0652296642857147,0.0679815764167709,0.0515838481829374,0.122357566794283,0.0119150027504209
"coreself_8",0.783199548155212,0.207137427461832,0.00859247752634355,-0.0942826151501456,-0.160185077633599,-0.0811838402723808,-0.00534534154096613,0.0132519002205386,-0.0308517125613633,-0.00429624548963648,0.131056646654738,0.0627441424449375
"coreself_9",0.702682231738063,0.0360948854151019,0.294123009093972,0.0596402194315012,-0.125250518035697,-0.0945679495844255,0.0615149063781213,-0.0207348705059459,-0.0352340038708178,0.0737907201705691,-0.11213835371119,-0.00101953534011593
"coreself_10",0.708535841939933,0.00531012633823261,0.310712085413583,-0.0278116898152808,-0.154212228514139,-0.0635123323071723,0.0713310838161058,-0.118471896517896,0.0252054850905684,0.0725545944940787,0.0951153361824839,0.0113289890303904
"NPI1",0.331497396914338,0.372064473049447,0.0436320314203674,-0.165869340789174,0.268918657874636,0.079481611702831,-0.0656853367003647,-0.102817306161253,-0.0648025538089964,0.115110658414813,-0.00773568149493472,-0.113523122961756
"NPI2",0.140283186096505,0.549325819488958,0.0886582787120484,-0.115995764593909,0.406874574341051,0.172156441142591,-0.144996722395216,-0.108630697459092,-0.110813450823663,0.116335057067004,-0.120425577382785,0.122930555221763
"NPI3",0.16381778707306,0.546078716210678,0.150301894603224,-0.0625644157543734,0.320155786632177,0.0670654388474081,0.0022824706358704,-0.129637253929755,0.0917361029033689,0.0704275330141265,0.0036065515809736,0.0950703895108268
"NPI4",0.163343171580565,0.545209666310724,0.114917149805617,-0.123988461102436,0.327603011905873,0.0285694037208796,-0.110765205188131,-0.0990630676766029,0.0798010063198801,0.112278353088631,-0.155452123671439,0.0719367438035524
"NPI5",0.0876752578591452,0.463436385784048,0.11163697355531,-0.0798015199743912,0.391878991817531,0.142243316596825,-0.0604531011205147,-0.047070434610968,-0.0154547364886362,-0.0584423685521899,-0.0527236006644755,-0.0499129969136373
"NPI6",-0.071660201923276,0.472518967820907,0.127141164501649,-0.0240229815438576,0.218745066157615,0.0463470514676043,-0.115694400452812,-0.0555771616300381,-0.0377548202672397,-0.0971935363840015,0.00211601566564281,-0.013890633014768
"NPI7",0.574183961854357,0.224415361774649,-0.0191952604506798,-0.242747088376957,-0.0990627679033793,0.107717597417388,0.0620340282897647,0.24009585777948,0.133246511857035,0.0399833264730208,0.11233985493365,0.122240199175176
"NPI8",0.23961860675108,0.322378914859937,0.0123067940309051,-0.0954364637248985,0.234640843442772,0.0908686895923151,-0.0565416557157856,0.085767232657171,0.00340942269588572,-0.00100579158526568,0.0943723966923297,-0.207467269755925
"NPI9",-0.297089749669741,0.135708381037425,-0.05257202651848,-0.118440179223378,0.0135446408170112,-0.080669351206631,0.0437469627231416,-0.0384301714768779,-0.088093517496938,-0.126059637549653,-0.000507400533595918,0.014596291932959
"NPI10",0.125185832983466,0.531314252650167,0.0494343627077278,-0.106213902400516,0.464007956210197,0.11555738802219,-0.141674735912619,-0.133209293374459,-0.184557991105655,0.0925703533151618,-0.0876816080634339,0.153914410688651
"NPI11",0.232674947039826,0.450588016828094,0.0355724163883544,-0.0713303627505765,0.378962145060797,0.175315900679399,-0.0835151188988437,-0.0316475401628831,0.101764202038851,-0.0436138380706429,-0.0643311250573889,-0.0886869986255789
"NPI12",0.0923041968974688,0.199846543816769,0.0125767289654625,-0.08131717722656,0.222305878242075,-0.0151796260021448,0.00337769844966526,0.041211116342134,0.0479105576635832,0.0270827187258392,-0.00432481531620956,-0.0196145986410534
"NPI13",0.258185417002283,0.298701691759075,0.014385500870733,-0.0599198282767915,0.136112647095779,0.0570682412441495,0.0493027512590525,0.0822350891614179,0.123702951589867,-0.101438072798276,0.0905956843463196,-0.172823075464671
"NPI14",0.119836367425993,0.198549421206306,0.00445815348276389,-0.11562995163537,0.159285410758469,0.0168786129904445,0.0912174402721251,-0.0184769698470298,0.00854129426368622,0.0500602410005049,0.022086917029175,-0.0851001529594566
"NPI15",0.168235543768968,0.510871476357381,0.111092276341553,-0.0665816555866835,0.315916149897909,0.114344566077055,-0.00353218366107242,-0.18145605142441,0.107242668875102,0.0997729444023626,-0.0271888713359915,0.0564431634158449
"hsns_1",0.64287312479555,0.0344767907388286,0.269521022103133,0.122069470690599,-0.0781016634270076,-0.0271887112334204,0.0315364337841991,0.0162889751159393,0.0356686559785294,-0.0565187411377046,-0.112884641079063,0.01122505596797
"hsns_2",-0.689099459151768,-0.160934805882317,0.0337921862581388,0.284982252092801,0.0427660575645502,0.0337042584340168,-0.0101592914694707,-0.0231316972909804,-0.00402090170947323,0.0732958466373182,0.107590973725879,0.115492204807509
"hsns_3",-0.593392897316198,-0.0258391549009661,0.0584334121054723,0.353838468092948,0.088850747025982,0.0806834271956181,0.0288493332926552,0.0514001129738282,0.0764324654616342,0.0375212945381242,0.124057195858444,0.00172950069847301
"hsns_4",-0.454858519762421,-0.0128866020457841,-0.122857810553129,0.0201747029045973,-0.0472496103510372,-0.0598015211328431,0.121724845798838,0.211664762681554,0.0976620884313041,0.254331718029729,0.00213809490702422,-0.00684323698072662
"hsns_5",-0.600979253979582,-0.114488843679059,0.154681644613874,0.266035163327912,0.0834684487710913,-0.00533837181265192,0.150058755821972,0.0861217361867644,0.060985571353207,0.160270741688689,0.058198471029478,-0.0256949607284501
"hsns_6",-0.423398211851466,0.0217904090729927,0.230365040614125,0.131427221016031,0.229031018857547,0.0106661992369488,0.222458363885765,0.0158402209003503,0.0944939727880638,0.0745473357608062,-0.0579581037754505,0.273280633564546
"hsns_7",-0.411870121077757,0.0942889433400572,0.285806128602361,0.27039849811632,0.0911894816406359,0.0569461408014499,0.224649305255587,0.00508705183975024,0.0608310484325877,0.103511336927095,0.0345557721529229,0.0756990867278397
"hsns_8",-0.395733642077376,-0.0457649102688834,0.246465836279053,0.20109302593185,0.196773210623797,0.0640514587690751,0.236271718234484,0.0620619898539124,0.0528092494124758,-0.0150110398218302,-0.00419562473184431,0.0814225241189877
"hsns_9",0.16947214937459,-0.164345949720458,0.101137971597687,-0.141133052912768,0.172681251560355,-0.0648397100407273,0.30906799589163,0.0797511886728166,-0.0805324846829514,-0.273898791148806,-0.161594850477551,-0.023171065554446
"hsns_10",-0.523831875512629,0.236731868074967,-0.0235031383615688,-0.118432288483517,0.0481771383323203,-0.132586955298679,0.179043777763412,0.125743728739807,-0.00545775432209341,-0.106707811308878,0.00547305565633423,-0.0596787388865691
"MorIden_1",0.374055951519402,0.0825303861551405,0.151017591997772,0.276147825482545,-0.063559872532437,0.0176487858076062,-0.272835142114735,0.132506093119019,0.136404086395369,-0.205837700386152,-0.19991989231982,0.0195135118263453
"MorIden_2",0.454916900205362,-0.129876256661434,0.0598025433025863,0.326014175470361,-0.0217052066034001,0.0305115643785945,-0.204604710167448,0.00815015928170297,-0.0492824547953808,-0.0391027544176947,0.153348724041923,0.201664743530199
"MorIden_3",0.249657080248565,0.0871466282944764,0.00538102120164346,0.143140084435983,-0.167046357018389,0.195863011258629,-0.309870656874352,-0.0224528060270372,0.227832357671373,-0.0723977063857397,-0.0467726842915824,-0.0523055168921459
"MorIden_4",0.336409192251243,-0.114854550230333,-0.00956351604133372,0.223381657194505,-0.111045565673121,0.129071626870796,-0.175064645237836,-0.0480781756598924,0.0573401171173758,-0.104357792990921,0.116560630932007,0.147732304868902
"MorIden_5",0.405565204883995,-0.140373958989463,0.0691613982684702,0.403609870988524,0.0340857328573815,0.109513385964537,-0.249166990964049,0.0634117078524552,-0.132063692408029,-0.11389708076997,0.164715716655846,0.177489697168318
"MorIden_6",0.394682128493639,-0.174227057484223,-0.026506414637066,0.204583652751169,0.261826277279378,0.148349496856271,0.0722689452091189,-0.0652433601354419,-0.19783382887059,-0.254884634378501,0.262642106275582,-0.139870879466536
"MorIden_7",0.486575894098176,-0.140292021137006,0.0798036939706788,0.330969376338449,0.17244035336505,0.0951941076353636,-0.0472685430377096,-0.0574304242311251,-0.129394353761008,-0.117169966288362,0.189200068717294,-0.082146466162898
"MorIden_8",0.404324224931862,-0.175155709845378,0.0339374721156673,0.21730207579298,0.313373966154821,0.0387844615359292,-0.0186495246154958,-0.00390587836910881,-0.159896225175632,-0.09255503298009,0.244212384390694,-0.171145593216393
"MorIden_9",0.516647642941955,-0.0436241090144885,0.00650155477076781,0.337528617458663,0.0646677351480638,0.0825271164765785,-0.0888911904217731,-0.122176974020351,-0.159903218611801,0.0539785680271991,0.189781772779363,-0.0348424459234184
"MorIden_10",0.552111541304712,-0.0725780576295794,0.040590278192183,0.26117404091308,0.147880965435971,0.0422638103368042,0.0461824290584776,-0.0717119254843563,-0.142182738649937,-0.0644550517732965,0.0734913891388917,-0.155417535598356
"moralSeImag_1",0.541505348178566,0.156439998960178,-0.471444767594407,0.22842957677806,-0.0655043225882027,0.231472724830969,0.224225269683945,-0.0024687230857187,-0.166864578980345,0.051670204924785,-0.0554092473959405,-0.0371095711695744
"moralSeImag_2",0.40304891450628,0.192794376819456,-0.501187302676806,0.343754566244155,-0.14891099063023,0.303269541562129,0.147942356248364,-0.0618725118396088,-0.0624051638672083,0.049249743273685,-0.123135085704003,0.0514247170545364
"moralSeImag_3",0.569331151994319,0.281701093333666,-0.445016225197019,0.160643306120273,-0.129364654918415,0.0827512297317142,0.178068015380565,-0.0140047220575885,-0.0149546702960629,-0.08392151641132,-0.0391618158379093,-0.0189969105861544
"moralSeImag_4",0.456772667875243,0.224233706738483,-0.49294220040855,0.309003527084797,-0.144365592126441,0.241918171197725,0.165221032767787,-0.0481456713584749,0.0401618910445967,0.0101913669088587,-0.0702103824597083,-0.0322839421065846
"moralSeImag_5",0.564490799131182,0.18854346318861,-0.484505619990178,0.159777914245814,-0.0453264396053549,0.122788076815729,0.215358401685142,-0.0734195465351498,-0.0234032151149663,-0.012103543014843,-0.0385006728268156,0.06041368003348
"moralSeImag_6",0.539598303644808,0.255514081013095,-0.394347279626399,0.0802939279060084,-0.159131698708477,0.161820684753075,0.234709084928169,0.00500554828560807,-0.00316807568551706,0.0196079707971705,0.0189596680419292,0.0597579739094628
"moralSeImag_7",0.493287073304043,0.226804003322199,-0.522282216774428,0.310640472147153,-0.122280284626191,0.162532600492967,0.181303245688236,-0.0565674742552567,-0.0897023813533413,0.0561582534303816,-0.083705781348725,0.00174711240314113
"moralSeImag_8",0.54037325606472,0.246488015118657,-0.533096253811878,0.197534811972733,-0.109956788862259,0.060258689849422,0.141514918470356,0.0176895830517707,-0.00784052455752278,-0.0249456692333046,-0.0859849104048303,-0.0645321247709307
"moralSeImag_9",0.40634444304862,0.258876243057213,-0.528012858558252,0.333104529577555,-0.174448247280378,0.213587356499884,0.116888336366605,-0.0653839452016913,0.0447714894864798,-0.0315481634557141,-0.119507432651745,0.072648299664323
"sde_1",0.489931735185684,0.00598909404524872,0.143074401108057,0.0968120925156136,0.216268617294891,-0.117476646077658,0.0558639819213735,0.0914940571708311,-0.103239014847444,-0.110305717537024,0.00592528419591807,-0.0106242253682069
"sde_2",0.672696427628633,0.142953376235097,-0.127485724786676,-0.162815177266415,-0.172974007890314,-0.0196184891940897,-0.131732741948678,0.0540907970745369,0.0470983200140501,-0.06942803615156,0.00698726917658833,0.0792767066856259
"sde_3",0.440999433951828,-0.27977938330554,0.105908460815804,-0.0562371373647979,0.130637294902093,-0.143999086486546,0.244370471463461,0.00728618703939506,-0.0789782742341632,-0.0392910657412978,-0.191835038074101,-0.0484822044531054
"sde_4",0.723798996856664,-0.0134961822398515,-0.0753736256585893,-0.130394606489173,-0.0767039645507904,0.00540470603471451,0.0454602573521094,0.0250428041161542,0.020807043774508,0.0670882529906455,0.0590866710560814,0.138526117469942
"sde_5",0.701785135927424,-0.0182207175096927,0.14385016952277,-0.0897705446329063,0.0320847279001956,0.102889732252126,0.0517187206795527,0.233102489941312,0.0994705074885978,-0.0432866954367197,-0.0411956193484429,-0.0550075371234379
"sde_6",0.691243348899364,-0.0646625441487915,-0.270585604049306,-0.355774679676891,-0.0541048872939632,-0.0750968634115987,-0.0970543770438563,0.0152931698219386,-0.121884368780185,-0.0260263014000525,0.0156273505729333,0.0662656537224435
"sde_7",0.460030817409321,-0.0792760961235053,0.120494659165239,0.120206075569076,0.209260419544939,0.0338686514437343,0.137024237421242,0.301348880435562,0.0238295370275027,0.0154754312579785,-0.088821010021022,0.146818553236302
"sde_8",-0.010949511921975,0.119807396077727,-0.148517002832008,-0.378913024944963,0.0302423508427273,0.046429818600048,0.0740560859810915,-0.157456889152627,0.0384663841444211,-0.126382121824208,0.067230514223605,0.14817582945159
"sde_9",0.723483324626121,0.209696411976885,0.115076907112005,0.0240700330144119,-0.0727812056358847,-0.158709727767036,-0.0281785880947937,0.196883681506235,-0.0212832491442752,0.0264276156413125,0.0567208071656331,0.0514472353833575
"sde_10",0.758498285140656,0.0247629166860036,-0.0953345429006994,-0.299894525357217,-0.0115780281169916,-0.0636411661983612,-0.0573950020945201,0.00378157755106371,-0.0197700657118171,-0.109757516222741,-0.0952969719782942,-0.00612053502862464
"sde_11",0.712290869920503,-0.104700126248638,0.0283750826839889,-0.0319905109506246,0.190842283274446,-0.129585538977073,0.179352354553084,0.156683348302322,-0.112988633352965,-0.00112240473116332,0.0736714080672753,0.142357266744937
"sde_12",0.693463291733279,-0.0408807522020726,-0.278578608240776,-0.321189569103207,0.0613044714701178,-0.070652667135963,-0.0309822799327639,0.0488212091383433,-0.152760823092334,-0.0651938206935832,-0.021664586864625,0.0601737480717105
"sde_13",0.3655384706091,-0.0282562790849377,0.155398528694152,0.372742091841644,0.0995934551025077,-0.0608206637875728,-0.0933012458912329,0.0839734108313114,-0.128711257499404,0.221741410621879,-0.0104644976854901,-0.15224717094426
"sde_14",0.531600529831153,-0.0829931775537881,-0.326445343839,-0.208085789938866,-0.0331522144105906,-0.126933274904744,-0.109798402606641,-0.000135299295706558,-0.074858472848855,-0.0510805215872151,-0.0538666263331072,-0.0375992960713366
"sde_15",0.647881033559594,0.107202381415641,-0.231506544356763,-0.119890339029577,0.0401537265058049,-0.164136958232042,0.128579129558223,0.229668483469969,0.0628183404695847,-0.0429646651533538,0.0103255650984875,0.0530147935521978
"sde_16",0.6026253050322,-0.205532436047133,-0.0402264790059427,0.061625137425875,0.0472581213188306,0.0715035865794598,-0.0585204077029109,-0.173490618298057,-0.1043762987159,-0.0820769261926967,-0.0555104600373959,0.0346007432901536
"sde_17",0.719954148599712,0.0578007466926822,0.0721900676474893,-0.063967313038832,0.151319591916962,-0.136556088836013,0.182383848519816,0.141432525999829,-0.0868815249092695,-0.135995042287756,0.0312041805688787,0.194738444743865
"sde_18",0.601063335430379,-0.0228622049390355,-0.185214800208677,-0.134598911575136,-0.0580989285433595,-0.0886470205010811,-0.133261333049504,-0.0692801354415702,-0.0563379241413372,0.0155711338238093,-0.00406425633069994,-0.0461055678760928
"sde_19",0.463160658588781,-0.0985084182196622,0.204633853564036,-0.126763975002204,0.0660530466796916,-0.149697421866288,0.196256893527964,-0.00452495848974571,-0.0679451300104978,-0.125825907785164,-0.162684914087928,-0.0930116970642193
"sde_20",0.752220785161272,0.00697364080332011,-0.0214683084471229,-0.221208888809779,-0.0246639851399699,0.197550416229818,-0.0315448412813494,0.118699650155794,0.102886459501343,-0.00250528837866473,0.019181666680763,0.012728771259148
"IM_1",0.63072829300384,-0.186654913481655,-0.331359771410228,-0.0795090008857418,0.0662213408294842,-0.164405390869754,-0.116148630077193,-0.00608617237681804,-0.149655869989412,0.239788366614491,-0.0363231264912057,0.000857862203150991
"IM_2",0.632973392837384,-0.251000388359852,-0.116391241307772,0.0968017362876821,0.265655496214502,-0.112942919776594,0.119412836290116,-0.0676677549328419,0.0459301538710735,-0.0297158930645975,-0.0138710909845714,0.0306202611010833
"IM_3",0.519333904219978,-0.40966507694911,-0.151479656826965,0.0718222385793747,0.1195328877577,-0.144948887886571,-0.0605351171476744,-0.141998257190269,-0.0857628683113668,0.223334173985142,-0.143602771910053,-0.0784620553770172
"IM_4",0.527567212197036,-0.437018049710021,-0.248749318650793,0.0150846379457853,0.27679899809565,-0.0319903353671257,0.0250533338249673,0.0106609978246992,0.0300795626420802,0.0539474587039591,-0.036944530715604,0.0273436915578453
"IM_5",0.622214477548606,-0.144988715766084,-0.369831892652339,-0.143325002733312,-0.0683900738441894,-0.176700865410984,-0.127822932221286,-0.0244240051190101,-0.0551884800128069,0.116388497174035,0.0291753477616678,0.0591442228003103
"IM_6",0.560812436459787,-0.138377112495887,-0.132983447326078,0.205402607948153,0.127908090614346,-0.0129829505103293,0.0117955607854521,0.0787347384637723,0.260946824365899,-0.00483289347383296,0.0212833871411774,0.02666396037132
"IM_7",0.576850182576251,-0.345709746681104,-0.156619338224164,-0.0922159507912816,0.198344231901662,-0.139793563653408,-0.037651105015847,-0.189119570058255,-0.0105018323200384,2.77801700789795e-05,-0.106587082852448,0.0130396196375076
"IM_8",0.433340980010304,-0.116288443546844,-0.0363356747973465,0.189713860283463,0.0636478497653531,-0.0818730001387628,-0.066583873319741,0.146994429834512,0.0291860226185227,-0.0327327913235681,-0.0205230635780514,-0.0168218517619599
"IM_9",0.524315443325559,-0.237904527614391,-0.20145291402336,0.145338672776493,0.204925414352329,-0.0936368002966272,-0.0306603997563601,-0.155427592964073,0.320723660833012,-0.00612505930260821,0.0412530341866495,0.0793971856593613
"IM_10",0.361705829827317,0.0109563419963989,-0.069686194953612,0.206785295687212,-0.0322305329209623,-0.0657069878897182,-0.139337025091555,0.0360414498514143,0.29521150612827,-0.181226858039999,-0.0834148819840621,-0.028614461972346
"IM_11",0.522878568157179,-0.10844502207539,-0.194091211786284,0.0630188850097338,0.196817715382218,-0.0300900549236158,0.0172681864028658,-0.144118242498074,0.207208418641263,0.021644254332421,0.0825296621006261,-0.101303080212236
