"","X","MR1","MR2","MR4","MR3","MR5","MR6","ID"
"1",1,-0.334216606575035,-0.215722852237567,0.917903190142419,0.651000468768244,0.262726614539956,0.696861341886241,"phase_003_subj_10"
"2",2,-1.23128690273294,-1.17427072421384,-0.373594314661827,0.923420436809046,-0.929338852919349,-0.848929830272034,"phase_003_subj_11"
"3",3,-0.0236806035420318,-2.24823424446677,1.50759349696755,0.820275416040622,-1.18373233663295,-1.49122889943235,"phase_003_subj_13"
"4",4,-0.260774807904998,0.106394995044133,-0.09420061983122,-0.234942487577945,-1.38676010529439,-0.118993560416035,"phase_003_subj_2"
"5",5,0.803665372680812,0.503566874989251,0.112988472320987,-0.684023450714287,1.10009656660217,-0.986432718235454,"phase_003_subj_3"
"6",6,-0.370090188083812,0.278909788368216,0.267943843207526,0.623818984326976,-1.13288885145448,-0.610305257961568,"phase_003_subj_4"
"7",7,0.999820677595366,-0.108353234450061,-0.41565183947339,1.27706882893492,0.0263739547462934,-1.67828871708046,"phase_003_subj_6"
"8",8,-2.56839167528584,0.0741585613745633,0.187233154208873,0.0345563797274537,0.720321792693149,-0.228169318440538,"phase_003_subj_8"
"9",9,0.977207278826816,-0.32444929539183,-0.492204271105963,-0.712413972712644,-0.288929954245007,0.569177972615461,"phase_003_subj_9"
"10",10,-1.96887905895698,0.0949587352712654,1.13480140247411,0.47091655558076,-1.34888628572041,-0.554729674916236,"phase_004_subj_1"
"11",11,-0.816311169600048,0.11060642910047,0.507320923862139,-1.17110633689674,-1.0036004138883,0.171195317641589,"phase_004_subj_10"
"12",12,-0.0735996030992862,-3.73762423589846,-0.0787261251250602,-1.01708288368459,1.17188600736861,-2.89338905487774,"phase_004_subj_11"
"13",13,-0.41203269855952,2.36848782880909,0.756774651766154,0.872136870071761,2.52071473398139,-1.16668899882823,"phase_004_subj_13"
"14",14,1.81363938963191,-0.772590147175327,-0.519602531176153,0.854247644142569,0.246203706237677,-0.166650930393781,"phase_004_subj_15"
"15",15,-0.836070037652445,-0.76349587268172,0.0911041559575045,0.142838316470233,-0.895298416333583,-0.49410991445921,"phase_004_subj_16"
"16",16,-0.116590516877407,0.00146111113194597,1.47252365268724,0.439744423284854,0.00357926247955856,0.929284682962283,"phase_004_subj_18"
"17",17,0.727889158451707,-1.52682940851621,1.38721370224544,0.504409410360786,-0.749307138786989,-0.732118520456855,"phase_004_subj_2"
"18",18,0.140294312537312,4.05618402434607,0.188738878228345,-0.0059568218866155,1.56826340571093,-0.640801997052421,"phase_004_subj_3"
"19",19,0.756899699508919,-1.00015306057165,0.619602028166519,-0.514373722739254,0.895347789035159,-0.099900274798658,"phase_004_subj_5"
"20",20,-0.79783992896387,9.87445899192888,-0.649188795703423,0.980246888987468,1.81105009155234,-1.85787604398109,"phase_004_subj_8"
"21",21,-0.815397144142615,0.506832214034831,1.73485150250719,0.31770936680394,-0.868005579750034,0.803339190222318,"phase_005_subj_1"
"22",22,0.0426756631101403,-0.109638074494089,-0.711798553557261,0.794869092386825,-0.427771774763291,-0.130640893183149,"phase_005_subj_10"
"23",23,0.487848073427454,16.8316217681295,-0.39325943425639,-1.5723145366162,0.272155349003738,-0.395243101128853,"phase_005_subj_12"
"24",24,-0.648708375853033,0.00114836808759941,-0.36546451684792,-1.060729209709,-1.27593011428174,-0.0182115897530614,"phase_005_subj_13"
"25",25,0.382921997809105,0.263417002338585,0.48152098919206,-2.67663367667441,-1.78266352750673,0.456940977328945,"phase_005_subj_16"
"26",26,0.068229582145188,0.255632119710785,-0.311077465969886,0.189131525541363,-0.702271326960838,2.42211758117857,"phase_005_subj_18"
"27",27,0.691845872246283,0.914609327903695,0.0545646528955524,-0.167823528336908,-1.10181386615923,1.07995483536891,"phase_005_subj_19"
"28",28,-1.66011988173411,-1.17668186001708,-0.220389736469352,0.928391920795176,1.82326066869403,-0.610966117168999,"phase_005_subj_2"
"29",29,-1.29990039019513,-0.524301007229395,-1.01637736595792,-0.0442467821705426,0.820517659115205,0.727622893060376,"phase_005_subj_3"
"30",30,0.0377611122044056,4.014973593058,-0.346776365269231,0.778997993898667,2.38457111053058,-0.706787989485913,"phase_005_subj_4"
"31",31,1.21177252074027,0.826339221001996,0.444579274951672,0.389733553992162,0.147243379591432,-0.261993474742919,"phase_005_subj_5"
"32",32,-0.842747968312186,-0.15512849361588,-0.397461101317462,0.561498617261237,-1.17867168656498,-1.12079602189519,"phase_005_subj_7"
"33",33,-0.951102892712919,0.18914788927686,0.916755625364917,-0.0909700965348214,-1.72805619923744,-0.827687160583459,"phase_005_subj_9"
"34",34,-1.59033867301121,0.360453441141088,0.108025777833712,0.390650502220954,-1.73425258052594,1.09166770202968,"phase_006_subj_1"
"35",35,-1.43071241153495,0.281595184341868,1.38236260757257,-0.466697742266187,0.583311076245726,0.789406496373021,"phase_006_subj_10"
