"","ID","ability_ALT_rt","moral_ALT_rt"
"1","phase_003_subj_10",62.25,-22.4162234042553
"2","phase_003_subj_11",-26.875,-2.92242907801426
"3","phase_003_subj_13",115.479166666667,-13.1730158730159
"4","phase_003_subj_2",46.4242021276596,6.64361702127655
"5","phase_003_subj_3",-3.60106382978722,71.9822695035461
"6","phase_003_subj_4",18.1817375886525,38.4375
"7","phase_003_subj_6",13,109.479166666667
"8","phase_003_subj_8",6.50969267139476,-65.0135869565217
"9","phase_003_subj_9",20.6041666666667,57.4835992907801
"10","phase_004_subj_1",96.8670212765958,13.4791666666666
"11","phase_004_subj_10",46.3125,27.8333333333334
"12","phase_004_subj_11",13.1852836879432,167.083333333333
"13","phase_004_subj_13",37.5,-38.5398936170212
"14","phase_004_subj_15",38.9719202898551,58.5416666666666
"15","phase_004_subj_16",46.5274822695036,37.6289893617021
"16","phase_004_subj_18",141.979166666667,3.10251450676981
"17","phase_004_subj_2",73.1750886524823,74.0697463768116
"18","phase_004_subj_3",-7.73333333333323,-19.2072463768116
"19","phase_004_subj_5",55.4583333333334,23.2291666666666
"20","phase_004_subj_8",16.4791666666666,-0.0642730496454078
"21","phase_005_subj_1",121.254988913525,4.87386018237078
"22","phase_005_subj_10",29.2083333333333,57.5208333333334
"23","phase_005_subj_12",25.4065679925994,-25.9228723404256
"24","phase_005_subj_13",31.4583333333333,43.2686170212766
"25","phase_005_subj_16",71.5,25.2007978723404
"26","phase_005_subj_18",0.958333333333258,15.3125
"27","phase_005_subj_19",100.604166666667,123.604166666667
"28","phase_005_subj_2",-10.0458333333333,-53.7916666666667
"29","phase_005_subj_3",3.67730496453896,26.0425531914893
"30","phase_005_subj_4",44.3695652173913,13.6521739130435
"31","phase_005_subj_5",71.5208333333334,135.001773049645
"32","phase_005_subj_7",14.4375,19.4791666666666
"33","phase_005_subj_9",81.0625,16.9765070921985
"34","phase_006_subj_1",43.1458333333334,-11.7043439716313
"35","phase_006_subj_10",104.708333333333,27.6875
"36","phase_006_subj_17",97.2291666666666,140.791666666667
"37","phase_006_subj_19",-8.98731884057963,160.083333333333
"38","phase_006_subj_2",41.3541666666666,102.5
"39","phase_006_subj_22",184.458333333333,74.6121453900709
"40","phase_006_subj_23",-58.5625,46.2499999999999
"41","phase_006_subj_24",-23.5833333333333,-35.9605496453901
"42","phase_006_subj_25",67.25,72.125
"43","phase_006_subj_4",37.0625,12.7007978723404
"44","phase_006_subj_5",52.2916666666666,56.625
"45","phase_006_subj_7",-95.2805555555556,61.4583333333334
"46","phase_006_subj_8",12.5833333333334,-11.5625
"47","phase_007_subj_1",0.874113475177296,57.5
"48","phase_007_subj_10",26.75,59.9791666666666
"49","phase_007_subj_11",56.6458333333333,76.3632246376812
"50","phase_007_subj_12",-106.793236714976,51.5633865248227
"51","phase_007_subj_13",29.9875886524823,-3.5
"52","phase_007_subj_16",29.125,57.8958333333333
"53","phase_007_subj_17",10.7499999999999,81.0505319148937
"54","phase_007_subj_18",71.9583333333334,42.5833333333334
"55","phase_007_subj_19",93.5833333333334,35.8364361702128
"56","phase_007_subj_21",45.8541666666667,-32.6551418439717
"57","phase_007_subj_3",24.4521276595744,94.9375
"58","phase_007_subj_4",45.5416666666667,-13.2672872340426
"59","phase_007_subj_5",46.3541666666666,52.7083333333333
"60","phase_007_subj_6",-52.2083333333334,-9.66666666666663
"61","phase_007_subj_8",81.7291666666666,169.77304964539
"62","phase_008_subj_1",81.3958333333334,-26.3125
"63","phase_008_subj_10",8.27216312056737,23.75
"64","phase_008_subj_11",-44.9375000000001,-45.0416666666667
"65","phase_008_subj_12",-7.6875,-38.9166666666666
"66","phase_008_subj_13",78.8958333333334,122.229166666667
"67","phase_008_subj_14",-16.7083333333334,119.890821256039
"68","phase_008_subj_15",77.4375,210.753102836879
"69","phase_008_subj_16",36.125,35.2978723404256
"70","phase_008_subj_17",-23.8958333333334,176
"71","phase_008_subj_18",46.876329787234,-20.1041666666666
"72","phase_008_subj_19",56.3125,40.3324468085107
"73","phase_008_subj_2",92.2437943262411,67.7533849129595
"74","phase_008_subj_20",32.75,216.514627659574
"75","phase_008_subj_8",102.318262411348,41.321365248227
"76","phase_009_subj_1",85.4583333333334,9.4375
"77","phase_009_subj_10",-31.7437943262411,9.33333333333337
"78","phase_009_subj_11",-17,-9.91666666666663
"79","phase_009_subj_12",83.4791666666666,-143.471187943262
"80","phase_009_subj_13",80.6382978723404,82.2916666666666
"81","phase_009_subj_14",112.961879432624,95.1883865248227
"82","phase_009_subj_15",59.5398936170212,170.175413711584
"83","phase_009_subj_16",60.239804964539,32.080615942029
"84","phase_009_subj_18",73.1675531914893,185.125
"85","phase_009_subj_19",-14.9583333333334,13.3958333333333
"86","phase_009_subj_20",31.0625,-19.125
"87","phase_009_subj_21",31.1595744680851,-33.8665318503539
"88","phase_009_subj_22",14.9375,122.166666666667
"89","phase_009_subj_23",55.7291666666666,47.0625
"90","phase_009_subj_5",46.1041666666666,41.4375
"91","phase_009_subj_6",123.048315602837,10.4348404255319
"92","phase_009_subj_7",144.208333333333,100.270833333333
"93","phase_009_subj_8",113.44725177305,63.3045212765958
"94","phase_009_subj_9",39.2987588652483,8.16666666666674
"95","phase_010_subj_1",29.5048758865248,28.8125
"96","phase_010_subj_11",31.6378546099291,12.2291666666666
"97","phase_010_subj_12",9.875,-34.625
"98","phase_010_subj_13",31.8541666666666,61.0625
"99","phase_010_subj_16",98.5,84.25
"100","phase_010_subj_19",16.6875,33.8125
"101","phase_010_subj_2",-55.625,-45.8909574468086
"102","phase_010_subj_20",44.4330673758866,35.7083333333334
"103","phase_010_subj_21",121.468085106383,-34.6875
"104","phase_010_subj_22",17.3570767807585,42.1458333333334
"105","phase_010_subj_24",5.52083333333326,104.368794326241
"106","phase_010_subj_3",58.4791666666666,-6.3741134751773
"107","phase_010_subj_6",30.9848699763593,110.606826241135
"108","phase_010_subj_7",92.7092391304348,104.495833333333
"109","phase_010_subj_9",-21.625,11.2987588652483
"110","phase_011_subj_1",37.9583333333333,135.583333333333
"111","phase_011_subj_10",68.2083333333334,137.339982269504
"112","phase_011_subj_13",-3.16666666666674,137.339539007092
"113","phase_011_subj_14",4.64583333333326,60.9623226950355
"114","phase_011_subj_16",-116.125,-64.1041666666667
"115","phase_011_subj_17",154.208333333333,93.3541666666666
"116","phase_011_subj_18",74.1458333333333,57.4375
"117","phase_011_subj_19",23.2083333333333,28.75
"118","phase_011_subj_2",148.916666666667,-44.8333333333334
"119","phase_011_subj_20",27.6737588652483,99.167109929078
"120","phase_011_subj_22",34.375,98.7291666666666
"121","phase_011_subj_23",64.2708333333334,88.5833333333334
"122","phase_011_subj_24",51.9747340425532,-25.6498226950355
"123","phase_011_subj_25",-59.4685283687943,172.416666666667
