"Target_Variable","RMSE","Rsquared","MAE"
"selfclarity_1",0.769970000491613,0.411567093036008,0.595760638464649
"selfclarity_2",0.625031653971186,0.635582977661357,0.480888049733459
"selfclarity_3",0.953959951792124,0.244470445879792,0.781701417490114
"selfclarity_4",0.731911692206618,0.512806687479017,0.578789551700333
"selfclarity_5",0.774225132024106,0.448331148001503,0.608189648146478
"selfclarity_6",0.814672785353191,0.403172075181676,0.61710687761029
"selfclarity_7",0.911673249864858,0.280573058471211,0.679578016521698
"selfclarity_8",0.61837040522768,0.634552870490034,0.476334272613511
"selfclarity_9",0.698499430612653,0.554692164121823,0.539995126998061
"selfclarity_10",0.855209209496883,0.356692900948484,0.67515398291385
"selfclarity_11",0.703279826565507,0.531576983502106,0.549462757128821
"selfclarity_12",0.682829169540926,0.570615503617395,0.519224347582913
"LOT_1",0.934274505516857,0.247460060166767,0.726390994424069
"LOT_2",0.79663739613723,0.42285273603554,0.618066374647789
"LOT_3",0.650424266462199,0.605089835037504,0.507395404598392
"LOT_4",0.839159277061145,0.364465615414753,0.63911811304947
"LOT_5",0.764678721637254,0.447939479735948,0.586931126571305
"LOT_6",0.974744453878325,0.191525646837365,0.763093998095176
"IPC_1",0.795384311156515,0.423758917918153,0.612487894209171
"IPC_2",1.00793046962142,0.18489215758638,0.789905927349627
"IPC_3",0.75368299320846,0.484922157204282,0.573530988920464
"IPC_4",1.03612441109441,0.14966350635923,0.782601448022873
"IPC_5",0.709167977213751,0.538165399292602,0.552351348370925
"IPC_6",0.783449851060587,0.434075458127768,0.618195124359804
"IPC_7",0.840946847595825,0.367242690662978,0.649246799258471
"IPC_8",0.910989078404221,0.284064465919509,0.692985866544269
"ses_1",0.732546678200271,0.504160081344751,0.57653121174411
"ses_2",0.827200147769558,0.382602980079486,0.664540531385445
"ses_3",0.646309870484785,0.59964169438634,0.512839191802305
"ses_4",0.806265651334423,0.402931174728659,0.639919724169087
"ses_5",0.738215880534546,0.493695588668201,0.562599053391608
"ses_6",0.739801335752633,0.486091450122946,0.5861362921477
"ses_7",0.664649132113583,0.586075476138587,0.504130411212094
"ses_8",0.970410171530123,0.218585042587275,0.747499477587928
"ses_9",0.641930963068212,0.600090974216786,0.480934271295298
"ses_10",0.694005620571573,0.542664755687337,0.535784077137107
"coreself_1",0.661557156305969,0.579359684007801,0.500589620479846
"coreself_2",0.653652383801729,0.598896330662448,0.497000227233443
"coreself_3",0.679583224436205,0.575906304986652,0.529909996671356
"coreself_4",0.736495724417044,0.496231013505553,0.570278397809109
"coreself_5",0.731147557298217,0.507559217366319,0.568433122527075
"coreself_6",0.619557633005604,0.63541448780986,0.47896953177569
"coreself_7",0.57814677168032,0.683982032693642,0.457077228491622
"coreself_8",0.599095607725634,0.652602568231308,0.465856560319484
"coreself_9",0.740654197670462,0.475134391586047,0.563656400353642
"coreself_10",0.698236580991811,0.549643694832705,0.546559341865392
"NPI1",0.93298064461836,0.247532808670954,0.723535767032909
"NPI2",0.739161206816023,0.483956230676857,0.520649028642088
"NPI3",0.846276443980489,0.359855644941634,0.640659508856628
"NPI4",0.839899425452347,0.342080069342634,0.644116178385915
"NPI5",0.941810170983279,0.244821438253717,0.6966438809867
"NPI6",0.994147477593682,0.182183857449525,0.765717580301956
"NPI7",0.829377332957553,0.390920976541082,0.644399114647614
"NPI8",1.01170240503026,0.151947242894077,0.767903451709727
"NPI9",1.11156298328917,0.0538729997603656,0.883845515026088
"NPI10",0.727660216720602,0.508189554885811,0.51364444599021
"NPI11",0.908764385881489,0.288142457145664,0.686133618645371
"NPI12",1.17978278532113,0.0447176695509095,0.783956823004984
"NPI13",1.05238348175441,0.118845377396289,0.855702019866219
"NPI14",1.09589089049145,0.0772233494821613,0.767242666953536
"NPI15",0.819803313672751,0.385250836372701,0.627505967426045
"MorIden_1",0.929844676989842,0.267146516486118,0.731296827718303
"MorIden_2",0.895091713551881,0.298824377611608,0.714746661449546
"MorIden_3",1.06882675611828,0.11609496956856,0.791066179060801
"MorIden_4",1.06590881900082,0.134345662202025,0.783344659296321
"MorIden_5",0.845292616630762,0.348170550818299,0.654487155112881
"MorIden_6",0.886515933135458,0.31070845693365,0.698927403828687
"MorIden_7",0.898699858780996,0.294507977590638,0.690209806364323
"MorIden_8",0.98834862998172,0.18835290724477,0.774216892482039
"MorIden_9",0.904096174236033,0.30188758376715,0.692589046528838
"MorIden_10",0.905437933976932,0.269382280080854,0.691307366272746
"moralSeImag_1",0.653343711502718,0.59512723469948,0.503971016140662
"moralSeImag_2",0.678266141264324,0.568016512806622,0.538396322600932
"moralSeImag_3",0.716402011436788,0.527466889737353,0.55144620843791
"moralSeImag_4",0.68576500891697,0.568127994971742,0.531266798502477
"moralSeImag_5",0.708356260969352,0.535796247820227,0.541826726678121
"moralSeImag_6",0.754247337045973,0.48863433443442,0.582716074037788
"moralSeImag_7",0.655458719589514,0.598946099904215,0.502708127377745
"moralSeImag_8",0.667307940011477,0.576097372801929,0.523785854774916
"moralSeImag_9",0.656102009444881,0.603352631655634,0.513495642017816
"sde_1",0.999630349447004,0.189452160312282,0.776936877883351
"sde_2",0.761176282694197,0.468973111359806,0.578501139579619
"sde_3",0.892353633742713,0.308391118657847,0.696675691981783
"sde_4",0.787053284293556,0.446086253546324,0.606115287962083
"sde_5",0.787884314403603,0.443568653877909,0.603809767748019
"sde_6",0.673123402226117,0.570068293174671,0.546293153326128
"sde_7",0.928572597242432,0.278283755438556,0.692971782935797
"sde_8",1.04243894521842,0.136621176434112,0.822330281783849
"sde_9",0.703344432734669,0.539625549092611,0.521751897919844
"sde_10",0.678045732847184,0.576594580364949,0.527977636508435
"sde_11",0.700741076820064,0.54870521020793,0.54571410493899
"sde_12",0.652216853902687,0.593801738672322,0.516154787047558
"sde_13",0.9076524824184,0.283224004456913,0.701152932481263
"sde_14",0.898431980237074,0.296749002712901,0.69111832100283
"sde_15",0.799207275663088,0.425667602798636,0.60558313297636
"sde_16",0.928402136807582,0.281484507192434,0.698392366858673
"sde_17",0.748111639596544,0.48823765272961,0.554548808190682
"sde_18",0.863386741026759,0.345196105089833,0.680726153826648
"sde_19",0.954233928601799,0.226251289586287,0.711142595393482
"sde_20",0.691906549869853,0.551885604681937,0.5239148482257
"IM_1",0.676064308445073,0.572746220774535,0.538706618226618
"IM_2",0.742026374076101,0.499837156493721,0.587540599880573
"IM_3",0.775971708719536,0.456733722195196,0.593888740307652
"IM_4",0.749435610183442,0.482139894515585,0.589410667472082
"IM_5",0.755976289854088,0.4718695716787,0.577455756337059
"IM_6",0.923618762298864,0.277477028048963,0.68264765121895
"IM_7",0.768622984188444,0.46495413123776,0.595085624574164
"IM_8",1.05313169491826,0.117140367898938,0.82324092555058
"IM_9",0.859736971884357,0.350556527581372,0.669504020204834
"IM_10",1.0085563310952,0.189738735194365,0.756505943921561
"IM_11",0.909078265806402,0.282953538671055,0.705090094693827
"IM_12",0.805074497055608,0.416510157824902,0.620349530088999
"IM_13",0.962996189870707,0.211896924761224,0.751819778246581
"IM_14",0.906878041408654,0.277863412624922,0.718551835407015
"IM_15",0.793305007546224,0.432558232035852,0.5996809540246
"IM_16",0.780766402849328,0.448023620866219,0.595341725551107
"IM_17",0.873420408165638,0.325513334719466,0.670276215104992
"IM_18",0.981864191588849,0.187278436163183,0.740828059413455
"IM_19",0.693519119314471,0.555534704308032,0.544462492187562
"IM_20",0.807185215867296,0.416328885512796,0.607262541981502
"Ability",0.681056209962844,0.569284638142788,0.516152254035322
"Attraction",0.728713677314939,0.514700758827098,0.547179566090938
"Wealth",0.821278939702382,0.394117529816766,0.630669630379817
"Social",0.722349897919103,0.519894488928039,0.555172420683411
"Moral",0.709619397559019,0.531027364890665,0.554709150046633
"ability_ALT_rt",0.837376138279694,0.374495713418597,0.673403243851404
"moral_ALT_rt",0.870906039437786,0.338054220287129,0.689961839515467
"ability_ALT_d",0.852827482203738,0.341883937616126,0.702199992752138
"moral_ALT_d",0.887123859286765,0.305738337453932,0.713491938530024
"ability_IAT",1.02929011303563,0.128119282321207,0.821824123415065
"moral_IAT",1.0704478282335,0.0904698714685367,0.839565939326058
"ability_SRET_EW",0.80575962517536,0.420629232387271,0.620920684592743
"moral_SRET_EW",0.926476398451304,0.230917862580094,0.657968596427855
"ability_SRET_rt",0.851390227640692,0.202742036107059,0.618476982893418
"moral_SRET_rt",0.858560605850507,0.267993659484021,0.545574495368072
"ability_SRET_RJ1_d",1.20456122572495,0.0066647096515717,0.961190898856818
"moral_SRET_RJ1_d",1.1262075569533,0.0492215506899299,0.902035318993663
"ability_SRET_RJ2_d",1.01861686441975,0.146230224816684,0.81810837016472
"moral_SRET_RJ2_d",1.04892364047858,0.128471794426129,0.846595358958955
