"","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","friend_name","Sex","ID"
"11",189,6,6,6,4,2,5,2,5,5,5,5,1,-1,1,2,1,2,2,2,5,5,5,5,4,4,4,4,4,4,5,6,7,7,6,6,5,7,8,7,6,4,4,5,5,4,7,4,5,5,3,3,5,4,6,4,6,4,6,4,5,3,6,3,7,5,5,6,7,7,3,7,4,4,6,6,7,6,6,"罗","Male","phase_018_subj_28"
"12",117,6,5,5,5,5,4,4,4,4,4,4,2,-1,1,1,-1,1,1,1,5,5,5,4,4,3,4,3,4,4,7,6,7,8,5,4,7,6,6,3,4,5,5,5,3,5,2,4,3,3,3,5,6,4,5,3,3,5,5,3,3,3,3,3,6,3,5,7,7,6,6,2,2,2,6,3,7,2,3,"王","Male","phase_018_subj_15"
"13",312,5,3,5,3,2,5,3,4,5,4,5,2,2,1,2,-1,1,2,2,5,4,4,4,4,4,4,4,5,4,5,6,6,6,4,5,5,6,5,3,3,6,5,5,3,5,2,4,3,4,3,6,4,3,4,3,4,5,5,3,4,3,4,2,5,3,5,5,6,5,5,5,5,6,5,5,5,4,4,"向","Female","phase_018_subj_46"
"14",112,5,4,4,3,3,4,4,3,4,4,4,2,-1,-1,-1,-1,1,2,2,4,4,5,2,3,3,3,4,3,4,6,8,4,8,8,6,4,4,8,5,5,2,3,4,3,3,3,4,2,4,2,5,5,2,6,3,4,3,5,3,4,3,3,3,5,3,3,6,6,3,3,6,4,6,3,3,7,3,4,"季","Female","phase_018_subj_13"
"15",391,6,6,5,6,6,4,3,4,4,4,4,2,2,1,2,-1,1,1,1,4,5,4,4,5,2,4,4,4,3,5,6,6,7,4,5,6,4,4,3,3,5,5,6,3,5,2,5,5,3,3,2,3,3,3,5,3,5,5,5,3,3,5,4,6,3,5,7,7,6,6,3,2,2,5,3,5,3,3,"董","Female","phase_018_subj_59"
"16",332,6,5,5,6,6,4,2,3,4,4,5,2,2,2,3,1,2,3,2,5,4,5,2,5,4,4,4,5,5,6,7,7,8,7,7,8,8,8,6,5,5,6,6,5,5,2,5,3,3,2,6,7,6,3,3,7,3,3,4,3,3,5,2,7,5,5,7,7,5,7,7,7,5,7,3,1,3,6,"刘","Female","phase_018_subj_50"
"17",277,7,6,6,7,6,5,5,4,5,4,5,3,3,2,1,3,2,3,3,5,4,5,5,4,5,5,5,5,4,8,9,8,9,8,7,8,9,9,6,6,7,7,7,6,6,1,6,6,6,6,7,7,7,6,6,7,7,7,7,7,7,6,6,7,7,7,7,7,6,7,7,6,6,7,7,7,6,6,"魏","Male","phase_018_subj_41"
"18",627,5,5,6,5,5,4,4,4,4,4,4,2,1,1,2,-1,-1,2,2,5,4,5,4,4,3,4,4,4,4,6,7,6,8,4,4,8,7,7,2,3,5,6,5,3,6,2,5,3,3,3,5,3,3,3,5,3,4,5,3,5,3,3,5,6,3,5,7,7,6,5,3,1,2,5,3,6,3,3,"徐","Male","phase_018_subj_97"
"19",190,5,6,5,5,2,4,2,5,4,5,4,2,3,3,3,3,2,2,3,4,5,5,5,3,4,3,4,4,5,7,8,8,7,8,9,7,6,7,5,7,2,7,5,2,3,7,1,7,5,6,1,2,6,2,5,2,6,1,3,6,5,5,3,3,3,1,7,7,7,1,7,2,5,3,6,3,5,6,"于","Male","phase_018_subj_29"
"20",318,5,5,4,6,4,4,4,4,4,4,4,2,-1,2,-2,2,3,2,2,4,5,5,2,4,5,4,4,5,4,6,7,4,6,6,6,7,6,7,5,5,6,6,5,5,3,2,6,3,3,3,6,3,6,7,5,6,6,5,3,6,3,3,6,7,5,6,5,7,7,6,7,7,6,7,7,7,5,6,"张","Female","phase_018_subj_47"
"21",332,7,7,7,7,6,5,5,5,5,5,5,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,4,8,7,8,8,7,6,7,9,8,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,"王","Male","phase_018_subj_51"
"22",48,5,4,5,4,2,5,4,4,4,4,4,2,2,1,2,-1,1,1,2,5,4,5,4,4,3,4,4,4,4,4,4,5,6,4,5,4,5,5,3,3,5,6,5,3,6,2,4,3,3,3,6,3,3,4,3,4,5,5,3,4,3,4,3,6,4,5,6,6,5,6,6,5,5,5,6,6,4,5,"孟","Female","phase_018_subj_4"
"23",75,7,7,7,7,7,5,5,5,5,5,5,3,2,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,7,8,8,7,8,6,8,8,8,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"张","Male","phase_018_subj_5"
"24",287,6,4,5,4,3,4,3,4,5,5,4,2,1,1,2,-1,1,2,1,4,4,4,4,4,3,3,4,4,4,4,4,5,5,5,6,5,6,5,4,2,4,5,5,2,5,2,4,3,3,3,6,3,3,4,3,6,5,5,3,5,3,3,3,6,3,5,5,6,5,5,6,5,4,6,5,6,4,5,"李","Female","phase_018_subj_42"
"25",578,7,7,7,6,7,5,5,5,5,5,4,2,1,3,2,3,3,3,2,5,5,5,5,5,4,4,3,5,4,4,7,8,6,4,5,7,8,8,5,6,6,7,7,6,6,1,6,6,6,5,3,7,6,6,5,7,6,7,5,6,3,5,5,7,3,6,7,6,3,3,7,6,1,7,3,7,6,6,"钱","Male","phase_018_subj_88"
"26",140,7,7,7,7,7,5,5,5,5,5,5,3,2,3,2,3,3,3,3,5,5,5,5,4,5,5,5,4,5,8,8,7,8,8,8,8,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"刘","Male","phase_018_subj_21"
"27",494,3,2,3,3,2,4,3,2,4,5,4,-1,-1,-2,1,-2,-1,1,2,5,4,5,5,4,4,4,4,4,3,6,7,5,7,6,6,7,6,7,4,3,1,3,5,2,5,3,3,3,2,3,4,3,2,4,2,3,2,6,3,4,3,6,3,6,3,5,4,6,5,5,5,6,5,5,3,6,3,4,"张","Female","phase_018_subj_75"
"28",107,3,2,3,3,3,4,3,2,4,5,4,-1,1,-2,1,-1,-1,1,2,4,4,5,5,4,4,4,4,4,3,7,8,5,8,6,5,6,5,7,4,3,2,3,5,2,5,2,3,3,2,2,4,3,2,4,3,3,2,5,3,3,3,6,3,6,3,5,6,6,6,5,3,3,5,5,3,5,3,4,"刘","Male","phase_018_subj_11"
"29",267,7,6,7,6,5,5,4,5,5,4,5,3,2,2,2,2,3,3,2,5,5,5,4,4,5,5,4,4,5,9,8,8,9,8,9,8,9,9,7,6,2,6,6,6,6,7,7,6,6,6,6,7,7,6,5,6,5,7,7,6,6,5,5,7,6,6,6,6,7,7,7,6,6,6,6,7,5,6,"李","Male","phase_018_subj_39"
"30",95,6,6,6,5,5,3,2,4,4,4,4,2,-1,1,-1,-1,2,3,1,4,5,5,5,4,3,4,3,4,4,4,4,5,7,6,5,6,4,5,5,6,5,6,6,4,6,3,5,6,6,5,6,3,6,4,6,6,5,5,3,3,3,2,3,6,4,6,6,5,6,3,6,4,3,6,4,6,5,4,"杨","Male","phase_018_subj_9"
"31",341,5,5,6,4,4,4,4,4,4,4,4,1,-1,1,1,1,2,2,2,4,5,5,4,4,4,4,3,4,4,4,4,5,5,5,4,5,4,5,5,5,3,5,5,3,5,4,5,5,5,4,4,3,3,5,5,5,3,5,3,4,3,5,3,5,5,5,5,1,7,5,5,5,5,5,6,3,3,5,"蔡","Male","phase_018_subj_55"
"32",553,3,2,3,2,1,4,2,2,4,5,4,1,-1,-1,2,-2,1,2,2,4,5,5,5,4,4,2,2,4,2,3,4,6,6,5,3,6,4,7,3,3,3,5,2,3,5,2,3,3,2,3,6,3,3,5,3,2,3,5,3,3,3,2,3,3,2,5,7,6,3,1,3,1,3,2,3,5,2,3,"董","Male","phase_018_subj_82"
"33",340,2,1,2,2,1,3,3,2,4,4,4,1,1,-2,1,-2,1,1,1,4,4,5,4,4,3,2,3,2,3,3,4,2,4,2,4,4,4,4,3,4,3,3,4,3,4,2,3,2,1,2,4,2,1,3,2,3,3,3,3,1,3,1,3,5,2,5,4,5,3,1,2,1,4,1,3,5,2,2,"张","Male","phase_018_subj_54"
"34",404,5,5,5,5,4,4,3,4,3,3,4,2,-2,-2,1,1,2,2,2,4,4,5,4,3,4,2,3,3,2,4,5,7,3,4,2,2,2,5,5,2,2,4,2,2,6,4,3,3,4,3,2,3,5,3,6,2,2,3,4,1,2,1,2,2,6,5,3,4,1,4,2,1,1,2,2,4,2,2,"杜","Male","phase_018_subj_61"
"35",451,6,6,7,5,5,5,4,4,5,5,5,2,3,1,2,1,1,3,2,5,5,5,4,5,4,4,3,5,4,7,8,7,8,7,8,8,9,9,3,6,5,3,7,3,6,1,6,6,5,2,6,5,6,6,3,4,5,6,1,5,6,6,6,6,6,6,5,7,5,6,7,6,3,6,3,6,5,7,"赵","Male","phase_018_subj_72"
"36",112,5,5,5,4,2,4,3,4,3,2,4,-1,2,1,1,1,-1,1,1,5,5,5,5,5,4,4,4,4,4,7,8,6,9,5,7,5,5,9,6,5,4,6,5,2,4,6,4,5,5,5,5,3,4,3,5,5,3,4,4,5,3,2,3,5,6,5,5,6,5,4,6,2,3,3,6,3,3,4,"胡","Male","phase_018_subj_14"
"37",432,6,6,7,6,6,4,5,5,5,5,5,3,3,2,3,3,3,3,3,5,5,5,5,5,3,4,3,5,5,5,7,4,6,6,5,8,6,8,4,3,2,7,6,5,6,2,7,7,6,6,5,3,6,7,6,7,6,7,6,6,7,5,7,7,7,6,7,7,7,7,4,7,5,7,7,7,3,7,"岳","Male","phase_018_subj_65"
"38",549,3,3,3,1,2,5,4,4,5,4,5,2,3,1,3,1,2,3,2,5,4,5,5,5,2,4,4,4,4,4,6,7,8,7,7,4,5,5,5,6,5,5,3,5,5,1,5,5,6,1,5,3,5,2,6,2,6,5,2,3,3,3,3,6,3,6,7,7,7,3,7,7,3,6,7,7,3,7,"刘","Male","phase_018_subj_81"
"39",360,5,4,5,3,4,4,3,4,4,4,4,2,-1,1,1,-1,1,2,1,4,3,4,4,2,3,3,4,4,3,4,5,6,5,4,4,6,5,4,5,4,3,3,5,4,5,5,4,5,4,3,5,3,3,3,4,5,5,3,3,4,3,3,3,6,3,5,5,5,3,3,3,5,5,5,5,5,3,4,"柳","Male","phase_018_subj_56"
"40",298,6,6,7,5,5,5,4,5,5,5,5,2,2,1,3,2,2,2,2,5,4,5,2,4,5,4,4,4,4,7,7,6,8,7,6,8,9,8,5,5,5,3,6,4,6,7,5,4,5,2,4,1,6,3,5,6,5,7,3,4,2,3,3,7,3,6,5,7,7,6,7,6,2,6,3,5,3,6,"张","Male","phase_018_subj_44"
"41",514,6,5,5,5,6,5,4,5,4,4,5,2,2,1,2,1,1,2,2,5,5,5,5,5,4,4,4,4,4,7,7,8,8,7,9,8,8,8,3,5,5,5,6,3,6,1,6,5,3,3,6,5,6,2,5,4,5,6,2,5,6,7,6,7,6,7,7,7,6,6,7,6,3,1,5,7,3,7,"李","Male","phase_018_subj_78"
"42",291,5,6,6,6,5,4,4,4,3,3,4,2,1,2,1,1,3,2,2,4,5,5,4,4,4,5,3,4,4,4,3,4,3,4,3,3,4,4,5,4,5,5,5,5,6,5,5,6,5,5,6,5,4,4,5,5,5,6,4,5,5,4,5,6,6,7,7,6,7,7,7,3,5,6,6,6,3,6,"李","Male","phase_018_subj_43"
"43",507,6,6,6,5,4,5,3,4,5,4,5,2,2,1,2,1,1,1,2,4,5,4,1,4,3,3,2,3,2,3,4,4,4,3,3,3,5,4,4,3,5,6,4,3,5,1,4,5,4,3,5,5,5,5,4,7,7,3,2,5,4,4,3,6,5,6,6,7,7,2,7,1,5,6,4,6,3,4,"黄","Male","phase_018_subj_76"
"44",318,5,6,5,5,6,4,2,4,4,4,4,3,1,1,2,-1,2,1,3,5,4,5,5,5,4,5,4,5,4,8,9,5,6,6,7,8,7,8,6,4,2,3,6,3,6,6,6,3,2,3,6,1,5,5,5,1,6,6,2,3,5,2,3,6,3,2,2,3,1,2,3,1,2,2,1,6,2,2,"胡","Female","phase_018_subj_48"
"45",683,6,7,7,7,6,4,4,5,4,4,5,3,1,3,2,2,2,3,2,5,5,5,5,5,5,4,4,5,4,6,6,7,7,7,8,8,9,8,7,7,3,7,6,7,6,7,7,7,6,6,6,5,6,5,5,7,6,7,5,5,5,1,7,6,7,3,7,7,7,6,7,6,4,7,6,7,6,6,"郭凯","Male","phase_018_subj_104"
"46",93,5,5,6,5,4,4,3,4,4,4,4,2,2,1,2,1,2,2,2,4,4,4,2,4,3,4,4,5,4,6,7,6,7,6,5,4,7,8,5,6,4,5,6,6,4,6,5,5,4,3,6,4,5,5,5,6,3,5,5,5,5,6,4,6,5,5,5,6,3,6,5,6,2,6,5,6,5,6,"王","Male","phase_018_subj_8"
"47",251,3,1,2,1,2,4,4,2,5,4,5,-2,-1,-2,1,-3,1,2,2,5,4,5,4,5,4,5,4,5,5,6,5,4,7,3,4,6,4,7,5,6,4,5,4,2,5,1,1,5,2,3,6,1,1,3,2,3,4,2,3,2,3,3,4,7,5,7,5,7,4,2,2,1,5,5,2,7,6,6,"胡","Female","phase_018_subj_38"
"48",122,5,5,6,6,4,3,4,4,4,4,4,2,-1,3,2,1,2,2,2,5,4,5,5,4,4,3,3,4,5,8,8,7,7,6,8,8,6,7,5,6,5,5,6,6,7,4,5,7,3,3,5,5,5,6,4,5,2,6,3,3,5,4,2,7,5,3,6,6,4,3,6,6,1,6,6,7,4,5,"郭","Female","phase_018_subj_16"
"49",568,5,4,5,4,2,5,1,4,5,5,4,2,-1,1,2,-1,2,2,2,4,3,5,2,4,3,3,3,3,3,4,4,5,4,4,3,5,5,6,6,2,5,6,5,4,3,6,4,5,3,4,2,4,3,3,6,5,6,2,2,5,5,2,3,5,3,4,2,4,3,2,3,2,2,2,2,2,2,4,"孔","Female","phase_018_subj_86"
"50",155,5,4,3,4,3,3,2,3,2,2,3,2,-1,2,2,1,1,1,2,5,4,5,5,4,3,3,3,4,4,6,8,5,6,4,7,7,8,7,6,6,5,5,6,4,6,3,4,3,5,2,6,3,3,3,6,1,6,5,5,5,4,4,3,7,5,7,7,7,4,5,5,4,4,6,7,1,4,6,"黄","Male","phase_018_subj_23"
"51",396,5,5,6,5,6,5,4,4,5,4,4,-1,-2,2,3,-2,1,2,2,4,4,4,5,5,4,4,5,5,4,3,4,1,3,1,2,2,2,3,5,1,6,4,5,2,5,2,4,3,5,2,6,1,3,6,5,2,5,4,3,6,5,7,2,5,6,6,5,5,6,6,3,5,4,6,5,5,3,6,"吴","Female","phase_018_subj_60"
"52",464,6,5,6,6,7,4,3,4,5,4,4,-1,-2,1,2,-1,1,2,2,4,4,5,5,4,5,5,4,4,5,3,3,1,2,1,1,2,1,2,6,3,5,4,6,2,5,2,4,3,6,3,7,2,2,5,5,4,5,4,2,5,5,5,2,5,6,5,5,6,5,5,3,4,4,6,6,5,3,6,"黄","Female","phase_018_subj_73"
"53",524,6,4,5,7,6,4,3,4,5,5,5,-1,-2,2,1,-2,2,2,3,4,5,4,5,4,5,5,4,4,5,3,4,2,3,3,2,3,2,4,5,1,7,4,5,2,5,3,4,2,5,1,6,2,2,5,6,3,5,4,3,6,5,5,1,6,7,6,5,5,6,5,2,5,4,6,5,5,3,6,"杨","Male","phase_018_subj_80"
"54",522,6,4,5,5,7,4,3,5,4,4,4,-1,-2,1,3,-3,2,2,3,5,5,4,5,4,4,5,4,5,4,3,4,2,3,1,1,2,2,3,5,3,6,4,7,2,6,1,4,3,5,2,5,1,3,6,5,3,6,4,2,7,5,5,2,6,6,5,5,6,5,5,3,6,3,5,5,6,3,6,"陈","Male","phase_018_subj_79"
"55",422,5,5,6,6,5,4,4,4,5,5,4,-2,-3,1,2,-2,1,1,2,4,4,4,4,5,5,4,5,5,4,3,3,2,3,1,1,2,2,3,5,3,6,4,5,3,6,3,4,2,5,1,6,2,3,6,4,4,5,4,3,6,5,5,1,6,5,5,7,5,5,6,3,5,4,6,5,5,2,5,"刘","Female","phase_018_subj_62"
"56",575,5,4,5,5,5,5,3,4,4,5,5,-1,-1,1,1,-2,2,2,1,4,4,5,4,4,4,5,4,5,4,3,4,2,3,1,2,2,1,2,5,1,6,4,6,1,5,2,4,3,5,2,6,3,3,6,5,3,6,4,3,6,5,5,2,5,7,5,5,6,5,5,3,6,4,5,6,5,3,6,"张","Female","phase_018_subj_87"
"57",635,5,5,6,6,7,4,3,4,4,4,4,-2,-3,1,2,-2,3,2,2,4,4,4,5,4,5,5,4,5,4,3,3,2,3,1,2,2,1,2,5,3,6,3,5,1,6,3,6,3,5,2,6,3,2,5,5,3,6,4,3,7,6,6,2,5,6,7,5,5,7,6,4,5,4,6,5,5,3,6,"王","Male","phase_018_subj_98"
"58",339,5,4,6,5,7,5,4,4,5,5,5,-2,-1,1,1,-1,2,2,1,5,4,5,4,5,4,5,4,4,5,4,3,3,4,2,2,3,3,2,6,3,6,4,5,3,6,3,4,3,5,2,5,1,2,5,5,3,6,4,2,5,5,6,2,5,5,6,6,5,5,6,3,5,4,6,5,5,3,6,"李","Male","phase_018_subj_53"
"59",662,6,5,6,5,5,4,3,5,4,5,5,2,1,2,1,2,3,3,2,4,5,5,5,4,3,4,3,5,4,4,5,6,5,4,4,5,6,6,6,7,5,5,7,7,3,7,4,7,5,2,7,7,3,6,5,7,3,7,6,6,7,2,3,7,7,6,7,7,7,6,7,2,6,6,3,7,4,2,"邓","Female","phase_018_subj_101"
"60",249,6,4,5,5,7,4,4,4,4,4,5,-1,-1,1,1,-2,2,1,2,5,4,4,5,5,4,4,5,5,4,3,4,1,3,2,1,2,2,4,5,3,6,4,6,3,5,2,4,3,6,2,7,1,3,6,5,2,5,4,2,6,5,5,1,6,6,5,5,6,6,5,4,5,4,6,6,6,3,6,"赵","Male","phase_018_subj_36"
"61",248,4,4,5,5,6,4,4,5,4,4,4,-2,-2,1,1,-2,2,1,1,4,5,5,4,4,5,4,5,4,4,4,4,2,3,2,1,2,2,3,6,3,6,4,7,2,6,3,4,3,6,3,6,2,2,5,5,3,6,4,2,5,6,6,1,6,5,6,7,5,5,7,3,5,4,6,6,6,3,6,"周","Male","phase_018_subj_34"
"62",476,3,2,2,2,2,4,3,2,5,5,4,-2,1,-2,1,-2,-1,1,2,4,4,5,5,4,4,4,4,5,3,7,7,6,7,6,6,7,7,8,4,3,2,3,5,2,5,3,3,3,2,3,4,3,2,3,3,3,3,5,3,3,3,6,3,6,3,6,5,6,5,6,5,6,5,5,3,5,3,4,"李","Female","phase_018_subj_74"
"63",123,6,5,6,7,5,5,3,4,4,5,5,2,2,1,1,2,1,2,2,4,5,5,4,4,4,3,5,5,4,7,8,7,9,8,7,8,7,9,5,5,5,6,6,5,5,7,7,5,5,3,6,2,5,6,6,6,3,7,3,6,2,5,6,6,3,5,6,7,7,6,7,3,6,6,7,6,5,6,"赵","Female","phase_018_subj_17"
"64",368,5,5,5,3,1,5,3,4,4,4,5,2,-1,-1,1,-1,1,1,1,5,4,5,2,4,4,4,4,4,4,7,8,8,8,5,3,7,8,8,6,2,6,5,7,3,5,5,4,5,3,2,6,2,3,6,5,4,6,5,2,3,3,5,2,7,3,7,5,6,7,7,7,7,1,7,7,7,3,5,"李","Female","phase_018_subj_57"
"65",512,6,5,6,5,6,5,3,4,4,4,4,2,1,1,2,2,2,3,1,4,5,4,5,4,5,4,4,5,3,7,6,8,8,6,8,8,7,7,5,5,6,4,6,3,7,5,6,5,6,3,6,4,4,6,6,5,6,5,4,6,5,3,3,7,5,7,7,5,6,6,7,4,6,6,5,7,3,6,"欧","Female","phase_018_subj_77"
