Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.25886201859,,,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
恶心,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/73.png,f,material/177.png,f,f,恶心,残虐,self,self,self,1,1,1,material/177.png,,,,,,,,,,,,,,,,,0,0,0,76,,,,,,,,,,,,,,,1,1.24218297005,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
残忍,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/41.png,j,material/141.png,j,j,残忍,歹毒,friend,friend,friend,1,1,1,material/141.png,,,,,,,,,,,,,,,,,0,1,1,40,,,,,,,,,,,,,,,1,0.8587038517,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
高尚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/11.png,f,material/111.png,f,f,高尚,高雅,self,self,self,1,1,1,material/111.png,,,,,,,,,,,,,,,,,0,2,2,10,,,,,,,,,,,,,,,4,1.34216308594,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
差生,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/81.png,j,material/179.png,j,j,呆笨,无助,friend,friend,friend,2,2,2,material/83.png,,,,,,,,,,,,,,,,,0,3,3,78,,,,,,,,,,,,,,,1,1.12555789948,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
冷血,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/35.png,f,material/135.png,f,f,冷血,冷漠,self,self,self,1,1,1,material/135.png,,,,,,,,,,,,,,,,,0,4,4,34,,,,,,,,,,,,,,,1,0.84033703804,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
背叛,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/32.png,f,material/132.png,f,f,背叛,不忠,self,self,self,1,1,1,material/132.png,,,,,,,,,,,,,,,,,0,5,5,31,,,,,,,,,,,,,,,1,0.74200296402,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
机变,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/70.png,j,material/168.png,j,j,全面,全面,friend,friend,friend,2,2,2,material/70.png,,,,,,,,,,,,,,,,,0,6,6,67,,,,,,,,,,,,,,,1,1.04209280014,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
孝顺,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/161.png,f,material/164.png,f,f,奉献,勇敢,self,self,self,1,1,1,material/64.png,,,,,,,,,,,,,,,,,0,7,7,63,,,,,,,,,,,,,,,4,1.35804796219,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
顽愚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/84.png,f,material/84.png,f,f,犹豫,顽愚,self,self,self,2,2,2,material/181.png,,,,,,,,,,,,,,,,,0,8,8,87,,,,,,,,,,,,,,,1,1.30780100822,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
果敢,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/25.png,f,material/125.png,f,f,果断,果断,self,self,self,2,2,2,material/25.png,,,,,,,,,,,,,,,,,0,9,9,24,,,,,,,,,,,,,,,3,1.5597949028,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
浅薄,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/58.png,j,material/158.png,j,j,肤浅,肤浅,friend,friend,friend,2,2,2,material/58.png,,,,,,,,,,,,,,,,,0,10,10,57,,,,,,,,,,,,,,,1,0.974923849106,,,,,,,,,moral_self_bias,01,22,59.9948219954,m,001,2018_Apr_02_0845,
