Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21.9767699242,,,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
公平,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/7.png,j,material/107.png,j,j,公平,公正,friend,friend,friend,1,1,1,material/107.png,,,,,,,,,,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,2,2.62513995171,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
孝顺,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/161.png,f,material/164.png,f,f,奉献,勇敢,self,self,self,1,1,1,material/64.png,,,,,,,,,,,,,,,,,0,1,1,63,,,,,,,,,,,,,,,4,1.29183697701,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
冷静,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/24.png,f,material/124.png,f,f,理智,理智,self,self,self,2,2,2,material/24.png,,,,,,,,,,,,,,,,,0,2,2,23,,,,,,,,,,,,,,,5,1.52539896965,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
坚毅,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/10.png,j,material/110.png,j,j,坚毅,顽强,friend,friend,friend,1,1,1,material/110.png,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,4,1.25913906097,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
狠毒,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/40.png,j,material/140.png,j,j,狠毒,邪恶,friend,friend,friend,1,1,1,material/140.png,,,,,,,,,,,,,,,,,0,4,4,39,,,,,,,,,,,,,,,2,1.55900120735,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
顽愚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/84.png,f,material/84.png,f,f,犹豫,顽愚,self,self,self,2,2,2,material/181.png,,,,,,,,,,,,,,,,,0,5,5,87,,,,,,,,,,,,,,,5,1.35978007317,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
弱智,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/59.png,f,material/159.png,f,f,智障,智障,self,self,self,2,2,2,material/59.png,,,,,,,,,,,,,,,,,0,6,6,58,,,,,,,,,,,,,,,2,2.25911688805,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
多才,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/23.png,f,material/123.png,f,f,有才,有才,self,self,self,2,2,2,material/23.png,,,,,,,,,,,,,,,,,0,7,7,22,,,,,,,,,,,,,,,2,1.57297921181,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
诚信,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/5.png,f,material/105.png,f,f,诚信,守信,self,self,self,1,1,1,material/105.png,,,,,,,,,,,,,,,,,0,8,8,4,,,,,,,,,,,,,,,5,1.45284414291,,,,,,,,,moral_self_bias,24,20,60.044206741,f,001,2018_Apr_02_1822,
