Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.30879497528,,,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
勤快,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/26.png,j,material/126.png,j,j,刻苦,刻苦,friend,friend,friend,2,2,2,material/26.png,,,,,,,,,,,,,,,,,0,0,0,25,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
坚忍,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/168.png,f,material/170.png,f,f,机变,机变,self,self,self,2,2,2,material/168.png,,,,,,,,,,,,,,,,,0,1,1,69,,,,,,,,,,,,,,,4,2.60860395432,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
愚钝,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/56.png,f,material/156.png,f,f,愚昧,愚昧,self,self,self,2,2,2,material/56.png,,,,,,,,,,,,,,,,,0,2,2,55,,,,,,,,,,,,,,,3,2.44243597984,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
鲁钝,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/50.png,j,material/150.png,j,j,愚笨,愚笨,friend,friend,friend,2,2,2,material/50.png,,,,,,,,,,,,,,,,,0,3,3,49,,,,,,,,,,,,,,,1,1.97576498985,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
顽愚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/84.png,f,material/84.png,f,f,犹豫,顽愚,self,self,self,2,2,2,material/181.png,,,,,,,,,,,,,,,,,0,4,4,87,,,,,,,,,,,,,,,2,2.07545804977,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
机敏,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/18.png,j,material/118.png,j,j,敏锐,敏锐,friend,friend,friend,2,2,2,material/18.png,,,,,,,,,,,,,,,,,0,5,5,17,,,,,,,,,,,,,,,2,2.50862288475,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
依靠,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/54.png,f,material/154.png,f,f,依赖,依赖,self,self,self,2,2,2,material/54.png,,,,,,,,,,,,,,,,,0,6,6,53,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
孝顺,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/161.png,f,material/164.png,f,f,奉献,勇敢,self,self,self,1,1,1,material/64.png,,,,,,,,,,,,,,,,,0,7,7,63,,,,,,,,,,,,,,,5,2.40945196152,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
忠心,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/12.png,f,material/112.png,f,f,忠心,忠诚,self,self,self,1,1,1,material/112.png,,,,,,,,,,,,,,,,,0,8,8,11,,,,,,,,,,,,,,,5,1.64212203026,,,,,,,,,moral_self_bias,04,19,60.0070961761,f,001,2018_Apr_02_1029,
