Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11.0050289631,,,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
纯洁,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/15.png,j,material/115.png,j,j,纯洁,清白,friend,friend,friend,1,1,1,material/115.png,,,,,,,,,,,,,,,,,0,0,0,14,,,,,,,,,,,,,,,5,2.65499997139,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
勇敢,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/165.png,j,material/161.png,j,j,平等,独立,friend,friend,friend,1,1,1,material/61.png,,,,,,,,,,,,,,,,,0,1,1,60,,,,,,,,,,,,,,,5,1.50518393517,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
撒谎,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/36.png,f,material/136.png,f,f,撒谎,说谎,self,self,self,1,1,1,material/136.png,,,,,,,,,,,,,,,,,0,2,2,35,,,,,,,,,,,,,,,1,1.33792805672,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
机智,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/16.png,j,material/116.png,j,j,睿智,睿智,friend,friend,friend,2,2,2,material/16.png,,,,,,,,,,,,,,,,,0,3,3,15,,,,,,,,,,,,,,,5,0.875509023666,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
黑心,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/74.png,j,material/173.png,j,j,黑心,卑劣,friend,friend,friend,1,1,1,material/173.png,,,,,,,,,,,,,,,,,0,4,4,72,,,,,,,,,,,,,,,1,1.32553601265,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
薄弱,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/82.png,f,material/183.png,f,f,毛糙,窝囊,self,self,self,2,2,2,material/178.png,,,,,,,,,,,,,,,,,0,5,5,82,,,,,,,,,,,,,,,2,1.79036617279,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
自律,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/28.png,j,material/128.png,j,j,克己,克己,friend,friend,friend,2,2,2,material/28.png,,,,,,,,,,,,,,,,,0,6,6,27,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
冷静,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/24.png,f,material/124.png,f,f,理智,理智,self,self,self,2,2,2,material/24.png,,,,,,,,,,,,,,,,,0,7,7,23,,,,,,,,,,,,,,,4,1.27568888664,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
能干,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/20.png,j,material/120.png,j,j,厉害,厉害,friend,friend,friend,2,2,2,material/20.png,,,,,,,,,,,,,,,,,0,8,8,19,,,,,,,,,,,,,,,5,1.08286714554,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
诚信,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/5.png,f,material/105.png,f,f,诚信,守信,self,self,self,1,1,1,material/105.png,,,,,,,,,,,,,,,,,0,9,9,4,,,,,,,,,,,,,,,5,1.04131603241,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
精干,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/21.png,f,material/121.png,f,f,干练,干练,self,self,self,2,2,2,material/21.png,,,,,,,,,,,,,,,,,0,10,10,20,,,,,,,,,,,,,,,5,1.02475094795,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
高手,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/68.png,j,material/167.png,j,j,广博,广博,friend,friend,friend,2,2,2,material/68.png,,,,,,,,,,,,,,,,,0,11,11,66,,,,,,,,,,,,,,,5,0.874804973602,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
无能,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/57.png,j,material/157.png,j,j,无知,无知,friend,friend,friend,2,2,2,material/57.png,,,,,,,,,,,,,,,,,0,12,12,56,,,,,,,,,,,,,,,1,0.973755836487,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
贪污,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/33.png,f,material/133.png,f,f,贪污,腐败,self,self,self,1,1,1,material/133.png,,,,,,,,,,,,,,,,,0,13,13,32,,,,,,,,,,,,,,,5,1.15861797333,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
笃行,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/31.png,f,material/131.png,f,f,笃学,笃学,self,self,self,2,2,2,material/31.png,,,,,,,,,,,,,,,,,0,14,14,30,,,,,,,,,,,,,,,5,0.909976005554,,,,,,,,,moral_self_bias,18,19,60.0871300518,f,001,2018_Apr_02_1620,
