"","ID","ability_SRET_RJ1_d","moral_SRET_RJ1_d","ability_SRET_RJ2_d","moral_SRET_RJ2_d"
"1","phase_003_subj_10",-0.242905003413035,0.945578241984534,0.791638607743375,0.229884117579232
"2","phase_003_subj_11",0.123844153662056,-0.83672307090442,-0.282972031465245,1.41496950937224
"3","phase_003_subj_13",1.21783250859263,-0.472789120992267,-0.63727872792875,0.10821096971645
"4","phase_003_subj_2",1.22064771575557,0.381109437688211,-0.517179065585911,0.948949292353545
"5","phase_003_subj_3",0.472789120992267,0.977742712342534,1.69143122896272,1.59321881802305
"6","phase_003_subj_4",-0.275069473771035,-0.275069473771035,-0.331465726504499,-1.12473225071187
"7","phase_003_subj_6",0.348944967330211,-2.07454627443605,0.754217242431281,0.595748860655492
"8","phase_003_subj_8",0.747858594763302,0.0738754935591766,1.24686178374171,0.918729067826969
"9","phase_003_subj_9",-0.942763034821596,0,0.472789120992267,0.0874686545846996
"10","phase_004_subj_1",0.747858594763302,0.123844153662056,-0.589455797849779,-0.859630794156464
"11","phase_004_subj_10",-1.6906216295849,0.942763034821596,-0.229884117579232,-0.472789120992267
"12","phase_004_subj_11",0.242905003413035,-0.821734088322479,1.46612835793946,0.478645154987032
"13","phase_004_subj_13",0.866919444514281,0,3.11008741963699,3.28970725390294
"14","phase_004_subj_15",-1.21586441184449,-0.624014441101246,0.841760219246627,0.589455797849779
"15","phase_004_subj_16",0.229884117579232,-0.229884117579232,-0.210428394247925,0.674489750196082
"16","phase_004_subj_18",-0.242905003413035,0.932557356150731,0.589455797849779,-0.367739078858096
"17","phase_004_subj_2",-0.242905003413035,-0.472789120992267,-0.185713339081412,-0.314621369220341
"18","phase_004_subj_3",0,0.275069473771035,2.42126710337142,2.12357634220232
"19","phase_004_subj_5",0,-0.229884117579232,1.34897950039216,1.22064771575557
"20","phase_004_subj_8",0.244873100161173,0.0738754935591766,3.23807244497452,2.12357634220232
"21","phase_005_subj_1",1.49290198236367,0.977742712342534,-0.157310684610171,0.746766482459949
"22","phase_005_subj_10",0.119060849750979,0.945578241984534,0.29293181590562,-0.206560264052161
"23","phase_005_subj_12",-0.0301963736098623,0.242905003413035,2.53200018597035,2.32575915209592
"24","phase_005_subj_13",1.21783250859263,0,-0.385320466407568,-1.09680356209351
"25","phase_005_subj_16",0.119060849750979,-1.4957171895266,-0.667536613470076,1.42175385590136
"26","phase_005_subj_18",-0.275069473771035,0.823702185070617,0,0.355545464434306
"27","phase_005_subj_19",-0.106039963917176,-0.348944967330211,-0.208795672190399,0.589455797849779
"28","phase_005_subj_2",1.53658110231298,0.942763034821596,2.1332369515873,3.23807244497452
"29","phase_005_subj_3",-0.712878917242364,-1.25084408936543,1.33731439261308,0.747858594763302
"30","phase_005_subj_4",0.593818067491384,0.275069473771035,3.1864376360461,2.50154211045425
"31","phase_005_subj_5",0.836723070904419,0.866919444514281,0.887146559018876,1.64485362695147
"32","phase_005_subj_7",0,-0.821734088322479,-0.36610635680057,0.392273603133574
"33","phase_005_subj_9",1.10982444792732,-0.702673238571499,-0.854882767915239,-0.464061355948157
"34","phase_006_subj_1",0.108855171080114,-1.09680356209351,-0.904373867775314,-0.841760219246627
"35","phase_006_subj_10",-1.57156077983392,0.472789120992267,1.13317906117087,1.05981021660365
"36","phase_006_subj_17",-0.169029509853859,2.16341075057717,0.754217242431281,-0.904373867775314
"37","phase_006_subj_19",-0.578829084909444,-0.624014441101246,1.07112317129668,0.1226700543141
"38","phase_006_subj_2",0.472789120992267,0.945578241984534,0.831800434806252,0.488776411114669
"39","phase_006_subj_22",-0.242905003413035,0.472789120992267,0.0955079512755013,0.510981813262642
"40","phase_006_subj_23",2.03956659691511,-1.6906216295849,1.92706977401398,-0.229884117579232
"41","phase_006_subj_24",-0.119060849750979,-0.51797447718407,-0.155677962552645,-0.524400512708041
"42","phase_006_subj_25",-0.853898558680478,-0.229884117579232,0.948949292353545,1.31100267096054
"43","phase_006_subj_4",0.424788557637526,-0.472789120992267,1.715280160865,1.32668767967275
"44","phase_006_subj_5",0.394130323522014,0.0786587974702531,0.363115064259595,1.27246702542644
"45","phase_006_subj_7",2.63338466440649,-0.747858594763302,1.44021068709397,0.887146559018876
"46","phase_006_subj_8",-1.46073751200567,-0.164246205942782,0.36610635680057,1.56163630921496
"47","phase_007_subj_1",0.275069473771036,-0.667693561050561,0.939492877483343,0.116666676857511
"48","phase_007_subj_10",1.05358630264985,-0.348944967330211,0.6152045839868,0.667536613470076
"49","phase_007_subj_11",-1.46073751200567,0,1.40253974629436,2.68128701644526
"50","phase_007_subj_12",-0.823702185070616,-0.275069473771035,1.0020670019913,0.648782202137326
"51","phase_007_subj_13",-1.7358069857767,-0.990763598176337,0.387194802189403,0.210428394247925
