"","ID","ability_ALT_d","moral_ALT_d"
"1","phase_003_subj_10",1.43944670076167,0.361000253232143
"2","phase_003_subj_11",0.28548916934169,-0.499848887749534
"3","phase_003_subj_13",1.56675414535263,0.641929040056117
"4","phase_003_subj_2",0.246535973828451,0.30679956714025
"5","phase_003_subj_3",0.953319390287959,1.20664610738759
"6","phase_003_subj_4",0.954889714655984,0.24225465027014
"7","phase_003_subj_6",0.0764228592052651,1.26926898728482
"8","phase_003_subj_8",0.565359605725998,-1.66509933740121
"9","phase_003_subj_9",0.234738832552792,1.32884251311935
"10","phase_004_subj_1",1.00023492603597,-1.08177690395042
"11","phase_004_subj_10",0.99212467040392,-0.118161120528739
"12","phase_004_subj_11",0.295301871857959,0.282922193323515
"13","phase_004_subj_13",1.15230174288978,0.085946722059028
"14","phase_004_subj_15",0.0246669990944062,1.99888493038674
"15","phase_004_subj_16",0.3392458689645,-0.139050853012348
"16","phase_004_subj_18",1.48387806613302,0.542258127154128
"17","phase_004_subj_2",2.03323036241207,1.23948667000922
"18","phase_004_subj_3",1.01841575576339,0.549374762998071
"19","phase_004_subj_5",1.23304584190412,1.16064195788141
"20","phase_004_subj_8",-0.834842706464083,-0.449135005800223
"21","phase_005_subj_1",1.88697036612091,0.0428509532604053
"22","phase_005_subj_10",-0.395283820279887,0.504672794215275
"23","phase_005_subj_12",-0.293466530400178,0.80344670006766
"24","phase_005_subj_13",-0.0351853289078945,-0.0492775724702494
"25","phase_005_subj_16",0.919446594622333,0.821785907733644
"26","phase_005_subj_18",0.706402696641885,0.721902742852634
"27","phase_005_subj_19",0.122521136667124,1.14165185880412
"28","phase_005_subj_2",0.157902726521112,-0.911188061682468
"29","phase_005_subj_3",-0.749943028118287,-0.583985222499511
"30","phase_005_subj_4",-0.344186935808225,0.406728423793963
"31","phase_005_subj_5",0.736518780348026,1.6234730680506
"32","phase_005_subj_7",-0.0660282320550727,-0.254688537753102
"33","phase_005_subj_9",1.04360231267187,-0.230847444759358
"34","phase_006_subj_1",0.451904562928807,-0.740357363248727
"35","phase_006_subj_10",1.40188266349775,-0.561166422055217
"36","phase_006_subj_17",1.42384477923854,0.840856184806876
"37","phase_006_subj_19",-0.746181691887068,0.781400087219155
"38","phase_006_subj_2",1.08840794263896,0.491582749914575
"39","phase_006_subj_22",1.98829657779951,1.13520233369451
"40","phase_006_subj_23",-1.82730698738561,1.64432253576566
"41","phase_006_subj_24",-0.376568638621776,-1.77727579551096
"42","phase_006_subj_25",1.02884618180981,1.25037362896402
