"Target_Variable","RMSE","Rsquared","MAE"
"selfclarity_1",0.764897747466727,0.402582851927229,0.594320049061976
"selfclarity_2",0.627920151164708,0.626304190239855,0.486108332790766
"selfclarity_3",0.958084856010833,0.228836991969884,0.777797453067276
"selfclarity_4",0.729508129869573,0.509650479838078,0.574863057930918
"selfclarity_5",0.76091349870005,0.470877124738949,0.596536368720706
"selfclarity_6",0.804687481115124,0.413037146257004,0.607593154678327
"selfclarity_7",0.928759019872109,0.272281130591559,0.691808463352748
"selfclarity_8",0.625178578242766,0.627314026428804,0.487916736474381
"selfclarity_9",0.692511212612259,0.553783677886308,0.537358878087654
"selfclarity_10",0.872907853261237,0.335562318244597,0.675735957938221
"selfclarity_11",0.704439635005934,0.528277378168306,0.552586775056447
"selfclarity_12",0.673886081351707,0.5762082864817,0.512807451729781
"LOT_1",0.906906221005194,0.272587799969824,0.701422894150277
"LOT_2",0.797572315903463,0.42905371663048,0.623838917528235
"LOT_3",0.65170284710791,0.60475403374925,0.504946545410251
"LOT_4",0.841879490420252,0.352473254021487,0.627224831667288
"LOT_5",0.790304734744824,0.437627163294785,0.60578721869649
"LOT_6",0.992985196634652,0.18505528154326,0.763411045029466
"IPC_1",0.784447700776115,0.440406613071078,0.601457141288015
"IPC_2",1.00880393694314,0.169329519082656,0.7901526499399
"IPC_3",0.750602046463279,0.492477067079922,0.573823350746066
"IPC_4",1.02701740551087,0.154428108311974,0.780632966264785
"IPC_5",0.70833105014325,0.538196159865504,0.551529617915003
"IPC_6",0.79234727203915,0.437861640655417,0.613892014015053
"IPC_7",0.824597029716062,0.364702609973327,0.633748619388192
"IPC_8",0.934485592493499,0.260643822267543,0.711541618009358
"ses_1",0.714070379082222,0.523574515657696,0.565019414840298
"ses_2",0.870274461390505,0.330829975777755,0.688869332097467
"ses_3",0.66920167450847,0.574573685099873,0.534494454244928
"ses_4",0.783320176011327,0.437902894921913,0.614610561465427
"ses_5",0.716588409660538,0.522153623725659,0.55240860153419
"ses_6",0.754837107575329,0.489745411200073,0.60326959468345
"ses_7",0.667068228202293,0.577450291416668,0.508897769504114
"ses_8",0.975352759949039,0.204989509947818,0.743653374442892
"ses_9",0.642403761721903,0.618280034302223,0.476804252147835
"ses_10",0.6874781036619,0.557109389709276,0.540541014739923
"coreself_1",0.650713066179727,0.603144440996677,0.489804631238128
"coreself_2",0.61992515140779,0.641089292154179,0.464666086526216
"coreself_3",0.681939684186069,0.565936940147448,0.529331712076474
"coreself_4",0.740786468440515,0.500872727450458,0.571879285759791
"coreself_5",0.731533328891524,0.50535698619968,0.567905695916289
"coreself_6",0.597420312220767,0.656615499928743,0.467640337561351
"coreself_7",0.56607837026796,0.693538871394074,0.449815282241229
"coreself_8",0.616668035270242,0.637512457103631,0.48305541554555
"coreself_9",0.742123355025282,0.477239766851454,0.565143138948034
"coreself_10",0.701528348691868,0.542475750856822,0.545287885852095
"NPI1",0.98372308547229,0.195599920257519,0.770735810051195
"NPI2",0.720959791697752,0.521271792876272,0.495765638423844
"NPI3",0.822279924511396,0.395232344003554,0.624598166892828
"NPI4",0.872134995661994,0.30821089904751,0.665624858918027
"NPI5",0.9360187743215,0.245185549391471,0.686448939933499
"NPI6",1.01730817028266,0.16709895313468,0.794305486186554
"NPI7",0.832675135959872,0.384694033992259,0.640360384973713
"NPI8",1.0306787244959,0.120947775372188,0.785295022166316
"NPI9",1.12343254017495,0.0561114228415796,0.898272317797925
"NPI10",0.727168315640925,0.498694876254344,0.509973361288618
"NPI11",0.887052277871942,0.298452352856421,0.671457940897751
"NPI12",1.24546091796898,0.0225060857507276,0.81217401176394
"NPI13",1.02475423450192,0.139855839045077,0.840674752600817
"NPI14",1.09213910016197,0.0781614470922018,0.763578729180375
"NPI15",0.841785740948841,0.369568581850782,0.638203730577165
"MorIden_1",0.938679928114827,0.245986634511182,0.740087634701926
"MorIden_2",0.895467881851815,0.298007558145592,0.705410030963345
"MorIden_3",1.05971484732246,0.108605831935845,0.801206959921821
"MorIden_4",1.03105231839482,0.132204206082426,0.759943558049723
"MorIden_5",0.808542702751314,0.399212373406071,0.632411845876446
"MorIden_6",0.888029356732071,0.307567172534211,0.699792454972503
"MorIden_7",0.878808207791799,0.319984714044425,0.67134713114415
"MorIden_8",0.96654206950996,0.207540227849711,0.759988253977372
"MorIden_9",0.900538287381963,0.302693400885928,0.692175114484457
"MorIden_10",0.882087639371031,0.308707665322081,0.680494675092102
"moralSeImag_1",0.665433273837972,0.589298201063968,0.514582666826366
"moralSeImag_2",0.692246178568716,0.553786173162204,0.545245485707641
"moralSeImag_3",0.720355435324043,0.525308538540325,0.55889327321314
"moralSeImag_4",0.677451619875571,0.573465497416139,0.525163166530973
"moralSeImag_5",0.673064513474686,0.570983765704781,0.524249945231546
"moralSeImag_6",0.753494344301331,0.479117859900745,0.576544388830382
"moralSeImag_7",0.635814452763073,0.61347379334241,0.488018512345318
"moralSeImag_8",0.67180774511256,0.570439580635089,0.524318993618918
"moralSeImag_9",0.662696207533347,0.596890276061285,0.513943084870448
"sde_1",1.00715298788897,0.175799208504117,0.7742250220939
"sde_2",0.770715487886609,0.459279898740359,0.592986030756427
"sde_3",0.910332963209021,0.298833904115379,0.720269242894393
"sde_4",0.788395606614359,0.437871692197916,0.610463817345695
"sde_5",0.767787782024228,0.461041693550195,0.593784280635693
"sde_6",0.674014414472548,0.569047683720144,0.540779088931692
"sde_7",0.917106587270836,0.279249011195629,0.689615885380002
"sde_8",1.01705722162096,0.152835047530643,0.807409625935724
"sde_9",0.696379071766588,0.5481903034232,0.528627752890191
"sde_10",0.690164993981341,0.553506160996027,0.533490217376949
"sde_11",0.699252695786419,0.548381974738253,0.535401570559076
"sde_12",0.645650236028624,0.604775006101891,0.506559209581354
"sde_13",0.935189544905545,0.265566261889331,0.708632845035407
"sde_14",0.893446385206475,0.312316970082562,0.682692568984766
"sde_15",0.791650588438385,0.438494936416491,0.602779452894075
"sde_16",0.907505207351582,0.288877982072831,0.692823286652385
"sde_17",0.759846793171482,0.477541897682681,0.569706498665303
"sde_18",0.865797542046019,0.330416364063058,0.681368152075911
"sde_19",0.978738462574266,0.208283958291131,0.73285858463803
"sde_20",0.696595225004812,0.546212200146938,0.521795905608641
"IM_1",0.684743396875812,0.562949866145411,0.539101091636302
"IM_2",0.734908409784831,0.493865278342863,0.582720755617279
"IM_3",0.802724778147019,0.422784038638825,0.611757177927372
"IM_4",0.729281136389031,0.505423914944523,0.57029676849908
"IM_5",0.76651288254413,0.466613277602259,0.590107255141373
"IM_6",0.932405085963504,0.268480186369856,0.698582520908167
"IM_7",0.764676406554326,0.460004852894399,0.600360359480658
"IM_8",1.06768620402656,0.116566593145002,0.833529855186745
"IM_9",0.84137233209159,0.367296171413787,0.656520952519154
"IM_10",0.994433810292793,0.187937375416306,0.749277472210991
"IM_11",0.937860987208669,0.251129380403779,0.726881662548984
"IM_12",0.800127313230564,0.426386720185189,0.616049988379108
"IM_13",0.957607527083722,0.22799314484895,0.730280002971809
"IM_14",0.878027569747566,0.313343647170967,0.707126461833232
"IM_15",0.797887164290504,0.423661247953049,0.613715167671966
"IM_16",0.806377545675637,0.413839737289331,0.615857274288337
"IM_17",0.88542722580774,0.328454521218936,0.687394853898425
"IM_18",1.00721344747989,0.173015554294408,0.759070176932294
"IM_19",0.705333089387617,0.542331610012736,0.551963462027442
"IM_20",0.818612725540987,0.398799414721314,0.622230365160212
"Ability",0.676987642418445,0.57052274068762,0.509622105028903
"Attraction",0.717924882197848,0.515929430206639,0.548312952215462
"Wealth",0.802612774348528,0.419763947797728,0.620052163506142
"Social",0.718239834630052,0.521478168122486,0.553209436661963
"Moral",0.721278201135854,0.521470123749464,0.567463636072621
"ability_ALT_rt",0.846469409534597,0.35164711057028,0.671586572152798
"moral_ALT_rt",0.853522649385821,0.353599315753222,0.680763140186801
"ability_ALT_d",0.863716857755296,0.336669622576698,0.713189316870986
"moral_ALT_d",0.879215060877674,0.315203090977413,0.71194506445088
"ability_IAT",1.04114898244634,0.106912226751877,0.834067550929237
"moral_IAT",1.07017488788499,0.0997358693398958,0.841194959765598
"ability_SRET_EW",0.806756646273237,0.418996984235209,0.631076839225545
"moral_SRET_EW",0.957910579470073,0.223822786882805,0.678817307637123
"ability_SRET_rt",0.873658318288387,0.272851286462896,0.630968951926476
"moral_SRET_rt",0.870369350928149,0.309312738198348,0.549878501919663
"ability_SRET_RJ1_d",1.21730662369868,0.0267542949756304,0.973117581715369
"moral_SRET_RJ1_d",1.13252576220749,0.0414161318822085,0.914831726470218
"ability_SRET_RJ2_d",0.989312610639389,0.170224482859488,0.796053946305023
"moral_SRET_RJ2_d",1.0453906221389,0.119912313979213,0.82805170180404
