"","selfclarity_1","selfclarity_2","selfclarity_3","selfclarity_4","selfclarity_5","selfclarity_6","selfclarity_7","selfclarity_8","selfclarity_9","selfclarity_10","selfclarity_11","selfclarity_12","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Ability","Attraction","Wealth","Social","Moral","ability_ALT_rt","moral_ALT_rt","ability_ALT_d","moral_ALT_d","ability_IAT","moral_IAT","ability_SRET_EW","moral_SRET_EW","ability_SRET_rt","moral_SRET_rt","ability_SRET_RJ1_d","moral_SRET_RJ1_d","ability_SRET_RJ2_d","moral_SRET_RJ2_d"
"selfclarity_1",0,10.2068731104155,25.8241366087403,17.5830656539535,17.9639059381913,7.81002666691632,9.65425530080991,7.22701656821562,13.2355736675314,14.5157111428956,11.8823773192398,17.1629902326753,40.2867095970443,24.4284039440932,31.6186610272866,34.8018588431489,32.475886495877,40.6408989861662,33.2565558583249,37.1494737084528,23.4177103782325,40.0178421310418,38.4270483880207,25.5774771189964,31.5436276117692,36.6786846149787,26.9686255743374,35.7802083147816,41.1504695787479,27.4673668327006,29.2118836704437,37.6648466872003,41.5522353443547,20.4113098581971,39.6859242575293,36.6681431087297,29.263064224132,36.3719514640144,39.4559010206855,14.701208410955,27.3218657617887,38.1564321146391,37.8393158654544,32.1304567915348,21.13095569846,33.8539971845326,53.6781499421804,48.3746515191033,54.3459662300009,51.3237942543858,42.8000231240383,36.3306409531925,31.1705527471849,53.357160427318,30.7275285991455,46.3775843983985,49.9566662502995,65.2368023811968,48.7776515709805,61.3275182614929,54.4100893541057,29.1312104231087,41.5909063984493,40.5800873653873,27.6125183605837,36.9878863899109,44.5522492746793,48.5522511473144,42.3876018085409,37.2931011863968,31.9631968129197,38.9988128973991,47.9123861291106,41.0106826648815,51.8978700523686,46.9139150480292,42.7109054794846,34.355969253103,39.8733191999413,41.6090063664616,29.6292158421484,53.600340343269,56.3313176148642,60.7413294026737,60.9807862526879,56.6997279133064,55.1704311765496,59.79870507505,63.7823557648301,60.0220045910812,41.5395540056293,38.3552574036922,30.8355117194535,31.1751378574784,18.7282488527209,35.9570435493913,29.3507157011176,41.9236038881378,34.849138646306,36.8940692646161,30.1935381244887,38.0089871289655,35.4824220926074,46.5272594358948,41.2744343125329,35.9662325326134,35.0245386431337,47.1686886696961,35.6750453499489,24.4058610655797,43.8092772308309,35.7404307597074,40.7511779693063,35.6497786703231,44.7345712459656,44.3799577861029,42.927092584343,48.1601798617259,43.8036629610018,47.8758877400759,36.2641360251955,38.8892432534288,49.9191691660789,46.1812631612689,37.367388221907,42.6465479185296,44.2719661202126,52.05015972182,43.0607724227638,42.3839956979679,43.6540260036485,43.9005901469176,48.2248152557295,49.5152790679753,49.5894673322459,51.5972647890361,67.3364621812952,53.3709666679776,65.5823319458828,54.4539135369867,51.1212578855941,45.3564755035216,47.7924550317401,79.0387070892707,80.8292305316024,76.4793888179951,136.945173960589,66.0584600972514,66.5005294324054
"selfclarity_2",10.2068731104155,0,22.054219597187,20.6784178108116,13.7167459121756,17.302232464108,19.8611284112254,2.9798565421999,3.14734320317184,22.9107881504678,18.7484736847499,12.9158302066596,49.778915394236,17.5239783467352,41.8255341377021,44.2940646403406,41.9680922930687,50.8477720965818,43.4634289687405,47.3563468188683,33.624583488648,50.2247152414573,45.4270114756159,35.7843502294119,41.7505007221847,46.8855577253942,33.8347219398474,38.0910667131132,40.402339161704,37.6742399431161,24.964723644428,45.7190225806356,39.1119785140217,29.9035156553888,39.0668816913178,42.0846628401174,39.4699373345475,46.5788245744299,42.0750190373542,24.9080815213705,37.5287388722042,35.7161752843061,38.0353334820194,42.3373299019503,31.3378288088756,38.4867196254149,46.7737243448224,38.1677784086877,46.5088731747469,41.1169211439703,32.5931500136228,26.123767842777,28.1651602810059,44.8312531593009,37.5647135876526,36.170711287983,39.749793139884,55.0299292707813,49.4107620156385,54.4230926641349,44.2032162436902,35.9973067886188,34.6864808010913,33.6756617680293,36.0075953681559,35.0992462550455,50.1543481998169,44.782334135761,49.2536981740509,47.4999742968123,33.3147411317348,45.8649092629092,54.1936716705681,50.5028884620732,58.3328664835105,51.4175506705782,49.5658808975414,44.5628423635186,50.0801923103569,44.2976223379859,39.836088952564,52.3382410661255,56.445138352778,57.7025928584461,59.6060738876341,57.6704715602073,54.7811921957829,58.5366057979064,53.6941253004706,55.7748445650655,44.8984643037128,37.9660184229256,41.042384829869,29.2126246842778,25.594345218231,39.9420969391941,36.2168120666276,43.1820925393303,41.715235011816,29.9896436672581,33.5524484225722,34.2390701174121,45.6892952030229,43.6684114421804,38.2690418463539,30.2964605635272,38.3834489412172,40.2642630723381,45.8819184603644,21.4004685994007,33.7210467664714,38.8880560389409,39.0950561615703,34.1974512226535,40.9410601000382,49.3618140506357,40.968229002397,54.8998161865407,44.1560812325348,54.741984105586,46.471009135611,37.4369158057592,39.8309387017193,44.7289357135993,27.2791577575474,47.9182044480107,34.183735655853,57.3218162513012,32.9725419584043,46.1851436104365,40.6486335374695,45.8939338297032,46.9993428342781,42.6108534706173,46.5840748660669,61.8041378994516,72.7324062939956,63.5778397783931,72.6982607115435,46.8532132958196,50.1858689472123,50.5866750674482,53.0226545956668,84.2689066531973,86.0594300955291,76.2070562916009,142.175373524516,71.288659661178,71.730728996332
"selfclarity_3",25.8241366087403,22.054219597187,0,8.2410709547869,15.202742853423,30.4977639185952,19.3897916744733,19.0743630549871,25.0829201543029,14.5283358323876,30.3559372542861,24.5232937761958,45.4119393900966,13.775475001247,36.9058385303663,48.8313862926202,51.157358639892,50.8893452401575,42.9920922319883,39.5757546402142,27.8909293128036,50.1134356360636,36.9175716573676,35.8259233729876,41.7920738657605,46.9271308689699,45.4421855093836,38.7078406439697,41.0191130925605,47.2593265190118,25.5814975752845,48.7874659723399,39.7287524448782,30.9518570132194,39.6836556221743,42.7014367709739,45.0372352647031,38.6496796838116,32.7907948701085,36.6074312800811,44.5890349848927,36.3329492151626,38.6521074128759,40.1162390992592,43.0371785675862,41.7620345678442,38.6414674063846,47.2454153839054,31.2438256559354,44.1333568982642,43.8004004736372,41.2537166095281,29.6511572222533,49.5316210483047,36.7071094233842,48.0149404860925,43.5025451536759,66.2371797307957,50.8293899203977,46.2908357256971,33.5494825869921,38.9670393238946,30.1652481064491,29.9271584225411,27.6251430500757,29.4963156021784,31.1569860798434,22.728114538574,30.3040591723317,44.4404263414228,31.9758215024117,46.8151485848083,52.854752041245,51.7281995267033,51.9104947418605,50.0786310412552,44.3581077511515,44.286821223302,48.352989269196,42.9587027086629,39.5600678123474,48.3831876049815,44.276290318329,45.8539409541962,42.8135398925665,50.3280650955909,50.3463082115258,48.1979891017582,41.8454733962207,38.9823105699979,32.461117447688,33.7063534539856,49.242873533395,21.8331431583119,28.5640777535068,17.8878773420071,34.2991155306222,37.5791618864632,42.2403816656899,25.4684109726159,21.1151015665474,12.1848505202251,37.4240334336163,21.6141918449934,29.4532326321201,31.5646709954697,25.9461020851925,27.1133042162928,44.4033399028995,22.886465540648,21.8723948622215,26.4507091829161,27.2464042573204,32.3007003772503,26.6654050385815,42.866441715118,33.5706591336167,42.462469330516,42.2593303871316,49.2247137965639,39.7422980146071,35.5401649603561,35.9905243036037,38.6342010514942,25.3824069121443,37.1396529201805,32.2869848104498,45.7027265747665,19.6890227112874,41.2875529773595,42.1346304787169,45.534826100804,44.1656021139702,38.0896207759751,47.1341143827661,61.2872154923878,62.0150440909311,63.0609173713293,60.2609138555188,58.1106295343941,61.4432851857867,46.3270100985083,48.7629896267268,73.4837655240214,75.2742889663531,63.0841256231592,137.915708555576,67.0289946922381,67.4710640273921
"selfclarity_4",17.5830656539535,20.6784178108116,8.2410709547869,0,6.96167189863606,22.2566929638083,11.1487207196864,17.6985612686117,20.8404640213967,6.2872648776007,22.1148662994992,16.2822228214089,42.249875081461,15.2944681016191,28.6647675755794,40.5903153378333,42.9162876851051,42.6482742853706,34.7510212772014,38.6439391273293,19.6498583580167,42.0252174302462,28.6765007025807,27.5848524182007,33.5510029109736,38.686059914183,37.2011145545967,40.2268337443419,42.5381061929326,41.1325187470398,27.1004906756567,40.546395017553,39.5827026692247,32.4708501135916,41.2026487225464,44.220429871346,36.7961643099162,45.3980497323315,39.6788160154028,28.3663603252942,36.3479640301058,36.1868994395091,39.2713287196495,40.1826527161408,34.7961076127993,39.3217126038385,44.5442140997063,45.056656220652,39.4848966107223,48.0057989559346,39.4820278255871,33.0126456547412,21.4100862674664,47.1678278219484,28.4660384685973,43.0595890999473,46.6386709518483,61.9188070827455,42.5883189656108,52.1935824190188,41.790553541779,30.7259683691077,32.4569705559753,31.4461515229132,19.3840720952888,28.344172241506,39.3980570346303,30.9691854933609,38.5451301271186,36.1993553866359,23.7347505476248,40.5935708433981,44.6136810864581,43.4871285719164,43.6694237870736,41.8375600864683,36.1170367963645,36.0457502685151,40.1119183144091,34.717631753876,31.3189968575605,55.2901213586811,52.5173612731159,50.1821419907567,50.4912580923881,50.066943489096,42.9584897734288,54.8677159499885,48.515200244451,47.2233815247848,24.2200464929011,28.2834065645755,41.5743826192516,13.592072203525,20.3230067987199,24.7758984873015,26.0580445758353,36.4270185257908,33.999310710903,27.760133422142,12.8740306117605,20.425921475012,34.2619691249808,29.8552627997803,24.0738106965664,23.3236000406828,17.7050311304056,31.7128027353622,43.165543213968,14.6453945858611,28.5421217104518,18.2096382281293,23.1681123153529,29.1224260594287,33.5534261838758,34.6253707603311,29.4923671916492,34.2213983757291,39.144271260486,40.983642841777,35.2809938587277,32.3618906425344,44.2315952583906,34.5559091095267,33.6234778669312,28.8985819653936,33.607248957529,38.3021937686841,27.9300936660743,35.4363543547311,33.89355952393,39.1388598161637,40.2442688207385,40.3813432255012,39.8290008525274,55.2517782504049,53.7739731361442,57.0254801293464,52.0198429007319,49.8695585796072,53.2022142309998,40.9040632090981,43.3400427373167,74.3028792065635,76.0934026488952,71.3251965779461,132.492761666166,61.6060478028279,62.048117137982
"selfclarity_5",17.9639059381913,13.7167459121756,15.202742853423,6.96167189863606,0,20.3650880196972,9.05085811545226,10.7368893699757,13.8787921227606,13.2489367762368,16.2927373673737,10.4600938892834,43.8944343791654,22.2561400002552,35.6264394742154,47.3569201959298,45.0309478486579,41.3720252682702,32.6531586729673,36.5460765230951,24.1081756120697,46.4835346842992,31.7102655634404,32.0431696722538,38.0093201650266,40.3502971177101,31.031746555834,35.635330395737,37.9466028443278,35.5300608963459,22.5089873270518,33.5847231189169,36.6562421966455,32.966371210978,36.6111453739416,39.6289265227412,40.2424237445819,38.4363778336954,33.2669466133702,32.6651143491463,29.3862921314697,33.2604389669299,35.5795971646433,33.2209808175047,35.3026346840877,36.0309833080387,37.9955463497591,50.9862459881456,41.8764051319808,49.7958720084763,46.3098959257984,39.8405137549525,14.4484143688303,47.5871558916014,35.4277103672334,48.9891788674409,52.4723911437106,68.7466751829568,43.4107376183434,45.6449146690716,43.8365609625601,23.7642964704716,25.908302806028,32.4221932780272,26.3457439939249,21.3825003428699,36.4376022876414,37.930857391997,40.319920028744,43.1610272852719,30.6964224462609,33.631898944762,44.3231220953819,39.1591893076959,49.2680222542834,41.5470010953921,43.0787086950006,43.0074221671511,47.0735902130452,41.679303652512,38.2806687561965,53.5051304933563,57.0583531594085,46.4009667334521,48.5972146025667,48.1728999992745,41.0644462836074,53.7178234475721,47.3653077420346,51.7643734110775,31.1817183915372,24.24927251075,44.9859282329738,15.4958787721022,13.3613349000838,26.6797050558787,32.4539518902593,29.4653466271547,29.4822246936689,23.3325309708271,19.8357025103966,27.3875933736481,35.9065284226851,36.8169346984163,24.5522959341783,30.2852719393188,24.6667030290417,32.9733038044626,40.1463946024784,7.68372268722509,35.5037936090879,25.1713101267653,30.1297842139889,35.0463814849655,35.457232752453,41.5870426589671,36.4540390902853,41.1830702743651,46.1059431591221,42.5089737874388,42.2426657573638,38.2858460680712,49.4691222650384,41.5175810081627,37.0140663164258,35.8602538640297,40.568920856165,45.2638656673201,31.3206821155689,42.3980262533672,26.9318876252939,32.1771879175277,33.2825969221025,33.8326754755539,32.8673289538913,48.2901063517688,59.01566038182,50.0638082307103,58.9815147993679,52.9033234404669,56.2359790918595,36.8699291552726,39.3059086834912,70.5521607410218,72.3426841833535,68.3647418309571,128.45862761234,57.5719137490024,58.0139830841565
"selfclarity_6",7.81002666691632,17.302232464108,30.4977639185952,22.2566929638083,20.3650880196972,0,17.4642819677262,14.3223759219081,17.8534228197075,19.899952074222,4.07235065232351,9.90499413041379,32.4766829301279,29.7776652032532,33.4675550556204,26.9918321762325,24.6658598289607,38.7537752005803,33.8963982722679,37.7893161223957,22.2047641276883,44.5801231999178,32.361921987712,30.1397581878724,36.1059086806452,37.9071844034308,19.1585989074211,34.8439701108485,33.3404429118316,24.8127639556697,21.9538875681822,31.0428995482092,36.1011424377759,12.6012831912808,36.0560456150719,34.0135402316988,28.369276096169,44.1819781309307,42.1790583248084,22.5112350778713,35.131892428705,32.7053392080603,35.0244974057736,39.9404834584511,28.9409823653764,30.7313792453838,46.9076580611974,46.4024582430156,47.8331899965924,49.3516009782982,40.8278298479506,34.3584476771048,23.3605260802686,45.5471337604017,22.9175019322292,44.4053911223109,47.9844729742119,63.2646091051091,40.9676249040642,54.5570263805099,50.1388469276491,21.3211837561924,34.8204145174663,41.3343049894655,32.9967592919101,30.2946120543082,38.0394730412708,42.1535197753822,34.5775751416245,42.6649213503032,27.6487898532017,31.1887862304828,40.1023594621942,33.2006559979652,46.8249095400042,39.1038883811128,48.3057081455899,42.1659959200193,47.6833458668576,38.6316710594529,37.4392425090648,61.4103670101853,63.3823070537914,55.3130784448903,57.5093263140049,57.0850117107128,49.9765579950456,62.6299351590104,56.2774194534729,60.6764851225157,36.4087178421264,33.1613842221883,37.8865011583806,24.4079904835405,10.9182221858046,35.591816767317,21.5406890342012,38.377458338593,27.0391119793897,32.2446426822654,28.9805918739445,39.5560649431302,39.7027577674532,46.1620326538205,33.4644076456166,41.3504734639397,29.8937024796309,41.8854155159009,42.726034788876,16.5958343986634,45.5766171107132,34.5274845091632,40.2026077156143,43.4598053372394,44.3693444638913,36.5699311191866,46.5268625919106,40.3501531948095,51.6136896279181,40.0658610731596,44.0741626921118,46.6992699203452,54.537018318255,49.8512138548954,41.9852373740831,41.8943725611208,48.8898152723887,49.3712883396688,40.2327938270072,46.9462767668439,35.8439993367322,41.0892996289659,42.1947086335407,42.7447871869922,41.7794406653296,57.2022180632071,67.9277720932583,58.9759199421486,68.3376891817658,53.5549798647385,56.8876355161311,45.7820408667109,48.2180203949294,77.9883004916948,79.7788239340265,69.9666125845866,137.370739323778,66.4840254604407,66.9260947955947
"selfclarity_7",9.65425530080991,19.8611284112254,19.3897916744733,11.1487207196864,9.05085811545226,17.4642819677262,0,16.8812718690255,22.8898289683413,4.8614558420857,20.6890572639842,14.8564137858939,44.4604457550167,26.4431888213055,39.8134882952658,39.1645063023183,41.4904786495901,45.1597840897621,23.602300557515,27.4952184076428,30.7985790777031,43.8082586283265,35.7823968587156,35.2317324198063,36.062512715365,40.2354237595958,35.7753055190817,40.0316502923475,42.3429227409383,37.1216221335105,26.9053072236623,42.6355812343692,41.052562093256,30.065565159007,41.007465270552,44.0252464193517,38.9173195249419,38.8557067326458,41.2057057766827,24.3554637117649,36.9761210625986,37.6567588635404,39.9759170612537,41.7847120923447,30.78521099927,40.4273032046491,47.0464044652113,43.630847185137,50.6336173304087,46.5799899204196,38.0562187900721,31.5868366192262,23.4992724842826,50.2943219357502,27.0402294330823,41.6337800644323,45.2128619163333,60.4929980472305,49.6942151217457,54.6957727845238,49.6662850201395,32.8151545859239,34.9591609214803,41.4730513934795,17.9582630597738,27.333631089101,42.3887330338725,40.3039573715076,47.8799020052653,36.805191545503,22.3089415121098,39.3107480931629,43.1878720509431,42.0613195364014,42.2436147515587,40.4117510509533,40.1778721194875,40.5448598317195,44.172753637532,33.291822718361,39.2834711429583,57.9729001431973,58.9955011207022,51.0870741018638,57.6480727180189,57.0325108857872,50.1153043990596,61.4480573653769,55.0955416598394,58.3721022444712,35.3687672125875,33.3001306262022,40.4897670202634,24.5467368875544,22.4121930155361,26.3027882485814,37.2067652955217,35.4164773733858,30.4595868503932,32.3833890862793,24.0227513314469,31.5746421946984,36.4725397985365,36.8730041350849,33.6031540496306,26.3119772318035,28.853751850092,38.9244345506938,43.7713793728351,16.7345808026773,36.2949010607948,29.3583589478157,34.3168330350393,25.9955233695132,35.0803159451557,41.1598861974954,33.2728372835331,45.3701190954155,38.7194344899447,47.5181582789413,45.9183913260054,29.2349879526189,43.4956957488658,36.527007860459,32.9138168346192,39.7162765948704,39.8183947329248,49.1198883981609,38.6072010354761,40.9897311272759,35.9827457407462,34.2463348461077,38.5705599549196,40.0227801354712,41.9181870693436,54.9820384846507,61.0848073104001,56.7557403635922,62.8389375458124,53.4072948239633,56.739950475356,35.7022202027116,38.1381997309302,69.3844517884608,71.1749752307925,74.3158725771882,127.290918659779,56.4042047964414,56.8462741315955
"selfclarity_8",7.22701656821562,2.9798565421999,19.0743630549871,17.6985612686117,10.7368893699757,14.3223759219081,16.8812718690255,0,6.00855709931581,19.9309316082679,15.76861714255,9.9359736644597,46.7990588520361,17.2013873758776,38.8456775955022,41.3142080981407,38.9882357508688,47.8679155543819,40.4835724265406,44.3764902766684,30.6447269464481,47.2448586992574,42.447154933416,32.804493687212,38.7706441799848,43.9057011831943,30.8548653976475,35.1112101709133,37.4224826195041,34.6943834009162,21.9848671022281,42.7391660384357,36.1321219718218,26.9236591131889,36.0870251491178,39.1048062979175,36.4900807923476,43.59896803223,41.7524280664966,21.9282249791706,34.5488823300043,32.7363187421062,35.0554769398195,39.3574733597504,28.3579722666757,35.506863083215,46.4511333739648,41.1476349508876,49.4887297169468,44.0967776861702,35.5730065558227,29.1036243849769,25.185303738806,47.8111097015008,37.2398778541373,39.1505678301829,42.7296496820839,58.0097858129811,52.3906185578384,54.1005016932773,47.1830727858901,33.0174502464189,34.3638898302337,33.3530707971717,33.027738825956,32.1193897128456,47.174491657617,41.8024775935611,46.273841631851,44.5201177546124,35.3251370870884,42.8850527207093,53.5762758713292,47.5230319198733,55.3530099413106,50.8001548713393,49.9379220477003,41.5829858213187,47.100335768157,46.3080182933396,36.8562324103641,55.1994549622694,58.0889677711967,57.1378561034277,56.6262173454342,58.9097893692502,51.8013356535831,61.3978196940504,56.5553391966145,52.7949880228656,41.9186077615129,34.9861618807257,38.0625282876691,26.2327681420779,22.6144886760311,36.9622403969942,33.2369555244277,40.2022359971304,38.7353784696162,29.6670526964004,30.5725918803723,31.2592135752122,42.709438660823,40.6885548999805,35.289185304154,33.1576744596711,35.4035923990173,39.9416721014805,42.9020619181645,18.4206120572008,36.5822606626153,35.908199496741,40.8666735839646,37.0586651187975,43.8022739961821,48.2661976094131,43.829442898541,51.9199596443408,47.0172951286788,51.7621275633861,43.4911525934111,40.2981297019032,42.6921525978633,47.5901496097432,30.1403716536914,46.5971432340053,37.044949551997,56.0007550372958,35.8337558545482,49.0463575065805,37.6687769952696,42.9140772875033,44.0194862920782,42.2882624997596,43.604218323867,58.8242813572517,69.7525497517957,60.5979832361932,69.7184041693436,49.7144271919636,53.0470828433562,47.6068185252483,50.0427980534669,81.2890501109975,83.0795735533292,79.1016312009328,139.195516982316,68.3088031189781,68.7508724541321
"selfclarity_9",13.2355736675314,3.14734320317184,25.0829201543029,20.8404640213967,13.8787921227606,17.8534228197075,22.8898289683413,6.00855709931581,0,25.9394887075837,16.5184268877282,15.9445307637755,50.3301057498354,20.671321549907,44.854234694818,44.84525499594,42.5192826486682,51.3749887893957,46.3424745076726,48.2770633412923,34.650840363093,48.8628432782949,44.8079982231167,38.8130507865278,44.7792012793006,48.0938801760489,31.6046751428257,41.1197672702291,43.4310397188199,37.2588401910744,27.9934242015439,43.4889757836139,42.1406790711376,30.4547060109883,42.0955822484337,45.1133633972333,40.8153523315737,49.6075251315458,45.222362240526,27.9367820784864,40.5574394293201,38.744875841422,41.0640340391353,45.3660304590662,34.3665293659915,41.5154201825308,49.9210675479942,41.3151216118596,49.6562163779187,44.2642643471421,35.7404932167946,29.2711110459488,28.327206491591,47.9785963624728,34.8986858495355,39.3180544911549,42.8971363430559,58.1772724739531,52.5581052188103,57.5704358673067,47.3505594468621,33.7672599915971,37.8338240042632,36.8230049712011,35.502831532385,35.2612924656305,50.316394410402,47.8110346928769,47.0236513770292,45.1835294256645,30.1673979285629,43.6348624658875,51.0463284673962,49.1621528288213,55.9912286262977,48.2702074674064,46.4185376943695,47.5915429206345,50.4134192124141,41.1502791348141,42.8647895096799,49.1908978629536,53.2977951496062,54.5552496552743,56.5713437723725,54.5231283570354,54.943238406368,55.3892625947346,50.5467820972987,54.9458477663416,45.0605105142978,38.1280646335106,44.0710853869849,29.3746708948628,23.3642984212093,40.5584971786393,33.9867652696059,43.3441387499154,39.4851882147944,33.1369868704299,33.7144946331572,37.267770674528,47.0415697680263,46.6971119992963,38.431088056939,27.1491173603553,38.5454951518023,37.2494802602378,48.9106190174803,21.5625148099857,30.5737035632995,36.4184489444025,35.9477129583985,31.0501080194817,37.7937168968663,46.2144708474638,37.8208857992252,52.4302090920023,41.0087380293629,52.5119373085643,48.5482649651692,34.2895726025874,36.6835954985475,41.5815925104274,24.1318145543756,44.7708612448389,31.0363924526812,54.1744730481293,29.8251987552324,43.0378004072647,40.8106797480546,46.0559800402883,47.1613890448631,45.7581966737891,46.746121076652,60.0366231346192,71.9827838524175,61.8103250135607,70.2286536170051,43.7058700926478,47.0385257440404,50.7487212780333,53.1847008062518,84.4309528637824,86.2214763061141,79.3543994947728,142.337419735101,71.4507058717631,71.8927752069171
"selfclarity_10",14.5157111428956,22.9107881504678,14.5283358323876,6.2872648776007,13.2489367762368,19.899952074222,4.8614558420857,19.9309316082679,25.9394887075837,0,15.8276014218985,9.99495794380819,44.4398459086716,21.5817329792198,34.9520324531801,34.3030504602326,36.6290228075044,45.3526964228434,28.4637563996007,32.3566742497285,25.9371232356174,48.3124823078469,34.9637655801814,33.8721172958015,39.8382677885743,35.3739679175101,30.913849676996,35.1701944502618,37.4814668988526,36.5680147252447,22.0438513815766,42.7981503177842,36.1911062511703,32.5012352655028,36.1460094284663,39.163790577266,40.1245268657439,42.2031347483002,36.344249934597,29.2169195538506,41.8375769046843,32.7953030214547,35.114461219168,41.2997304629816,35.6466668413557,35.5658473625634,48.4132787256733,38.7693913430513,45.772161488323,41.7185340783339,33.1947629479864,26.7253807771405,27.6973511450671,45.4328660936645,22.1787735909966,36.7723242223466,40.3514060742476,55.6315422051448,48.8755838432115,56.0626470449858,44.8048291780538,33.0764345257674,36.3260351819422,37.7334164005139,13.0968072176881,22.4721752470153,37.5272771917868,35.4425015294219,43.0184461631795,32.4636171671257,17.4474856700241,42.7271540572496,38.3264162088574,37.1998636943157,37.3821589094729,35.5502952088676,36.3596654962273,35.6834039896338,40.3545470142718,28.4303668762753,37.6062617351612,61.5773862362818,58.8046261507166,54.9765669947988,56.7785229699888,56.3542083666967,49.2457546510295,57.7590394582458,51.4065237527083,53.5106464023855,30.5073113705018,34.5706714421762,38.921206634069,19.8793370811257,22.6734729553796,21.4413324064957,32.345309453436,30.5550215313001,35.3210426924789,31.6291980481089,19.1612954893612,26.7131863526127,36.9962033268305,32.0115482929992,30.3610755741671,21.4505213897178,23.9922960080063,34.0629787086081,39.4298049944577,20.9326594634618,31.4334452187091,24.49690310573,29.4553771929536,30.8569792115989,30.21886010307,38.7138264577598,35.7796320692499,40.5086632533298,43.5808903320304,45.0720985392058,41.5682587363284,34.0964437947046,47.9628022299692,40.8431739871274,37.775272676705,35.1858468429943,39.8945138351297,44.5894586462848,34.2173585436751,37.3392044366271,40.1808244015307,39.1077906881934,41.2373056313807,35.1613242933855,44.2058179001766,58.4021671775908,60.0612380137449,60.1758690565323,58.3071077783326,56.1568234572079,59.2069528002096,39.5917130956467,42.0276926238652,73.2739446813958,75.0644681237275,69.4544167351025,131.180411552714,60.2936976893765,60.7357670245305
