"","selfclarity_1","selfclarity_2","selfclarity_3","selfclarity_4","selfclarity_5","selfclarity_6","selfclarity_7","selfclarity_8","selfclarity_9","selfclarity_10","selfclarity_11","selfclarity_12","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Ability","Attraction","Wealth","Social","Moral","ability_ALT_rt","moral_ALT_rt","ability_ALT_d","moral_ALT_d","ability_IAT","moral_IAT","ability_SRET_EW","moral_SRET_EW","ability_SRET_rt","moral_SRET_rt","ability_SRET_RJ1_d","moral_SRET_RJ1_d","ability_SRET_RJ2_d","moral_SRET_RJ2_d"
"coreself_7",37.8393158654544,38.0353334820194,38.6521074128759,39.2713287196495,35.5795971646433,35.0244974057736,39.9759170612537,35.0554769398195,41.0640340391353,35.114461219168,30.9521467534501,25.1195032753598,39.7073542151384,24.876632411629,23.2666248496897,34.222503461243,31.8965311139711,41.3972289788708,25.0605692425206,28.9534870926485,34.291553356092,45.9949959196433,27.1158799205402,32.6279985529631,37.5207814003707,42.6558384035801,24.2718997938192,26.1969529062766,10.2426903625336,18.6177347455706,13.0706098375914,19.8881121367147,27.2178647071851,34.2869854050759,6.39917732074181,9.41695846954143,29.50967422779,9.8071630673899,10.6491321525106,31.3838931673162,10.5174501036658,23.8220614774695,0,6.18526924381359,25.3230323212574,16.1568893509729,34.8087921618949,42.5429719933385,27.7811778333765,40.6707090757053,41.6969009945006,45.6147690055227,24.957835692488,39.3083587594748,54.7160643187661,40.5459048726338,40.039897331117,63.4309916599493,41.0276981835703,42.4581604812074,30.0868347644331,29.70853878516,22.7215486181639,19.0484894218356,42.4179308521536,33.0425628228264,17.9874608780549,26.4163324193243,24.8307123992186,38.2634602305087,50.7295465237898,39.0803832299497,47.3330307472047,40.4313272829756,54.5876148090223,46.866593650131,41.6361408044931,43.6373283416112,45.6310223225377,39.7466653175387,38.9105749306566,42.4075939859515,46.514491272604,37.1905619935305,37.4996780951618,37.0753634918697,29.9669097762025,43.8906093870795,38.9220337472275,41.3309074177304,40.741376657359,21.5508417455693,41.7991740451097,25.6792565161245,37.400139586952,25.552049680612,34.4862448851245,41.1254091071112,31.9178555353989,27.4183857519971,39.0573618135086,31.255076502394,37.9308084835421,34.6368209521997,35.061717257836,43.1922795318844,34.2263612948635,39.1496807323465,36.9596404146143,31.7225273740932,35.5441624928254,44.6042544487273,40.9181718879243,43.4344420790738,34.3295773771863,49.5154869701098,47.2424267642207,53.2957090457328,48.5617645822087,45.4588994842505,49.5722343691514,46.6739066621795,39.678742184354,52.3059686820981,41.9860515017493,53.9811617895245,48.8906294000549,54.7643267507597,36.6565524490567,49.4345171319346,18.4886136304868,23.7339139227206,24.8393229272954,25.5538783434273,24.4240549590842,39.8468323569617,50.5723863870129,41.6205342359032,52.3265166224253,33.9488475420262,37.2815031934188,24.3667539948371,26.8027335230557,58.0489855805863,59.839509022918,49.9146004213707,115.955452451905,45.0687385885669,45.510807923721
"coreself_8",32.1304567915348,42.3373299019503,40.1162390992592,40.1826527161408,33.2209808175047,39.9404834584511,41.7847120923447,39.3574733597504,45.3660304590662,41.2997304629816,37.1374159972637,31.3047725191734,44.9068287118102,31.0619016554426,27.2261736495491,40.4077727050566,38.0818003577847,45.6061670465555,24.0486835143085,27.9416013644363,35.9399486865148,44.9831101914311,20.9306106767266,36.7363017329262,36.5088956721585,37.12149310909,28.3802029737823,32.3822221500902,16.4279596063472,22.7260379255337,19.255879081405,26.0733813805283,29.1733534247009,34.699324675393,12.5844465645554,15.602227713355,34.7260155062079,8.79527733917774,7.32544422915071,35.4921963472793,4.80859102974609,29.0572670390964,6.18526924381359,0,29.4313355012205,16.56922862129,28.6235229180813,42.7708818331343,26.7692921051643,39.6588233474931,40.6850152662884,47.1543974371342,18.7725664486744,38.2151324599237,53.7041785905539,43.5404069353214,39.0280116029048,62.3377653603982,34.8424289397567,36.2728912373938,29.074949036221,34.491802351408,16.5362793743503,15.7248014984756,39.7655073386044,30.3901393092772,16.9755751498427,25.4044466911121,23.8188266710064,37.2515745022965,51.8900448240442,39.7571310499564,50.4483542005763,45.2844214128902,55.3932543594778,47.6722332005864,40.6242550762809,48.9791913026625,44.6191365943255,45.9319345613523,45.0958441744702,36.2223247421379,40.3292220287904,31.0052927497169,31.3144088513482,30.8900942480561,23.7816405323889,37.7053401432659,35.0137603076925,35.1456381739168,35.1937176888089,15.8419826716496,35.6139048012961,30.5333170327001,31.2148703431384,22.228361757252,33.4743591569123,38.472985593562,26.2534206850489,21.2331165081835,33.5097028449584,27.9313885790341,36.9189227553299,32.7985776437556,28.8764480140224,48.119221510634,28.6787023263133,38.1377950041343,30.7743711708007,25.5372581302796,32.2204745694655,39.0565954801771,35.61464808402,43.5593710410999,31.0058894538264,48.5036012418977,41.9389029603164,52.2838233175206,47.5498788539965,48.6342058926332,51.0009686784567,46.7988356242056,38.6668564561419,47.0024448781938,36.6410775759939,49.7455392174414,43.5456554742994,56.9613972386161,30.947693375137,44.6224890082556,24.6738828743004,29.9191831665342,30.5366333818714,24.4606520438762,30.6093242028978,46.0321016007753,56.7576556308265,47.8058034797168,58.5117858662389,32.9369618138141,36.2696174652067,23.354868266625,25.7908477948435,57.0370998523741,58.8276232947058,48.9027146931585,114.943566723692,44.0568528603548,44.4989221955088
"coreself_9",21.13095569846,31.3378288088756,43.0371785675862,34.7961076127993,35.3026346840877,28.9409823653764,30.7852109992699,28.3579722666757,34.3665293659915,35.6466668413557,27.445710879033,33.2783543571233,22.2787458078601,39.5816182590442,16.2635052600088,32.4155412562992,30.0895689090274,22.3683880988756,25.7313288823285,29.6242467324563,15.1462492547826,21.7453312437511,25.167896002299,7.30496623170569,13.2711167244785,18.406173727688,12.3594626239354,14.6492526163215,21.7021633347268,6.70529757568679,27.7755956850067,16.5338909887402,20.4212796458947,40.2383526591495,18.9238550005156,15.9060738517159,8.13210852567197,31.02458856108,35.972164473768,6.42974728750506,24.6227444714744,17.0254764161791,25.3230323212574,29.4313355012205,0,22.1082566050465,50.8964471889441,51.1665843124398,48.5711947617756,44.8232014864371,44.8577642312614,45.4361127854163,34.3836036784679,43.6592231216667,33.9951670405407,53.1636514331445,49.6882990162955,67.2945434884199,39.0797142653291,57.4734007650426,46.265537830719,11.5383382136161,38.809203645213,44.3715217430929,39.8666080838523,31.7339392851319,39.204886371745,47.6337579130144,43.5560101132224,29.0216400629469,29.781292337314,21.4059406879065,32.0971638385264,26.9332310508404,37.0420639974279,29.3210428385366,34.4394443560347,26.0845081296531,31.6018580764914,30.0988686576146,21.3577547186985,45.3288792198191,45.2273841136779,53.2161024266773,52.709325129238,50.6611097139009,52.4713098862353,50.9851443189441,53.0662623015019,50.521363862009,23.594675037744,35.6561361133779,22.5640505960036,23.7585460947501,21.9412997840039,34.9423723785266,30.5191240057991,23.6510930008471,19.8450859939767,40.8909620862255,21.9220770010387,32.4975500702245,17.2099112053167,41.9268913949928,33.1218570858446,31.5128939118226,26.7530775196838,41.8792766265873,24.5711118487626,27.6189119968627,33.6777774100435,27.4689696362574,28.3037680149446,38.3817574675569,39.8381438440582,36.3760459949523,31.8283786544201,36.0979885830472,41.4802827232569,30.2830155305833,37.0316690933489,41.1305458422663,50.3633051211115,38.6060984937893,40.1196664189674,30.6492572000148,38.6128720009641,39.5884427970925,39.5833494382169,24.1114848106773,38.1951255971503,36.3753631709212,37.8268688389438,43.8205684957501,38.5682835133587,43.3258036655862,59.0650010578453,45.0995055445276,57.3108708224329,46.1824524135368,42.8497967621442,37.8312485275251,40.2672280557437,69.4173697665364,71.2078932088682,71.1320259150608,129.419946984593,58.5332331212549,58.975302456409
"coreself_10",33.8539971845326,38.4867196254149,41.7620345678442,39.3217126038385,36.0309833080387,30.7313792453838,40.4273032046491,35.506863083215,41.5154201825308,35.5658473625634,31.4035328968455,25.5708894187553,32.9349790447841,27.9865595665972,10.6569450282591,34.9830578581098,32.657085510838,39.2120713152365,28.6291696859423,32.5220875360702,27.8692907408551,42.3125273099078,27.0946934013864,27.8721622978624,33.8383127906352,32.6399558171053,22.3864489135317,25.3253794632697,8.20460490912119,21.9762694550599,16.1805369925597,17.8500266833022,15.8838416475221,18.130096054103,9.75771203023111,12.7754931790307,18.7883417625959,20.8107232937696,23.8946728504407,19.1527887735776,11.7606375915439,12.4880384178064,16.1568893509729,16.56922862129,22.1082566050465,0,45.1927515393713,54.7863277877261,38.7847380597561,51.674269302085,52.7004612208802,49.8034499038452,35.3417950699643,45.5860205207541,47.235621744359,55.5558528899132,51.0434575574966,69.7086534212286,41.0065116644165,52.8421198586838,41.0903949908128,27.6704533317475,33.1055079956402,32.2940301197656,36.1748763443928,38.7606184740104,28.9910211044345,37.4198926457039,35.8342726255983,40.1110057296632,42.5043338233865,37.1949323496622,47.6046291967084,41.1918816798425,52.5495293556099,44.8285081967185,40.0286871393918,38.8075496157256,44.0235686574364,37.7085798641263,34.080796204771,52.0498872160538,55.8836173506019,46.8328552236327,47.1419713252641,46.717656721972,39.6092030063048,53.5329026171818,50.8413227816083,50.9732006478327,28.1316968359284,22.7940292334474,35.2870920820761,36.4815875808226,37.8927731866492,38.797590378542,29.9696949188626,44.2182890670038,21.7718833930641,37.8023451294735,26.447681992078,37.0231550612637,37.7771072714734,45.6403811785794,27.9854610395937,41.2639062113438,21.6166814734329,45.3240214419402,35.2273450856866,33.4632070357885,46.7106994032601,31.9945746272967,48.8709640811013,42.9073624585961,45.8682580785688,44.9989370038479,50.184676372616,48.0063347748965,54.149090152048,46.072007192339,49.0659302578951,46.1468270417018,50.6823024107337,50.6403596583356,43.5931241377916,42.683518364561,47.3921853566964,52.0871301678515,37.8997399369348,44.678680876834,33.6576875987777,38.9029878910114,39.7536662380312,40.7229523117181,39.5931289273751,55.0159063252526,65.7414603553038,56.7896082041941,65.8047792998993,44.9524077684059,48.2850634197985,35.3703142212168,37.8062937494353,69.0525458069659,70.8430692492977,60.9181606477503,126.959012678284,56.0722988149466,56.5143681501006
"NPI1",53.6781499421804,46.7737243448224,38.6414674063846,44.5442140997063,37.9955463497591,46.9076580611974,47.0464044652113,46.4511333739648,49.9210675479942,48.4132787256733,42.8353074088739,42.1911309828574,48.4530375149534,29.2497459980872,50.895735397609,56.3403192263137,54.0143468790419,45.25077460552,38.1008558266786,41.9937736768064,46.7362765873786,34.2235052684737,33.1094026144249,48.6638702805191,42.6977197877463,47.8327767909557,51.9750158520201,42.4393654145366,45.0514825244286,49.690947501829,41.0557685721248,49.939030002332,40.1160052083917,46.4261280100596,37.4723900770002,40.4901712257998,42.7643386632721,25.3716565164357,25.0027633048465,47.2991722791754,33.4321139478274,43.5118084381073,34.8087921618949,28.6235229180813,50.8964471889441,45.1927515393713,0,18.1437084847199,7.39764175044916,11.8003256587172,19.0431957456591,25.5125779165049,34.8256325135996,14.6180754950572,36.9535236613805,20.1407756054247,17.0843148579569,38.7407083955317,19.1975843513948,7.6493683193125,9.70329868150583,46.3923974457805,12.0872435437311,18.6011340157303,35.3164715079852,25.941103478658,17.1913587057707,25.6202302470401,29.1398063849192,33.2915231675135,41.684811582353,43.7168283964485,38.5778472458083,49.2441187593824,43.5227474047098,35.8017262458185,52.9223326745778,50.1746916917693,55.6920416386076,42.9216545784108,53.2298275123667,49.8817789762016,46.9816076050968,41.8112383652942,51.0058743654881,44.5495484821198,49.0348905826221,49.1280950794142,42.7755793738767,47.1746450429196,45.2708320612483,38.9980987495916,31.1648689706769,38.1239797474111,35.9894358753928,34.0379547591289,33.6901427128403,34.0239497629428,38.4322126227472,16.7840806775643,40.6431141991408,30.0676411299551,40.4651315584732,33.8407187799156,41.3649710036055,43.6701856800148,40.8902524627359,36.2952491573183,26.3253353401815,30.311823662534,38.2429545876638,46.1900068343595,35.5971919619759,39.1886976936348,36.8394857939469,48.7193847978257,41.9214468382722,52.1599569500064,47.7656624099245,49.3124451108997,48.9242429556326,42.4281622767405,38.8826400120699,46.9849887561497,34.5643518531698,46.711225566974,41.4689297514753,54.884671515792,28.870967652313,40.1734531776365,22.3421592571361,27.4568215380859,26.0875975512522,20.011616213257,28.2776005857334,43.7003779836109,43.443793738124,45.4740798625524,45.1979239735363,49.5133409910721,51.4506151368175,33.4419071774152,35.8778867056337,67.1241387631643,68.914662205496,45.9938786273572,125.030605634483,54.143891771145,54.585961106299
"NPI2",48.3746515191033,38.1677784086877,47.2454153839054,45.056656220652,50.9862459881456,46.4024582430156,43.630847185137,41.1476349508876,41.3151216118596,38.7693913430513,50.4748088953391,48.7643492868595,42.8606371542179,47.3934544828072,51.1253003516132,45.0718090219674,47.3977813692392,44.4312927496465,29.4530923592106,33.3460102093384,48.955638555815,42.8274532459945,35.4111599835802,44.7776761713487,41.9133045170606,46.1427264792449,52.2451529755158,47.7858511239561,52.7856623558721,57.8718818881266,55.6135818309299,51.6512291080477,41.8282043141073,54.4491152496105,46.0763380545211,49.0941192033207,43.0344757867678,33.9756044939566,39.8344893076597,51.5677892815678,43.0256901961823,45.2240075438229,42.5429719933385,42.7708818331343,51.1665843124398,54.7863277877261,18.1437084847199,0,16.00158972797,6.3433828260027,7.22487817179294,12.0440105659108,36.5378316193153,16.9198328642125,23.4849563107864,1.99706712070473,10.8907569695837,29.6616574289514,21.4993417205501,25.7930768040324,18.3072466590267,54.4880640296025,30.230952028451,36.7448425004502,25.6725841253632,35.0479521546904,25.7953066832916,34.224178224561,37.74375436244,42.6559833471986,28.2162442317589,44.6204615553121,49.0951747705922,47.9686222560505,43.4339561689586,46.3190537706024,41.0885600179286,46.4521625513686,45.0834415359731,39.1991254380101,49.7422768037714,46.9274646043793,51.0343618910318,43.5234374710098,50.1863925096146,41.5952341102975,48.7036878259647,48.3086132235407,41.9560975180032,46.355163187046,52.985550321392,39.3679005264337,38.8493404342274,50.3288228791987,48.9801355137793,39.1449965954221,42.2940906903612,41.3139129932681,36.3103786520888,34.9277891622843,42.1798108095588,38.8404281252051,34.8727311977377,42.4446667574364,40.357704580103,34.0262982973929,46.7264841462638,45.7560895140089,43.6888740647229,43.3025233009205,29.1528837832087,36.6329181743401,23.7788743881098,25.7201303430407,35.3132502172233,40.8844931710229,30.1031292644061,49.8065268805189,38.4440414634722,47.2427652524688,45.823295461732,28.9595949261464,43.2203027223933,35.1666711822836,32.6384238081468,39.4408835683979,35.747761953734,48.8444953716884,38.3318080090036,37.8200231081489,24.0543583628517,18.809058070618,23.1332831794298,24.8197837306539,27.4581187298599,45.4125770893266,37.9868509054094,47.186278968268,39.7409811408218,56.6042178606067,59.1350866003681,41.5530120044072,43.9889915326258,70.6693155468834,72.4598389892151,48.2956359965125,133.141710461475,57.6890685548641,54.7800634946678
"NPI3",54.3459662300009,46.5088731747469,31.2438256559354,39.4848966107223,41.8764051319808,47.8331899965924,50.6336173304087,49.4887297169468,49.6562163779187,45.772161488323,43.7608393442689,46.0719897650792,44.1302251255232,36.6473877485364,43.6362985515879,53.4129037880265,51.9410482266905,37.8531328550709,30.8338520875133,34.7267699376411,41.6653757134077,26.8258635180245,36.7791225117369,41.2662285300699,35.3000780372971,40.4351350405066,47.9474707996285,35.0417236640875,38.0238681959101,42.2933057513798,40.8517876709679,42.5413882518829,32.7183634579425,53.8237697605088,30.0747483265511,33.0925294753507,45.0075345781652,17.9740147659866,23.8328995796897,50.3818776806852,27.0241004682123,36.1141666876581,27.7811778333765,26.7692921051643,48.5711947617756,38.7847380597561,7.39764175044916,16.00158972797,0,12.8895312423288,13.9157231611241,20.3851053319699,27.4279907631505,18.2877953923693,31.8260510768455,16.7711148301571,12.2587194977405,36.3525024182826,22.8673042487068,15.0470100697617,2.30565693105667,47.9099041350268,19.4848852941802,25.9987757661794,34.0136788914223,24.848818900093,9.79371695532158,18.222588496591,21.74216463447,40.6891649179627,36.5573389978181,38.0423016607364,45.9754889962575,43.5695920236703,50.920389155159,43.1993679962677,47.4094236494857,50.5589391728721,49.1762523055039,47.5402202040692,45.8321857619175,45.0894082284448,45.0709830408015,34.413596614845,43.608232615039,39.7571777343631,41.637248832173,41.730453328965,35.3779376234275,39.7770032924704,41.1605297703164,37.8128121524641,38.5625107211261,42.0048385296328,39.8702946576145,32.2237576195172,26.2925009623912,32.9316651843779,37.6911383803915,24.1817224280135,39.476514926466,35.8724183542347,39.3728469799083,26.4430770294664,37.5318723284985,42.367393063452,34.6455144078209,30.9559368096132,33.7229770906306,34.1926824447557,35.8437287725399,44.9740129403993,30.4697193774409,34.0612251090998,35.688695553094,41.3217430473765,36.7939742537373,45.1019651229995,40.3680206594754,41.9148033604506,46.0281382453514,37.3006896922056,31.4849982616207,41.8575161716147,39.7040540711919,47.048531842314,42.4386069430651,51.2202306269597,36.2686094027621,44.5108680974801,14.9445175066869,20.1898177989206,21.2952268034954,22.0097822196274,20.8799588352843,36.3027362331618,44.5329993217356,38.0764381121033,46.2871295571479,42.1156992406229,45.4483548920155,26.044265426966,28.4802449551846,59.7264970127152,61.5170204550469,41.7208564986373,117.632963884033,46.7462500206958,47.1883193558498
"NPI4",51.3237942543858,41.1169211439703,44.1333568982642,48.0057989559346,49.7958720084763,49.3516009782982,46.5799899204196,44.0967776861702,44.2642643471421,41.7185340783339,53.4239516306217,51.7134920221421,47.6853768425302,41.0500716568044,44.822489695102,48.0209517572499,50.3469241045218,44.4940685312288,35.7964751852133,39.6893930353411,46.143771013274,37.0948832412536,31.1344330034858,49.602415859661,45.5690977605262,47.3253154358492,45.9017701495131,45.3107433873166,50.9133994382389,51.5284990621239,52.856094230842,46.3126550518404,43.3155115688473,57.398257984893,42.9642795688799,45.9820607176795,36.6910929607651,30.8635460083154,36.7224308220186,51.2529487739422,39.9136317105411,45.5844608512722,40.6707090757053,39.6588233474931,44.8232014864371,51.6742693020849,11.8003256587172,6.3433828260027,12.8895312423288,0,12.0496178601053,14.9931533011933,38.0251388740552,12.6431058841181,26.434099046069,8.34044994670743,6.6140299894893,34.4863971172637,17.2226147404556,19.4496939780297,12.5746766542858,54.5508398111848,23.8875692024483,30.4014596744475,28.6217268606458,36.9854154422675,22.6832481976504,31.1121197389198,34.6316958767988,45.0918488262308,31.1653869670415,44.6832373368944,50.3781729045256,50.2105276998282,49.7773389949613,47.6020519045357,44.0377027532111,49.4013052866512,48.0325842712557,42.1482681732926,52.4731214380755,48.3465636675958,51.7119187169594,45.0107447257498,50.2491682911969,43.014333173514,50.1227868891812,48.371389005123,42.0188732995855,46.4179389686284,48.9647725286649,45.7112833524364,41.79848316951,49.9243054061283,47.2720174587152,43.9697362837345,39.18203220472,45.0682617265523,36.4572430118081,28.5844063362816,45.1289535448414,41.8679667886723,39.69747088605,39.3326082717953,36.0809776000085,36.9754410326754,42.4497571661694,43.845468051942,38.1256609988987,42.1121493212512,33.9776234715211,39.5820609096227,28.6036140764221,28.6692730783233,40.1379899055357,43.8336359063054,34.9278689527184,54.6312665688313,41.3931841987547,48.5557390366085,48.7724381970146,31.908737661429,44.3745295039495,39.200757569269,35.5875665434293,42.3900263036805,40.5725016420463,51.7936381069709,40.6712933110302,42.6447627964613,25.5416656175916,25.1524408966207,24.5523822426464,18.4764009046512,27.5208945114422,46.8998843440665,31.6434680794067,45.6089635927244,33.3975983148191,52.3274908805123,55.6601465319049,38.9337966692948,41.3697761975134,70.7320913284657,72.5226147707974,44.0189090164181,130.522495126362,57.7518443364464,54.8428392762501
"NPI5",42.8000231240383,32.5931500136228,43.8004004736372,39.4820278255871,46.3098959257984,40.8278298479506,38.0562187900721,35.5730065558227,35.7404932167946,33.1947629479864,44.9001805002741,43.1897208917946,35.635758982425,46.7673170225834,51.8147778481043,39.4971806269024,41.8231529741742,41.9128512528773,36.6779705310036,39.6313653894086,43.3810101607501,36.1302728170353,31.6770461402577,37.5527979995557,43.5189484923286,40.5680980841799,57.2172268551969,44.3461329630982,51.9395913570342,51.5630618069482,54.767510832092,55.3969356607919,46.2885855185892,48.8744868545455,43.9904714876751,47.0082526364748,48.7407108208704,31.8897379271107,37.7486227408138,45.9931608865029,40.9398236293363,49.6843887483048,41.6969009945006,40.6850152662884,44.8577642312614,52.7004612208802,19.0431957456591,7.22487817179294,13.9157231611241,12.0496178601053,0,6.46938217084583,33.3960778516625,13.18571902089,17.9103279157214,9.22194529249767,7.15664312626124,22.4367792571585,17.7652278772276,26.6925640649716,11.6100662300674,56.2413433165143,31.1304392893901,37.6443297613894,20.0979557302983,29.4733237596255,23.7094401164457,32.1383116577151,35.6578877955941,37.6577473337955,22.641615836694,47.9212842239194,43.5205463755273,42.3939938609856,44.3833074220831,40.7444253755374,35.5139316228636,40.8775341563037,39.5088131409082,33.6244970429451,44.1676484087064,52.1228787216598,51.5941295627889,45.9095517033906,50.1313791370264,48.8201122820904,53.1332039207185,48.2535998509525,41.901084145415,46.3001498144579,47.410921926327,45.4399130001884,33.2747120391625,43.1039447074057,45.8383817461265,31.9201184236292,40.2082241235153,34.0890348214751,36.99985614858,35.8272764232234,36.6051824144939,31.6155499534121,27.6478530259447,38.4093827622733,36.6235907367805,28.4516699023279,41.436182933139,38.724274051772,38.1142456696579,40.1607695332678,21.9280056114158,31.0582897792752,16.5539962163168,20.1455019479757,28.0883720454304,35.3098647759579,22.8782510926132,42.581648708726,32.53015516145,41.6681368574039,40.0696820972563,23.3849665310815,37.6456743273283,27.9417930104906,27.0637954130818,33.866255173333,28.522883781941,42.0666983620089,31.2999925467666,30.595144936356,28.5147395673336,26.0339362424109,30.3581613512228,25.7963587944179,34.4501808959309,49.1320170631133,43.693085939512,50.9057189420548,45.4472161749243,52.8701040172842,53.5604582053031,39.9599885880901,42.3959681163086,73.6422201738392,75.432743616171,44.56152215319,131.548687045158,60.6619731818199,61.1040425169739
"NPI6",36.3306409531925,26.123767842777,41.2537166095281,33.0126456547412,39.8405137549525,34.3584476771048,31.5868366192262,29.1036243849769,29.2711110459488,26.7253807771405,38.4307983294283,36.7203387209487,36.2141075365799,40.2979348517375,45.9265372074669,33.0277984560566,35.3537708033284,42.4911998070323,32.5248893713948,36.4178072215226,36.9116279899042,31.4888550359432,37.1988124358917,38.1311465537107,39.2337729165436,34.0987159133341,53.5170465845259,50.4118882622406,55.8574593680563,52.1414103611031,48.7692321587171,54.7230261202319,44.9000013262915,42.4051046836997,50.459853658521,53.4776348073206,48.0838668219027,38.3591200979565,44.2180049116597,39.5237787156571,47.4092058001822,48.2958045560071,45.6147690055227,47.1543974371342,45.4361127854163,49.8034499038452,25.5125779165049,12.0440105659108,20.3851053319699,14.9931533011933,6.46938217084583,0,39.0404265935646,18.707485316524,11.4409457448756,10.0469434452061,13.6260252971071,28.9061614280043,23.2869941728615,33.1619462358174,18.0794484009133,51.319504527364,36.8578015237065,39.0470868378819,13.6285735594524,23.0039415887796,30.1788222872915,38.6076938285609,42.1272699664399,31.1883651629497,16.1722336658481,41.4519020530736,37.0511642046814,35.9246116901397,37.9139252512373,34.2750432046916,29.0445494520178,34.4081519854578,33.0394309700623,27.1551148720993,37.6982662378606,45.653496550814,49.7603938374665,46.595234483194,53.0339424602329,44.6670311224817,51.7754848381489,51.3804102357249,45.0278945301874,49.4269601992302,40.9415397554812,38.9705308293426,26.8053298683167,42.1126007865595,42.3803314572832,37.0284150633733,43.151141992496,31.0867878730645,39.382175664273,32.1609643898733,30.135800243648,33.7919696341551,28.2262015800996,43.2213109589234,41.335580328454,21.9822877314821,34.9668007622931,33.7120789480982,31.6448634988121,36.7027192444244,27.0363022511599,24.5889076084294,22.1983449582189,13.6761197771299,33.7327207873325,28.8404826051121,20.9534336911498,39.8767988741884,26.4000308975614,35.198754686558,33.7792848958212,16.9155843602357,31.1762921564825,24.2076042680757,20.594413242236,27.3968730024871,27.4989911405415,36.8004848057776,26.2877974430928,28.6703275348926,27.1261553750359,21.8808550828021,26.205080191614,29.3260604076311,30.5299157420441,42.6626348922674,46.6366213806001,44.4363367712089,48.3907516160124,50.4237316858499,47.0910760344573,44.6248090165914,47.06078854481,73.7411125590676,75.5316360013993,50.083288448824,136.213507473659,60.7608655670483,57.851860506852
"NPI7",31.1705527471849,28.1651602810059,29.6511572222533,21.4100862674664,14.4484143688303,23.3605260802686,23.4992724842826,25.185303738806,28.327206491591,27.6973511450671,19.2881754279451,18.6439990019287,35.9238444014538,26.2284470866575,27.4323975766826,46.0606398498929,43.734667502621,35.3920886048476,28.37280783729,32.2657256874178,23.1891446064499,45.5645036786794,17.26185119461,31.1241386666339,37.0902891594068,33.4527336269735,30.1127155502141,36.214966017568,35.2005260550216,34.6110298907261,30.6928924396971,32.6656921132971,30.2573192077192,35.9618092715494,31.3570130132298,34.3747941620294,35.5637943110194,24.677417058243,18.8185322445398,31.9056465737274,23.5811574784205,33.6531224374348,24.957835692488,18.7725664486744,34.3836036784679,35.3417950699644,34.8256325135996,36.5378316193153,27.4279907631505,38.0251388740552,33.3960778516625,39.0404265935646,0,33.3032183854515,37.8487662963423,34.5407644986105,38.1884536375607,55.832857108821,31.1736694576401,42.4750008329121,29.3881465937297,22.8452654648518,24.9892718004082,27.2178895138647,29.8388373665773,20.4634693372501,32.857714868908,35.6704059783872,35.1472605297786,34.9669853877391,33.1174783753698,32.7128679391422,43.4040910897621,38.240158302076,48.3489912486636,40.6279700897722,34.8846667974678,43.2396030238494,38.8795483155123,44.100359581621,39.9599129148038,42.6283639782215,42.6099387905782,31.9525523646217,38.6750901000882,37.2961334841398,31.1423217811289,39.2694090787417,32.9168933732042,37.3159590422471,22.9876764940043,19.0766130117846,41.1714867011179,14.5768477664823,12.442303894464,21.6692368554609,24.8256745769385,28.5463156215349,22.5846612029323,22.4134999652073,21.3036616501539,27.372263677243,27.9359384449735,32.2394527419644,10.103881565348,32.594966349867,16.4726611315088,32.0542727988428,39.2273635968586,6.76469168160526,22.2160910304446,26.8505542853726,16.8420816353457,30.4436504256619,28.3764574644592,36.6266147230633,23.166336511642,42.8623144329724,32.8182405804788,39.4537591102273,40.3577675162851,33.6831150087676,41.7012629783334,28.2298784295194,28.6579800393685,36.186719723294,28.8109692009699,42.3547837810377,30.4016511099491,30.8832303553848,12.4834732564636,17.7287735486973,18.8341825532721,19.5487379694041,18.418914585061,33.8416919829385,44.5672460129897,35.61539386188,46.321376248402,38.4549090716365,41.7875647230291,30.48086336498,32.9168428931985,61.6301114020845,63.4206348444162,64.6790215177516,122.069561822047,48.6498644100651,45.7408593498689
