"","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","trap1","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","correct_answer","trap1_item","ID"
"1",391,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,2,2,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4,2,2,3,5,1,2,4,4,4,3,NA,"","phase_018_subj_59"
"2",189,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,1,1,2,1,1,1,1,5,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,5,2,2,1,2,NA,3,3,2,3,2,NA,"","phase_018_subj_28"
"3",553,3,4,3,3,2,3,2,2,3,3,4,4,2,5,2,4,4,4,4,4,4,5,4,4,4,5,2,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,2,4,3,4,2,5,4,2,NA,"","phase_018_subj_82"
"4",112,3,3,4,2,2,2,2,3,4,4,3,4,4,3,2,4,4,4,3,4,2,2,3,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,3,3,4,3,2,2,3,3,NA,"","phase_018_subj_14"
"5",48,4,3,3,4,3,3,4,3,3,3,4,4,3,4,4,4,3,4,4,4,2,2,3,2,3,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,4,3,4,4,2,3,2,2,2,NA,"","phase_018_subj_4"
"6",248,4,4,4,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,4,5,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,5,1,2,4,2,1,2,1,NA,4,2,NA,"","phase_018_subj_33"
"7",683,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,5,1,1,1,1,5,2,4,2,3,1,NA,"","phase_018_subj_104"
"8",451,4,3,4,4,3,3,3,3,4,4,5,5,5,4,4,5,5,5,4,4,1,1,3,2,2,2,1,5,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,4,2,3,1,2,NA,1,4,4,5,3,NA,"","phase_018_subj_70"
"9",130,3,4,3,3,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,2,1,2,2,2,2,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1,2,2,3,2,1,2,2,2,NA,"","phase_018_subj_18"
"10",339,3,3,4,3,3,3,3,4,3,3,4,2,1,4,2,5,3,2,3,4,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,1,4,4,5,4,2,NA,"","phase_018_subj_53"
"11",95,3,4,4,3,3,4,4,3,4,4,4,4,3,5,4,4,5,4,4,5,3,3,2,2,2,2,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,2,3,5,3,3,4,4,5,4,2,NA,"","phase_018_subj_9"
"12",312,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,2,2,3,3,4,2,NA,"","phase_018_subj_46"
"13",249,3,3,3,3,4,3,3,3,3,4,4,1,2,4,3,4,3,3,4,5,2,1,2,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,4,1,5,4,5,4,2,NA,"","phase_018_subj_36"
"14",464,4,4,3,4,4,3,3,3,3,4,4,1,1,4,3,4,3,2,4,4,2,1,2,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,4,3,4,4,5,5,2,NA,"","phase_018_subj_73"
"15",584,2,3,4,3,3,3,4,2,3,3,4,3,2,3,4,4,4,4,4,4,2,1,3,2,2,3,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,NA,2,2,4,1,3,2,4,3,3,NA,"","phase_018_subj_89"
"16",291,3,3,4,4,3,3,4,3,4,4,5,4,5,4,4,5,4,4,4,5,2,2,2,1,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,1,5,2,4,4,3,2,NA,"","phase_018_subj_43"
"17",122,3,3,3,3,3,3,4,3,4,4,4,4,1,4,4,4,4,4,4,5,1,2,2,2,2,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2,2,1,2,4,5,5,4,2,NA,"","phase_018_subj_16"
"18",85,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,2,1,2,2,2,1,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,3,2,1,4,4,3,4,2,NA,"","phase_018_subj_6"
"19",662,3,3,3,3,3,3,4,2,3,4,4,5,4,4,4,5,5,3,4,5,2,2,2,1,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,3,2,5,4,2,1,2,1,NA,"","phase_018_subj_101"
"20",332,3,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,2,4,5,2,3,2,3,2,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,3,3,4,2,2,4,4,2,2,NA,"","phase_018_subj_50"
"21",248,3,3,4,4,4,3,3,4,4,4,4,2,1,5,3,4,3,2,4,4,1,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,3,4,4,5,4,5,1,NA,"","phase_018_subj_34"
"22",112,3,3,3,3,3,3,3,4,4,4,4,3,2,3,2,3,3,4,4,3,4,3,4,4,3,4,3,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,2,4,3,4,NA,4,4,2,2,2,NA,"","phase_018_subj_13"
"23",396,4,3,4,4,4,3,3,4,3,3,3,2,2,5,3,4,3,2,4,4,1,2,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,4,5,4,5,5,4,2,NA,"","phase_018_subj_60"
"24",287,4,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,4,3,4,4,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,NA,2,3,4,2,2,NA,"","phase_018_subj_42"
"25",578,4,4,4,4,3,4,4,2,4,4,5,4,4,5,5,5,5,5,5,5,1,1,1,1,2,1,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,4,1,1,2,4,1,1,1,NA,"","phase_018_subj_88"
"26",117,3,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,3,2,2,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,5,2,2,2,4,5,2,3,2,2,2,NA,"","phase_018_subj_15"
"27",422,3,3,4,3,4,3,3,3,3,4,4,2,1,4,3,4,3,2,4,4,2,2,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,4,1,4,4,5,4,2,NA,"","phase_018_subj_62"
"28",318,4,4,4,4,3,3,3,3,4,4,4,4,5,4,4,4,4,5,4,4,1,2,5,5,1,2,1,4,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,5,2,2,1,4,1,4,2,NA,4,2,NA,"","phase_018_subj_47"
"29",107,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,5,NA,3,4,4,2,1,NA,"","phase_018_subj_11"
"30",658,3,3,3,3,2,4,4,2,3,3,4,4,3,4,3,4,3,2,4,4,3,4,3,3,4,3,3,2,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3,4,3,3,4,2,4,3,4,3,3,NA,"","phase_018_subj_100"
"31",277,4,4,4,4,4,4,3,4,4,4,5,5,5,4,4,4,5,5,5,5,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,1,1,2,2,1,2,2,1,1,NA,"","phase_018_subj_41"
"32",140,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,1,NA,2,1,1,2,2,4,1,NA,"","phase_018_subj_21"
"33",646,3,3,4,4,4,3,3,4,4,4,4,4,4,4,5,3,4,5,4,4,1,2,2,2,1,2,4,3,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,4,3,3,5,3,4,4,2,2,NA,"","phase_018_subj_99"
"34",449,3,3,3,3,2,3,3,2,3,3,4,4,2,3,4,4,4,3,4,4,4,4,1,4,2,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,1,4,3,4,4,2,NA,"","phase_018_subj_69"
"35",575,3,4,3,3,3,3,3,4,3,4,4,3,2,4,3,5,3,3,4,4,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,1,5,4,5,4,2,NA,"","phase_018_subj_87"
"36",404,3,3,3,3,2,3,3,2,3,3,4,3,2,3,3,4,3,2,4,5,5,5,3,3,3,4,4,5,5,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,3,4,3,4,4,NA,4,5,3,3,3,NA,"","phase_018_subj_61"
"37",44,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,4,4,2,2,4,2,2,2,2,4,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4,2,3,2,2,3,3,4,4,3,3,NA,"","phase_018_subj_3"
"38",494,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,4,3,3,4,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,4,3,3,4,4,2,2,NA,"","phase_018_subj_75"
"39",522,4,3,3,3,3,3,3,4,3,3,5,2,1,4,2,5,2,2,5,4,1,2,2,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,4,5,4,4,5,5,2,NA,"","phase_018_subj_79"
"40",451,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,4,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,3,2,4,5,3,4,4,2,2,NA,"","phase_018_subj_71"
"41",627,4,4,4,4,3,4,4,4,3,4,5,4,4,5,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,3,4,2,4,4,3,2,NA,"","phase_018_subj_97"
"42",524,3,3,3,3,4,4,3,4,3,4,5,3,2,4,3,4,3,3,4,4,2,1,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,5,4,4,5,4,2,NA,"","phase_018_subj_80"
"43",332,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1,2,1,1,2,1,2,2,5,2,NA,"","phase_018_subj_51"
"44",233,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,5,5,5,5,5,2,1,1,1,1,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,5,2,2,NA,1,1,2,1,1,NA,"","phase_018_subj_31"
"45",635,4,4,3,3,3,3,3,4,4,3,4,2,1,5,3,4,3,3,4,4,2,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,2,4,3,4,4,5,4,1,NA,"","phase_018_subj_98"
"46",561,3,3,3,3,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,4,3,2,2,2,2,2,2,4,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,4,4,3,4,4,NA,4,4,NA,5,2,NA,"","phase_018_subj_84"
"47",75,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,2,2,4,1,1,2,5,1,NA,"","phase_018_subj_5"
"48",680,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,3,3,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,4,3,3,2,4,2,2,3,4,2,NA,"","phase_018_subj_103"
"49",190,4,3,4,4,3,3,3,1,4,4,5,4,5,5,5,4,2,3,4,4,1,1,2,1,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,3,1,1,3,3,1,4,NA,"","phase_018_subj_29"
"50",267,4,3,4,4,4,4,3,3,4,4,5,5,5,4,4,5,5,5,4,4,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,5,2,1,2,1,5,2,2,2,1,2,NA,"","phase_018_subj_39"
"51",341,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,4,2,2,2,2,2,3,3,2,3,2,NA,"","phase_018_subj_55"
"52",428,2,3,2,3,2,2,2,1,2,2,3,2,1,4,2,2,1,1,3,4,5,5,4,5,4,5,2,4,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5,4,2,5,3,4,5,4,5,1,NA,"","phase_018_subj_64"
"53",340,3,3,3,3,2,3,3,2,3,3,3,2,2,3,2,4,2,2,3,2,4,4,4,3,4,4,2,4,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,4,4,4,2,4,3,2,4,4,2,2,NA,"","phase_018_subj_54"
