"","graph","type","node","measure","value"
"54","graph 1",NA,"NPI8","Betweenness",-0.372334905621469
"55","graph 1",NA,"NPI9","Betweenness",-0.941478002685257
"56","graph 1",NA,"NPI10","Betweenness",-0.704335045575345
"57","graph 1",NA,"NPI11","Betweenness",0.183257165321754
"58","graph 1",NA,"NPI12","Betweenness",-1.25992711651857
"59","graph 1",NA,"NPI13","Betweenness",-1.246376090398
"60","graph 1",NA,"NPI14","Betweenness",-1.09053929001149
"61","graph 1",NA,"NPI15","Betweenness",0.955665654194038
"62","graph 1",NA,"hsns_1","Betweenness",-1.22604955121715
"63","graph 1",NA,"hsns_2","Betweenness",2.89346238943503
"64","graph 1",NA,"hsns_3","Betweenness",-0.31135528807892
"65","graph 1",NA,"hsns_4","Betweenness",0.264563322045152
"66","graph 1",NA,"hsns_5","Betweenness",-0.0606613048484415
"67","graph 1",NA,"hsns_6","Betweenness",1.02342078479687
"68","graph 1",NA,"hsns_7","Betweenness",-0.941478002685257
"69","graph 1",NA,"hsns_8","Betweenness",-1.02955967246894
"70","graph 1",NA,"hsns_9","Betweenness",1.39607400311245
"71","graph 1",NA,"hsns_10","Betweenness",-0.677232993334212
"72","graph 1",NA,"MorIden_1","Betweenness",1.1724820721231
"73","graph 1",NA,"MorIden_2","Betweenness",-0.595926836610814
"74","graph 1",NA,"MorIden_3","Betweenness",-0.663681967213646
"75","graph 1",NA,"MorIden_4","Betweenness",-1.00923313328809
"76","graph 1",NA,"MorIden_5","Betweenness",1.13860450682168
"77","graph 1",NA,"MorIden_6","Betweenness",0.440726661612515
"78","graph 1",NA,"MorIden_7","Betweenness",-0.440090036224301
"79","graph 1",NA,"MorIden_8","Betweenness",-0.175845026873256
"80","graph 1",NA,"MorIden_9","Betweenness",0.576236922818179
"81","graph 1",NA,"MorIden_10","Betweenness",0.610114488119595
"82","graph 1",NA,"moralSeImag_1","Betweenness",0.135828573899771
"83","graph 1",NA,"moralSeImag_2","Betweenness",-0.894049411263275
"84","graph 1",NA,"moralSeImag_3","Betweenness",0.603338975059312
"85","graph 1",NA,"moralSeImag_4","Betweenness",-0.690784019454779
"86","graph 1",NA,"moralSeImag_5","Betweenness",-0.46041657540515
"87","graph 1",NA,"moralSeImag_6","Betweenness",0.264563322045152
"88","graph 1",NA,"moralSeImag_7","Betweenness",-1.07698826389092
"89","graph 1",NA,"moralSeImag_8","Betweenness",0.0274203649352401
"90","graph 1",NA,"moralSeImag_9","Betweenness",-0.575600297429965
"91","graph 1",NA,"sde_1","Betweenness",-0.562049271309398
"92","graph 1",NA,"sde_2","Betweenness",-0.846620819841292
"93","graph 1",NA,"sde_3","Betweenness",-0.0064572003661759
"94","graph 1",NA,"sde_4","Betweenness",2.1413804397436
"95","graph 1",NA,"sde_5","Betweenness",0.359420504889117
"96","graph 1",NA,"sde_6","Betweenness",0.433951148552232
"97","graph 1",NA,"sde_7","Betweenness",-0.995682107167523
"98","graph 1",NA,"sde_8","Betweenness",-0.433314523164017
"99","graph 1",NA,"sde_9","Betweenness",0.928563601952905
"100","graph 1",NA,"sde_10","Betweenness",0.413624609371382
"101","graph 1",NA,"sde_11","Betweenness",1.79582927366916
"102","graph 1",NA,"sde_12","Betweenness",0.969216680314605
"103","graph 1",NA,"sde_13","Betweenness",2.12782941362303
"104","graph 1",NA,"sde_14","Betweenness",-0.108089896270424
"105","graph 1",NA,"sde_15","Betweenness",0.915012575832339
"106","graph 1",NA,"sde_16","Betweenness",0.406849096311099
"107","graph 1",NA,"sde_17","Betweenness",1.050522837038
"108","graph 1",NA,"sde_18","Betweenness",-0.636579914972513
"109","graph 1",NA,"sde_19","Betweenness",1.52480875125783
"110","graph 1",NA,"sde_20","Betweenness",0.901461549711773
"111","graph 1",NA,"IM_1","Betweenness",1.11150245458055
"112","graph 1",NA,"IM_2","Betweenness",0.251012295924586
"113","graph 1",NA,"IM_3","Betweenness",0.955665654194038
"114","graph 1",NA,"IM_4","Betweenness",1.08440040233942
"115","graph 1",NA,"IM_5","Betweenness",-1.23960057733772
"116","graph 1",NA,"IM_6","Betweenness",-0.216498105234955
"117","graph 1",NA,"IM_7","Betweenness",-0.541722732128549
"118","graph 1",NA,"IM_8","Betweenness",-0.412987983983168
"119","graph 1",NA,"IM_9","Betweenness",-0.555273758249115
"120","graph 1",NA,"IM_10","Betweenness",-0.934702489624974
"121","graph 1",NA,"IM_11","Betweenness",-0.534947219068265
"122","graph 1",NA,"IM_12","Betweenness",-0.270702209717221
"123","graph 1",NA,"IM_13","Betweenness",-1.25992711651857
"124","graph 1",NA,"IM_14","Betweenness",-0.250375670536371
"125","graph 1",NA,"IM_15","Betweenness",2.67664597150597
"126","graph 1",NA,"IM_16","Betweenness",0.508481792215347
"127","graph 1",NA,"IM_17","Betweenness",-0.182620539933539
"128","graph 1",NA,"IM_18","Betweenness",-1.19894749897602
"129","graph 1",NA,"IM_19","Betweenness",0.0680734432969393
"130","graph 1",NA,"IM_20","Betweenness",-0.379110418681752
"131","graph 1",NA,"Ability","Betweenness",1.67387003858406
"132","graph 1",NA,"Physical","Betweenness",-0.528171706007982
"133","graph 1",NA,"Material","Betweenness",0.19680819144232
"134","graph 1",NA,"Social","Betweenness",1.34186989863018
"135","graph 1",NA,"Moral","Betweenness",0.921788088892622
"136","graph 1",NA,"SES2","Betweenness",-0.399436957862601
"137","graph 1",NA,"SES1","Betweenness",-1.01600864634837
"138","graph 1",NA,"ability_IAT","Betweenness",-0.263926696656937
"139","graph 1",NA,"moral_IAT","Betweenness",-1.25992711651857
"140","graph 1",NA,"ability_ALT_rt_val","Betweenness",-0.114865409330707
"141","graph 1",NA,"moral_ALT_rt_val","Betweenness",-0.941478002685257
"142","graph 1",NA,"ability_ALT_rt_ref","Betweenness",2.32431929237124
"143","graph 1",NA,"moral_ALT_rt_ref","Betweenness",-0.128416435451273
"144","graph 1",NA,"ability_SRET_EW","Betweenness",-0.14196746157184
"145","graph 1",NA,"moral_SRET_EW","Betweenness",-1.21927403815687
"146","graph 1",NA,"ability_ALT_d_val","Betweenness",-1.1650699336746
"147","graph 1",NA,"moral_ALT_d_val","Betweenness",-1.246376090398
"148","graph 1",NA,"ability_ALT_d_ref","Betweenness",1.35542092475075
"149","graph 1",NA,"moral_ALT_d_ref","Betweenness",0.887910523591206
"150","graph 1",NA,"selfclarity_1","Closeness",-0.340444375341361
"151","graph 1",NA,"selfclarity_2","Closeness",-0.877125825914941
"152","graph 1",NA,"selfclarity_3","Closeness",-0.237697172439538
"153","graph 1",NA,"selfclarity_4","Closeness",0.834706244842154
"154","graph 1",NA,"selfclarity_5","Closeness",-0.142812583499341
"155","graph 1",NA,"selfclarity_6","Closeness",-0.330927531649313
"156","graph 1",NA,"selfclarity_7","Closeness",-0.827437396539552
"157","graph 1",NA,"selfclarity_8","Closeness",-0.48901758402872
"158","graph 1",NA,"selfclarity_9","Closeness",-1.10202715677175
"159","graph 1",NA,"selfclarity_10","Closeness",-0.0257447166296449
"160","graph 1",NA,"selfclarity_11","Closeness",0.0892375859427295
"161","graph 1",NA,"selfclarity_12","Closeness",0.246806475097818
"162","graph 1",NA,"LOT_1","Closeness",0.450475128073355
"163","graph 1",NA,"LOT_2","Closeness",-0.638952447342874
"164","graph 1",NA,"LOT_3","Closeness",0.519984831260924
"165","graph 1",NA,"LOT_4","Closeness",-0.615528210080142
"166","graph 1",NA,"LOT_5","Closeness",-0.460626158972999
"167","graph 1",NA,"LOT_6","Closeness",-0.115173525064467
"168","graph 1",NA,"IPC_1","Closeness",1.89952876604696
"169","graph 1",NA,"IPC_2","Closeness",1.30470874797252
"170","graph 1",NA,"IPC_3","Closeness",1.53124048291923
"171","graph 1",NA,"IPC_4","Closeness",0.551791875757339
"172","graph 1",NA,"IPC_5","Closeness",0.966972199564578
"173","graph 1",NA,"IPC_6","Closeness",1.70008873423562
"174","graph 1",NA,"IPC_7","Closeness",1.65489090485998
"175","graph 1",NA,"IPC_8","Closeness",0.700971766643165
"176","graph 1",NA,"ses_1","Closeness",0.260616137717015
"177","graph 1",NA,"ses_2","Closeness",0.147127494069978
"178","graph 1",NA,"ses_3","Closeness",-0.528665157431952
"179","graph 1",NA,"ses_4","Closeness",0.20665718840332
"180","graph 1",NA,"ses_5","Closeness",0.165378599071871
"181","graph 1",NA,"ses_6","Closeness",-0.0783291195584504
"182","graph 1",NA,"ses_7","Closeness",0.187788311613968
"183","graph 1",NA,"ses_8","Closeness",-0.755913046273484
"184","graph 1",NA,"ses_9","Closeness",-0.05109506808837
"185","graph 1",NA,"ses_10","Closeness",-0.311276781018368
"186","graph 1",NA,"coreself_1","Closeness",0.253221033565891
"187","graph 1",NA,"coreself_2","Closeness",0.734279675358694
"188","graph 1",NA,"coreself_3","Closeness",0.346101054171722
"189","graph 1",NA,"coreself_4","Closeness",0.787335318061641
"190","graph 1",NA,"coreself_5","Closeness",0.151263381044953
"191","graph 1",NA,"coreself_6","Closeness",0.0736047948275354
"192","graph 1",NA,"coreself_7","Closeness",0.130438886999068
"193","graph 1",NA,"coreself_8","Closeness",0.325783713190324
"194","graph 1",NA,"coreself_9","Closeness",0.526959130685125
"195","graph 1",NA,"coreself_10","Closeness",-0.127630710356848
"196","graph 1",NA,"NPI1","Closeness",-0.531062681583808
"197","graph 1",NA,"NPI2","Closeness",-0.85091488203312
"198","graph 1",NA,"NPI3","Closeness",0.364322430177744
"199","graph 1",NA,"NPI4","Closeness",-0.504175478935515
"200","graph 1",NA,"NPI5","Closeness",-0.989208457939486
"201","graph 1",NA,"NPI6","Closeness",-0.0666234157467986
"202","graph 1",NA,"NPI7","Closeness",0.321801321349531
"203","graph 1",NA,"NPI8","Closeness",-1.39102810575653
"204","graph 1",NA,"NPI9","Closeness",-0.570494793309287
"205","graph 1",NA,"NPI10","Closeness",-0.97447027540468
"206","graph 1",NA,"NPI11","Closeness",-1.02728909623699
"207","graph 1",NA,"NPI12","Closeness",-2.49824935301594
"208","graph 1",NA,"NPI13","Closeness",-1.79630194746541
"209","graph 1",NA,"NPI14","Closeness",-1.32472777840179
"210","graph 1",NA,"NPI15","Closeness",0.40921659678901
"211","graph 1",NA,"hsns_1","Closeness",-0.90246968338108
"212","graph 1",NA,"hsns_2","Closeness",1.40222776296991
"213","graph 1",NA,"hsns_3","Closeness",0.753925432857549
"214","graph 1",NA,"hsns_4","Closeness",0.921135601706839
"215","graph 1",NA,"hsns_5","Closeness",0.650013456050671
"216","graph 1",NA,"hsns_6","Closeness",0.378521665226459
"217","graph 1",NA,"hsns_7","Closeness",-0.333181628112379
"218","graph 1",NA,"hsns_8","Closeness",-0.424127604018257
"219","graph 1",NA,"hsns_9","Closeness",0.528729817600115
"220","graph 1",NA,"hsns_10","Closeness",-0.484047569817303
"221","graph 1",NA,"MorIden_1","Closeness",-0.0312341802062743
"222","graph 1",NA,"MorIden_2","Closeness",-0.157487810252334
"223","graph 1",NA,"MorIden_3","Closeness",-0.782210608511296
"224","graph 1",NA,"MorIden_4","Closeness",-1.02257123889448
"225","graph 1",NA,"MorIden_5","Closeness",0.303893537383131
"226","graph 1",NA,"MorIden_6","Closeness",0.75505406944006
"227","graph 1",NA,"MorIden_7","Closeness",0.193529216049715
"228","graph 1",NA,"MorIden_8","Closeness",0.307263185979013
"229","graph 1",NA,"MorIden_9","Closeness",0.570140574019852
"230","graph 1",NA,"MorIden_10","Closeness",0.280886761590468
"231","graph 1",NA,"moralSeImag_1","Closeness",-0.681773062580843
"232","graph 1",NA,"moralSeImag_2","Closeness",-1.09294941493969
"233","graph 1",NA,"moralSeImag_3","Closeness",-0.184740194374817
"234","graph 1",NA,"moralSeImag_4","Closeness",-0.920510830420483
"235","graph 1",NA,"moralSeImag_5","Closeness",-0.470243823328266
"236","graph 1",NA,"moralSeImag_6","Closeness",-0.268303329150949
"237","graph 1",NA,"moralSeImag_7","Closeness",-0.873515763682342
"238","graph 1",NA,"moralSeImag_8","Closeness",-0.291714083583704
"239","graph 1",NA,"moralSeImag_9","Closeness",-0.856825115304195
"240","graph 1",NA,"sde_1","Closeness",0.419110396641449
"241","graph 1",NA,"sde_2","Closeness",0.0802727404060773
"242","graph 1",NA,"sde_3","Closeness",0.843238783610063
"243","graph 1",NA,"sde_4","Closeness",1.32163709389147
"244","graph 1",NA,"sde_5","Closeness",0.619364111074489
"245","graph 1",NA,"sde_6","Closeness",1.20895436258071
"246","graph 1",NA,"sde_7","Closeness",0.338662169958208
"247","graph 1",NA,"sde_8","Closeness",0.38146718750989
"248","graph 1",NA,"sde_9","Closeness",1.41081604704385
"249","graph 1",NA,"sde_10","Closeness",1.20506985527622
"250","graph 1",NA,"sde_11","Closeness",1.6681697406457
"251","graph 1",NA,"sde_12","Closeness",1.23923809916317
"252","graph 1",NA,"sde_13","Closeness",1.66606640989798
"253","graph 1",NA,"sde_14","Closeness",0.565721032702393
"254","graph 1",NA,"sde_15","Closeness",1.09719316695457
"255","graph 1",NA,"sde_16","Closeness",1.00060090264623
"256","graph 1",NA,"sde_17","Closeness",1.47089971154689
"257","graph 1",NA,"sde_18","Closeness",0.195244049631542
"258","graph 1",NA,"sde_19","Closeness",1.04683227336662
"259","graph 1",NA,"sde_20","Closeness",1.0478734402872
"260","graph 1",NA,"IM_1","Closeness",1.37502221830263
"261","graph 1",NA,"IM_2","Closeness",0.780208107553483
"262","graph 1",NA,"IM_3","Closeness",1.28689398728916
"263","graph 1",NA,"IM_4","Closeness",0.852463531806949
"264","graph 1",NA,"IM_5","Closeness",-0.105371768207521
"265","graph 1",NA,"IM_6","Closeness",-0.107739789554862
"266","graph 1",NA,"IM_7","Closeness",0.312194559765488
"267","graph 1",NA,"IM_8","Closeness",0.586757520669087
"268","graph 1",NA,"IM_9","Closeness",-0.121176967089095
"269","graph 1",NA,"IM_10","Closeness",-0.948233221422821
"270","graph 1",NA,"IM_11","Closeness",-0.0787630771158924
"271","graph 1",NA,"IM_12","Closeness",0.140089724922395
"272","graph 1",NA,"IM_13","Closeness",-1.02072432222508
"273","graph 1",NA,"IM_14","Closeness",-0.0865450412295539
"274","graph 1",NA,"IM_15","Closeness",1.66824291621309
"275","graph 1",NA,"IM_16","Closeness",0.311377807281471
"276","graph 1",NA,"IM_17","Closeness",0.420562203908193
"277","graph 1",NA,"IM_18","Closeness",-1.3939564951931
"278","graph 1",NA,"IM_19","Closeness",1.04067304344214
"279","graph 1",NA,"IM_20","Closeness",0.147886963657045
"280","graph 1",NA,"Ability","Closeness",1.33564724386509
"281","graph 1",NA,"Physical","Closeness",0.734401008597472
"282","graph 1",NA,"Material","Closeness",0.831891447236288
"283","graph 1",NA,"Social","Closeness",1.21468884316417
"284","graph 1",NA,"Moral","Closeness",0.851889907151391
"285","graph 1",NA,"SES2","Closeness",-0.0907028596041611
"286","graph 1",NA,"SES1","Closeness",-0.306651649749192
"287","graph 1",NA,"ability_IAT","Closeness",-1.74699856384183
"288","graph 1",NA,"moral_IAT","Closeness",-2.32530616311336
"289","graph 1",NA,"ability_ALT_rt_val","Closeness",-1.77715452263786
"290","graph 1",NA,"moral_ALT_rt_val","Closeness",-2.98587022136483
"291","graph 1",NA,"ability_ALT_rt_ref","Closeness",-1.41406844687272
"292","graph 1",NA,"moral_ALT_rt_ref","Closeness",-2.79048357137644
"293","graph 1",NA,"ability_SRET_EW","Closeness",-0.192559135751175
"294","graph 1",NA,"moral_SRET_EW","Closeness",-0.630418642136813
"295","graph 1",NA,"ability_ALT_d_val","Closeness",-1.96234254550107
"296","graph 1",NA,"moral_ALT_d_val","Closeness",-2.91619481522742
"297","graph 1",NA,"ability_ALT_d_ref","Closeness",-1.62398159606713
"298","graph 1",NA,"moral_ALT_d_ref","Closeness",-2.62182231217582
"299","graph 1",NA,"selfclarity_1","Strength",-0.08462724757951
"300","graph 1",NA,"selfclarity_2","Strength",0.827307457262068
"301","graph 1",NA,"selfclarity_3","Strength",-0.872671158961302
"302","graph 1",NA,"selfclarity_4","Strength",0.443339965922188
"303","graph 1",NA,"selfclarity_5","Strength",0.232857132374177
"304","graph 1",NA,"selfclarity_6","Strength",0.279368707447382
"305","graph 1",NA,"selfclarity_7","Strength",-0.761155375053436
"306","graph 1",NA,"selfclarity_8","Strength",0.56066618869199
"307","graph 1",NA,"selfclarity_9","Strength",-0.0645397989308218
"308","graph 1",NA,"selfclarity_10","Strength",-0.303662268168645
"309","graph 1",NA,"selfclarity_11","Strength",0.645553765407701
"310","graph 1",NA,"selfclarity_12","Strength",0.922173461400866
"311","graph 1",NA,"LOT_1","Strength",-0.376055649358576
"312","graph 1",NA,"LOT_2","Strength",-0.184367745773605
"313","graph 1",NA,"LOT_3","Strength",0.619576983154316
"314","graph 1",NA,"LOT_4","Strength",-0.35157146991707
"315","graph 1",NA,"LOT_5","Strength",0.301875988129901
"316","graph 1",NA,"LOT_6","Strength",-1.24924095028476
"317","graph 1",NA,"IPC_1","Strength",1.78041564386088
"318","graph 1",NA,"IPC_2","Strength",-0.302001347729507
"319","graph 1",NA,"IPC_3","Strength",0.790970723349924
"320","graph 1",NA,"IPC_4","Strength",-1.08343945256265
"321","graph 1",NA,"IPC_5","Strength",0.206506494219907
"322","graph 1",NA,"IPC_6","Strength",0.780255199607681
"323","graph 1",NA,"IPC_7","Strength",1.15721963833845
"324","graph 1",NA,"IPC_8","Strength",-0.685799593036794
"325","graph 1",NA,"ses_1","Strength",0.643797783257887
"326","graph 1",NA,"ses_2","Strength",-0.284567130404655
"327","graph 1",NA,"ses_3","Strength",0.267474878677349
"328","graph 1",NA,"ses_4","Strength",-0.0890507115933088
"329","graph 1",NA,"ses_5","Strength",-0.112697251189378
"330","graph 1",NA,"ses_6","Strength",0.477585534455228
"331","graph 1",NA,"ses_7","Strength",0.694116509247663
"332","graph 1",NA,"ses_8","Strength",-1.5227568451869
"333","graph 1",NA,"ses_9","Strength",0.660733388656294
"334","graph 1",NA,"ses_10","Strength",-0.304968614639524
"335","graph 1",NA,"coreself_1","Strength",1.04080020155689
"336","graph 1",NA,"coreself_2","Strength",1.24829190372878
"337","graph 1",NA,"coreself_3","Strength",0.9568393587983
"338","graph 1",NA,"coreself_4","Strength",0.462993833621132
"339","graph 1",NA,"coreself_5","Strength",0.0280458354286948
"340","graph 1",NA,"coreself_6","Strength",1.15970598419581
"341","graph 1",NA,"coreself_7","Strength",1.33746251571913
"342","graph 1",NA,"coreself_8","Strength",1.02892023665813
"343","graph 1",NA,"coreself_9","Strength",0.462520375182728
"344","graph 1",NA,"coreself_10","Strength",0.0165730575138565
"345","graph 1",NA,"NPI1","Strength",-0.676869972847336
"346","graph 1",NA,"NPI2","Strength",1.03992125028213
"347","graph 1",NA,"NPI3","Strength",1.13599910356476
"348","graph 1",NA,"NPI4","Strength",0.372169388959297
"349","graph 1",NA,"NPI5","Strength",-0.864069893743677
"350","graph 1",NA,"NPI6","Strength",-0.138790180409851
"351","graph 1",NA,"NPI7","Strength",-0.347539326594184
"352","graph 1",NA,"NPI8","Strength",-1.13417022406914
"353","graph 1",NA,"NPI9","Strength",-2.47682281674007
"354","graph 1",NA,"NPI10","Strength",0.384150881760881
"355","graph 1",NA,"NPI11","Strength",0.538306822668816
"356","graph 1",NA,"NPI12","Strength",-3.47449421479918
"357","graph 1",NA,"NPI13","Strength",-2.1154678219782
"358","graph 1",NA,"NPI14","Strength",-2.52704100922412
"359","graph 1",NA,"NPI15","Strength",0.397629677669404
"360","graph 1",NA,"hsns_1","Strength",-0.588447669089292
"361","graph 1",NA,"hsns_2","Strength",1.11884179962998
"362","graph 1",NA,"hsns_3","Strength",-0.388953097037061
"363","graph 1",NA,"hsns_4","Strength",-0.818258422259034
"364","graph 1",NA,"hsns_5","Strength",0.493555296312296
"365","graph 1",NA,"hsns_6","Strength",-0.637455613502258
"366","graph 1",NA,"hsns_7","Strength",-0.861639648868314
"367","graph 1",NA,"hsns_8","Strength",-1.379531498814
"368","graph 1",NA,"hsns_9","Strength",-1.02156076603896
"369","graph 1",NA,"hsns_10","Strength",0.0953253429731109
"370","graph 1",NA,"MorIden_1","Strength",-0.0773808170991919
"371","graph 1",NA,"MorIden_2","Strength",0.0591195337432675
"372","graph 1",NA,"MorIden_3","Strength",-2.43484714904497
"373","graph 1",NA,"MorIden_4","Strength",-1.79530829087926
"374","graph 1",NA,"MorIden_5","Strength",1.00946163856914
"375","graph 1",NA,"MorIden_6","Strength",0.0435924503238428
"376","graph 1",NA,"MorIden_7","Strength",0.448537741740707
"377","graph 1",NA,"MorIden_8","Strength",-0.642168429381384
"378","graph 1",NA,"MorIden_9","Strength",0.0588867012169675
"379","graph 1",NA,"MorIden_10","Strength",-0.172755438476269
"380","graph 1",NA,"moralSeImag_1","Strength",0.998481253986339
"381","graph 1",NA,"moralSeImag_2","Strength",-0.42040422112939
"382","graph 1",NA,"moralSeImag_3","Strength",0.72636300011077
"383","graph 1",NA,"moralSeImag_4","Strength",-0.154113193760379
"384","graph 1",NA,"moralSeImag_5","Strength",0.307202945053898
"385","graph 1",NA,"moralSeImag_6","Strength",-0.0994813601609765
"386","graph 1",NA,"moralSeImag_7","Strength",0.693726684087024
"387","graph 1",NA,"moralSeImag_8","Strength",0.408063131985535
"388","graph 1",NA,"moralSeImag_9","Strength",-0.289906076875442
"389","graph 1",NA,"sde_1","Strength",-0.829313363308562
"390","graph 1",NA,"sde_2","Strength",0.640090403326008
"391","graph 1",NA,"sde_3","Strength",0.159963714292102
"392","graph 1",NA,"sde_4","Strength",0.741651406604093
"393","graph 1",NA,"sde_5","Strength",0.381488089124745
"394","graph 1",NA,"sde_6","Strength",2.56287928713967
"395","graph 1",NA,"sde_7","Strength",-0.472490531336727
"396","graph 1",NA,"sde_8","Strength",-0.760725175687993
"397","graph 1",NA,"sde_9","Strength",0.947811859942844
"398","graph 1",NA,"sde_10","Strength",1.35668795270339
"399","graph 1",NA,"sde_11","Strength",0.401829146166358
"400","graph 1",NA,"sde_12","Strength",1.21170958342232
"401","graph 1",NA,"sde_13","Strength",1.71046830527438
"402","graph 1",NA,"sde_14","Strength",-0.150357256618346
"403","graph 1",NA,"sde_15","Strength",0.30802694664371
"404","graph 1",NA,"sde_16","Strength",0.158024262488155
"405","graph 1",NA,"sde_17","Strength",1.24072435294069
"406","graph 1",NA,"sde_18","Strength",-0.146321297821397
"407","graph 1",NA,"sde_19","Strength",-0.317229137545044
"408","graph 1",NA,"sde_20","Strength",0.959275079236647
"409","graph 1",NA,"IM_1","Strength",1.25741837752682
"410","graph 1",NA,"IM_2","Strength",0.953261453582177
"411","graph 1",NA,"IM_3","Strength",0.768928730155509
"412","graph 1",NA,"IM_4","Strength",1.09891906249651
"413","graph 1",NA,"IM_5","Strength",0.625637622491002
"414","graph 1",NA,"IM_6","Strength",-0.0704708135197429
"415","graph 1",NA,"IM_7","Strength",0.728568649449134
"416","graph 1",NA,"IM_8","Strength",-0.423673626223666
"417","graph 1",NA,"IM_9","Strength",0.0749409165261589
"418","graph 1",NA,"IM_10","Strength",-1.64874703705579
"419","graph 1",NA,"IM_11","Strength",-1.11089135150999
"420","graph 1",NA,"IM_12","Strength",0.305027994645765
"421","graph 1",NA,"IM_13","Strength",-2.18836430921178
"422","graph 1",NA,"IM_14","Strength",-0.395130784436471
"423","graph 1",NA,"IM_15","Strength",1.62212266543311
"424","graph 1",NA,"IM_16","Strength",0.9829546380043
"425","graph 1",NA,"IM_17","Strength",0.15579133611394
"426","graph 1",NA,"IM_18","Strength",-1.80690239975673
"427","graph 1",NA,"IM_19","Strength",1.06597070509856
"428","graph 1",NA,"IM_20","Strength",0.397948236501262
"429","graph 1",NA,"Ability","Strength",1.47066547055943
"430","graph 1",NA,"Physical","Strength",0.0894441790591817
"431","graph 1",NA,"Material","Strength",0.212243340147434
"432","graph 1",NA,"Social","Strength",0.894366218959298
"433","graph 1",NA,"Moral","Strength",0.0823642246558794
"434","graph 1",NA,"SES2","Strength",0.00610392136140571
"435","graph 1",NA,"SES1","Strength",-0.531857732069103
"436","graph 1",NA,"ability_IAT","Strength",-2.65079005917943
"437","graph 1",NA,"moral_IAT","Strength",-2.97494550427122
"438","graph 1",NA,"ability_ALT_rt_val","Strength",-0.476503920987929
"439","graph 1",NA,"moral_ALT_rt_val","Strength",-0.423925613567387
