"","ID","ability_IAT","moral_IAT","ability_ALT_rt_val","moral_ALT_rt_val","ability_ALT_rt_ref","moral_ALT_rt_ref","ability_SRET_EW","moral_SRET_EW","ability_ALT_d_val","moral_ALT_d_val","ability_ALT_d_ref","moral_ALT_d_ref"
"50","phase_007_subj_12",0.237,0.408,-101.510165484634,57.1675531914893,-106.793236714976,51.5633865248227,5,10,-1.4259117674999,1.42356633449867,-1.40400745274434,0.600321872964577
"51","phase_007_subj_13",-0.091,0.41,144.370567375887,74.8874113475177,29.9875886524823,-3.5,9,9,1.1862689946252,1.0568607702866,-0.934771330790829,-0.0447604947462006
"52","phase_007_subj_16",0.728,0.691,-24.6662234042553,60.5416666666666,29.125,57.8958333333333,7,10,-0.342049665116571,1.88026403896196,0.493093005710298,1.05282977719432
"53","phase_007_subj_17",0.334,0.071,12.5416666666667,91.25,10.75,81.0505319148937,9,10,0.799118336160502,1.42823334195675,0.809842529794417,1.71495858130405
"54","phase_007_subj_18",0.287,1.043,81.4756205673759,38.75,71.9583333333334,42.5833333333334,10,10,0.961138347177129,0.709639278364999,0.931684514295855,0.923311190373595
"55","phase_007_subj_19",0.122,-0.023,93.1405141843971,9.72916666666663,93.5833333333334,35.8364361702128,9,10,1.87793487975767,-0.959009740179893,1.03694034215296,0.453737817031695
"56","phase_007_subj_21",0.376,-0.2,76,59.9791666666666,45.8541666666667,-32.6551418439717,7,10,0.205752243225428,1.5487456918325,0.498942459246057,0.817189536814354
"57","phase_007_subj_3",0.641,0.701,82.7854609929078,70.7291666666666,24.4521276595744,94.9375,7,9,1.42486108510066,1.42384477923854,1.33561837848808,1.81448196248216
"58","phase_007_subj_4",0.632,0.845,-102.583333333333,-54.8089539007092,45.5416666666667,-13.2672872340426,10,9,-0.274157206556033,-0.884112431255228,-0.52924740797312,-1.1737190360789
"59","phase_007_subj_5",0.131,0.632,60.1666666666666,72.2916666666666,46.3541666666666,52.7083333333333,9,10,1.03580939184387,1.07507731944995,1.36433106717446,0.645075017833268
"60","phase_007_subj_6",1.084,1.066,-39.0833333333334,34.4255319148937,-52.2083333333334,-9.66666666666663,8,10,-0.495847568081763,0.235473299996199,-0.312919753807456,-0.641400083239122
"61","phase_007_subj_8",0.325,0.149,58.1875,150.752216312057,81.7291666666666,169.77304964539,7,10,0.0433142365648176,1.4805629646014,0.904830557126939,1.41688156920448
"62","phase_008_subj_1",0.818,0.85,-16.3541666666666,67.1666666666666,81.3958333333334,-26.3125,8,10,-2.05945626795848,0.927905864894171,-0.348387862138968,-0.764242830020544
"63","phase_008_subj_10",0.095,0.629,97.9596631205674,143.02761627907,8.27216312056737,23.75,7,9,0.745758708881475,1.49562888461543,0.639022591666031,-0.373232473831026
"64","phase_008_subj_11",0.679,0.854,-18.1041666666667,40.4583333333333,-44.9375,-45.0416666666667,8,10,-0.435745447021153,0.381490502204455,-0.565696040655383,-0.496075220612448
"65","phase_008_subj_12",0.726,0.91,-70.4166666666667,-4.125,-7.6875,-38.9166666666666,8,8,-1.11487824649906,-0.338131578876095,-0.62429310301745,-0.197916955038525
"66","phase_008_subj_13",0.724,0.658,85.8333333333334,57.4166666666666,78.8958333333334,122.229166666667,8,10,1.05481785080539,1.32165417931671,0.778858867515937,1.38135145252491
"67","phase_008_subj_14",0.562,0.686,41.5265957446809,74.4685990338164,-16.7083333333334,119.890821256039,9,9,1.40872221120481,-0.080386419816473,0.315787424649979,1.48315986972726
"68","phase_008_subj_15",0.719,-0.066,65.3333333333333,215.833333333333,77.4375,210.753102836879,9,10,-0.00876498676748216,2.30788357863806,1.04406479042684,1.79435976227032
"69","phase_008_subj_16",0.31,0.414,68.125,-46.1604609929078,36.125,35.2978723404256,6,8,-0.280963652694783,0.0554286376795239,1.05405550292649,1.08646048424185
"70","phase_008_subj_17",0.718,0.71,-32.9166666666666,144.028368794326,-23.8958333333334,176,10,10,-0.056631889097734,1.46489160639986,0.1099484333718,1.81303252342209
"71","phase_008_subj_18",0.422,0.745,-0.761968085106332,-7.77083333333337,46.876329787234,-20.1041666666666,6,10,-0.990090492664058,0.529007438563209,0.348151001734289,-0.168333099480005
"72","phase_008_subj_19",0.953,0.707,91.4166666666666,34.6449468085107,56.3125,40.3324468085107,9,9,0.7825131034048,0.168113434219417,-0.311954506234835,-0.200031668654316
"73","phase_008_subj_2",0.853,0.704,212.562943262411,17.3363636363637,92.2437943262411,67.7533849129594,8,9,0.492412310638273,0.818830265878445,-0.410756540375165,0.755066635183899
"74","phase_008_subj_20",0.728,0.65,61.0886524822696,204.125,32.75,216.514627659574,5,10,0.683212503265008,2.78617403582203,0.697340538043214,2.87848139289284
"75","phase_008_subj_8",-0.008,0.395,23.9574468085107,-9.7203014184397,102.318262411348,41.321365248227,7,9,0.218712512880271,0.190921505260225,1.10110527253132,0.794178853235731
"76","phase_009_subj_1",0.197,0.037,37.5833333333334,116.229166666667,85.4583333333334,9.4375,10,10,0.124832566037542,0.473502835059148,-0.305169735579143,0.772699516914306
"77","phase_009_subj_10",0.572,0.073,43.9815891472869,60.9555555555555,-31.7437943262411,9.33333333333337,9,10,0.529811515743456,1.30515145354401,0.476166926697766,0.917297528297121
"78","phase_009_subj_11",0.995,0.818,7,27.3958333333334,-17,-9.91666666666663,7,9,0.119682574047123,0.430106336817875,-1.19410080461104,0.202822326991652
"79","phase_009_subj_12",0.277,0.741,125.395833333333,-130.212765957447,83.4791666666666,-143.471187943262,10,10,0.400201203830833,-1.36063693208754,-0.0854674476644748,-1.3728027485237
"80","phase_009_subj_13",1.118,0.496,144.124556737589,143.875,80.6382978723404,82.2916666666666,8,9,1.83299781335918,2.31806144496406,1.14612896989405,1.88026403896196
"81","phase_009_subj_14",0.614,0.729,94.6808510638298,112.041666666667,112.961879432624,95.1883865248227,-1,2,1.93618484436374,1.00194957984518,1.3874022550148,0.818076971958849
"82","phase_009_subj_15",0.514,0.403,82.8260047281324,130.744680851064,59.5398936170212,170.175413711584,9,9,0.586725770266446,-1.18671977234554,0.157661929657206,0.231977113964064
"83","phase_009_subj_16",0.268,0.592,74.2083333333333,-17.231884057971,60.239804964539,32.080615942029,9,10,2.2223360490645,-0.200722638262908,1.83568472523143,0.338951077813531
"84","phase_009_subj_18",0.515,0.274,117.571808510638,135.076992753623,73.1675531914893,185.125,5,10,1.52046038869675,2.26272181084187,1.25651888648737,1.86580204320757
"85","phase_009_subj_19",0.73,0.575,39.2708333333334,53.2708333333333,-14.9583333333334,13.3958333333333,9,9,-0.459071713019557,-0.215210174110559,-1.27836067148656,-0.463456842358319
"86","phase_009_subj_20",0.114,-0.279,7.58333333333337,71.2340425531914,31.0625,-19.125,9,10,0.136584815627609,0.546784524706134,0.939522197098722,0.118474408771733
"87","phase_009_subj_21",0.334,-0.08,90.5074005550416,-78.0869565217391,31.1595744680851,-33.8665318503539,5,10,0.930126677279018,-1.53008506621684,0.0382740252674729,-0.469473658466309
"88","phase_009_subj_22",0.233,0.348,-42.0625,141.02304964539,14.9375,122.166666666667,2,6,-0.491855443846881,1.56860645424,0.300394339998358,1.7851097101343
"89","phase_009_subj_23",0.352,0.579,75.7291666666666,80.4583333333334,55.7291666666666,47.0625,7,10,0.900308086807441,0.0723896756178606,-0.193071761163419,1.22236907552459
"90","phase_009_subj_5",0.125,0.999,26.875,64.1666666666666,46.1041666666666,41.4375,8,10,0.270068840624211,0.371452509546262,1.04187539199542,0.371452509546262
"91","phase_009_subj_6",0.157,0.48,140.15469858156,19.3958333333334,123.048315602837,10.4348404255319,3,8,1.70952140613099,1.05681778753568,1.18896881949702,0.848953486782067
"92","phase_009_subj_7",0.603,0.453,160.258421985816,215.388257575758,144.208333333333,100.270833333333,9,9,1.19370717501,1.28981939265079,1.24556450128847,1.26009039810231
"93","phase_009_subj_8",0.28,0.447,113.875,109.971187943262,113.44725177305,63.3045212765958,6,9,0.670230728495703,1.31664200636913,0.70164118412054,0.847334531756984
"94","phase_009_subj_9",0.29,0.647,31.6817375886525,17.2898550724638,39.2987588652483,8.16666666666674,8,9,-0.2193387107892,-0.420369390980346,0.58792090936333,0.903345696779014
"95","phase_010_subj_1",0.345,0.824,75.7083333333334,46,29.5048758865248,28.8125,2,9,1.27494967296045,1.68554612852556,0.246414375494952,1.54119170131964
"96","phase_010_subj_11",0.217,0.538,1.77083333333337,12.6666666666666,31.6378546099291,12.2291666666666,9,9,-0.624629252311057,0.816193782854039,0.0236394707339649,0.735358334073473
"97","phase_010_subj_12",0.941,0.604,-3.66666666666663,-52.4791666666667,9.875,-34.625,5,9,-1.1194777224082,-0.959852393242207,-0.99926806868215,-0.629926428941316
"98","phase_010_subj_13",0.637,0.777,23.6041666666666,56.7291666666666,31.8541666666666,61.0625,3,5,1.75320355645095,0.990070352260729,-0.502713587348842,1.2473372534339
"99","phase_010_subj_16",0.574,0.572,113.977393617021,123.770833333333,98.5,84.25,2,10,0.844700802693362,-0.123030789304123,0.305169735579143,0.784817828161636
"100","phase_010_subj_19",1.076,0.807,24.5833333333334,103.63475177305,16.6875,33.8125,9,10,1.29524008783987,1.07578670490861,1.20992614171062,0.703854877031687
"101","phase_010_subj_2",0.172,0.482,-9.14583333333326,-84.3076241134752,-55.625,-45.8909574468086,5,7,0.487233766200662,-0.669372367528466,-0.364546165766564,-0.0836970171586744
"102","phase_010_subj_20",0.416,0.121,48.8333333333334,66.7083333333334,44.4330673758866,35.7083333333334,4,9,0.897626012592534,1.44959064765079,1.19505566898234,0.827002254954139
"103","phase_010_subj_21",0.206,0.403,29.9601063829788,65.4057971014493,121.468085106383,-34.6875,7,8,1.02945988966655,0.604939388050267,0.848445893751783,0.941419527278897
"104","phase_010_subj_22",0.768,0.586,-39.446365248227,0.75,17.3570767807585,42.1458333333334,5,9,-0.299504981728877,-0.303002295167706,-0.546991840266166,-0.423903925406444
"105","phase_010_subj_24",0.086,-0.221,1.5,69.0771276595744,5.52083333333326,104.368794326241,7,9,0.579326942135171,0.0459294318006052,1.43071079850562,-0.898650567761541
"106","phase_010_subj_3",0.067,-0.317,8.14583333333337,17.5625,58.4791666666666,-6.3741134751773,8,10,0.747660041615178,0.120982337486639,1.93486882651344,-0.261039429208533
"107","phase_010_subj_6",0.403,0.703,23.2969472710453,172.545833333333,30.9848699763593,110.606826241135,6,10,1.07406318523597,1.20480914858461,-0.0352398617882348,0.409940481070758
"108","phase_010_subj_7",0.86,1.187,101.198611111111,62.7146739130435,92.7092391304348,104.495833333333,9,9,0.121902425240677,1.54279050210148,1.19303882692905,0.392976647982988
"109","phase_010_subj_9",0.809,0.47,31,19.6945921985815,-21.625,11.2987588652483,8,9,0.765661934279405,0.37705152184171,-0.250800033535524,-0.0332912515284485
"110","phase_011_subj_1",0.047,0.239,79.7039007092199,67.4791666666667,37.9583333333333,135.583333333333,10,9,0.360143923319411,0.473502835059148,-0.579326942135177,0.61050121753285
"111","phase_011_subj_10",0.4,0.221,55,54.6077898550725,68.2083333333334,137.339982269504,3,10,0.136998382473702,-0.259138133990412,0.954278491147659,0.955232760578989
"112","phase_011_subj_13",0.655,0.948,132.351449275362,75.1480496453901,-3.16666666666674,137.339539007092,8,9,0.634236746175359,0.966616467655577,0.177554762157182,0.859243350405056
"113","phase_011_subj_14",0.453,0.019,35.9166666666666,126.416666666667,4.64583333333326,60.9623226950355,0,8,0.991364697436281,2.1122823311943,0.367911142839461,1.45730787845375
"114","phase_011_subj_16",0.158,0.169,-26.751329787234,12.3958333333333,-116.125,-64.1041666666667,-2,9,0.366300817060719,0.200060779141722,-0.651145262324239,-0.557364826394376
"115","phase_011_subj_17",1.023,0.816,140.895833333333,139.484601449275,154.208333333333,93.3541666666666,9,10,0.869463434031676,0.816849535881819,1.43456897287246,0.421195257876118
"116","phase_011_subj_18",0.466,0.468,88.8142730496454,6.625,74.1458333333333,57.4375,8,8,0.821256865786089,-0.540412071555276,0.0648595704502259,0.217929020456609
"117","phase_011_subj_19",0.38,0.388,1.66666666666663,62.375,23.2083333333333,28.75,7,8,-0.334988542968227,-0.0286052805847836,0.492445718799412,0.750343636491601
"118","phase_011_subj_2",-0.305,0.918,159.104166666667,-129.333333333333,148.916666666667,-44.8333333333334,4,9,0.29293181590562,-2.41716084436878,-0.871868713829988,-1.8378339022336
"119","phase_011_subj_20",0.6,0.017,192.583333333333,55.9166666666667,27.6737588652483,99.167109929078,5,9,2.8506562305086,1.8001142204248,1.21434737552916,1.09083306908571
"120","phase_011_subj_22",0.172,0.349,88.5416666666667,90.550975177305,34.375,98.7291666666666,9,10,1.6870658265913,1.65182854740104,1.12136978593591,1.42384477923854
"121","phase_011_subj_23",0.031,0.593,79.6875,96.9583333333334,64.2708333333334,88.5833333333334,7,8,0.232294389877827,0.120036839529051,-0.198417911691957,0.553755940250273
"122","phase_011_subj_24",-0.058,-0.009,-36.9375,3.82427536231876,51.9747340425532,-25.6498226950355,7,8,-0.327013874700101,-0.305422044277884,-0.0138018611089039,-0.867837118472003
"123","phase_011_subj_25",0.742,0.541,-117.989361702128,152.145833333333,-59.4685283687943,172.416666666667,8,10,-1.36891000328503,1.60838749417801,-0.789583061149851,0.77867257063829
"124","phase_011_subj_3",0.069,0.389,20.3541666666667,-26.5416666666666,6.39583333333337,-37.5,9,10,0.709146580920315,0.412391697420434,0.62887157383749,0.145099997487563
"125","phase_011_subj_4",0.584,0.826,156.83865248227,158.678191489362,165.729166666667,93.2708333333334,9,10,1.16840860362579,1.91478560530594,1.90493103805637,1.54042763976711
"126","phase_011_subj_5",0.726,0.533,2.25,-20.239804964539,60.4875886524823,-137.260638297872,9,10,-0.248399907793484,-1.0706401859401,-0.232386786548956,-2.05300186587143
"127","phase_011_subj_6",0.437,0.748,-43.6458333333334,81.125,63.3333333333334,86.0208333333333,9,10,0.43812239130219,0.652705103140307,1.38185965914522,1.69305431710276
"128","phase_011_subj_7",0.413,0.727,4.56604609929082,81.0780141843971,75.8125,95.7291666666667,8,9,-1.93866008633688,1.28278882451862,-0.424216716146965,1.50657962239196
"129","phase_011_subj_8",0.424,0.064,146.854166666667,103.645833333333,119.395833333333,195.15469858156,10,10,1.71883559823123,1.05282977719432,1.66335554523026,2.03888772917147
"130","phase_011_subj_9",-0.292,0.213,111.294444444444,89.5625,24.6684397163122,6.08333333333326,7,9,0.706538202505657,1.73434022811215,-0.0348002636232976,0.529049495536291
"131","phase_012_subj_10",0.936,0.182,91.9583333333334,38.3913043478261,25.4787234042553,-6.25716928769657,9,9,0.445943759563184,0.263310258705042,-0.0626418693446034,0.235337325837631
"132","phase_012_subj_11",-0.124,0.868,94.5625,-38.9166666666666,-46.7083333333334,30.6968085106383,6,9,-0.0702616099965967,-0.661298029021544,-1.82258671866681,0.0715824369604074
"133","phase_012_subj_12",0.218,0.146,13.8085106382979,-95.9312943262411,103.187056737589,45.1914893617021,5,9,-0.864816717534688,-1.67948328698192,1.16595462155533,-0.530467450125148
"134","phase_012_subj_13",0.535,0.147,110.709219858156,-115.055407801418,70.1458333333333,-110.291666666667,5,9,0.580287401808571,-1.90577729704361,0.892128415767279,-1.15992339157272
"135","phase_012_subj_14",-0.366,0.653,-44.4375,112.75,63.3958333333334,108.6875,10,10,-1.05282977719432,1.61952875544517,1.45515308094559,2.07081876457221
"136","phase_012_subj_15",0.18,0.562,54.011524822695,-7.66666666666663,28.625,5.15381205673759,8,9,1.28744387528832,0.785800317955301,0.907848617465761,0.623543063269127
"137","phase_012_subj_16",0.131,0.147,6.77083333333337,41.3134057971014,72.6458333333334,78.8333333333333,9,10,0.557595983850309,0.632256726320796,1.13891099959655,1.01928110455042
"138","phase_012_subj_17",0.588,0.287,59.5,7.85416666666674,-48.6458333333334,58.9583333333334,9,10,-0.224561758086645,-0.273741511502645,-0.0790092429292859,-0.646973985333671
"139","phase_012_subj_2",0.292,0.227,119.833333333333,84.1538011695907,108.3125,97.2972222222222,8,9,0.502194320061523,0.89823325739146,0.749716933206705,1.10743340731198
"140","phase_012_subj_20",0.442,1.2,98.5833333333334,19.9791666666667,73.9166666666667,-8.4375,-1,5,0.862249135458686,0.197543851769699,0.862249135458686,-4.44089209850063e-16
"141","phase_012_subj_21",0.919,1.198,73.3408687943262,95.1875,167.149379432624,158.3125,8,10,1.35753736532529,1.40150004621593,2.30145255139713,2.92125443733256
"142","phase_012_subj_3",0.457,0.31,39.0172872340426,6.63864734299511,0.145833333333371,18.7736111111111,9,5,1.30669396451133,-0.435137842791367,-0.0810854453926146,-0.905268085357634
"143","phase_012_subj_4",0.221,0.507,32.2916666666667,-16.7021276595746,-15.75,76.5531914893617,8,9,-1.15865388427035,0.266205812888391,-0.371058896731561,0.750771587429998
"144","phase_012_subj_5",0.206,0.84,66.0833333333333,87.2916666666667,82.7291666666666,65.1041666666667,4,9,-0.274157206556029,1.23316694673592,1.49278393960957,1.84366816426877
"145","phase_012_subj_6",0.147,0.599,71.5744680851063,64.5921985815603,87.4826154644525,16.9751773049645,5,9,0.452968257024,0.590555402688232,1.29641283884738,-0.100630847839966
"146","phase_012_subj_7",0.524,0.782,73.2083333333334,-1.97916666666663,85.5416666666666,-45.75,7,10,0.398387201471931,0,0.0694039283580175,0.179281378553365
"147","phase_012_subj_8",0.354,0.236,-59.5625,69.9583333333334,-17.2916666666666,38.0527482269504,10,10,-0.971308341262008,1.34016147554915,-0.600293339217786,1.15844003226021
"148","phase_013_subj_10",0.164,0.377,17.6968085106383,-14.3958333333334,1.12234042553189,-6.5,-4,8,-0.0503993926657593,-0.14313816209584,-0.690115039846833,-0.475854805800888
"149","phase_013_subj_11",0.784,0.622,2.77393617021278,-24.8541666666667,17.8125,27.375,1,4,0.85027470478791,1.21724671454187,0.998788807961289,1.24010246020047
"150","phase_013_subj_13",0.254,-0.056,74.9468085106383,87.761524822695,32.8191489361702,59.2708333333334,8,10,0.139172098353758,-0.251138019447459,-0.566922223508652,0.41456954740161
"151","phase_013_subj_17",-0.668,-0.081,108.227836879433,126.270833333333,66.125,90.6041666666667,6,10,2.39590522767113,1.63956137314757,1.54805772058672,0.686159643881943
"152","phase_013_subj_18",0.654,0.408,98.125,51.1666666666666,124.729166666667,8.52083333333337,8,10,1.6321567193295,-0.239280574426725,1.35619773604005,-0.0107241936339144
"153","phase_013_subj_19",0.794,0.764,40.4782608695652,14.8085106382979,-63.9166666666666,70.6085992907801,9,8,0.825147328797786,0.313964031988358,-0.0676909378858346,1.33754933225999
"154","phase_013_subj_2",0.236,0.449,69.6653368794326,-79.7916666666666,85.9148936170213,11.0153985507246,8,6,2.5654007198098,-1.70817704100653,1.41888439415571,-0.877805749545443
"155","phase_013_subj_21",0.337,0.656,0.987588652482259,60.9072463768116,29.1375886524822,60.7193675889328,9,10,0.310582257418712,0.713466941876098,0.647620404480421,1.37488433018867
"156","phase_013_subj_22",0.308,-0.003,-41.4791666666667,91.2708333333333,-47.0625,60.8333333333333,6,10,-1.32049325880743,1.54805772058672,-1.18589512884897,0.821165897351927
