"","ID","ability_IAT","moral_IAT","ability_ALT_rt_val","moral_ALT_rt_val","ability_ALT_rt_ref","moral_ALT_rt_ref","ability_SRET_EW","moral_SRET_EW","ability_ALT_d_val","moral_ALT_d_val","ability_ALT_d_ref","moral_ALT_d_ref"
"1","phase_003_subj_10",0.669,0.699,86.758865248227,12.4561170212766,62.25,-22.4162234042553,9,10,0.602019830759811,-0.0269127995747196,1.43944670076167,0.361000253232143
"2","phase_003_subj_11",0.572,0.061,35.5190602836878,116.354166666667,-26.875,-2.92242907801426,9,9,-1.0236532630676,0.598348085261871,0.28548916934169,-0.499848887749534
"3","phase_003_subj_13",0.704,-0.268,101.781471631206,23.3513002364067,115.479166666667,-13.1730158730159,10,9,2.0338665237957,0.352176373434807,1.56675414535263,0.641929040056117
"4","phase_003_subj_2",0.237,0.453,48.375,20.5760869565217,46.4242021276596,6.64361702127655,6,6,0.244516122989663,-0.273707601918797,0.246535973828451,0.30679956714025
"5","phase_003_subj_3",0.356,0.112,-24.8563829787234,107.81007751938,-3.60106382978722,71.9822695035461,3,10,1.12573252645033,1.15168380618936,0.953319390287959,1.20664610738759
"6","phase_003_subj_4",0.442,0.274,38.3973172987974,109.104166666667,18.1817375886525,38.4375,9,10,1.30479962648245,1.62981131840228,0.954889714655984,0.24225465027014
"7","phase_003_subj_6",0.044,-0.2,55.0833333333334,78.856884057971,13,109.479166666667,10,8,0.661754997005616,0.945457743429702,0.0764228592052651,1.26926898728482
"8","phase_003_subj_8",0.236,0.517,-71.6972517730496,-3.57608695652175,6.50969267139476,-65.0135869565217,5,10,-0.634860115894637,-0.337509421768464,0.565359605725998,-1.66509933740121
"9","phase_003_subj_9",0.712,0.573,-10.5625,56.3958333333334,20.6041666666667,57.4835992907801,4,3,-0.162968674535374,0.650353523410503,0.234738832552792,1.32884251311935
"10","phase_004_subj_1",0,0.319,107.729166666667,82.3958333333333,96.8670212765958,13.4791666666666,9,9,0.0303762292699861,-0.224629434288746,1.00023492603597,-1.08177690395042
"11","phase_004_subj_10",0.117,0.682,41.8058510638298,19.1041666666666,46.3125,27.8333333333334,3,7,-0.19906619698155,0.2877605456912,0.99212467040392,-0.118161120528739
"12","phase_004_subj_11",0.316,-0.531,80.1227836879432,142.666666666667,13.1852836879432,167.083333333333,0,9,0.841515992649266,0.291905137674279,0.295301871857959,0.282922193323515
"13","phase_004_subj_13",0.092,0.158,109.501811594203,-29.5607269503546,37.5,-38.5398936170212,7,10,1.03571540973943,0.20279305000772,1.15230174288978,0.085946722059028
"14","phase_004_subj_15",0.328,0.38,44.1875,84.1576086956521,38.9719202898551,58.5416666666666,9,10,0.0943466406731543,1.58045618438711,0.0246669990944062,1.99888493038674
"15","phase_004_subj_16",0.566,0.22,95.8333333333334,16.5625,46.5274822695036,37.6289893617021,7,10,0.604480658620035,0.338131578876095,0.3392458689645,-0.139050853012348
"16","phase_004_subj_18",0.559,0.815,46.4583333333333,77.1853427895982,141.979166666667,3.10251450676981,9,10,0.831319214104618,1.776347453634,1.48387806613302,0.542258127154128
"17","phase_004_subj_2",0.227,0.295,88.5744680851063,-26.6594202898551,73.1750886524823,74.0697463768116,9,10,1.3891980677331,-0.586026876060449,2.03323036241207,1.23948667000922
"18","phase_004_subj_3",-0.221,0.466,-19.4069444444444,-68.5555555555555,-7.73333333333323,-19.2072463768116,5,10,0.867917355288474,-0.835408196618857,1.01841575576339,0.549374762998071
"19","phase_004_subj_5",-0.089,0.651,82.5208333333334,74.3993794326241,55.4583333333334,23.2291666666666,4,9,0.727391941804647,1.95033777668973,1.23304584190412,1.16064195788141
"20","phase_004_subj_8",-0.715,-0.144,52.3382092198581,19.1232269503546,16.4791666666666,-0.0642730496454078,8,10,0.188301067660085,-1.22222546175643,-0.834842706464083,-0.449135005800223
"21","phase_005_subj_1",0.603,0.785,33.2322616407982,24.4037605145967,121.254988913525,4.87386018237078,9,10,1.59421727543569,0.680749713599758,1.88697036612091,0.0428509532604053
"22","phase_005_subj_10",0.221,0.409,104.889492753623,47.3413120567376,29.2083333333333,57.5208333333334,9,10,0.797248841857353,0.339307210841366,-0.395283820279887,0.504672794215275
"23","phase_005_subj_12",0.221,0.128,42.7223320158103,-31.125,25.4065679925994,-25.9228723404256,2,7,0.431218357815392,-0.192487650212573,-0.293466530400178,0.80344670006766
"24","phase_005_subj_13",0.78,0.316,63.1041666666666,44.8311170212766,31.4583333333333,43.2686170212766,3,3,0.850135806001861,-0.553474824870005,-0.0351853289078945,-0.0492775724702494
"25","phase_005_subj_16",0.721,0.49,34.7916666666667,7.16666666666663,71.5,25.2007978723404,-2,-10,0.0727112857321583,-0.338131578876095,0.919446594622333,0.821785907733644
"26","phase_005_subj_18",0.788,1.431,106.5,26.2708333333334,0.958333333333258,15.3125,8,10,1.29524008783987,0.218028709229238,0.706402696641885,0.721902742852634
"27","phase_005_subj_19",0.643,0.859,48.5570652173913,59.9375,100.604166666667,123.604166666667,7,10,-0.00864132144790641,1.80142838633419,0.122521136667124,1.14165185880412
"28","phase_005_subj_2",0.065,0.29,119.636231884058,-22.8632246376812,-10.0458333333333,-53.7916666666667,7,9,0.385385631341009,-1.46263578593909,0.157902726521112,-0.911188061682468
"29","phase_005_subj_3",1.044,0.54,61.2708333333333,43.4888888888889,3.67730496453896,26.0425531914893,5,10,0.49862446470144,0.462877779038803,-0.749943028118287,-0.583985222499511
"30","phase_005_subj_4",0.262,0.138,72.9468085106383,41.3478260869565,44.3695652173913,13.6521739130435,7,10,1.97325770578703,0.965793213968017,-0.344186935808225,0.406728423793963
"31","phase_005_subj_5",0.337,0.311,29.9166666666667,111.25,71.5208333333334,135.001773049645,8,9,0.0146160374953932,0.471514761448086,0.736518780348026,1.6234730680506
"32","phase_005_subj_7",-0.105,0.134,4.47916666666663,-14.0625,14.4375,19.4791666666666,8,8,-0.294061295486139,-0.0589356985753446,-0.0660282320550727,-0.254688537753102
"33","phase_005_subj_9",0.341,0.157,58.1875,-14.3568262411347,81.0625,16.9765070921985,7,7,1.4895219748216,-0.676149000306782,1.04360231267187,-0.230847444759358
"34","phase_006_subj_1",0.428,0.91,68.0625,-7.39184397163126,43.1458333333334,-11.7043439716313,9,9,0.56073661636073,-0.695799804294011,0.451904562928807,-0.740357363248727
"35","phase_006_subj_10",0.692,0.734,138.583333333333,52.7021276595744,104.708333333333,27.6875,5,9,1.21724671454187,0.276668361371067,1.40188266349775,-0.561166422055217
"36","phase_006_subj_17",0.815,0.683,68.125,185.333333333333,97.2291666666666,140.791666666667,10,9,0.907848617465761,1.05282977719432,1.42384477923854,0.840856184806876
"37","phase_006_subj_19",-0.024,0.049,-60.3958333333333,157.201684397163,-8.98731884057963,160.083333333333,4,9,-1.0414172112925,0.314703548914131,-0.746181691887068,0.781400087219155
"38","phase_006_subj_2",0.496,0.641,109.270833333333,147.5625,41.3541666666666,102.5,5,9,0.916400621942122,0.57561800675932,1.08840794263896,0.491582749914575
"39","phase_006_subj_22",0.189,0.231,156.123188405797,169.770833333333,184.458333333333,74.6121453900709,10,10,1.44497216938146,1.27984143124781,1.98829657779951,1.13520233369451
"40","phase_006_subj_23",0.646,0.175,-61.3874113475177,102.4375,-58.5625,46.25,5,8,-1.5443847940621,3.01290413618821,-1.82730698738561,1.64432253576566
"41","phase_006_subj_24",-0.432,0.577,-117.375,17.0457909343201,-23.5833333333333,-35.9605496453901,6,10,-1.64288578790771,-0.86204626637613,-0.376568638621776,-1.77727579551096
"42","phase_006_subj_25",0.852,1.059,93.2708333333334,66.5833333333333,67.25,72.125,7,10,1.16584456428351,0.937865074877966,1.02884618180981,1.25037362896402
"43","phase_006_subj_4",0.689,0.743,27.5,-95.7158687943262,37.0625,12.7007978723404,8,10,-1.23587561426625,-0.911211550775769,-0.741927013684889,-0.569407301021241
"44","phase_006_subj_5",0.156,0.016,85.4791666666666,114.251329787234,52.2916666666666,56.625,6,10,0.0233519397514428,1.50254466486029,0.232644746724631,-0.0786014283973957
"45","phase_006_subj_7",0.181,0.21,-66.3222222222222,84.7291666666666,-95.2805555555556,61.4583333333334,6,10,-1.77220567278529,1.60610683240593,-1.3548248949827,0.88648475132538
"46","phase_006_subj_8",0.749,0.771,63.3541666666667,-14.25,12.5833333333334,-11.5625,4,10,1.55734514127658,-0.769907583870809,0.8186075165619,0.653840004600748
"47","phase_007_subj_1",0.889,1.126,-96.9791666666667,72.7083333333333,0.874113475177296,57.5,8,9,-0.878727618568318,1.04871149571421,0.130345154577413,0.0842739890486728
"48","phase_007_subj_10",0.389,0.032,45.625,12.7083333333334,26.75,59.9791666666666,9,10,0.579326942135175,-2.29100139333558,0.884496677714318,-0.461300822236383
"49","phase_007_subj_11",-0.258,0.818,68.5895390070922,42.3333333333334,56.6458333333333,76.3632246376812,7,9,0.0982924725679259,0.906812494049972,0.194809916284366,0.946143936908685
