"","%IncMSE","IncNodePurity"
"selfclarity_1",2.93587995921035,1.09696394845785
"selfclarity_2",4.28366828013933,2.39574066351667
"selfclarity_3",2.57863695673054,1.17047257603051
"selfclarity_4",2.05317365872685,0.370655247280802
"selfclarity_5",3.34584060784558,1.91530274777698
"selfclarity_6",5.04835902144061,5.41155461732152
"selfclarity_7",5.41079982357766,2.66045734621939
"selfclarity_8",5.75932719577217,7.59334418819381
"selfclarity_9",3.32043547736526,2.77043248256412
"selfclarity_10",1.60481659933291,0.607619191529171
"selfclarity_11",3.79550932363184,1.49346160670118
"selfclarity_12",2.19507227282503,1.01702557692748
"LOT_1",2.10497944398864,0.454027126100721
"LOT_2",3.31363996190473,2.13995310458428
"LOT_3",2.26794378883245,0.462783673650244
"LOT_4",1.34242454085163,0.610136965198837
"LOT_5",1.03751552418707,0.31823070111001
"LOT_6",1.38609853806082,0.573008320485485
"IPC_1",5.55984865794103,2.54794407035567
"IPC_2",2.21549721905819,0.969649878955805
"IPC_3",3.44967125599628,1.14081854619774
"IPC_4",2.99387353710202,0.948241057657614
"IPC_5",3.37464625683218,0.868776178934757
"IPC_6",4.50465457739037,1.08621648694149
"IPC_7",-0.0992114844333755,0.711251936044314
"IPC_8",1.19883839113543,0.614707861584703
"ses_1",2.44767068604179,0.227923840799389
"ses_2",1.45111138056807,0.429776430712757
"ses_3",2.71934842328879,1.10195132891035
"ses_4",4.37979001797498,2.04146639056497
"ses_5",2.40288995045411,1.2862478045688
"ses_6",2.03881300610865,0.377491299762645
"ses_7",3.81517415775554,1.48821494575554
"ses_8",-0.263901324342755,0.491893596886255
"ses_9",6.95519584302333,8.24295903771782
"ses_10",4.24471461447729,1.35189296348747
"coreself_1",0.967699022427413,0.510608321278369
"coreself_2",13.1729585634541,33.9661371587039
"coreself_3",9.30686925691462,9.10036566364606
"coreself_4",1.69416436306979,0.748410961777833
"coreself_5",6.28106221570644,7.4012826145373
"coreself_6",2.07176641977019,0.71691799226481
"coreself_7",3.91473849807295,2.81504392082512
"coreself_8",3.22173529035508,2.28284912366524
"coreself_9",3.96920121202918,0.947994863311761
"coreself_10",1.62943557355837,0.68468108685174
"NPI1",0.603075503556887,0.126442687751031
"NPI2",-0.288103766274274,0.266333756401152
"NPI3",2.22214946577492,0.501582134726383
"NPI4",0.305848677402477,0.196175962326375
"NPI5",0.969578517566061,0.305288368531714
"NPI6",1.08475253916601,0.233450749968811
"NPI7",1.92931999275565,0.435258725401145
"NPI8",-0.929791291727111,0.135702942264419
"NPI9",-0.445943855734935,0.191928041689208
"NPI10",1.01749275663478,0.259384479464622
"NPI11",1.97234485509854,0.42609046734113
"NPI12",1.34481742808191,0.223495102403271
"NPI13",0.994333014021155,0.261678303841934
"NPI14",-0.752209348772203,0.061664500311173
"NPI15",0.679995523759422,0.1693032218645
"hsns_1",2.07957153600874,0.594993864093843
"hsns_2",4.1514807603841,2.91371872626588
"hsns_3",7.4262530704352,6.12817896985244
"hsns_4",0.00344446181088539,0.97709417914449
"hsns_5",0.256868035585402,1.37520850394455
"hsns_6",0.100730331134708,1.20306567299642
"hsns_7",-0.668014920176949,0.524020595817615
"hsns_8",1.56270826929294,0.657511212468847
"hsns_9",2.66562029611144,0.821747629424304
"hsns_10",1.77006702234166,0.899460303595124
"MorIden_1",0.226212825354861,0.281754002213678
"MorIden_2",1.67900624754558,0.552696168179886
"MorIden_3",1.01306141606817,0.330200878541054
"MorIden_4",1.89815908589831,0.447009002379304
"MorIden_5",1.90616100935131,0.835653142223351
"MorIden_6",3.08184388999381,0.317607019029821
"MorIden_7",-0.288720146867275,0.344695746361372
"MorIden_8",1.80343144568273,0.501909922805548
"MorIden_9",-0.261522789877325,0.38559226795457
"MorIden_10",1.1241653848169,0.810838439825603
"moralSeImag_1",2.54451667154955,1.88315558348989
"moralSeImag_2",1.45756912070591,0.889497597964552
"moralSeImag_3",1.46469041877892,0.408232139618451
"moralSeImag_4",1.18204784766831,0.984003379258194
"moralSeImag_5",2.53995664817129,0.681983108248183
"moralSeImag_6",3.09556534808671,1.65062176873797
"moralSeImag_7",-0.701188951397069,1.29865982221694
"moralSeImag_8",1.9337344003628,1.61139142351306
"moralSeImag_9",2.51597890959739,0.87019975892408
"sde_1",1.32135110481095,0.545555729044847
"sde_2",7.9709439564636,11.9019269422308
"sde_3",3.02361216628032,1.30290544095042
"sde_4",1.22460635914174,1.27313785328982
"sde_5",3.08275335996873,0.926395381153708
"sde_6",5.45829024155644,4.40996522986432
"sde_7",2.61615937992842,0.734207345503197
"sde_8",0.456442287647958,0.71715454074462
"sde_9",5.61179355249777,1.52422736010889
"sde_10",13.1428677619824,29.0683134312339
"sde_11",1.99623808288012,0.696645564868576
"sde_12",3.40734729808909,1.31901668132271
"sde_13",1.9292723881564,1.03951009072525
"sde_14",3.14925195327586,1.97556079020059
"sde_15",3.04539714028178,0.806948915943416
"sde_16",2.84696951795918,1.36558474904413
"sde_17",5.31638840796413,1.51853226537058
"sde_18",4.08651318001019,1.65918149420398
"sde_19",4.21375252859245,1.03630234004598
"sde_20",6.86932209366001,8.86122952862667
"IM_1",10.6673024971573,5.33054040988084
"IM_2",1.20362536187512,1.25829462617811
"IM_3",0.0858096592275454,1.08001321566237
"IM_4",1.85496706493559,1.17175252641948
"IM_5",2.46003040833206,0.393670129042205
"IM_6",1.67111644196174,0.642199941664812
"IM_7",3.10611248076239,1.92727604204391
"IM_8",2.89537994737939,0.871207263929851
"IM_9",-1.59882364114322,0.677981868987231
"IM_10",-0.240581382862098,0.598764701575232
"IM_11",1.33840987290086,0.883844945943225
"IM_12",1.49883401343115,1.3227477648997
"IM_13",-0.0954880028245415,0.967143924566706
"IM_14",4.73073589560839,2.20051947424261
"IM_15",1.51239846656446,1.36443051202142
"IM_16",1.67558288122272,0.921170638963617
"IM_17",3.24544626224722,1.11280105988606
"IM_18",1.26413768457742,0.952454616582614
"IM_19",4.36872950085621,4.15238889703939
"IM_20",1.8928220612988,1.01512135305812
"Ability",6.35546901868157,3.76962863097667
"Physical",1.76232858751134,1.39386126483386
"Material",0.387678489049132,1.26546326872845
"Social",3.35501540832618,1.10523103610375
"Moral",0.432286927673519,1.01660546511379
"SES2",0.24650701747583,0.689895048796621
"SES1",2.11393035752692,1.01820457385953
"ability_IAT",0.614484604248589,2.21670967283703
"moral_IAT",-1.10411366840571,1.74294263981186
"ability_ALT_rt_val",1.07441929470149,2.30183065282605
"moral_ALT_rt_val",-1.89841045360224,1.51678147935837
"ability_ALT_rt_ref",1.49703188246771,2.50303717218382
"moral_ALT_rt_ref",-0.458312836715251,1.71281857890312
"ability_SRET_EW",3.57114975038064,2.16987929669749
"moral_SRET_EW",2.71131909581645,2.56339396043545
"ability_ALT_d_val",-0.331225744325704,2.86548461965864
"moral_ALT_d_val",-0.129305660780739,2.51817192586389
"ability_ALT_d_ref",-0.376572221497997,2.15096022135174
"moral_ALT_d_ref",0.336846143797277,1.46663443379623
