"","%IncMSE","IncNodePurity"
"selfclarity_1",3.98785382269992,3.85199293043174
"selfclarity_2",4.08778143583167,1.61380163285053
"selfclarity_3",2.45911146678967,1.06424813131599
"selfclarity_4",2.89189431115773,0.589909397874799
"selfclarity_5",2.88645026775443,0.968606497170511
"selfclarity_6",7.16593670703071,9.41755310413335
"selfclarity_7",3.52158859061947,1.87296919345124
"selfclarity_8",7.67958807761048,12.2187634109408
"selfclarity_9",4.03443403952111,1.65998912691459
"selfclarity_10",0.133484645468449,0.4904362200844
"selfclarity_11",5.41712651674942,8.75129261029715
"selfclarity_12",2.34003119005965,3.95722852653088
"LOT_1",2.40419703063863,0.688325983118847
"LOT_2",3.52607182636416,2.00446969657528
"LOT_3",2.21589377371283,1.23532908350522
"LOT_4",2.24958519754422,0.652177562739624
"LOT_5",0.208176747752601,0.414315630008675
"LOT_6",2.20249389337401,0.747017372997247
"IPC_1",8.52576776052903,4.35432072595363
"IPC_2",2.9969144823011,0.913824233420234
"IPC_3",3.7944569555461,2.02679885614919
"IPC_4",0.503201713577636,0.423517019229291
"IPC_5",2.11141978451527,0.737850871714918
"IPC_6",2.68613132900154,1.09627046696085
"IPC_7",1.49881221889839,0.477363066850745
"IPC_8",2.31966457120284,0.642060116922222
"ses_1",1.78025146400765,0.238505701652069
"ses_2",1.04948128413119,0.298624185639322
"ses_3",3.10397385624948,2.57284264506799
"ses_4",3.61576400776808,1.57577574767448
"ses_5",4.89258419127223,3.35590482758743
"ses_6",0.202530851558043,0.222931101172369
"ses_7",2.0893556127119,1.74755793643326
"ses_8",0.182428301687089,0.528539935858518
"ses_9",6.94269529663334,12.6729902118414
"ses_10",3.54627940253796,4.91986891573607
"coreself_1",1.86257951381796,0.358978094540547
"coreself_2",8.88205055576882,17.6470988179594
"coreself_3",9.28494257889696,9.31026417120108
"coreself_4",1.86177067124638,0.587478602766432
"coreself_5",3.66824216570721,5.93769331051192
"coreself_6",-0.409737011862407,0.483329379710253
"coreself_7",4.90268131385857,8.53123054377899
"coreself_8",1.79638727883345,0.558672839005376
"coreself_9",2.17606825947738,1.13137150425076
"coreself_10",3.79495687865329,4.55194882208807
"NPI1",0.613899107600051,0.194225579061292
"NPI2",-0.592628010305939,0.138506027226398
"NPI3",2.42816391063121,0.495826764327426
"NPI4",0.975098045881155,0.220808872581797
"NPI5",0.601994956439477,0.179089109289278
"NPI6",0.60801032806898,0.216522928494301
"NPI7",2.8657986154735,0.385824324260135
"NPI8",0.376402933939151,0.0980995336697108
"NPI9",0.943363086909612,0.215333300972549
"NPI10",0.64459568945696,0.124507308187956
"NPI11",-1.53119612356233,0.177374607925821
"NPI12",-0.0852368510022792,0.0514369311767711
"NPI13",2.02834055125472,0.178487811378424
"NPI14",0.0819882165119305,0.0583294192202462
"NPI15",1.25908506080711,0.161892748796791
"hsns_1",-0.400955197792921,0.385882699897652
"hsns_2",2.38078795413904,0.95163239812705
"hsns_3",0.956846978599348,1.22976553073043
"hsns_4",2.05028294265348,0.406568965527367
"hsns_5",1.24863088568055,0.78557965813189
"hsns_6",1.16045738608565,0.682874470354544
"hsns_7",1.28111571018833,0.846254737911205
"hsns_8",0.317403361828336,0.590040193048127
"hsns_9",1.81661324478954,0.68948400267163
"hsns_10",1.59553939967926,0.989097804707798
"MorIden_1",0.593923806833301,0.362017687810702
"MorIden_2",1.33729003998968,0.357619209259146
"MorIden_3",-0.272218772183168,0.366667657041238
"MorIden_4",0.881815658844236,0.320778954389767
"MorIden_5",0.823392212327495,0.492877429797943
"MorIden_6",1.51456132740538,0.2797494859305
"MorIden_7",0.219702184269492,0.312076358645207
"MorIden_8",1.39523151163323,0.416938401907343
"MorIden_9",2.73549607376161,0.899366556684325
"MorIden_10",1.00141189240521,0.526190759947993
"moralSeImag_1",2.40991867893354,0.804809922695175
"moralSeImag_2",0.111869592754445,0.956002712709918
"moralSeImag_3",2.0508328088969,0.644406131578238
"moralSeImag_4",0.439149517360474,0.589409655948038
"moralSeImag_5",2.27066849245667,1.0141473277455
"moralSeImag_6",2.81500030356797,1.2491546201
"moralSeImag_7",-1.10601731885688,0.817324683588735
"moralSeImag_8",1.49923070508043,0.53028581281587
"moralSeImag_9",-0.488679841258173,0.530572874199113
"sde_1",3.05155628720219,1.57500207195564
"sde_2",9.65894276877249,20.0044131999448
"sde_3",1.7804381833272,1.21760221136305
"sde_4",3.73160463487548,0.744016509336861
"sde_5",3.25141480885947,1.1396329481517
"sde_6",3.30280560761602,0.905737462009026
"sde_7",2.33855665930664,0.824203817456362
"sde_8",1.02755591460121,0.716449600703008
"sde_9",4.09455337939476,1.86145234200831
"sde_10",5.97198161848114,6.13721162060894
"sde_11",1.95504788770558,0.658892736148055
"sde_12",2.44937521627854,1.11893099566331
"sde_13",5.80152975558356,1.6183891091454
"sde_14",5.09162165435094,2.13111726346623
"sde_15",2.04270837908996,0.707364806270395
"sde_16",3.15913514008323,0.788385222004071
"sde_17",1.8740736006776,2.01176891387424
"sde_18",1.79437461345056,1.18892336583845
"sde_19",1.65431671485731,0.66758074832241
"sde_20",7.60145156323547,10.7068273382851
"IM_1",14.1234405628891,13.5165493102211
"IM_2",3.5754041382405,1.1217525557699
"IM_3",4.19645826393409,1.51227176286621
"IM_4",1.03728788890692,0.942414941829376
"IM_5",1.77837196839424,0.728049726220124
"IM_6",1.59094905239381,0.63949313325406
"IM_7",1.84199898530113,0.764622035158607
"IM_8",0.88902128803335,0.549213328057622
"IM_9",1.71264759258877,0.759394841076232
"IM_10",1.07291132858278,0.787224962674113
"IM_11",1.15975673579844,0.841929239445444
"IM_12",2.30546521618918,1.50977206057306
"IM_13",0.185176922815881,0.770770788163711
"IM_14",5.34149557341359,3.72607290027779
"IM_15",4.5352419445791,0.981878578399945
"IM_16",2.42921726621821,1.60001372164827
"IM_17",3.49259872320287,1.56936777442509
"IM_18",2.20922378116547,1.10205282577101
"IM_19",3.27674998971862,1.09694299241558
"IM_20",-0.00863861374462978,0.559850272396482
"Ability",4.42139930749921,2.66036291382635
"Physical",2.11763856500989,1.79235354428049
"Material",1.3929406666604,1.19473188755143
"Social",0.437365949115779,0.900883221500376
"Moral",-0.153003643905129,0.775598852964748
"SES2",2.88987806626208,0.652899661448665
"SES1",0.112415314456685,0.842873696926821
"ability_IAT",0.785027701292536,2.95898458310839
"moral_IAT",2.06832008172414,3.0071074610216
"ability_ALT_rt_val",2.20661633052682,2.51890629815716
"moral_ALT_rt_val",-0.713710249981132,2.64174256015767
"ability_ALT_rt_ref",2.64524245383813,3.16236687619647
"moral_ALT_rt_ref",1.36935099754392,3.17543431805796
"ability_SRET_EW",3.23473351164495,1.4913286019911
"moral_SRET_EW",1.91412977015958,1.51670682038611
"ability_ALT_d_val",2.64611230763258,3.56126818655974
"moral_ALT_d_val",0.632211382768263,2.15333140525587
"ability_ALT_d_ref",-0.342915410005458,1.69457036308553
"moral_ALT_d_ref",1.59001813979613,1.99783539396866
