"","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
"58",65,"Male","SRET","EW_formal","friend","Positive","morality","好心","","","","j","yes","1071","","friend_Positive_morality","phase_009_subj_4"
"59",65,"Male","SRET","EW_formal","friend","Positive","ability","稳健","","","","j","yes","823","","friend_Positive_ability","phase_009_subj_4"
"60",65,"Male","SRET","EW_formal","friend","Positive","morality","慈悲","","","","j","yes","895","","friend_Positive_morality","phase_009_subj_4"
"61",65,"Male","SRET","EW_formal","friend","Negative","ability","无为","","","","f","no","1007","","friend_Negative_ability","phase_009_subj_4"
"62",65,"Male","SRET","EW_formal","friend","Negative","morality","奸险","","","","f","no","614","","friend_Negative_morality","phase_009_subj_4"
"63",65,"Male","SRET","EW_formal","self","Positive","morality","礼貌","","","","j","yes","646","","self_Positive_morality","phase_009_subj_4"
"64",65,"Male","SRET","EW_formal","friend","Negative","ability","无能","","","","f","no","1222","","friend_Negative_ability","phase_009_subj_4"
"65",65,"Male","SRET","EW_formal","friend","Positive","morality","守时","","","","j","yes","678","","friend_Positive_morality","phase_009_subj_4"
"66",65,"Male","SRET","EW_formal","self","Positive","ability","聪明","","","","j","yes","525","","self_Positive_ability","phase_009_subj_4"
"67",65,"Male","SRET","EW_formal","friend","Negative","ability","浅薄","","","","f","no","792","","friend_Negative_ability","phase_009_subj_4"
"68",65,"Male","SRET","EW_formal","self","Positive","ability","能干","","","","j","yes","669","","self_Positive_ability","phase_009_subj_4"
"69",65,"Male","SRET","EW_formal","self","Positive","morality","廉正","","","","j","yes","686","","self_Positive_morality","phase_009_subj_4"
"70",65,"Male","SRET","EW_formal","friend","Positive","morality","高洁","","","","j","yes","727","","friend_Positive_morality","phase_009_subj_4"
"71",65,"Male","SRET","EW_formal","self","Negative","morality","伪善","","","","f","no","806","","self_Negative_morality","phase_009_subj_4"
"72",65,"Male","SRET","EW_formal","friend","Negative","ability","拖拉","","","","f","no","758","","friend_Negative_ability","phase_009_subj_4"
"73",65,"Male","SRET","EW_formal","friend","Positive","ability","毅力","","","","j","yes","984","","friend_Positive_ability","phase_009_subj_4"
"74",65,"Male","SRET","EW_formal","self","Positive","morality","敬业","","","","j","yes","813","","self_Positive_morality","phase_009_subj_4"
"75",65,"Male","SRET","EW_formal","friend","Positive","ability","智慧","","","","j","yes","621","","friend_Positive_ability","phase_009_subj_4"
"76",65,"Male","SRET","EW_formal","friend","Negative","morality","淫乱","","","","f","no","711","","friend_Negative_morality","phase_009_subj_4"
"77",65,"Male","SRET","EW_formal","self","Negative","morality","贪污","","","","f","no","614","","self_Negative_morality","phase_009_subj_4"
"78",65,"Male","SRET","EW_formal","self","Negative","morality","不仁","","","","f","no","647","","self_Negative_morality","phase_009_subj_4"
"79",65,"Male","SRET","EW_formal","friend","Positive","ability","高明","","","","j","yes","567","","friend_Positive_ability","phase_009_subj_4"
"80",65,"Male","SRET","EW_formal","self","Negative","morality","狡诈","","","","f","no","750","","self_Negative_morality","phase_009_subj_4"
"81",65,"Male","SRET","EW_formal","self","Positive","morality","孝顺","","","","j","yes","687","","self_Positive_morality","phase_009_subj_4"
"82",65,"Male","SRET","EW_formal","friend","Negative","morality","阴毒","","","","f","no","654","","friend_Negative_morality","phase_009_subj_4"
"83",65,"Male","SRET","EW_formal","self","Negative","morality","贪腐","","","","f","no","526","","self_Negative_morality","phase_009_subj_4"
"84",65,"Male","SRET","EW_formal","self","Positive","ability","利落","","","","f","no","671","","self_Positive_ability","phase_009_subj_4"
"85",65,"Male","SRET","EW_formal","friend","Positive","ability","高效","","","","j","yes","631","","friend_Positive_ability","phase_009_subj_4"
"86",65,"Male","SRET","EW_formal","self","Positive","ability","懂行","","","","j","yes","799","","self_Positive_ability","phase_009_subj_4"
"87",65,"Male","SRET","EW_formal","self","Negative","ability","怠惰","","","","f","no","790","","self_Negative_ability","phase_009_subj_4"
"88",65,"Male","SRET","EW_formal","friend","Negative","morality","虚伪","","","","f","no","712","","friend_Negative_morality","phase_009_subj_4"
"89",65,"Male","SRET","EW_formal","self","Negative","morality","背叛","","","","f","no","638","","self_Negative_morality","phase_009_subj_4"
"90",65,"Male","SRET","EW_formal","self","Positive","morality","慷慨","","","","j","yes","709","","self_Positive_morality","phase_009_subj_4"
"91",65,"Male","SRET","EW_formal","self","Negative","ability","缓慢","","","","j","yes","862","","self_Negative_ability","phase_009_subj_4"
"92",65,"Male","SRET","EW_formal","friend","Positive","morality","素养","","","","j","yes","608","","friend_Positive_morality","phase_009_subj_4"
"93",65,"Male","SRET","EW_formal","friend","Negative","morality","低俗","","","","f","no","800","","friend_Negative_morality","phase_009_subj_4"
"94",65,"Male","SRET","EW_formal","self","Positive","ability","主见","","","","j","yes","869","","self_Positive_ability","phase_009_subj_4"
"95",65,"Male","SRET_math","math_instructions","","","","","","","","0","","4023","","__","phase_009_subj_4"
"96",65,"Male","SRET","SRET_math_calculate","","","","","18/9= ?","2","","2","2","1885","1","__","phase_009_subj_4"
"97",65,"Male","SRET","SRET_math_calculate","","","","","1+8= ?","9","","9","9","1936","1","__","phase_009_subj_4"
"98",65,"Male","SRET","SRET_math_calculate","","","","","5+2= ?","7","","7","7","1982","1","__","phase_009_subj_4"
"99",65,"Male","SRET","SRET_math_calculate","","","","","1+1= ?","2","","2","2","1799","1","__","phase_009_subj_4"
"100",65,"Male","SRET","SRET_math_calculate","","","","","7*0= ?","0","","0","0","1943","1","__","phase_009_subj_4"
"101",65,"Male","SRET","SRET_math_calculate","","","","","1+2= ?","3","","3","3","1855","1","__","phase_009_subj_4"
"102",65,"Male","SRET","SRET_math_calculate","","","","","5+4= ?","9","","9","9","1927","1","__","phase_009_subj_4"
"103",65,"Male","SRET","SRET_math_calculate","","","","","2+6= ?","8","","8","8","1768","1","__","phase_009_subj_4"
"104",65,"Male","SRET","SRET_math_calculate","","","","","9-9= ?","0","","0","0","1896","1","__","phase_009_subj_4"
"105",65,"Male","SRET","SRET_math_calculate","","","","","5-3= ?","2","","2","2","1941","1","__","phase_009_subj_4"
"106",65,"Male","SRET","SRET_math_calculate","","","","","8-3= ? ","5","","5","5","1879","1","__","phase_009_subj_4"
"107",65,"Male","SRET","SRET_math_calculate","","","","","43-34= ?","9","","9","9","2911","1","__","phase_009_subj_4"
"108",65,"Male","SRET","SRET_math_calculate","","","","","1*9= ?","9","","9","9","1935","1","__","phase_009_subj_4"
"109",65,"Male","SRET","SRET_math_calculate","","","","","72/9= ?","8","","8","8","2183","1","__","phase_009_subj_4"
"110",65,"Male","SRET","SRET_math_calculate","","","","","3*1= ?","3","","3","3","1855","1","__","phase_009_subj_4"
"111",65,"Male","SRET","SRET_math_calculate","","","","","2+3= ?","5","","5","5","1879","1","__","phase_009_subj_4"
"112",65,"Male","SRET","SRET_math_calculate","","","","","3+5= ?","8","","8","8","1895","1","__","phase_009_subj_4"
"113",65,"Male","SRET","SRET_math_calculate","","","","","22-22= ?","0","","0","0","1983","1","__","phase_009_subj_4"
"114",65,"Male","SRET","SRET_math_calculate","","","","","10-9= ?","1","","1","1","1912","1","__","phase_009_subj_4"
"115",65,"Male","SRET","SRET_math_calculate","","","","","6+2= ?","8","","8","8","1871","1","__","phase_009_subj_4"
"116",65,"Male","SRET","SRET_math_calculate","","","","","4/4= ?","1","","1","1","2168","1","__","phase_009_subj_4"
"117",65,"Male","SRET","SRET_math_calculate","","","","","9-2= ?","7","","7","7","2047","1","__","phase_009_subj_4"
"118",65,"Male","SRET","SRET_math_calculate","","","","","8/4= ?","2","","2","2","2231","1","__","phase_009_subj_4"
"119",65,"Male","SRET","SRET_math_calculate","","","","","56/7= ?","8","","8","8","2455","1","__","phase_009_subj_4"
"120",65,"Male","SRET","SRET_math_calculate","","","","","2*3= ?","6","","6","6","1911","1","__","phase_009_subj_4"
"121",65,"Male","SRET","SRET_math_calculate","","","","","1+6= ?","7","","7","7","2007","1","__","phase_009_subj_4"
"122",65,"Male","SRET","SRET_math_calculate","","","","","5/1= ?","5","","5","5","1944","1","__","phase_009_subj_4"
"123",65,"Male","SRET","SRET_math_calculate","","","","","32-32= ?","0","","0","0","1984","1","__","phase_009_subj_4"
"124",65,"Male","SRET","SRET_math_calculate","","","","","2+5= ?","7","","7","7","1839","1","__","phase_009_subj_4"
"125",65,"Male","SRET","SRET_math_calculate","","","","","11-8= ?","3","","3","3","1974","1","__","phase_009_subj_4"
"126",65,"Male","SRET","SRET_math_calculate","","","","","4+1= ?","5","","5","5","1847","1","__","phase_009_subj_4"
"127",65,"Male","SRET","SRET_math_calculate","","","","","9-4= ?","5","","5","5","1807","1","__","phase_009_subj_4"
"128",65,"Male","SRET","SRET_math_calculate","","","","","2*4= ?","8","","8","8","1791","1","__","phase_009_subj_4"
"129",65,"Male","SRET","SRET_math_calculate","","","","","9-6= ?","3","","3","3","1934","1","__","phase_009_subj_4"
"130",65,"Male","SRET","SRET_math_calculate","","","","","19-17= ?","2","","2","2","1791","1","__","phase_009_subj_4"
"131",65,"Male","SRET","SRET_math_calculate","","","","","8-6= ?","2","","2","2","1751","1","__","phase_009_subj_4"
"132",65,"Male","SRET","SRET_math_calculate","","","","","9-5= ?","4","","4","4","1720","1","__","phase_009_subj_4"
"133",65,"Male","SRET","SRET_math_calculate","","","","","9/3= ?","3","","3","3","1854","1","__","phase_009_subj_4"
"134",65,"Male","SRET","SRET_math_calculate","","","","","12-12= ?","0","","0","0","1775","1","__","phase_009_subj_4"
"135",65,"Male","SRET","SRET_math_calculate","","","","","8*1= ?","8","","8","8","1775","1","__","phase_009_subj_4"
"136",65,"Male","SRET","SRET_math_calculate","","","","","49/7 = ?","7","","7","7","1824","1","__","phase_009_subj_4"
"137",65,"Male","SRET","SRET_math_calculate","","","","","50-42= ?","8","","8","8","2022","1","__","phase_009_subj_4"
"138",65,"Male","SRET","SRET_math_calculate","","","","","12-5= ?","7","","7","7","2279","1","__","phase_009_subj_4"
"139",65,"Male","SRET","SRET_math_calculate","","","","","2+4= ?","6","","6","6","1759","1","__","phase_009_subj_4"
"140",65,"Male","SRET","SRET_math_calculate","","","","","9-1= ?","8","","8","8","1855","1","__","phase_009_subj_4"
"141",65,"Male","SRET","SRET_math_calculate","","","","","4*1= ?","4","","4","4","1831","1","__","phase_009_subj_4"
"142",65,"Male","SRET","SRET_math_calculate","","","","","13-6= ?","7","","7","7","2575","1","__","phase_009_subj_4"
"143",65,"Male","SRET","SRET_math_calculate","","","","","11-5= ?","6","","6","6","1971","1","__","phase_009_subj_4"
"144",65,"Male","SRET","SRET_math_calculate","","","","","8-4= ?","4","","4","4","1554","1","__","phase_009_subj_4"
"145",65,"Male","SRET","SRET_math_calculate","","","","","1+8= ?","9","","9","9","1960","1","__","phase_009_subj_4"
"146",65,"Male","SRET","SRET_math_calculate","","","","","12/12= ?","1","","1","1","2582","1","__","phase_009_subj_4"
"147",65,"Male","SRET","SRET_math_calculate","","","","","1-1= ?","0","","0","0","1919","1","__","phase_009_subj_4"
"148",65,"Male","SRET","SRET_math_calculate","","","","","12/6= ?","2","","2","2","1927","1","__","phase_009_subj_4"
"149",65,"Male","SRET","SRET_math_calculate","","","","","3*2= ?","6","","6","6","1727","1","__","phase_009_subj_4"
"150",65,"Male","SRET","SRET_math_calculate","","","","","3+0= ?","3","","3","3","1823","1","__","phase_009_subj_4"
"151",65,"Male","SRET","SRET_math_calculate","","","","","9-8= ?","1","","1","1","1879","1","__","phase_009_subj_4"
"152",65,"Male","SRET","SRET_math_calculate","","","","","4*2= ?","8","","8","8","1952","1","__","phase_009_subj_4"
"153",65,"Male","SRET","SRET_math_calculate","","","","","18/2= ?","9","","9","9","2071","1","__","phase_009_subj_4"
"154",65,"Male","SRET","SRET_math_calculate","","","","","13-9= ?","4","","4","4","2010","1","__","phase_009_subj_4"
"155",65,"Male","SRET","SRET_math_calculate","","","","","8-2= ?","6","","6","6","1988","1","__","phase_009_subj_4"
"156",65,"Male","SRET","SRET_math_calculate","","","","","4+4= ?","8","","8","8","1695","1","__","phase_009_subj_4"
"157",65,"Male","SRET","SRET_math_calculate","","","","","3+4= ?","7","","7","7","2103","1","__","phase_009_subj_4"
"158",65,"Male","SRET","SRET_math_calculate","","","","","12-7= ?","5","","5","5","1808","1","__","phase_009_subj_4"
"159",65,"Male","SRET","SRET_math_calculate","","","","","81/9= ?","9","","9","9","1870","1","__","phase_009_subj_4"
"160",65,"Male","SRET","SRET_math_calculate","","","","","17-12= ? ","5","","5","5","1823","1","__","phase_009_subj_4"
"161",65,"Male","SRET","SRET_math_calculate","","","","","90/45= ?","2","","2","2","2190","1","__","phase_009_subj_4"
"162",65,"Male","SRET","SRET_math_calculate","","","","","14-9= ?","5","","5","5","1823","1","__","phase_009_subj_4"
"163",65,"Male","SRET","SRET_math_calculate","","","","","6*0= ?","0","","0","0","1910","1","__","phase_009_subj_4"
"164",65,"Male","SRET","SRET_math_calculate","","","","","8-1= ?","7","","7","7","2103","1","__","phase_009_subj_4"
"165",65,"Male","SRET","SRET_math_calculate","","","","","6+1= ?","7","","7","7","1702","1","__","phase_009_subj_4"
"166",65,"Male","SRET","SRET_math_calculate","","","","","32-23= ?","9","","9","9","3583","1","__","phase_009_subj_4"
"167",65,"Male","SRET","SRET_math_calculate","","","","","22/11= ?","2","","2","2","2191","1","__","phase_009_subj_4"
"168",65,"Male","SRET","SRET_math_calculate","","","","","20/5= ?","4","","4","4","1783","1","__","phase_009_subj_4"
"169",65,"Male","SRET","SRET_math_calculate","","","","","21/3= ? ","7","","7","7","1855","1","__","phase_009_subj_4"
"170",65,"Male","SRET","SRET_math_calculate","","","","","9-3= ?","6","","6","6","1952","1","__","phase_009_subj_4"
"171",65,"Male","SRET","SRET_math_calculate","","","","","8+1= ?","9","","9","9","1887","1","__","phase_009_subj_4"
"172",65,"Male","SRET","SRET_math_calculate","","","","","2+1= ?","3","","3","3","1927","1","__","phase_009_subj_4"
"173",65,"Male","SRET","SRET_math_calculate","","","","","2+2= ?","4","","4","4","1815","1","__","phase_009_subj_4"
"174",65,"Male","SRET","SRET_math_calculate","","","","","7*1=  ?","7","","7","7","1879","1","__","phase_009_subj_4"
"175",65,"Male","SRET","SRET_math_calculate","","","","","6/2= ?","3","","3","3","2055","1","__","phase_009_subj_4"
"176",65,"Male","SRET","SRET_math_calculate","","","","","13-5= ?","8","","8","8","1759","1","__","phase_009_subj_4"
"177",65,"Male","SRET","SRET_math_calculate","","","","","3*3= ?","9","","9","9","1847","1","__","phase_009_subj_4"
"178",65,"Male","SRET","SRET_math_calculate","","","","","11-4= ?","7","","7","7","2935","1","__","phase_009_subj_4"
"179",65,"Male","SRET","SRET_math_calculate","","","","","15-10= ?","5","","5","5","2119","1","__","phase_009_subj_4"
"180",65,"Male","SRET","SRET_math_calculate","","","","","4+3= ?","7","","7","7","2183","1","__","phase_009_subj_4"
"181",65,"Male","SRET","SRET_math_calculate","","","","","30-29= ?","1","","1","1","2247","1","__","phase_009_subj_4"
"182",65,"Male","SRET","SRET_math_calculate","","","","","3+6= ?","9","","9","9","1880","1","__","phase_009_subj_4"
"183",65,"Male","SRET","SRET_math_calculate","","","","","5*0= ?","0","","5","5","1934","0","__","phase_009_subj_4"
"184",65,"Male","SRET","SRET_math_calculate","","","","","3+3= ?","6","","9","9","1943","0","__","phase_009_subj_4"
"185",65,"Male","SRET","SRET_math_calculate","","","","","12/4= ?","3","","3","3","2319","1","__","phase_009_subj_4"
"186",65,"Male","SRET","SRET_math_calculate","","","","","2+7= ?","9","","","","","0","__","phase_009_subj_4"
"187",65,"Male","SRET_RJ","RJ_instruct_practice","","","","","","","","9","","1855","","__","phase_009_subj_4"
"188",65,"Male","SRET","RJ_formal1","self","Positive","ability","严谨","","","old","1","new","1793","0","self_Positive_ability","phase_009_subj_4"
"189",65,"Male","SRET","RJ_formal1","self","Negative","ability","刻板","","","old","3","old","864","1","self_Negative_ability","phase_009_subj_4"
"190",65,"Male","SRET","RJ_formal_2","","Negative","ability","刻板","","","self","j","self","1095","1","_Negative_ability","phase_009_subj_4"
"191",65,"Male","SRET","RJ_formal1","friend","Positive","ability","认真","","","new","1","new","755","1","friend_Positive_ability","phase_009_subj_4"
"192",65,"Male","SRET","RJ_formal1","self","Negative","morality","徇私","","","old","3","old","1010","1","self_Negative_morality","phase_009_subj_4"
"193",65,"Male","SRET","RJ_formal_2","","Negative","morality","徇私","","","self","f","friend","1383","0","_Negative_morality","phase_009_subj_4"
"194",65,"Male","SRET","RJ_formal1","self","Positive","morality","忠实","","","old","3","old","2170","1","self_Positive_morality","phase_009_subj_4"
"195",65,"Male","SRET","RJ_formal_2","","Positive","morality","忠实","","","self","j","self","512","1","_Positive_morality","phase_009_subj_4"
"196",65,"Male","SRET","RJ_formal1","friend","Negative","ability","白痴","","","new","1","new","769","1","friend_Negative_ability","phase_009_subj_4"
"197",65,"Male","SRET","RJ_formal1","friend","Negative","morality","可鄙","","","new","1","new","625","1","friend_Negative_morality","phase_009_subj_4"
"198",65,"Male","SRET","RJ_formal1","friend","Positive","morality","宽宏","","","new","1","new","1322","1","friend_Positive_morality","phase_009_subj_4"
"199",65,"Male","SRET_RJ","RJ_instruct","","","","","","","","","","51336","","__","phase_009_subj_4"
"200",65,"Male","SRET","RJ_formal1","friend","Negative","ability","无为","","","old","1","new","1419","0","friend_Negative_ability","phase_009_subj_4"
"201",65,"Male","SRET","RJ_formal1","friend","Positive","morality","高洁","","","old","1","new","2130","0","friend_Positive_morality","phase_009_subj_4"
"202",65,"Male","SRET","RJ_formal1","self","Negative","morality","失信","","","old","3","old","1010","1","self_Negative_morality","phase_009_subj_4"
"203",65,"Male","SRET","RJ_formal_2","","Negative","morality","失信","","","self","j","self","455","1","_Negative_morality","phase_009_subj_4"
"204",65,"Male","SRET","RJ_formal1",NA,"Negative","morality","势利","","","new","3","old","875","0","NA_Negative_morality","phase_009_subj_4"
"205",65,"Male","SRET","RJ_formal_2","","Negative","morality","势利","","",NA,"f","friend","1087",NA,"_Negative_morality","phase_009_subj_4"
"206",65,"Male","SRET","RJ_formal1",NA,"Positive","ability","勤奋","","","new","2","familiar","1218","0","NA_Positive_ability","phase_009_subj_4"
"207",65,"Male","SRET","RJ_formal_2","","Positive","ability","勤奋","","",NA,"j","self","703",NA,"_Positive_ability","phase_009_subj_4"
"208",65,"Male","SRET","RJ_formal1","friend","Positive","ability","高明","","","old","3","old","869","1","friend_Positive_ability","phase_009_subj_4"
"209",65,"Male","SRET","RJ_formal_2","","Positive","ability","高明","","","friend","j","self","878","0","_Positive_ability","phase_009_subj_4"
"210",65,"Male","SRET","RJ_formal1",NA,"Negative","ability","笨蛋","","","new","1","new","1115","1","NA_Negative_ability","phase_009_subj_4"
"211",65,"Male","SRET","RJ_formal1","self","Negative","ability","草率","","","old","3","old","866","1","self_Negative_ability","phase_009_subj_4"
"212",65,"Male","SRET","RJ_formal_2","","Negative","ability","草率","","","self","f","friend","367","0","_Negative_ability","phase_009_subj_4"
"213",65,"Male","SRET","RJ_formal1","friend","Negative","ability","拖拉","","","old","2","familiar","1178","1","friend_Negative_ability","phase_009_subj_4"
"214",65,"Male","SRET","RJ_formal_2","","Negative","ability","拖拉","","","friend","f","friend","263","1","_Negative_ability","phase_009_subj_4"
"215",65,"Male","SRET","RJ_formal1",NA,"Negative","ability","毛糙","","","new","3","old","1484","0","NA_Negative_ability","phase_009_subj_4"
"216",65,"Male","SRET","RJ_formal_2","","Negative","ability","毛糙","","",NA,"j","self","486",NA,"_Negative_ability","phase_009_subj_4"
"217",65,"Male","SRET","RJ_formal1","friend","Negative","morality","腐败","","","old","1","new","1019","0","friend_Negative_morality","phase_009_subj_4"
"218",65,"Male","SRET","RJ_formal1",NA,"Negative","ability","驽钝","","","new","3","old","1474","0","NA_Negative_ability","phase_009_subj_4"
"219",65,"Male","SRET","RJ_formal_2","","Negative","ability","驽钝","","",NA,"f","friend","183",NA,"_Negative_ability","phase_009_subj_4"
"220",65,"Male","SRET","RJ_formal1",NA,"Positive","ability","肯干","","","new","2","familiar","1267","0","NA_Positive_ability","phase_009_subj_4"
"221",65,"Male","SRET","RJ_formal_2","","Positive","ability","肯干","","",NA,"j","self","335",NA,"_Positive_ability","phase_009_subj_4"
"222",65,"Male","SRET","RJ_formal1",NA,"Positive","morality","义气","","","new","3","old","923","0","NA_Positive_morality","phase_009_subj_4"
"223",65,"Male","SRET","RJ_formal_2","","Positive","morality","义气","","",NA,"j","self","353",NA,"_Positive_morality","phase_009_subj_4"
