"","ParticipantID","Sex","Word","Word2","task_id","screen_id","Image","condition","word","identity","response","responses","correct_response","rt","correct","domain","valence","person","con","ID"
"1",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","diamond","强我","强我","match","j","match","j","902",1,"ability","positive","self","ability_self_match","phase_008_subj_11"
"2",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","ellipse","弱我","强他","nonmatch","f","nonmatch","f","688",1,"ability","negative","self","ability_self_nonmatch","phase_008_subj_11"
"3",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","ellipse","弱我","弱他","nonmatch","j","match","f","745",0,"ability","negative","self","ability_self_nonmatch","phase_008_subj_11"
"4",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","triangle","强他","强他","match","j","match","j","826",1,"ability","positive","friend","ability_friend_match","phase_008_subj_11"
"5",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","diamond","强我","强我","match","j","match","j","800",1,"ability","positive","self","ability_self_match","phase_008_subj_11"
"6",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","triangle","强他","弱他","nonmatch","j","match","f","920",0,"ability","positive","friend","ability_friend_nonmatch","phase_008_subj_11"
"7",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","triangle","强他","强他","match","j","match","j","737",1,"ability","positive","friend","ability_friend_match","phase_008_subj_11"
"8",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","ellipse","弱我","强我","nonmatch","f","nonmatch","f","730",1,"ability","negative","self","ability_self_nonmatch","phase_008_subj_11"
"9",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","triangle","强他","强我","nonmatch","f","nonmatch","f","1043",1,"ability","positive","friend","ability_friend_nonmatch","phase_008_subj_11"
"10",361,"Male","[""好我"",""坏我"",""坏他"",""好他""]","[""强我"",""弱我"",""弱他"",""强他""]","prac_ALT2_ability","practice_ability","hexagon","弱他","弱我","nonmatch","j","match","f","864",0,"ability","negative","friend","ability_friend_nonmatch","phase_008_subj_11"
