Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.21658420563,,,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
无私,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/8.png,j,material/108.png,j,j,无私,公道,friend,friend,friend,1,1,1,material/108.png,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,5,1.93384289742,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
机灵,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/19.png,j,material/119.png,j,j,灵活,灵活,friend,friend,friend,2,2,2,material/19.png,,,,,,,,,,,,,,,,,0,1,1,18,,,,,,,,,,,,,,,4,0.924659013748,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
孝顺,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/161.png,f,material/164.png,f,f,奉献,勇敢,self,self,self,1,1,1,material/64.png,,,,,,,,,,,,,,,,,0,2,2,63,,,,,,,,,,,,,,,2,1.10870289803,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
恶心,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/73.png,f,material/177.png,f,f,恶心,残虐,self,self,self,1,1,1,material/177.png,,,,,,,,,,,,,,,,,0,3,3,76,,,,,,,,,,,,,,,1,2.17579102516,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
坚忍,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/168.png,f,material/170.png,f,f,机变,机变,self,self,self,2,2,2,material/168.png,,,,,,,,,,,,,,,,,0,4,4,69,,,,,,,,,,,,,,,5,1.90784287453,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
犹豫,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/78.png,f,material/181.png,f,f,厌学,草率,self,self,self,2,2,2,material/184.png,,,,,,,,,,,,,,,,,0,5,5,80,,,,,,,,,,,,,,,2,1.82553887367,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
小人,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/45.png,j,material/145.png,j,j,小人,下流,friend,friend,friend,1,1,1,material/145.png,,,,,,,,,,,,,,,,,0,6,6,44,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
勤快,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/26.png,j,material/126.png,j,j,刻苦,刻苦,friend,friend,friend,2,2,2,material/26.png,,,,,,,,,,,,,,,,,0,7,7,25,,,,,,,,,,,,,,,4,1.92578101158,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
迟钝,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/53.png,f,material/153.png,f,f,迟缓,迟缓,self,self,self,2,2,2,material/53.png,,,,,,,,,,,,,,,,,0,8,8,52,,,,,,,,,,,,,,,2,1.90895986557,,,,,,,,,moral_self_bias,15,22,59.9908747248,f,001,2018_Apr_02_1525,
