Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15.8437008858,,,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
残虐,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/175.png,f,material/73.png,f,f,残虐,无情,self,self,self,1,1,1,material/73.png,,,,,,,,,,,,,,,,,0,0,0,85,,,,,,,,,,,,,,,1,1.77636384964,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
浅薄,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/58.png,j,material/158.png,j,j,肤浅,肤浅,friend,friend,friend,2,2,2,material/58.png,,,,,,,,,,,,,,,,,0,1,1,57,,,,,,,,,,,,,,,1,1.34171009064,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
依靠,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/54.png,f,material/154.png,f,f,依赖,依赖,self,self,self,2,2,2,material/54.png,,,,,,,,,,,,,,,,,0,2,2,53,,,,,,,,,,,,,,,1,1.32582306862,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
正直,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/9.png,j,material/109.png,j,j,正直,秉直,friend,friend,friend,1,1,1,material/109.png,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,5,1.34216499329,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
无私,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/8.png,j,material/108.png,j,j,无私,公道,friend,friend,friend,1,1,1,material/108.png,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,5,0.976128816605,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
鲁钝,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/50.png,j,material/150.png,j,j,愚笨,愚笨,friend,friend,friend,2,2,2,material/50.png,,,,,,,,,,,,,,,,,0,5,5,49,,,,,,,,,,,,,,,4,2.10913205147,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
白痴,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/49.png,j,material/149.png,j,j,痴呆,痴呆,friend,friend,friend,2,2,2,material/49.png,,,,,,,,,,,,,,,,,0,6,6,48,,,,,,,,,,,,,,,2,1.325330019,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
机智,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/16.png,j,material/116.png,j,j,睿智,睿智,friend,friend,friend,2,2,2,material/16.png,,,,,,,,,,,,,,,,,0,7,7,15,,,,,,,,,,,,,,,5,1.35856819153,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
毛糙,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/179.png,j,material/178.png,j,j,顽愚,差生,friend,friend,friend,2,2,2,material/84.png,,,,,,,,,,,,,,,,,0,8,8,77,,,,,,,,,,,,,,,2,1.18400812149,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
能干,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/20.png,j,material/120.png,j,j,厉害,厉害,friend,friend,friend,2,2,2,material/20.png,,,,,,,,,,,,,,,,,0,9,9,19,,,,,,,,,,,,,,,5,1.14211702347,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
奸诈,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/42.png,f,material/142.png,f,f,奸诈,阴险,self,self,self,1,1,1,material/142.png,,,,,,,,,,,,,,,,,0,10,10,41,,,,,,,,,,,,,,,1,2.10894298553,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
坚毅,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/10.png,j,material/110.png,j,j,坚毅,顽强,friend,friend,friend,1,1,1,material/110.png,,,,,,,,,,,,,,,,,0,11,11,9,,,,,,,,,,,,,,,5,1.27670693398,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
恶心,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/73.png,f,material/177.png,f,f,恶心,残虐,self,self,self,1,1,1,material/177.png,,,,,,,,,,,,,,,,,0,12,12,76,,,,,,,,,,,,,,,1,1.22561097145,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
刻板,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/47.png,j,material/147.png,j,j,死板,死板,friend,friend,friend,2,2,2,material/47.png,,,,,,,,,,,,,,,,,0,13,13,46,,,,,,,,,,,,,,,2,1.5753839016,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
不义,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/173.png,j,material/174.png,j,j,不义,黑心,friend,friend,friend,1,1,1,material/174.png,,,,,,,,,,,,,,,,,0,14,14,73,,,,,,,,,,,,,,,2,1.32494211197,,,,,,,,,moral_self_bias,27,20,60.0665639375,f,001,2018_Apr_02_1926,
