Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.5428109169,,,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
孝顺,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/161.png,f,material/164.png,f,f,奉献,勇敢,self,self,self,1,1,1,material/64.png,,,,,,,,,,,,,,,,,0,0,0,63,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
公平,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/7.png,j,material/107.png,j,j,公平,公正,friend,friend,friend,1,1,1,material/107.png,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,4,1.45067191124,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
背叛,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/32.png,f,material/132.png,f,f,背叛,不忠,self,self,self,1,1,1,material/132.png,,,,,,,,,,,,,,,,,0,2,2,31,,,,,,,,,,,,,,,5,1.82519197464,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
勇敢,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/165.png,j,material/161.png,j,j,平等,独立,friend,friend,friend,1,1,1,material/61.png,,,,,,,,,,,,,,,,,0,3,3,60,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
坚忍,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/168.png,f,material/170.png,f,f,机变,机变,self,self,self,2,2,2,material/168.png,,,,,,,,,,,,,,,,,0,4,4,69,,,,,,,,,,,,,,,2,1.22529911995,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
果敢,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/25.png,f,material/125.png,f,f,果断,果断,self,self,self,2,2,2,material/25.png,,,,,,,,,,,,,,,,,0,5,5,24,,,,,,,,,,,,,,,1,2.68369603157,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
好问,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/29.png,f,material/129.png,f,f,好学,好学,self,self,self,2,2,2,material/29.png,,,,,,,,,,,,,,,,,0,6,6,28,,,,,,,,,,,,,,,2,1.09202289581,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
聪颖,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/17.png,j,material/117.png,j,j,聪明,聪明,friend,friend,friend,2,2,2,material/17.png,,,,,,,,,,,,,,,,,0,7,7,16,,,,,,,,,,,,,,,4,1.17796015739,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
博爱,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/1.png,f,material/101.png,f,f,博爱,善良,self,self,self,1,1,1,material/101.png,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,2,1.09214401245,,,,,,,,,moral_self_bias,06,20,60.0283088672,f,001,2018_Apr_02_1228,
