Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.8764379025,,,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
贪污,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/33.png,f,material/133.png,f,f,贪污,腐败,self,self,self,1,1,1,material/133.png,,,,,,,,,,,,,,,,,0,0,0,32,,,,,,,,,,,,,,,4,2.392578125,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
高明,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/69.png,f,material/69.png,f,f,高明,高明,self,self,self,2,2,2,material/69.png,,,,,,,,,,,,,,,,,0,1,1,86,,,,,,,,,,,,,,,4,1.65868997574,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
奸诈,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/42.png,f,material/142.png,f,f,奸诈,阴险,self,self,self,1,1,1,material/142.png,,,,,,,,,,,,,,,,,0,2,2,41,,,,,,,,,,,,,,,5,1.55861997604,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
卑鄙,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/37.png,j,material/137.png,j,j,卑鄙,无耻,friend,friend,friend,1,1,1,material/137.png,,,,,,,,,,,,,,,,,0,3,3,36,,,,,,,,,,,,,,,5,1.37547302246,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
才尽,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/183.png,f,material/182.png,f,f,颓废,薄弱,self,self,self,2,2,2,material/79.png,,,,,,,,,,,,,,,,,0,4,4,81,,,,,,,,,,,,,,,4,1.34203720093,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
机变,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/70.png,j,material/168.png,j,j,全面,全面,friend,friend,friend,2,2,2,material/70.png,,,,,,,,,,,,,,,,,0,5,5,67,,,,,,,,,,,,,,,4,1.99233603477,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
廉明,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/13.png,j,material/113.png,j,j,廉明,廉洁,friend,friend,friend,1,1,1,material/113.png,,,,,,,,,,,,,,,,,0,6,6,12,,,,,,,,,,,,,,,4,1.09214496613,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
浅薄,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/58.png,j,material/158.png,j,j,肤浅,肤浅,friend,friend,friend,2,2,2,material/58.png,,,,,,,,,,,,,,,,,0,7,7,57,,,,,,,,,,,,,,,2,1.8587539196,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
聪颖,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/17.png,j,material/117.png,j,j,聪明,聪明,friend,friend,friend,2,2,2,material/17.png,,,,,,,,,,,,,,,,,0,8,8,16,,,,,,,,,,,,,,,5,1.12445688248,,,,,,,,,moral_self_bias,25,19,60.0131922157,f,001,2018_Apr_02_1842,
