Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.4425170422,,,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
宽容,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/163.png,j,material/163.png,j,j,文明,宽容,friend,friend,friend,1,1,1,material/63.png,,,,,,,,,,,,,,,,,0,0,0,62,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
狠毒,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/40.png,j,material/140.png,j,j,狠毒,邪恶,friend,friend,friend,1,1,1,material/140.png,,,,,,,,,,,,,,,,,0,1,1,39,,,,,,,,,,,,,,,1,1.62572002411,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
机变,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/70.png,j,material/168.png,j,j,全面,全面,friend,friend,friend,2,2,2,material/70.png,,,,,,,,,,,,,,,,,0,2,2,67,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
博学,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/22.png,f,material/122.png,f,f,才学,才学,self,self,self,2,2,2,material/22.png,,,,,,,,,,,,,,,,,0,3,3,21,,,,,,,,,,,,,,,4,2.4759581089,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
能干,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/20.png,j,material/120.png,j,j,厉害,厉害,friend,friend,friend,2,2,2,material/20.png,,,,,,,,,,,,,,,,,0,4,4,19,,,,,,,,,,,,,,,4,1.29184913635,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
背叛,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/32.png,f,material/132.png,f,f,背叛,不忠,self,self,self,1,1,1,material/132.png,,,,,,,,,,,,,,,,,0,5,5,31,,,,,,,,,,,,,,,1,1.34192085266,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
顽愚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/84.png,f,material/84.png,f,f,犹豫,顽愚,self,self,self,2,2,2,material/181.png,,,,,,,,,,,,,,,,,0,6,6,87,,,,,,,,,,,,,,,1,1.52560997009,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
高尚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/11.png,f,material/111.png,f,f,高尚,高雅,self,self,self,1,1,1,material/111.png,,,,,,,,,,,,,,,,,0,7,7,10,,,,,,,,,,,,,,,4,1.51676893234,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
仗义,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/63.png,f,material/166.png,f,f,正义,文明,self,self,self,1,1,1,material/66.png,,,,,,,,,,,,,,,,,0,8,8,65,,,,,,,,,,,,,,,5,1.35818386078,,,,,,,,,moral_self_bias,19,20,59.9825528349,f,001,2018_Apr_02_1643,
