Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29.8419649601,,,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
机变,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/70.png,j,material/168.png,j,j,全面,全面,friend,friend,friend,2,2,2,material/70.png,,,,,,,,,,,,,,,,,0,0,0,67,,,,,,,,,,,,,,,4,1.02538204193,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
笨蛋,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/48.png,j,material/148.png,j,j,愚蠢,愚蠢,friend,friend,friend,2,2,2,material/48.png,,,,,,,,,,,,,,,,,0,1,1,47,,,,,,,,,,,,,,,1,0.658043146133,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
独立,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/64.png,f,material/165.png,f,f,谦虚,奉献,self,self,self,1,1,1,material/65.png,,,,,,,,,,,,,,,,,0,2,2,64,,,,,,,,,,,,,,,4,0.642746925354,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
笃行,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/31.png,f,material/131.png,f,f,笃学,笃学,self,self,self,2,2,2,material/31.png,,,,,,,,,,,,,,,,,0,3,3,30,,,,,,,,,,,,,,,4,0.508574008942,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
仗义,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/63.png,f,material/166.png,f,f,正义,文明,self,self,self,1,1,1,material/66.png,,,,,,,,,,,,,,,,,0,4,4,65,,,,,,,,,,,,,,,4,0.491470098495,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
好问,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/29.png,f,material/129.png,f,f,好学,好学,self,self,self,2,2,2,material/29.png,,,,,,,,,,,,,,,,,0,5,5,28,,,,,,,,,,,,,,,3,0.533586978912,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
毛糙,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/179.png,j,material/178.png,j,j,顽愚,差生,friend,friend,friend,2,2,2,material/84.png,,,,,,,,,,,,,,,,,0,6,6,77,,,,,,,,,,,,,,,3,0.392907142639,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
无情,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/172.png,f,material/175.png,f,f,无情,浮夸,self,self,self,1,1,1,material/175.png,,,,,,,,,,,,,,,,,0,7,7,74,,,,,,,,,,,,,,,4,0.616806983948,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
无能,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/57.png,j,material/157.png,j,j,无知,无知,friend,friend,friend,2,2,2,material/57.png,,,,,,,,,,,,,,,,,0,8,8,56,,,,,,,,,,,,,,,1,0.424608945847,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
依靠,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/54.png,f,material/154.png,f,f,依赖,依赖,self,self,self,2,2,2,material/54.png,,,,,,,,,,,,,,,,,0,9,9,53,,,,,,,,,,,,,,,1,0.442192077637,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
鲁钝,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/50.png,j,material/150.png,j,j,愚笨,愚笨,friend,friend,friend,2,2,2,material/50.png,,,,,,,,,,,,,,,,,0,10,10,49,,,,,,,,,,,,,,,1,0.725466966629,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
爱心,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/2.png,f,material/102.png,f,f,爱心,善心,self,self,self,1,1,1,material/102.png,,,,,,,,,,,,,,,,,0,11,11,1,,,,,,,,,,,,,,,4,0.559725046158,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
机灵,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/19.png,j,material/119.png,j,j,灵活,灵活,friend,friend,friend,2,2,2,material/19.png,,,,,,,,,,,,,,,,,0,12,12,18,,,,,,,,,,,,,,,4,0.45898604393,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
忠贞,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/14.png,j,material/114.png,j,j,忠贞,爱国,friend,friend,friend,1,1,1,material/114.png,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,4,0.442015886307,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
自私,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/46.png,j,material/146.png,j,j,自私,小气,friend,friend,friend,1,1,1,material/146.png,,,,,,,,,,,,,,,,,0,14,14,45,,,,,,,,,,,,,,,1,0.558758974075,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
残忍,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/41.png,j,material/141.png,j,j,残忍,歹毒,friend,friend,friend,1,1,1,material/141.png,,,,,,,,,,,,,,,,,0,15,15,40,,,,,,,,,,,,,,,1,0.42565703392,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
能干,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/20.png,j,material/120.png,j,j,厉害,厉害,friend,friend,friend,2,2,2,material/20.png,,,,,,,,,,,,,,,,,0,16,16,19,,,,,,,,,,,,,,,4,0.559713125229,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
博学,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/22.png,f,material/122.png,f,f,才学,才学,self,self,self,2,2,2,material/22.png,,,,,,,,,,,,,,,,,0,17,17,21,,,,,,,,,,,,,,,4,0.44199681282,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
刻板,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/47.png,j,material/147.png,j,j,死板,死板,friend,friend,friend,2,2,2,material/47.png,,,,,,,,,,,,,,,,,0,18,18,46,,,,,,,,,,,,,,,4,0.374862909317,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
弱智,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/59.png,f,material/159.png,f,f,智障,智障,self,self,self,2,2,2,material/59.png,,,,,,,,,,,,,,,,,0,19,19,58,,,,,,,,,,,,,,,1,0.542527198792,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
奸诈,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/42.png,f,material/142.png,f,f,奸诈,阴险,self,self,self,1,1,1,material/142.png,,,,,,,,,,,,,,,,,0,20,20,41,,,,,,,,,,,,,,,1,0.425715208054,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
勇敢,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/165.png,j,material/161.png,j,j,平等,独立,friend,friend,friend,1,1,1,material/61.png,,,,,,,,,,,,,,,,,0,21,21,60,,,,,,,,,,,,,,,1,0.607975006104,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
笨拙,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/60.png,f,material/160.png,f,f,粗拙,粗拙,self,self,self,2,2,2,material/60.png,,,,,,,,,,,,,,,,,0,22,22,59,,,,,,,,,,,,,,,1,0.459085941315,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
爽约,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/44.png,j,material/144.png,j,j,爽约,失信,friend,friend,friend,1,1,1,material/144.png,,,,,,,,,,,,,,,,,0,23,23,43,,,,,,,,,,,,,,,1,0.475805044174,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
缺德,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/38.png,j,material/138.png,j,j,缺德,无德,friend,friend,friend,1,1,1,material/138.png,,,,,,,,,,,,,,,,,0,24,24,37,,,,,,,,,,,,,,,1,0.459600925446,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
不义,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/173.png,j,material/174.png,j,j,不义,黑心,friend,friend,friend,1,1,1,material/174.png,,,,,,,,,,,,,,,,,0,25,25,73,,,,,,,,,,,,,,,1,0.542032003403,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
果敢,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/25.png,f,material/125.png,f,f,果断,果断,self,self,self,2,2,2,material/25.png,,,,,,,,,,,,,,,,,0,26,26,24,,,,,,,,,,,,,,,1,0.408834934235,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
勤快,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/26.png,j,material/126.png,j,j,刻苦,刻苦,friend,friend,friend,2,2,2,material/26.png,,,,,,,,,,,,,,,,,0,27,27,25,,,,,,,,,,,,,,,1,0.491635084152,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
高尚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/11.png,f,material/111.png,f,f,高尚,高雅,self,self,self,1,1,1,material/111.png,,,,,,,,,,,,,,,,,0,28,28,10,,,,,,,,,,,,,,,4,0.442374944687,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
冷血,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/35.png,f,material/135.png,f,f,冷血,冷漠,self,self,self,1,1,1,material/135.png,,,,,,,,,,,,,,,,,0,29,29,34,,,,,,,,,,,,,,,1,0.642367124557,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
白痴,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/49.png,j,material/149.png,j,j,痴呆,痴呆,friend,friend,friend,2,2,2,material/49.png,,,,,,,,,,,,,,,,,0,30,30,48,,,,,,,,,,,,,,,1,0.442267894745,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
超群,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/27.png,j,material/127.png,j,j,卓越,卓越,friend,friend,friend,2,2,2,material/27.png,,,,,,,,,,,,,,,,,0,31,31,26,,,,,,,,,,,,,,,4,0.517152070999,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
贪污,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/33.png,f,material/133.png,f,f,贪污,腐败,self,self,self,1,1,1,material/133.png,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,1,0.458779096603,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
怠惰,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/181.png,j,material/180.png,j,j,怠惰,犹豫,friend,friend,friend,2,2,2,material/180.png,,,,,,,,,,,,,,,,,0,33,33,79,,,,,,,,,,,,,,,1,0.542451143265,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
残虐,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/175.png,f,material/73.png,f,f,残虐,无情,self,self,self,1,1,1,material/73.png,,,,,,,,,,,,,,,,,0,34,34,85,,,,,,,,,,,,,,,1,0.458391904831,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
卑鄙,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/37.png,j,material/137.png,j,j,卑鄙,无耻,friend,friend,friend,1,1,1,material/137.png,,,,,,,,,,,,,,,,,0,35,35,36,,,,,,,,,,,,,,,1,0.424659967422,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
聪颖,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/17.png,j,material/117.png,j,j,聪明,聪明,friend,friend,friend,2,2,2,material/17.png,,,,,,,,,,,,,,,,,0,36,36,16,,,,,,,,,,,,,,,4,0.425421953201,,,,,,,,,moral_self_bias,26,19,59.9822954936,f,001,2018_Apr_02_1908,
