Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17.8234279156,,,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
忠心,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/12.png,f,material/112.png,f,f,忠心,忠诚,self,self,self,1,1,1,material/112.png,,,,,,,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,4,2.37549591064,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
虚荣,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/43.png,f,material/143.png,f,f,虚荣,拜金,self,self,self,1,1,1,material/143.png,,,,,,,,,,,,,,,,,0,1,1,42,,,,,,,,,,,,,,,2,2.27130508423,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
盲目,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/55.png,f,material/155.png,f,f,盲从,盲从,self,self,self,2,2,2,material/55.png,,,,,,,,,,,,,,,,,0,2,2,54,,,,,,,,,,,,,,,4,2.0089058876,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
厌学,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/182.png,j,material/184.png,j,j,健忘,才尽,friend,friend,friend,2,2,2,material/80.png,,,,,,,,,,,,,,,,,0,3,3,83,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
笨蛋,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/48.png,j,material/148.png,j,j,愚蠢,愚蠢,friend,friend,friend,2,2,2,material/48.png,,,,,,,,,,,,,,,,,0,4,4,47,,,,,,,,,,,,,,,2,2.47565603256,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
浮夸,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/77.png,j,material/172.png,j,j,浮夸,软弱,friend,friend,friend,1,1,1,material/172.png,,,,,,,,,,,,,,,,,0,5,5,71,,,,,,,,,,,,,,,1,1.89148497581,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
愚钝,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/56.png,f,material/156.png,f,f,愚昧,愚昧,self,self,self,2,2,2,material/56.png,,,,,,,,,,,,,,,,,0,6,6,55,,,,,,,,,,,,,,,1,1.49173402786,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
可恶,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/34.png,f,material/134.png,f,f,可恶,可恨,self,self,self,1,1,1,material/134.png,,,,,,,,,,,,,,,,,0,7,7,33,,,,,,,,,,,,,,,2,1.69213700294,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
撒谎,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/36.png,f,material/136.png,f,f,撒谎,说谎,self,self,self,1,1,1,material/136.png,,,,,,,,,,,,,,,,,0,8,8,35,,,,,,,,,,,,,,,4,2.20891594887,,,,,,,,,moral_self_bias,29,19,59.9732899414,f,001,2018_Apr_02_2005,
