Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12.9430699348,,,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
厌学,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/182.png,j,material/184.png,j,j,健忘,才尽,friend,friend,friend,2,2,2,material/80.png,,,,,,,,,,,,,,,,,0,0,0,83,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
撒谎,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/36.png,f,material/136.png,f,f,撒谎,说谎,self,self,self,1,1,1,material/136.png,,,,,,,,,,,,,,,,,0,1,1,35,,,,,,,,,,,,,,,1,1.39151191711,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
爽约,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/44.png,j,material/144.png,j,j,爽约,失信,friend,friend,friend,1,1,1,material/144.png,,,,,,,,,,,,,,,,,0,2,2,43,,,,,,,,,,,,,,,1,1.20845103264,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
怠惰,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/181.png,j,material/180.png,j,j,怠惰,犹豫,friend,friend,friend,2,2,2,material/180.png,,,,,,,,,,,,,,,,,0,3,3,79,,,,,,,,,,,,,,,1,0.892519950867,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
刻板,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/47.png,j,material/147.png,j,j,死板,死板,friend,friend,friend,2,2,2,material/47.png,,,,,,,,,,,,,,,,,0,4,4,46,,,,,,,,,,,,,,,1,0.959081888199,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
白痴,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/49.png,j,material/149.png,j,j,痴呆,痴呆,friend,friend,friend,2,2,2,material/49.png,,,,,,,,,,,,,,,,,0,5,5,48,,,,,,,,,,,,,,,1,0.825232028961,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
虚荣,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/43.png,f,material/143.png,f,f,虚荣,拜金,self,self,self,1,1,1,material/143.png,,,,,,,,,,,,,,,,,0,6,6,42,,,,,,,,,,,,,,,1,1.142111063,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
忠心,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/12.png,f,material/112.png,f,f,忠心,忠诚,self,self,self,1,1,1,material/112.png,,,,,,,,,,,,,,,,,0,7,7,11,,,,,,,,,,,,,,,3,1.68342494965,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
盲目,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/55.png,f,material/155.png,f,f,盲从,盲从,self,self,self,2,2,2,material/55.png,,,,,,,,,,,,,,,,,0,8,8,54,,,,,,,,,,,,,,,3,1.30858802795,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
毛糙,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/179.png,j,material/178.png,j,j,顽愚,差生,friend,friend,friend,2,2,2,material/84.png,,,,,,,,,,,,,,,,,0,9,9,77,,,,,,,,,,,,,,,1,1.20705294609,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
孝顺,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/161.png,f,material/164.png,f,f,奉献,勇敢,self,self,self,1,1,1,material/64.png,,,,,,,,,,,,,,,,,0,10,10,63,,,,,,,,,,,,,,,3,1.45816206932,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
恶心,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/73.png,f,material/177.png,f,f,恶心,残虐,self,self,self,1,1,1,material/177.png,,,,,,,,,,,,,,,,,0,11,11,76,,,,,,,,,,,,,,,5,1.55917406082,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
仁厚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/3.png,f,material/103.png,f,f,仁厚,仁慈,self,self,self,1,1,1,material/103.png,,,,,,,,,,,,,,,,,0,12,12,2,,,,,,,,,,,,,,,1,1.84222412109,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
果敢,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/25.png,f,material/125.png,f,f,果断,果断,self,self,self,2,2,2,material/25.png,,,,,,,,,,,,,,,,,0,13,13,24,,,,,,,,,,,,,,,4,2.49250102043,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
坚毅,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/10.png,j,material/110.png,j,j,坚毅,顽强,friend,friend,friend,1,1,1,material/110.png,,,,,,,,,,,,,,,,,0,14,14,9,,,,,,,,,,,,,,,5,2.70858597755,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
黑心,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/74.png,j,material/173.png,j,j,黑心,卑劣,friend,friend,friend,1,1,1,material/173.png,,,,,,,,,,,,,,,,,0,15,15,72,,,,,,,,,,,,,,,1,1.42417597771,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
仗义,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/63.png,f,material/166.png,f,f,正义,文明,self,self,self,1,1,1,material/66.png,,,,,,,,,,,,,,,,,0,16,16,65,,,,,,,,,,,,,,,1,2.64227509499,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
正义,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/66.png,f,material/66.png,f,f,独立,正义,self,self,self,1,1,1,material/165.png,,,,,,,,,,,,,,,,,0,17,17,84,,,,,,,,,,,,,,,1,2.10902404785,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
笨蛋,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/48.png,j,material/148.png,j,j,愚蠢,愚蠢,friend,friend,friend,2,2,2,material/48.png,,,,,,,,,,,,,,,,,0,18,18,47,,,,,,,,,,,,,,,5,1.75978207588,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
鲁钝,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/50.png,j,material/150.png,j,j,愚笨,愚笨,friend,friend,friend,2,2,2,material/50.png,,,,,,,,,,,,,,,,,0,19,19,49,,,,,,,,,,,,,,,5,1.44280695915,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
愚钝,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/56.png,f,material/156.png,f,f,愚昧,愚昧,self,self,self,2,2,2,material/56.png,,,,,,,,,,,,,,,,,0,20,20,55,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,20,18,59.7671615078,f,001,2018_Apr_02_1702,
