"","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","friend_name","Sex","ID"
"73",688,4,3,4,3,2,4,3,4,3,4,5,3,2,2,-1,-2,1,2,2,5,5,5,5,5,5,5,4,4,5,6,8,8,7,3,3,7,9,8,6,4,6,5,4,2,6,2,3,3,6,2,6,2,3,3,6,2,6,1,4,4,3,3,2,6,5,6,7,7,1,5,5,2,1,6,4,5,5,6,"康","Male","phase_017_subj_166"
"74",441,5,5,5,4,5,5,2,3,4,4,4,2,1,-1,2,1,2,2,2,4,4,4,3,3,4,3,4,4,4,5,6,7,7,6,4,6,7,8,5,3,3,3,6,1,5,3,4,3,4,3,5,2,2,3,5,2,3,3,3,4,3,3,2,6,3,7,5,6,5,6,7,1,2,7,2,7,3,5,"孙","Female","phase_017_subj_106"
"75",90,5,5,5,3,2,2,2,4,4,4,4,1,2,-1,1,1,1,2,2,5,4,5,5,4,4,4,4,5,4,6,4,4,7,6,5,7,6,7,5,5,2,5,3,3,2,2,5,3,3,3,5,2,3,5,5,3,2,3,3,3,3,6,5,5,3,5,3,6,3,3,6,3,3,6,6,7,3,5,"赵","Female","phase_017_subj_22"
"76",395,6,5,6,6,5,4,1,4,4,4,4,-1,1,2,1,2,2,3,1,4,5,5,5,5,3,4,4,4,4,6,7,4,6,3,8,6,8,5,2,5,3,6,6,3,6,3,6,5,6,5,5,1,5,3,4,6,2,6,6,3,4,5,3,6,5,6,5,6,3,5,5,7,4,5,6,4,2,7,"李","Female","phase_017_subj_95"
"77",401,5,4,4,3,2,3,4,4,4,4,4,-1,1,-1,1,-1,1,1,1,4,4,4,4,3,3,3,4,4,3,5,4,4,5,3,5,4,3,5,5,5,5,4,4,3,3,5,4,4,3,3,3,4,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,6,3,3,6,5,3,3,3,3,3,3,"张","Female","phase_017_subj_99"
"78",656,5,3,3,2,1,5,2,2,5,5,5,1,-2,-1,3,-2,-2,1,2,4,4,3,5,5,2,3,2,4,2,1,4,3,6,4,3,5,4,5,5,3,6,4,6,6,1,1,4,2,2,2,6,3,4,3,2,6,1,2,1,1,5,1,2,5,1,6,2,1,7,1,7,2,4,3,7,7,2,4,"唐","Male","phase_017_subj_155"
"79",226,5,4,5,4,3,4,3,4,4,4,4,-1,2,-1,3,-1,1,2,1,5,4,4,4,3,3,4,3,4,4,3,4,5,5,6,4,7,8,5,5,5,4,4,5,5,6,1,4,3,4,3,4,2,3,4,4,5,5,4,3,3,4,4,3,6,6,5,7,6,6,6,4,3,3,4,2,7,4,6,"余","Male","phase_017_subj_53"
"80",74,3,3,3,4,3,2,3,4,4,4,2,2,-1,-1,1,-1,-2,-2,1,2,4,3,2,2,3,2,2,2,4,6,5,4,4,6,5,4,5,5,6,4,3,4,5,4,3,5,3,5,3,6,5,7,3,5,1,7,4,5,7,2,7,2,6,4,7,4,7,5,7,6,7,7,5,7,7,7,7,1,"郑","Male","phase_017_subj_16"
"81",82,3,3,3,2,3,3,3,2,4,4,4,1,-2,-2,-2,-2,1,1,2,5,4,5,5,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,5,2,4,3,3,4,4,5,2,3,3,5,2,5,6,4,5,3,3,2,3,3,2,3,7,4,7,7,7,3,6,7,2,3,6,1,7,6,3,"李","Female","phase_017_subj_19"
"82",347,5,5,6,4,4,4,4,5,3,4,5,2,-1,1,-1,1,2,3,2,4,4,4,4,3,4,3,4,4,3,6,5,4,6,5,6,7,7,8,6,4,4,5,4,5,5,7,4,5,5,1,7,4,3,4,4,7,4,4,5,4,4,2,4,5,4,6,4,7,7,4,6,4,4,7,7,7,4,4,"杨","Female","phase_017_subj_77"
"83",490,5,5,5,5,4,4,3,4,5,5,4,2,-2,2,1,2,2,2,2,4,4,5,5,4,4,4,4,4,4,7,7,7,8,7,7,8,8,8,5,5,4,5,5,3,6,6,5,4,4,3,6,2,3,5,4,3,5,4,2,5,2,4,3,5,3,6,7,4,7,3,7,7,3,6,2,6,3,4,"刘","Female","phase_017_subj_122"
"84",123,4,3,3,4,3,2,3,3,4,3,3,1,-1,1,1,-1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,5,4,7,6,4,6,6,6,5,4,5,4,5,3,4,5,4,3,4,3,5,4,4,3,4,3,5,3,4,5,3,4,3,5,3,5,4,7,5,4,4,4,4,4,7,4,4,5,"商","Male","phase_017_subj_35"
"85",533,2,2,2,2,2,4,3,2,4,4,4,2,-1,2,2,-1,2,2,2,4,4,4,4,4,4,4,3,2,4,4,5,5,5,4,4,5,5,5,5,3,5,3,5,5,3,5,3,3,3,5,5,3,4,3,3,5,5,5,3,3,3,3,3,5,3,5,5,5,3,3,5,3,3,5,3,5,3,5,"罗","Female","phase_017_subj_128"
"86",490,6,5,6,5,5,5,4,4,5,4,5,2,2,3,2,1,3,3,2,4,5,5,4,5,4,5,4,5,4,8,7,8,7,6,6,7,6,8,6,6,5,6,7,5,6,5,7,7,6,6,6,5,5,6,5,5,7,6,5,6,5,5,6,7,5,6,7,6,6,5,7,7,5,6,2,7,6,6,"吴","Female","phase_017_subj_123"
"87",598,2,2,2,1,2,4,2,2,5,5,5,1,2,-2,-1,-2,1,2,-1,5,4,5,4,4,4,3,3,3,4,2,7,3,5,5,2,5,5,5,6,1,5,3,2,2,6,5,2,1,3,2,4,2,3,5,6,2,3,2,2,3,2,2,1,6,3,7,4,6,3,3,4,2,2,6,2,7,2,6,"何","Male","phase_017_subj_145"
"88",65,6,5,6,5,3,4,1,5,5,5,4,3,3,1,-2,-2,2,3,3,5,4,5,5,4,2,4,2,5,4,5,4,5,4,5,5,5,4,4,6,3,6,6,5,2,5,2,7,3,2,2,7,2,1,3,5,2,3,3,2,2,2,1,2,3,2,5,3,5,2,2,2,3,2,3,1,2,2,1,"王","Male","phase_017_subj_14"
"89",461,5,6,6,5,5,4,4,5,4,5,4,2,1,1,2,1,3,2,3,4,3,5,3,4,4,4,5,4,5,6,5,6,7,6,8,6,6,7,5,4,6,6,7,3,6,1,5,6,5,4,5,6,4,4,5,4,6,6,2,3,3,3,2,5,6,7,5,5,7,3,5,6,3,5,3,7,3,6,"郑","Female","phase_017_subj_113"
"90",398,6,5,5,5,3,4,4,5,5,5,5,3,3,2,3,-1,1,3,3,5,5,5,5,5,4,4,4,5,4,7,8,7,8,6,8,8,8,8,5,6,4,6,6,2,6,1,7,3,6,2,7,1,6,4,6,5,3,6,1,2,1,1,1,7,1,6,1,7,6,1,1,1,1,1,1,1,2,3,"范","Male","phase_017_subj_97"
"91",377,5,4,5,3,3,5,4,4,4,5,4,1,-1,2,1,1,2,2,1,4,3,5,4,2,5,4,4,5,5,7,8,8,8,7,7,6,7,7,5,5,3,6,5,3,6,5,5,4,4,3,5,2,3,4,5,5,3,6,3,3,3,2,3,5,4,6,5,5,6,4,5,5,3,6,3,3,3,3,"叶","Female","phase_017_subj_89"
"92",119,6,5,6,6,6,5,4,4,4,5,5,3,1,2,2,2,2,3,3,5,5,5,4,5,5,4,5,5,4,4,4,3,6,7,4,7,6,8,6,7,6,7,7,3,7,1,6,7,7,7,6,6,5,5,7,6,7,7,4,5,2,6,3,6,6,6,7,7,6,6,3,6,5,7,7,7,6,6,"徐","Male","phase_017_subj_32"
"93",426,6,5,6,5,4,4,4,5,5,5,5,2,1,2,3,1,3,2,2,4,3,4,4,3,4,4,5,4,4,6,7,7,8,7,8,7,8,6,5,5,5,6,5,4,6,1,6,6,5,5,6,6,4,5,5,5,6,5,3,6,3,4,5,7,5,6,5,6,7,3,6,6,3,6,5,6,4,7,"龚","Male","phase_017_subj_103"
"94",463,4,4,4,4,2,4,3,3,3,4,4,1,-2,1,-1,-1,-1,2,2,5,4,5,4,5,2,3,3,2,4,3,4,3,6,3,7,4,6,4,4,6,6,2,4,3,4,1,4,4,4,2,4,3,3,2,4,4,6,2,1,5,3,2,2,5,4,7,3,6,3,6,7,2,3,4,4,7,3,4,"李","Female","phase_017_subj_114"
"95",372,7,6,7,7,5,5,3,4,4,4,5,2,3,2,3,1,2,3,3,5,5,5,4,4,4,4,5,5,4,7,8,8,8,7,8,8,8,8,6,4,4,5,5,4,6,5,5,4,4,3,6,2,5,5,4,6,6,3,6,5,5,4,5,6,5,5,5,6,5,7,5,6,6,6,6,6,6,6,"艾","Female","phase_017_subj_88"
"96",280,4,4,4,4,3,4,3,4,3,4,5,1,1,-1,1,-1,1,1,2,4,4,5,5,3,2,3,2,3,4,4,6,5,5,6,4,6,6,5,7,4,7,4,7,4,4,7,7,7,4,4,4,4,7,7,4,7,7,4,7,7,4,4,1,7,7,7,7,7,7,4,7,7,7,7,7,7,1,7,"曹","Female","phase_017_subj_64"
"97",539,6,5,5,3,2,2,3,3,4,4,4,2,-2,1,1,-1,1,2,2,5,4,5,4,4,3,4,3,4,4,4,6,5,6,3,4,7,7,7,5,5,2,6,5,6,5,6,5,3,5,3,2,5,3,6,2,3,3,6,3,3,7,6,5,6,3,6,7,7,7,7,7,2,7,6,3,7,3,6,"包","Female","phase_017_subj_133"
"98",454,5,3,4,4,2,2,3,3,4,4,4,-2,-1,1,1,-1,1,2,1,5,4,5,5,4,3,3,4,2,4,3,6,5,4,3,6,4,6,4,3,5,4,3,5,6,4,7,4,2,3,2,4,6,2,3,4,2,4,6,5,3,6,5,6,7,6,6,6,6,3,6,7,2,5,5,4,7,5,7,"刘","Male","phase_017_subj_111"
"99",91,5,6,5,4,3,4,3,5,4,4,4,2,-1,1,2,2,3,2,3,4,5,5,4,4,3,4,3,4,4,6,8,6,7,6,6,7,6,7,4,5,4,6,5,3,6,3,7,5,5,4,5,3,6,6,5,5,5,5,3,6,4,5,5,6,5,5,5,6,3,5,3,3,3,4,3,6,3,6,"李","Female","phase_017_subj_24"
"100",686,6,6,5,5,6,4,3,4,4,4,2,2,-2,1,2,2,2,1,1,4,5,3,4,4,3,4,4,3,4,6,7,5,6,5,5,5,7,7,6,4,5,5,2,6,4,7,4,4,4,7,5,4,3,5,5,4,3,5,5,1,6,5,6,5,7,1,7,6,7,6,7,6,6,6,6,6,3,5,"裴","Female","phase_017_subj_163"
"101",622,5,5,4,3,2,4,3,2,4,4,4,1,1,-2,1,-2,1,-1,1,4,4,5,5,4,4,3,3,4,4,4,3,3,4,4,2,3,3,4,6,5,2,4,3,3,5,3,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,4,3,5,6,5,3,7,3,4,2,6,3,5,"朱","Female","phase_017_subj_149"
"102",414,3,4,4,5,4,3,3,4,3,4,4,1,1,1,2,1,1,1,1,3,3,4,3,3,2,3,2,3,3,6,7,6,6,6,7,7,6,7,5,2,4,3,5,2,5,5,5,3,2,3,5,5,3,6,4,5,4,6,4,4,3,4,3,5,3,6,4,4,5,3,5,3,3,5,3,5,3,5,"陈","Male","phase_017_subj_101"
"103",674,4,4,5,3,3,4,3,3,4,4,5,3,2,1,1,1,1,1,1,5,5,5,5,5,4,4,3,4,4,4,5,5,6,5,4,5,5,5,5,5,4,4,4,3,4,3,4,3,4,3,4,4,3,4,3,4,5,3,3,5,3,7,4,6,7,6,4,7,5,6,7,4,3,7,7,6,3,7,"薛","Female","phase_017_subj_160"
"104",23,5,5,5,3,2,5,3,4,5,5,5,3,3,1,2,-1,1,2,2,5,5,5,5,5,3,4,3,4,3,6,6,5,6,5,4,5,7,7,4,5,5,5,5,2,5,1,6,3,4,3,6,1,3,4,3,5,3,5,1,1,1,1,1,6,1,6,1,7,1,1,1,1,1,1,1,1,2,6,"陈","Male","phase_017_subj_1"
"105",387,4,4,5,4,2,4,3,4,4,4,4,1,1,2,2,2,2,2,3,3,4,5,4,3,3,3,3,3,4,7,6,6,7,6,7,7,7,6,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,3,4,5,4,5,3,2,4,5,3,4,4,3,5,3,5,3,3,5,3,5,4,5,"周","Female","phase_017_subj_93"
"106",23,3,4,3,3,4,4,3,4,4,3,3,1,-1,1,-1,-1,1,1,2,4,4,4,4,2,3,4,3,3,3,5,5,5,6,5,7,5,6,6,5,4,3,5,4,3,5,3,4,3,4,3,5,4,4,4,4,4,5,4,5,4,6,3,3,5,5,5,7,5,7,4,6,7,6,7,7,7,4,3,"梁","Female","phase_017_subj_2"
"107",694,3,4,6,5,6,4,2,5,2,3,4,3,2,2,1,3,2,2,1,5,4,2,3,4,5,4,4,3,4,4,6,3,5,4,6,5,4,4,7,2,7,3,6,2,5,2,7,3,6,3,5,2,5,2,6,4,5,2,1,6,3,5,4,6,5,6,5,4,3,5,2,4,4,3,4,7,3,7,"王","Male","phase_017_subj_167"
"108",325,3,2,3,3,2,3,2,3,4,2,4,1,-1,-1,1,-1,-1,1,1,4,4,5,5,4,4,4,4,3,3,3,4,4,4,5,4,5,4,5,4,7,4,1,4,1,4,7,4,1,4,1,7,7,4,7,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,4,7,4,7,4,7,"刘","Female","phase_017_subj_73"
"109",270,6,5,6,4,3,4,3,4,2,2,5,1,-1,1,2,1,2,2,2,4,3,4,2,4,4,4,3,4,4,6,5,7,8,6,6,7,6,8,5,3,5,4,5,4,4,3,5,2,6,3,4,3,4,4,5,4,5,3,3,6,3,4,3,5,3,4,4,5,3,4,4,2,3,5,2,5,3,4,"谢","Female","phase_017_subj_63"
"110",673,3,3,2,2,2,4,4,3,4,4,4,-1,2,-1,2,-2,2,1,2,4,3,5,3,2,3,3,4,3,4,4,5,6,6,5,3,5,6,6,5,2,6,5,6,5,6,3,3,5,6,3,3,3,3,4,6,3,7,5,3,3,2,2,3,6,5,6,5,6,3,3,3,2,3,4,5,5,2,6,"潘","Male","phase_017_subj_159"
"111",500,6,6,6,4,6,4,3,4,4,4,4,2,-1,-1,2,1,2,2,2,4,4,4,4,3,4,4,4,4,4,4,6,6,7,7,4,6,7,8,5,3,5,5,5,3,4,5,3,4,4,3,5,3,2,5,4,5,5,5,3,5,5,6,6,6,5,5,5,5,6,5,6,7,6,6,5,5,6,5,"梁","Female","phase_017_subj_124"
"112",384,6,6,7,5,5,4,3,4,3,4,4,2,1,3,2,2,3,3,2,5,4,1,4,4,4,4,5,5,5,7,7,8,7,8,8,8,8,7,5,4,5,5,5,4,3,5,6,4,5,3,6,3,5,6,4,5,5,5,3,6,3,3,4,7,4,5,5,7,5,6,5,3,6,6,5,7,5,6,"张","Female","phase_017_subj_90"
"113",109,5,5,5,5,5,4,3,4,5,5,5,1,-2,2,2,1,2,2,2,4,4,5,5,4,4,4,4,4,4,8,8,8,8,7,7,8,8,8,5,5,4,5,3,2,6,6,5,3,4,3,6,2,4,6,4,3,6,5,3,5,3,3,5,5,3,5,7,7,7,4,7,7,2,5,2,7,3,4,"张","Male","phase_017_subj_30"
"114",398,5,5,4,4,3,4,2,4,4,4,4,2,2,3,3,2,2,2,2,4,4,5,5,4,3,3,1,4,3,7,7,6,8,7,7,8,8,7,6,5,3,6,5,3,6,5,5,3,5,4,5,4,4,5,5,3,5,6,3,5,3,2,3,5,3,4,4,5,5,3,4,3,3,5,3,5,6,5,"杨","Male","phase_017_subj_98"
"115",465,4,4,3,3,3,4,3,3,4,4,4,2,3,2,2,1,2,2,3,4,4,4,3,4,4,4,4,4,4,6,6,7,8,6,8,7,7,8,5,4,4,5,5,3,6,4,6,3,5,4,6,3,4,4,4,5,6,4,3,5,4,4,3,5,4,6,4,5,6,4,6,4,3,6,3,6,4,5,"吴","Female","phase_017_subj_115"
"116",321,5,5,4,5,3,4,2,5,4,4,5,2,1,2,3,-1,-1,2,2,4,5,5,5,5,4,3,4,4,4,2,4,4,4,4,4,4,3,4,4,6,5,6,6,2,7,1,3,5,5,1,6,2,4,3,5,4,6,2,3,5,2,5,1,7,2,7,7,7,7,7,7,7,1,7,2,7,2,6,"邓","Female","phase_017_subj_71"
"117",412,4,4,4,3,3,4,2,3,3,3,4,2,1,1,-1,-1,1,1,1,5,4,4,4,4,4,4,4,4,3,5,6,6,7,5,7,7,7,6,4,5,3,5,5,4,5,5,4,3,4,3,5,3,3,4,4,4,3,5,3,5,3,2,3,5,3,6,5,4,3,2,5,3,3,6,5,5,4,5,"王","Female","phase_017_subj_100"
