"","subj_idx","friend_name","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct"
"36",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","无私","","","","f","yes","2892",""
"37",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","守信","","","","f","yes","1748",""
"38",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","淡泊","","","","f","yes","2849",""
"39",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","morality","诡诈","","","","j","no","865",""
"40",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","宽容","","","","f","yes","1552",""
"41",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","ability","顶事","","","","f","yes","1039",""
"42",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","ability","果断","","","","f","yes","1158",""
"43",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","ability","坚持","","","","f","yes","1486",""
"44",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","ability","无为","","","","j","no","1562",""
"45",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","morality","刻薄","","","","j","no","1251",""
"46",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","ability","努力","","","","f","yes","2358",""
"47",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","ability","愚钝","","","","j","no","714",""
"48",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","ability","逞能","","","","j","no","1562",""
"49",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","廉正","","","","f","yes","2212",""
"50",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","ability","昏庸","","","","j","no","722",""
"51",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","ability","高效","","","","f","yes","693",""
"52",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","ability","无能","","","","j","no","904",""
"53",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","ability","粗心","","","","j","no","1211",""
"54",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","morality","狡狯","","","","j","no","776",""
"55",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","侠义","","","","f","yes","2248",""
"56",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","高尚","","","","f","yes","726",""
"57",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","敬业","","","","f","yes","1046",""
"58",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","ability","博识","","","","f","yes","894",""
"59",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","清廉","","","","f","yes","1568",""
"60",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","慈悲","","","","f","yes","799",""
"61",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","爱国","","","","f","yes","611",""
"62",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","morality","伪善","","","","j","no","831",""
"63",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","ability","弱智","","","","j","no","698",""
"64",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","ability","无助","","","","j","no","1089",""
"65",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","ability","新手","","","","j","no","942",""
"66",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","守法","","","","f","yes","655",""
"67",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","谦逊","","","","f","yes","665",""
"68",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","morality","拜金","","","","j","no","760",""
"69",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","morality","利己","","","","f","yes","978",""
"70",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","ability","畏难","","","","f","yes","1130",""
"71",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","morality","淫乱","","","","j","no","640",""
"72",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","ability","屈才","","","","j","no","1200",""
"73",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","好心","","","","f","yes","927",""
"74",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","morality","龌龊","","","","j","no","845",""
"75",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","ability","智慧","","","","f","yes","757",""
"76",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","morality","势利","","","","j","no","777",""
"77",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","ability","独断","","","","f","yes","798",""
"78",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","ability","笨蛋","","","","j","no","657",""
"79",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","仁厚","","","","f","yes","657",""
"80",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","morality","不良","","","","j","no","654",""
"81",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","morality","罪恶","","","","j","no","792",""
"82",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","ability","上进","","","","f","yes","679",""
"83",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","morality","下流","","","","j","no","672",""
"84",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","ability","业余","","","","j","no","863",""
"85",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","孝顺","","","","f","yes","661",""
"86",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","morality","低劣","","","","j","no","625",""
"87",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","仗义","","","","f","yes","897",""
"88",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","morality","慷慨","","","","f","yes","756",""
"89",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","勤恳","","","","f","yes","1083",""
"90",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","ability","懂行","","","","f","yes","816",""
"91",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Negative","morality","低俗","","","","j","no","704",""
"92",613040465838604288,"庄","Female","SRET","EW_formal","自己","Positive","ability","主见","","","","f","yes","1416",""
"93",613040465838604288,"庄","Female","SRET","EW_formal","自己","Negative","ability","缓慢","","","","j","no","1196",""
"94",613040465838604288,"庄","Female","SRET","EW_formal","朋友","Positive","morality","素养","","","","f","yes","1270",""
"95",613040465838604288,"庄","Female","SRET_math","math_instructions","","","","","","","","0","","24097",""
"96",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","2+1= ?","3","","3","3","1978","1"
"97",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","8-2= ?","6","","6","6","1952","1"
"98",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","9-6= ?","3","","3","3","2680","1"
"99",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","1+1= ?","2","","2","2","1888","1"
"100",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","4/4= ?","1","","1","1","2709","1"
"101",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","32-23= ?","9","","9","9","6572","1"
"102",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","9-5= ?","4","","4","4","2339","1"
"103",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","8/4= ?","2","","2","2","4277","1"
"104",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","12-12= ?","0","","0","0","3015","1"
"105",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","11-5= ?","6","","8","8","2510","0"
"106",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","6+2= ?","8","","8","8","2156","1"
"107",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","4+3= ?","7","","7","7","2374","1"
"108",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","2+2= ?","4","","4","4","1909","1"
"109",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","3+1= ?","4","","4","4","5056","1"
"110",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","3*3= ?","9","","9","9","2477","1"
"111",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","2+5= ?","7","","7","7","1833","1"
"112",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","8*1= ?","8","","8","8","2433","1"
"113",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","21/3= ? ","7","","7","7","2329","1"
"114",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","1+8= ?","9","","9","9","1804","1"
"115",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","22-22= ?","0","","0","0","1966","1"
"116",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","21/7=  ?","3","","3","3","2774","1"
"117",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","50-42= ?","8","","8","8","2559","1"
"118",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","2+6= ?","8","","8","8","2185","1"
"119",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","1-1= ?","0","","0","0","1841","1"
"120",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","1+2= ?","3","","3","3","1826","1"
"121",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","3+6= ?","9","","9","9","1708","1"
"122",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","14-9= ?","5","","5","5","5088","1"
"123",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","22/11= ?","2","","2","2","3703","1"
"124",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","6+3= ?","9","","9","9","1927","1"
"125",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","5*0= ?","0","","0","0","2349","1"
"126",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","13-9= ?","4","","4","4","2248","1"
"127",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","5+2= ?","7","","7","7","1918","1"
"128",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","8-5= ?","3","","3","3","2011","1"
"129",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","6*0= ?","0","","0","0","2106","1"
"130",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","5+3= ?","8","","8","8","1742","1"
"131",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","9-3= ?","6","","6","6","1829","1"
"132",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","49/7 = ?","7","","7","7","4155","1"
"133",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","9-2= ?","7","","7","7","2887","1"
"134",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","9-8= ?","1","","1","1","1888","1"
"135",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","8-3= ? ","5","","5","5","1914","1"
"136",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","4+4= ?","8","","8","8","1830","1"
"137",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","18/2= ?","9","","9","9","2865","1"
"138",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","9-9= ?","0","","0","0","1784","1"
"139",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","12/6= ?","2","","2","2","2029","1"
"140",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","2+3= ?","5","","5","5","1792","1"
"141",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","1*9= ?","9","","9","9","2334","1"
"142",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","7+1= ?","8","","8","8","1718","1"
"143",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","3+0= ?","3","","3","3","2495","1"
"144",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","1+7= ?","8","","8","8","1846","1"
"145",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","12/12= ?","1","","1","1","2151","1"
"146",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","43-34= ?","9","","9","9","3583","1"
"147",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","13-5= ?","8","","8","8","1813","1"
"148",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","5-3= ?","2","","2","2","2039","1"
"149",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","9-1= ?","8","","8","8","1799","1"
"150",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","5+4= ?","9","","9","9","1806","1"
"151",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","90/45= ?","2","","2","2","2617","1"
"152",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","29-27= ?","2","","2","2","3677","1"
"153",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","9-7= ?","2","","2","2","1593","1"
"154",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","11-3= ?","8","","8","8","2638","1"
"155",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","2*3= ?","6","","6","6","1980","1"
"156",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","10-9= ?","1","","1","1","2143","1"
"157",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","19-17= ?","2","","2","2","2003","1"
"158",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","4+1= ?","5","","5","5","1778","1"
"159",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","72/9= ?","8","","8","8","2929","1"
"160",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","8+1= ?","9","","9","9","1813","1"
"161",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","3*2= ?","6","","6","6","1971","1"
"162",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","7+2= ?","9","","9","9","1769","1"
"163",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","3+5= ?","8","","8","8","1608","1"
"164",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","30-29= ?","1","","1","1","2223","1"
"165",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","32-32= ?","0","","0","0","3781","1"
"166",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","10-5= ?","5","","5","5","1794","1"
"167",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","7*0= ?","0","","0","0","2164","1"
"168",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","4+5= ?","9","","9","9","2582","1"
"169",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","5+1= ?","6","","6","6","1927","1"
"170",613040465838604288,"庄","Female","SRET","SRET_math_calculate","","","","","3*1= ?","3","","","","","0"
"171",613040465838604288,"庄","Female","SRET_RJ","RJ_instruct_practice","","","","","","","","3","","2092",""
"172",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","宽宏","","","new","1","new","20116","1"
"173",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","刻板","","","old","3","old","1927","1"
"174",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","ability","刻板","","","自己","j","friend","8914",""
"175",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","认真","","","new","1","new","3893","1"
"176",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","严谨","","","old","3","old","4186","1"
"177",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","严谨","","","自己","f","self","5026",""
"178",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","忠实","","","old","3","old","2681","1"
"179",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","忠实","","","自己","j","friend","1705",""
"180",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","徇私","","","old","2","familiar","11226","1"
"181",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","morality","徇私","","","自己","f","self","8807",""
"182",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","可鄙","","","new","2","familiar","4519","0"
"183",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","morality","可鄙","","","朋友","j","friend","6193",""
"184",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","白痴","","","new","1","new","1918","1"
"185",613040465838604288,"庄","Female","SRET_RJ","RJ_instruct","","","","","","","","","","285040",""
"186",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","下流","","","old","2","familiar","5551","1"
"187",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","morality","下流","","","自己","j","friend","3061",""
"188",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","拖延","","","new","1","new","1416","1"
"189",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","黑心","","","new","1","new","664","1"
"190",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","中用","","","new","1","new","671","1"
"191",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","懂行","","","old","2","familiar","1819","1"
"192",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","懂行","","","自己","f","self","2246",""
"193",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","淡泊","","","old","2","familiar","1747","1"
"194",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","淡泊","","","自己","f","self","862",""
"195",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","能干","","","new","2","familiar","4090","0"
"196",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","能干","","","朋友","j","friend","805",""
"197",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","淫乱","","","old","2","familiar","1475","1"
"198",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","morality","淫乱","","","自己","j","friend","2170",""
"199",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","廉正","","","old","2","familiar","1294","1"
"200",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","廉正","","","自己","f","self","1454",""
"201",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","博学","","","new","3","old","2636","0"
"202",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","博学","","","朋友","f","self","523",""
"203",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","高洁","","","new","1","new","1620","1"
"204",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","无敌","","","new","1","new","3749","1"
"205",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","忠诚","","","new","2","familiar","1243","0"
"206",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","忠诚","","","朋友","f","self","1389",""
"207",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","新手","","","old","1","new","1320","0"
"208",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","无能","","","old","2","familiar","1519","1"
"209",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","ability","无能","","","自己","j","friend","1466",""
"210",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","毛糙","","","new","1","new","1103","1"
"211",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","仁爱","","","new","3","old","3252","0"
"212",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","仁爱","","","朋友","j","friend","1159",""
"213",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","不仁","","","new","1","new","1575","1"
"214",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","专注","","","old","2","familiar","1130","1"
"215",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","专注","","","自己","f","self","837",""
"216",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","慷慨","","","old","2","familiar","742","1"
"217",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","慷慨","","","自己","j","friend","559",""
"218",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","无助","","","old","2","familiar","2228","1"
"219",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","ability","无助","","","自己","f","self","782",""
"220",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","善心","","","new","3","old","3567","0"
"221",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","善心","","","朋友","f","self","1582",""
"222",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","刚正","","","new","2","familiar","1370","0"
"223",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","刚正","","","朋友","j","friend","524",""
"224",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","义气","","","new","2","familiar","1077","0"
"225",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","义气","","","朋友","j","friend","812",""
"226",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","侠义","","","old","1","new","712","0"
"227",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","恶劣","","","new","1","new","1684","1"
"228",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","粗心","","","old","1","new","1169","0"
"229",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","学霸","","","new","1","new","1208","1"
"230",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","爱国","","","old","1","new","743","0"
"231",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","高效","","","old","2","familiar","974","1"
"232",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","高效","","","自己","f","self","1805",""
"233",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","坚持","","","old","1","new","3077","0"
"234",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","高明","","","new","1","new","1005","1"
"235",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","依靠","","","new","1","new","905","1"
"236",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","ability","盲目","","","old","1","new","1003","0"
"237",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","细心","","","new","2","familiar","2077","0"
"238",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","细心","","","朋友","j","friend","558",""
"239",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","失信","","","new","1","new","985","1"
"240",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","上进","","","old","1","new","820","0"
"241",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","有力","","","old","1","new","900","0"
"242",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","无赖","","","new","1","new","770","1"
"243",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","利落","","","new","2","familiar","785","0"
"244",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","利落","","","朋友","j","friend","2062",""
"245",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","龌龊","","","old","2","familiar","2667","1"
"246",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","morality","龌龊","","","自己","f","self","2276",""
"247",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","狡诈","","","new","2","familiar","3497","0"
"248",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","morality","狡诈","","","朋友","j","friend","652",""
"249",613040465838604288,"庄","Female","SRET","RJ_formal1","","Negative","morality","卑鄙","","","old","2","familiar","1180","1"
"250",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Negative","morality","卑鄙","","","自己","j","friend","1003",""
"251",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","morality","谦逊","","","old","2","familiar","820","1"
"252",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","morality","谦逊","","","自己","j","friend","556",""
"253",613040465838604288,"庄","Female","SRET","RJ_formal1","","Positive","ability","博识","","","old","2","familiar","1011","1"
"254",613040465838604288,"庄","Female","SRET","RJ_formal_2","","Positive","ability","博识","","","自己","f","self","587",""
