"","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
"1",671,"Female","SRET_EW","EW_instructions","","","","","","","","0","","4644","","__","phase_003_subj_13"
"2",671,"Female","SRET_EW","EW_practice","friend","Negative","morality","徇私","","","","f","no","2866","","friend_Negative_morality","phase_003_subj_13"
"3",671,"Female","SRET_EW","EW_practice","friend","Positive","morality","忠实","","","","j","yes","1457","","friend_Positive_morality","phase_003_subj_13"
"4",671,"Female","SRET_EW","EW_practice","self","Positive","ability","严谨","","","","j","yes","2932","","self_Positive_ability","phase_003_subj_13"
"5",671,"Female","SRET_EW","EW_practice","self","Negative","ability","刻板","","","","f","no","3674","","self_Negative_ability","phase_003_subj_13"
"6",671,"Female","SRET_EW","prac_instructions","","","","","","","","0","","4582","","__","phase_003_subj_13"
"7",671,"Female","SRET","EW_formal","friend","Positive","ability","务实","","","","j","yes","4276","","friend_Positive_ability","phase_003_subj_13"
"8",671,"Female","SRET","EW_formal","friend","Negative","ability","迷糊","","","","j","yes","3167","","friend_Negative_ability","phase_003_subj_13"
"9",671,"Female","SRET","EW_formal","self","Negative","morality","说谎","","","","f","no","3525","","self_Negative_morality","phase_003_subj_13"
"10",671,"Female","SRET","EW_formal","self","Positive","morality","坚贞","","","","j","yes","1823","","self_Positive_morality","phase_003_subj_13"
"11",671,"Female","SRET","EW_formal","friend","Positive","morality","坦荡","","","","j","yes","1377","","friend_Positive_morality","phase_003_subj_13"
"12",671,"Female","SRET","EW_formal","friend","Negative","ability","业余","","","","f","no","3084","","friend_Negative_ability","phase_003_subj_13"
"13",671,"Female","SRET","EW_formal","friend","Negative","morality","阴毒","","","","f","no","1930","","friend_Negative_morality","phase_003_subj_13"
"14",671,"Female","SRET","EW_formal","self","Positive","morality","无私","","","","j","yes","2618","","self_Positive_morality","phase_003_subj_13"
"15",671,"Female","SRET","EW_formal","friend","Positive","ability","无敌","","","","f","no","2922","","friend_Positive_ability","phase_003_subj_13"
"16",671,"Female","SRET","EW_formal","friend","Positive","morality","义气","","","","j","yes","1312","","friend_Positive_morality","phase_003_subj_13"
"17",671,"Female","SRET","EW_formal","friend","Negative","morality","缺德","","","","f","no","984","","friend_Negative_morality","phase_003_subj_13"
"18",671,"Female","SRET","EW_formal","self","Negative","morality","自私","","","","f","no","1691","","self_Negative_morality","phase_003_subj_13"
"19",671,"Female","SRET","EW_formal","friend","Positive","morality","敬业","","","","j","yes","13964","","friend_Positive_morality","phase_003_subj_13"
"20",671,"Female","SRET","EW_formal","friend","Negative","morality","邪恶","","","","f","no","2032","","friend_Negative_morality","phase_003_subj_13"
"21",671,"Female","SRET","EW_formal","friend","Negative","ability","无为","","","","f","no","1130","","friend_Negative_ability","phase_003_subj_13"
