Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.47577404976,,,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
高效,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/169.png,f,material/171.png,f,f,颖悟,颖悟,self,self,self,2,2,2,material/169.png,,,,,,,,,,,,,,,,,0,0,0,70,,,,,,,,,,,,,,,4,2.39226508141,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
残虐,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/175.png,f,material/73.png,f,f,残虐,无情,self,self,self,1,1,1,material/73.png,,,,,,,,,,,,,,,,,0,1,1,85,,,,,,,,,,,,,,,1,0.942467927933,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
背叛,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/32.png,f,material/132.png,f,f,背叛,不忠,self,self,self,1,1,1,material/132.png,,,,,,,,,,,,,,,,,0,2,2,31,,,,,,,,,,,,,,,1,1.70914196968,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
正义,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/66.png,f,material/66.png,f,f,独立,正义,self,self,self,1,1,1,material/165.png,,,,,,,,,,,,,,,,,0,3,3,84,,,,,,,,,,,,,,,4,1.42580604553,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
不义,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/173.png,j,material/174.png,j,j,不义,黑心,friend,friend,friend,1,1,1,material/174.png,,,,,,,,,,,,,,,,,0,4,4,73,,,,,,,,,,,,,,,1,0.959172010422,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
狠毒,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/40.png,j,material/140.png,j,j,狠毒,邪恶,friend,friend,friend,1,1,1,material/140.png,,,,,,,,,,,,,,,,,0,5,5,39,,,,,,,,,,,,,,,1,0.908873081207,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
冷血,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/35.png,f,material/135.png,f,f,冷血,冷漠,self,self,self,1,1,1,material/135.png,,,,,,,,,,,,,,,,,0,6,6,34,,,,,,,,,,,,,,,1,1.19213581085,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
爽约,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/44.png,j,material/144.png,j,j,爽约,失信,friend,friend,friend,1,1,1,material/144.png,,,,,,,,,,,,,,,,,0,7,7,43,,,,,,,,,,,,,,,1,1.24266195297,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
厚道,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/6.png,j,material/106.png,j,j,厚道,诚实,friend,friend,friend,1,1,1,material/106.png,,,,,,,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,4,0.80831694603,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
好问,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/29.png,f,material/129.png,f,f,好学,好学,self,self,self,2,2,2,material/29.png,,,,,,,,,,,,,,,,,0,9,9,28,,,,,,,,,,,,,,,4,1.6581530571,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
颖悟,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/167.png,j,material/169.png,j,j,高手,高手,friend,friend,friend,2,2,2,material/167.png,,,,,,,,,,,,,,,,,0,10,10,68,,,,,,,,,,,,,,,4,1.77578401566,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
忠贞,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/14.png,j,material/114.png,j,j,忠贞,爱国,friend,friend,friend,1,1,1,material/114.png,,,,,,,,,,,,,,,,,0,11,11,13,,,,,,,,,,,,,,,4,1.44989609718,,,,,,,,,moral_self_bias,28,20,60.0823960166,f,001,2018_Apr_02_1945,
