Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10.093930006,,,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
高尚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/11.png,f,material/111.png,f,f,高尚,高雅,self,self,self,1,1,1,material/111.png,,,,,,,,,,,,,,,,,0,0,0,10,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
虚荣,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/43.png,f,material/143.png,f,f,虚荣,拜金,self,self,self,1,1,1,material/143.png,,,,,,,,,,,,,,,,,0,1,1,42,,,,,,,,,,,,,,,2,1.87373900414,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
勇敢,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/165.png,j,material/161.png,j,j,平等,独立,friend,friend,friend,1,1,1,material/61.png,,,,,,,,,,,,,,,,,0,2,2,60,,,,,,,,,,,,,,,2,1.59127497673,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
放纵,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/76.png,f,material/176.png,f,f,放纵,虚伪,self,self,self,1,1,1,material/176.png,,,,,,,,,,,,,,,,,0,3,3,75,,,,,,,,,,,,,,,3,1.50866699219,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
博爱,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/1.png,f,material/101.png,f,f,博爱,善良,self,self,self,1,1,1,material/101.png,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,4,1.14122796059,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
缺德,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/38.png,j,material/138.png,j,j,缺德,无德,friend,friend,friend,1,1,1,material/138.png,,,,,,,,,,,,,,,,,0,5,5,37,,,,,,,,,,,,,,,2,1.05894184113,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
厌学,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/182.png,j,material/184.png,j,j,健忘,才尽,friend,friend,friend,2,2,2,material/80.png,,,,,,,,,,,,,,,,,0,6,6,83,,,,,,,,,,,,,,,4,1.6251449585,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
怠惰,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/181.png,j,material/180.png,j,j,怠惰,犹豫,friend,friend,friend,2,2,2,material/180.png,,,,,,,,,,,,,,,,,0,7,7,79,,,,,,,,,,,,,,,3,1.44284582138,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
厚道,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/6.png,j,material/106.png,j,j,厚道,诚实,friend,friend,friend,1,1,1,material/106.png,,,,,,,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,4,1.13353896141,,,,,,,,,moral_self_bias,17,19,60.0041773843,m,001,2018_Apr_02_1602,
