Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.97636008263,,,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
差生,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/81.png,j,material/179.png,j,j,呆笨,无助,friend,friend,friend,2,2,2,material/83.png,,,,,,,,,,,,,,,,,0,0,0,78,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
勤快,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/26.png,j,material/126.png,j,j,刻苦,刻苦,friend,friend,friend,2,2,2,material/26.png,,,,,,,,,,,,,,,,,0,1,1,25,,,,,,,,,,,,,,,1,1.34233307838,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
正义,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/66.png,f,material/66.png,f,f,独立,正义,self,self,self,1,1,1,material/165.png,,,,,,,,,,,,,,,,,0,2,2,84,,,,,,,,,,,,,,,5,1.65915989876,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
笨蛋,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/48.png,j,material/148.png,j,j,愚蠢,愚蠢,friend,friend,friend,2,2,2,material/48.png,,,,,,,,,,,,,,,,,0,3,3,47,,,,,,,,,,,,,,,5,1.77552008629,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
白痴,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/49.png,j,material/149.png,j,j,痴呆,痴呆,friend,friend,friend,2,2,2,material/49.png,,,,,,,,,,,,,,,,,0,4,4,48,,,,,,,,,,,,,,,1,1.10880017281,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
冷血,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/35.png,f,material/135.png,f,f,冷血,冷漠,self,self,self,1,1,1,material/135.png,,,,,,,,,,,,,,,,,0,5,5,34,,,,,,,,,,,,,,,1,1.2932639122,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
虚荣,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/43.png,f,material/143.png,f,f,虚荣,拜金,self,self,self,1,1,1,material/143.png,,,,,,,,,,,,,,,,,0,6,6,42,,,,,,,,,,,,,,,2,1.25956702232,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
诚信,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/5.png,f,material/105.png,f,f,诚信,守信,self,self,self,1,1,1,material/105.png,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,5,1.25812602043,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
高尚,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/11.png,f,material/111.png,f,f,高尚,高雅,self,self,self,1,1,1,material/111.png,,,,,,,,,,,,,,,,,0,8,8,10,,,,,,,,,,,,,,,3,1.54236602783,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
爽约,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,2,2,2,material/44.png,j,material/144.png,j,j,爽约,失信,friend,friend,friend,1,1,1,material/144.png,,,,,,,,,,,,,,,,,0,9,9,43,,,,,,,,,,,,,,,2,1.77575302124,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
正直,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/9.png,j,material/109.png,j,j,正直,秉直,friend,friend,friend,1,1,1,material/109.png,,,,,,,,,,,,,,,,,0,10,10,8,,,,,,,,,,,,,,,5,1.30915808678,,,,,,,,,moral_self_bias,16,19,60.0174859447,f,001,2018_Apr_02_1544,
