Block1_Old,Num_Source3,Num_Source2,Num_Source1,valence1,valence2,valence3,Num_Old2,Corr_S1,Num_Old1,Corr_S3,Corr_S2,Block3_Old,Block2_Old,Source_2,Source_3,Source_1,domain3,domain2,domain1,Num_Old3,math,Num_All2,valence_all1,All_Words3,Num_All1,valence_all2,Num_All3,All_Words1,valence_all3,Corr_Rec2,Corr_Rec3,Corr_Rec1,domian_all3,domian_all2,domian_all1,All_Words2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,block_resp_1.keys,block_resp_1.rt,words_rating.keys,words_rating.rt,block_resp_2.keys,block_resp_2.rt,Rec_resp.keys,Rec_resp.corr,Rec_resp.rt,Source_resp.keys,Source_resp.corr,Source_resp.rt,expName,participant,Age,frameRate,Sex,session,date,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6.37672305107,,,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
愚钝,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/56.png,f,material/156.png,f,f,愚昧,愚昧,self,self,self,2,2,2,material/56.png,,,,,,,,,,,,,,,,,0,0,0,55,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
好问,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/29.png,f,material/129.png,f,f,好学,好学,self,self,self,2,2,2,material/29.png,,,,,,,,,,,,,,,,,0,1,1,28,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
残虐,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/175.png,f,material/73.png,f,f,残虐,无情,self,self,self,1,1,1,material/73.png,,,,,,,,,,,,,,,,,0,2,2,85,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
纯洁,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/15.png,j,material/115.png,j,j,纯洁,清白,friend,friend,friend,1,1,1,material/115.png,,,,,,,,,,,,,,,,,0,3,3,14,,,,,,,,,,,,,,,None,,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
友善,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,1,1,1,material/4.png,f,material/104.png,f,f,友善,友爱,self,self,self,1,1,1,material/104.png,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,4,2.85958218575,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
贪污,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/33.png,f,material/133.png,f,f,贪污,腐败,self,self,self,1,1,1,material/133.png,,,,,,,,,,,,,,,,,0,5,5,32,,,,,,,,,,,,,,,2,2.29242920876,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
颖悟,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/167.png,j,material/169.png,j,j,高手,高手,friend,friend,friend,2,2,2,material/167.png,,,,,,,,,,,,,,,,,0,6,6,68,,,,,,,,,,,,,,,4,2.79237699509,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
无私,material/instr2_2.png,material/instr2_2.png,material/instr2_2.png,1,1,1,material/8.png,j,material/108.png,j,j,无私,公道,friend,friend,friend,1,1,1,material/108.png,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,4,2.60880303383,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
放纵,material/instr2_1.png,material/instr2_1.png,material/instr2_1.png,2,2,2,material/76.png,f,material/176.png,f,f,放纵,虚伪,self,self,self,1,1,1,material/176.png,,,,,,,,,,,,,,,,,0,8,8,75,,,,,,,,,,,,,,,4,1.75896000862,,,,,,,,,moral_self_bias,12,19,59.9959376225,f,001,2018_Apr_02_1435,
