"","ParticipantID","task_id","screen_id","condition","word","response","responses","rt","correct","conditionType","con","ID"
"1",671,"ALT1_1","prac_ALT1_1","square","pentagon","j","match","980","false","nonmatch","square_nonmatch","phase_003_subj_13"
"2",671,"ALT1_1","prac_ALT1_1","square","square","null","null",NA,NA,"match","square_match","phase_003_subj_13"
"3",671,"ALT1_1","prac_ALT1_1","diamond","circle","j","match","762","false","nonmatch","diamond_nonmatch","phase_003_subj_13"
"4",671,"ALT1_1","prac_ALT1_1","pentagon","pentagon","f","nonmatch","639","false","match","pentagon_match","phase_003_subj_13"
"5",671,"ALT1_1","prac_ALT1_1","pentagon","diamond","j","match","772","false","nonmatch","pentagon_nonmatch","phase_003_subj_13"
"6",671,"ALT1_1","prac_ALT1_1","pentagon","circle","f","nonmatch","364","true","nonmatch","pentagon_nonmatch","phase_003_subj_13"
"7",671,"ALT1_1","prac_ALT1_1","square","square","f","nonmatch","449","false","match","square_match","phase_003_subj_13"
"8",671,"ALT1_1","prac_ALT1_1","circle","pentagon","j","match","699","false","nonmatch","circle_nonmatch","phase_003_subj_13"
"9",671,"ALT1_1","prac_ALT1_1","pentagon","square","f","nonmatch","884","true","nonmatch","pentagon_nonmatch","phase_003_subj_13"
"10",671,"ALT1_1","prac_ALT1_1","circle","circle","f","nonmatch","862","false","match","circle_match","phase_003_subj_13"
"11",671,"ALT1_1","prac_ALT1_1","diamond","square","f","nonmatch","1090","true","nonmatch","diamond_nonmatch","phase_003_subj_13"
"12",671,"ALT1_1","prac_ALT1_1","circle","circle","f","nonmatch","793","false","match","circle_match","phase_003_subj_13"
"13",671,"ALT1_1","prac_ALT1_1","square","circle","j","match","832","false","nonmatch","square_nonmatch","phase_003_subj_13"
"14",671,"ALT1_1","prac_ALT1_1","circle","circle","null","null",NA,NA,"match","circle_match","phase_003_subj_13"
"15",671,"ALT1_1","prac_ALT1_1","circle","diamond","f","nonmatch","1012","true","nonmatch","circle_nonmatch","phase_003_subj_13"
"16",671,"ALT1_1","prac_ALT1_1","diamond","pentagon","j","match","1167","false","nonmatch","diamond_nonmatch","phase_003_subj_13"
"17",671,"ALT1_1","prac_ALT1_1","diamond","diamond","null","null",NA,NA,"match","diamond_match","phase_003_subj_13"
"18",671,"ALT1_1","prac_ALT1_1","diamond","diamond","j","match","696","true","match","diamond_match","phase_003_subj_13"
"19",671,"ALT1_1","prac_ALT1_1","square","square","j","match","850","true","match","square_match","phase_003_subj_13"
"20",671,"ALT1_1","prac_ALT1_1","square","diamond","f","nonmatch","767","true","nonmatch","square_nonmatch","phase_003_subj_13"
"21",671,"ALT1_1","prac_ALT1_1","diamond","diamond","j","match","695","true","match","diamond_match","phase_003_subj_13"
"22",671,"ALT1_1","prac_ALT1_1","circle","square","j","match","721","false","nonmatch","circle_nonmatch","phase_003_subj_13"
"23",671,"ALT1_1","prac_ALT1_1","pentagon","pentagon","j","match","1087","true","match","pentagon_match","phase_003_subj_13"
"24",671,"ALT1_1","prac_ALT1_1","pentagon","pentagon","j","match","542","true","match","pentagon_match","phase_003_subj_13"
"25",671,"ALT1_1","prac_ALT1_1","pentagon","pentagon","j","match","674","true","match","pentagon_match","phase_003_subj_13"
"26",671,"ALT1_1","prac_ALT1_1","circle","circle","j","match","809","true","match","circle_match","phase_003_subj_13"
"27",671,"ALT1_1","prac_ALT1_1","diamond","diamond","j","match","838","true","match","diamond_match","phase_003_subj_13"
"28",671,"ALT1_1","prac_ALT1_1","circle","circle","j","match","692","true","match","circle_match","phase_003_subj_13"
"29",671,"ALT1_1","prac_ALT1_1","circle","pentagon","f","nonmatch","787","true","nonmatch","circle_nonmatch","phase_003_subj_13"
"30",671,"ALT1_1","prac_ALT1_1","square","circle","f","nonmatch","931","true","nonmatch","square_nonmatch","phase_003_subj_13"
"31",671,"ALT1_1","prac_ALT1_1","pentagon","pentagon","j","match","765","true","match","pentagon_match","phase_003_subj_13"
"32",671,"ALT1_1","prac_ALT1_1","circle","square","j","match","971","false","nonmatch","circle_nonmatch","phase_003_subj_13"
"33",671,"ALT1_1","prac_ALT1_1","diamond","diamond","j","match","1010","true","match","diamond_match","phase_003_subj_13"
