"","subj_idx","friend_name","Sex","Word","Word2","task_id","screen_id","Image","condition","word","conditionType","response","responses","correct_response","rt","correct"
"1",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/triangle.png","坏她","坏她","match","j","nonmatch","f","840",0
"2",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/triangle.png","坏她","好她","nonmatch","null","null","j","null",0
"3",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/hexagon.png","坏我","坏我","match","null","null","f","null",0
"4",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/hexagon.png","坏我","好她","nonmatch","f","match","j","1122",0
"5",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/triangle.png","坏她","坏她","match","j","nonmatch","f","1173",0
"6",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/hexagon.png","坏我","坏她","nonmatch","null","null","j","null",0
"7",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/diamond.png","好我","好我","match","null","null","f","null",0
"8",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/triangle.png","坏她","好我","nonmatch","null","null","j","null",0
"9",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/triangle.png","坏她","坏她","match","f","match","f","936",1
"10",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/circle.png","好她","好我","nonmatch","f","match","j","893",0
"11",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/hexagon.png","坏我","好我","nonmatch","j","nonmatch","j","1115",1
"12",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/diamond.png","好我","好她","nonmatch","null","null","j","null",0
"13",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/diamond.png","好我","坏我","nonmatch","null","null","j","null",0
"14",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/circle.png","好她","好她","match","null","null","f","null",0
"15",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/diamond.png","好我","好我","match","null","null","f","null",0
"16",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/circle.png","好她","坏我","nonmatch","null","null","j","null",0
"17",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/diamond.png","好我","坏她","nonmatch","f","match","j","1122",0
"18",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/diamond.png","好我","好我","match","f","match","f","875",1
"19",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/circle.png","好她","好她","match","j","nonmatch","f","972",0
"20",613040465838604288,"庄","Female","[""好她"",""坏她"",""好我"",""坏我""]","[""强她"",""弱她"",""强我"",""弱我""]","prac_ALT2_moral","practice_moral","img/triangle.png","坏她","坏我","nonmatch","f","match","j","971",0
