"","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","trap1","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","correct_answer","trap1_item","ID"
"1",685,4,3,4,4,3,4,3,4,4,4,5,4,4,4,4,4,5,4,5,4,1,2,1,2,2,2,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,4,1,1,3,2,NA,2,4,2,2,1,NA,"","phase_019_subj_53"
"2",644,3,2,3,3,2,2,2,2,3,3,3,4,2,4,1,2,2,1,4,4,2,4,3,2,3,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,1,2,4,4,5,4,NA,"","phase_019_subj_49"
"3",374,4,4,3,3,3,3,3,3,3,3,4,4,2,4,3,4,2,1,3,4,4,3,4,4,4,5,2,4,5,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,4,2,4,1,2,2,2,4,2,2,2,NA,"","phase_019_subj_30"
"4",509,2,2,1,2,2,2,2,1,1,2,4,1,1,3,1,2,1,1,2,2,4,4,3,4,2,2,3,4,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,5,4,5,5,3,5,4,5,2,2,NA,"","phase_019_subj_39"
"5",487,3,4,4,3,3,3,4,4,3,4,4,1,4,5,5,5,4,5,4,4,2,1,2,4,2,1,3,5,3,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,4,2,2,3,3,3,4,3,2,3,2,NA,"","phase_019_subj_38"
"6",140,4,4,4,4,3,4,4,4,4,4,4,4,5,4,5,4,5,5,4,5,3,4,5,2,5,5,4,3,3,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,4,2,3,2,2,NA,2,3,3,4,1,NA,"","phase_019_subj_12"
"7",617,3,4,4,4,4,4,3,1,4,4,5,5,4,5,4,4,5,4,5,4,1,2,1,4,1,2,1,5,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,5,1,1,2,NA,5,1,3,2,1,1,NA,"","phase_019_subj_44"
"8",171,3,3,4,3,2,3,3,4,4,4,4,4,3,4,2,4,4,4,4,3,1,3,1,1,3,3,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,5,1,5,3,1,1,1,NA,"","phase_019_subj_17"
"9",619,3,3,4,4,3,4,3,3,4,4,4,4,4,4,5,3,4,4,5,4,1,2,2,1,2,2,2,1,2,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,4,1,2,2,1,4,1,4,2,2,1,NA,"","phase_019_subj_46"
"10",16,3,3,4,3,3,3,4,4,4,4,4,4,4,3,4,2,4,5,4,4,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,1,2,4,2,4,2,2,1,NA,"","phase_019_subj_1"
