"","ParticipantID","Sex","Word","Word2","task_id","screen_id","Image","condition","word","identity","response","responses","correct_response","rt","correct","domain","valence","person","con","ID"
"1",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","triangle","强我","强我","match","j","match","j","646",1,"ability","positive","self","ability_self_match","phase_020_subj_2"
"2",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","triangle","强我","强我","match","j","match","j","490",1,"ability","positive","self","ability_self_match","phase_020_subj_2"
"3",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","triangle","强我","强他","nonmatch","null","null","f","null",NA,"ability","positive","self","ability_self_nonmatch","phase_020_subj_2"
"4",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","square","弱我","弱他","nonmatch","f","nonmatch","f","960",1,"ability","negative","self","ability_self_nonmatch","phase_020_subj_2"
"5",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱他","弱我","nonmatch","f","nonmatch","f","1102",1,"ability","negative","friend","ability_friend_nonmatch","phase_020_subj_2"
"6",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","triangle","强我","弱他","nonmatch","f","nonmatch","f","935",1,"ability","positive","self","ability_self_nonmatch","phase_020_subj_2"
"7",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱他","强他","nonmatch","null","null","f","null",NA,"ability","negative","friend","ability_friend_nonmatch","phase_020_subj_2"
"8",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱他","弱他","match","f","nonmatch","j","989",0,"ability","negative","friend","ability_friend_match","phase_020_subj_2"
"9",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","square","弱我","强我","nonmatch","null","null","f","null",NA,"ability","negative","self","ability_self_nonmatch","phase_020_subj_2"
"10",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱他","强我","nonmatch","f","nonmatch","f","893",1,"ability","negative","friend","ability_friend_nonmatch","phase_020_subj_2"
"11",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","triangle","强我","强我","match","j","match","j","493",1,"ability","positive","self","ability_self_match","phase_020_subj_2"
"12",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","circle","强他","强他","match","j","match","j","811",1,"ability","positive","friend","ability_friend_match","phase_020_subj_2"
"13",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","square","弱我","强他","nonmatch","j","match","f","1009",0,"ability","negative","self","ability_self_nonmatch","phase_020_subj_2"
"14",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","circle","强他","强他","match","null","null","j","null",NA,"ability","positive","friend","ability_friend_match","phase_020_subj_2"
"15",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","square","弱我","弱我","match","f","nonmatch","j","781",0,"ability","negative","self","ability_self_match","phase_020_subj_2"
"16",111,"Male","[""好他"",""坏我"",""坏他"",""好我""]","[""强他"",""弱我"",""弱他"",""强我""]","prac_ALT2_ability","practice_ability","circle","强他","强我","nonmatch","f","nonmatch","f","949",1,"ability","positive","friend","ability_friend_nonmatch","phase_020_subj_2"
