"","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","trap1","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","correct_answer","trap1_item","ID"
"1",322,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,5,4,4,4,5,1,4,4,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,2,2,1,2,4,2,3,2,NA,"","phase_015_subj_18"
"2",18,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,5,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,4,5,4,5,3,5,NA,"","phase_015_subj_3"
"3",540,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,1,1,2,5,1,2,1,4,1,NA,"","phase_015_subj_32"
"4",681,4,3,4,4,3,3,3,4,3,4,4,4,2,3,3,5,4,3,4,4,1,1,2,2,1,1,1,2,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,4,2,2,1,3,1,3,3,2,4,3,NA,"","phase_015_subj_46"
"5",621,3,4,4,3,4,4,4,3,4,4,4,4,2,4,4,5,4,2,4,5,3,3,3,1,2,2,2,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,5,5,5,5,5,2,2,2,4,1,3,NA,"","phase_015_subj_41"
"6",404,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,1,1,2,2,2,5,1,NA,"","phase_015_subj_23"
"7",110,4,4,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,2,3,3,2,2,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,2,2,NA,1,3,4,4,3,NA,"","phase_015_subj_11"
"8",624,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,5,4,5,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,4,1,2,3,2,2,2,NA,"","phase_015_subj_42"
"9",458,3,4,4,3,4,3,4,4,3,3,5,4,3,4,4,4,5,4,5,5,2,2,3,1,2,2,1,2,2,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,4,1,2,1,3,5,4,4,4,5,2,NA,"","phase_015_subj_27"
"10",700,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,1,1,1,2,1,2,3,5,1,NA,NA,"","phase_015_subj_49"
"11",588,3,3,3,4,3,3,3,4,4,4,5,4,4,3,4,4,4,5,4,5,2,1,5,2,2,4,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,2,2,1,2,3,2,2,1,NA,"","phase_015_subj_37"
"12",592,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,4,3,1,3,4,3,4,3,4,4,3,4,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,2,5,3,2,4,2,4,5,NA,"","phase_015_subj_39"
"13",67,3,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,4,2,5,4,4,3,4,4,4,4,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,4,1,3,2,4,3,4,4,5,2,1,NA,"","phase_015_subj_6"
"14",691,3,3,4,3,4,4,4,3,4,3,4,1,2,4,3,4,3,2,4,4,2,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,4,3,4,5,4,4,2,NA,"","phase_015_subj_48"
"15",591,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,1,2,1,1,2,1,5,1,NA,"","phase_015_subj_38"
"16",654,3,3,3,3,3,3,4,2,4,4,3,3,4,4,3,5,4,3,4,5,2,2,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,1,2,3,4,1,3,NA,"","phase_015_subj_43"
"17",562,3,3,4,3,3,3,3,2,3,3,4,4,4,4,4,4,5,4,4,5,4,4,5,3,4,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,2,3,2,3,3,2,NA,"","phase_015_subj_33"
"18",459,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,5,4,5,4,5,1,2,1,1,1,2,1,2,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,5,4,4,3,4,2,2,4,4,2,2,NA,"","phase_015_subj_28"
"19",89,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,5,4,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,3,2,1,2,2,3,2,NA,"","phase_015_subj_9"
"20",112,4,4,4,4,3,4,3,2,4,4,5,4,2,4,4,4,4,3,4,4,1,1,2,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,4,3,3,NA,4,4,5,4,2,NA,"","phase_015_subj_12"
"21",103,3,4,4,3,3,3,3,1,3,4,4,3,2,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,4,5,4,4,5,3,4,4,5,2,3,NA,"","phase_015_subj_10"
"22",221,3,4,4,3,3,3,3,4,3,3,5,3,3,4,3,5,4,3,3,4,2,2,1,1,2,2,1,2,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,4,2,3,2,4,1,3,3,2,4,4,NA,"","phase_015_subj_16"
"23",417,4,4,3,3,3,4,3,4,4,3,4,2,1,5,4,4,4,3,4,4,2,1,2,2,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,2,1,4,5,4,4,5,4,1,NA,"","phase_015_subj_24"
"24",430,3,3,3,4,4,3,3,4,4,3,4,1,2,5,2,4,3,2,4,5,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,5,2,4,2,5,4,5,4,2,NA,"","phase_015_subj_25"
"25",12,4,4,4,4,3,4,4,3,4,4,5,2,4,5,4,5,5,3,5,5,2,4,1,3,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,4,4,5,3,1,4,3,5,1,1,NA,"","phase_015_subj_2"
"26",389,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,2,1,2,3,2,5,2,NA,"","phase_015_subj_47"
"27",375,4,4,4,4,4,4,3,2,4,4,5,5,4,4,4,5,5,5,5,4,1,2,2,1,1,1,4,4,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,5,1,1,2,1,1,5,2,2,2,1,NA,"","phase_015_subj_21"
"28",571,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,5,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,3,4,4,5,4,4,NA,"","phase_015_subj_35"
"29",380,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,2,1,2,1,1,3,1,NA,"","phase_015_subj_22"
"30",507,4,3,4,3,3,3,4,4,4,3,4,4,3,4,5,5,4,4,4,5,2,1,2,2,1,2,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4,1,4,2,1,2,1,4,3,2,3,NA,"","phase_015_subj_29"
"31",223,3,3,4,3,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,5,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,5,2,3,2,1,3,4,4,5,3,2,NA,"","phase_015_subj_17"
"32",672,3,3,4,4,3,3,4,4,3,4,4,4,4,5,5,4,5,4,5,4,2,1,2,1,1,2,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,3,2,2,1,4,4,3,4,2,NA,"","phase_015_subj_45"
