"","ParticipantID","task_id","screen_id","condition","word","response","responses","rt","correct","conditionType","con","ID"
"1",576,"ALT1_2","prac_ALT1_2","ellipse","ellipse","f","match","588","true","match","ellipse_match","phase_010_subj_19"
"2",576,"ALT1_2","prac_ALT1_2","pentagon","ellipse","j","nonmatch","521","true","nonmatch","pentagon_nonmatch","phase_010_subj_19"
"3",576,"ALT1_2","prac_ALT1_2","ellipse","ellipse","f","match","576","true","match","ellipse_match","phase_010_subj_19"
"4",576,"ALT1_2","prac_ALT1_2","square","square","f","match","650","true","match","square_match","phase_010_subj_19"
"5",576,"ALT1_2","prac_ALT1_2","ellipse","square","j","nonmatch","517","true","nonmatch","ellipse_nonmatch","phase_010_subj_19"
"6",576,"ALT1_2","prac_ALT1_2","triangle","ellipse","j","nonmatch","561","true","nonmatch","triangle_nonmatch","phase_010_subj_19"
"7",576,"ALT1_2","prac_ALT1_2","ellipse","pentagon","j","nonmatch","570","true","nonmatch","ellipse_nonmatch","phase_010_subj_19"
"8",576,"ALT1_2","prac_ALT1_2","pentagon","triangle","j","nonmatch","561","true","nonmatch","pentagon_nonmatch","phase_010_subj_19"
"9",576,"ALT1_2","prac_ALT1_2","square","square","f","match","594","true","match","square_match","phase_010_subj_19"
"10",576,"ALT1_2","prac_ALT1_2","triangle","triangle","f","match","570","true","match","triangle_match","phase_010_subj_19"
"11",576,"ALT1_2","prac_ALT1_2","triangle","triangle","f","match","726","true","match","triangle_match","phase_010_subj_19"
"12",576,"ALT1_2","prac_ALT1_2","pentagon","pentagon","f","match","737","true","match","pentagon_match","phase_010_subj_19"
"13",576,"ALT1_2","prac_ALT1_2","triangle","triangle","f","match","658","true","match","triangle_match","phase_010_subj_19"
"14",576,"ALT1_2","prac_ALT1_2","pentagon","square","j","nonmatch","618","true","nonmatch","pentagon_nonmatch","phase_010_subj_19"
"15",576,"ALT1_2","prac_ALT1_2","square","ellipse","j","nonmatch","601","true","nonmatch","square_nonmatch","phase_010_subj_19"
"16",576,"ALT1_2","prac_ALT1_2","square","square","f","match","617","true","match","square_match","phase_010_subj_19"
"17",576,"ALT1_2","prac_ALT1_2","pentagon","pentagon","f","match","649","true","match","pentagon_match","phase_010_subj_19"
"18",576,"ALT1_2","prac_ALT1_2","pentagon","pentagon","f","match","577","true","match","pentagon_match","phase_010_subj_19"
