"","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
"1",576,"Male","SRET_EW","EW_instructions","","","","","","","","0","","31172","","__","phase_010_subj_19"
"2",576,"Male","SRET_EW","EW_practice","friend","Positive","morality","忠实","","","","f","yes","990","","friend_Positive_morality","phase_010_subj_19"
"3",576,"Male","SRET_EW","EW_practice","self","Negative","ability","刻板","","","","j","no","669","","self_Negative_ability","phase_010_subj_19"
"4",576,"Male","SRET_EW","EW_practice","friend","Negative","morality","徇私","","","","j","no","575","","friend_Negative_morality","phase_010_subj_19"
"5",576,"Male","SRET_EW","EW_practice","self","Positive","ability","严谨","","","","j","no","558","","self_Positive_ability","phase_010_subj_19"
"6",576,"Male","SRET_EW","prac_instructions","","","","","","","","0","","5168","","__","phase_010_subj_19"
"7",576,"Male","SRET","EW_formal","self","Positive","morality","坚贞","","","","f","yes","910","","self_Positive_morality","phase_010_subj_19"
"8",576,"Male","SRET","EW_formal","friend","Positive","ability","务实","","","","f","yes","638","","friend_Positive_ability","phase_010_subj_19"
"9",576,"Male","SRET","EW_formal","self","Negative","morality","说谎","","","","j","no","679","","self_Negative_morality","phase_010_subj_19"
"10",576,"Male","SRET","EW_formal","friend","Negative","ability","迷糊","","","","j","no","1287","","friend_Negative_ability","phase_010_subj_19"
"11",576,"Male","SRET","EW_formal","friend","Negative","morality","阴毒","","","","j","no","775","","friend_Negative_morality","phase_010_subj_19"
"12",576,"Male","SRET","EW_formal","friend","Positive","ability","自律","","","","f","yes","614","","friend_Positive_ability","phase_010_subj_19"
"13",576,"Male","SRET","EW_formal","self","Negative","ability","拖拉","","","","j","no","839","","self_Negative_ability","phase_010_subj_19"
"14",576,"Male","SRET","EW_formal","friend","Positive","ability","上进","","","","f","yes","543","","friend_Positive_ability","phase_010_subj_19"
"15",576,"Male","SRET","EW_formal","friend","Negative","ability","昏庸","","","","j","no","623","","friend_Negative_ability","phase_010_subj_19"
"16",576,"Male","SRET","EW_formal","self","Negative","ability","短视","","","","j","no","590","","self_Negative_ability","phase_010_subj_19"
"17",576,"Male","SRET","EW_formal","friend","Positive","morality","忠诚","","","","f","yes","630","","friend_Positive_morality","phase_010_subj_19"
"18",576,"Male","SRET","EW_formal","self","Positive","ability","智慧","","","","f","yes","591","","self_Positive_ability","phase_010_subj_19"
"19",576,"Male","SRET","EW_formal","friend","Negative","ability","浅薄","","","","j","no","655","","friend_Negative_ability","phase_010_subj_19"
"20",576,"Male","SRET","EW_formal","friend","Negative","morality","刻薄","","","","j","no","653","","friend_Negative_morality","phase_010_subj_19"
"21",576,"Male","SRET","EW_formal","friend","Positive","ability","无敌","","","","f","yes","830","","friend_Positive_ability","phase_010_subj_19"
"22",576,"Male","SRET","EW_formal","self","Positive","morality","守法","","","","f","yes","743","","self_Positive_morality","phase_010_subj_19"
"23",576,"Male","SRET","EW_formal","self","Negative","ability","拖延","","","","j","no","1175","","self_Negative_ability","phase_010_subj_19"
"24",576,"Male","SRET","EW_formal","self","Positive","morality","诚信","","","","f","yes","559","","self_Positive_morality","phase_010_subj_19"
"25",576,"Male","SRET","EW_formal","friend","Positive","ability","高明","","","","f","yes","653","","friend_Positive_ability","phase_010_subj_19"
"26",576,"Male","SRET","EW_formal","self","Positive","morality","善良","","","","f","yes","623","","self_Positive_morality","phase_010_subj_19"
"27",576,"Male","SRET","EW_formal","self","Negative","morality","奸诈","","","","j","no","711","","self_Negative_morality","phase_010_subj_19"
