"","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con","ID"
"1",398,"Male","SRET_EW","EW_instructions","","","","","","","","0","","5291","","__","phase_013_subj_17"
"2",398,"Male","SRET_EW","EW_practice","friend","Positive","morality","忠实","","","","null","","null","","friend_Positive_morality","phase_013_subj_17"
"3",398,"Male","SRET_EW","EW_practice","self","Positive","ability","严谨","","","","j","no","882","","self_Positive_ability","phase_013_subj_17"
"4",398,"Male","SRET_EW","EW_practice","self","Negative","ability","刻板","","","","j","no","1272","","self_Negative_ability","phase_013_subj_17"
"5",398,"Male","SRET_EW","EW_practice","friend","Negative","morality","徇私","","","","j","no","1601","","friend_Negative_morality","phase_013_subj_17"
"6",398,"Male","SRET_EW","prac_instructions","","","","","","","","0","","17900","","__","phase_013_subj_17"
"7",398,"Male","SRET","EW_formal","friend","Positive","ability","务实","","","","j","no","356","","friend_Positive_ability","phase_013_subj_17"
"8",398,"Male","SRET","EW_formal","self","Positive","morality","坚贞","","","","f","yes","678","","self_Positive_morality","phase_013_subj_17"
"9",398,"Male","SRET","EW_formal","friend","Negative","ability","迷糊","","","","f","yes","1427","","friend_Negative_ability","phase_013_subj_17"
"10",398,"Male","SRET","EW_formal","self","Negative","morality","说谎","","","","j","no","849","","self_Negative_morality","phase_013_subj_17"
"11",398,"Male","SRET","EW_formal","friend","Negative","morality","伪善","","","","j","no","1076","","friend_Negative_morality","phase_013_subj_17"
"12",398,"Male","SRET","EW_formal","self","Negative","morality","混账","","","","j","no","929","","self_Negative_morality","phase_013_subj_17"
"13",398,"Male","SRET","EW_formal","friend","Positive","morality","淡泊","","","","null","","null","","friend_Positive_morality","phase_013_subj_17"
"14",398,"Male","SRET","EW_formal","friend","Negative","morality","拜金","","","","j","no","758","","friend_Negative_morality","phase_013_subj_17"
"15",398,"Male","SRET","EW_formal","friend","Positive","morality","谦逊","","","","f","yes","839","","friend_Positive_morality","phase_013_subj_17"
"16",398,"Male","SRET","EW_formal","self","Negative","morality","恶劣","","","","j","no","876","","self_Negative_morality","phase_013_subj_17"
"17",398,"Male","SRET","EW_formal","friend","Positive","ability","远见","","","","f","yes","711","","friend_Positive_ability","phase_013_subj_17"
"18",398,"Male","SRET","EW_formal","self","Positive","ability","扎实","","","","f","yes","863","","self_Positive_ability","phase_013_subj_17"
"19",398,"Male","SRET","EW_formal","self","Negative","ability","依靠","","","","j","no","881","","self_Negative_ability","phase_013_subj_17"
"20",398,"Male","SRET","EW_formal","self","Positive","ability","上进","","","","f","yes","621","","self_Positive_ability","phase_013_subj_17"
"21",398,"Male","SRET","EW_formal","friend","Negative","morality","狡诈","","","","j","no","791","","friend_Negative_morality","phase_013_subj_17"
"22",398,"Male","SRET","EW_formal","friend","Negative","morality","不端","","","","j","no","967","","friend_Negative_morality","phase_013_subj_17"
"23",398,"Male","SRET","EW_formal","friend","Negative","ability","驽钝","","","","f","yes","971","","friend_Negative_ability","phase_013_subj_17"
"24",398,"Male","SRET","EW_formal","self","Negative","morality","奸险","","","","j","no","658","","self_Negative_morality","phase_013_subj_17"
"25",398,"Male","SRET","EW_formal","self","Positive","ability","勤奋","","","","f","yes","713","","self_Positive_ability","phase_013_subj_17"
