"","X","PA1","PA2","PA3","PA4","ID"
"1",1,-0.648062047183939,0.665284516259526,0.775519667132247,0.811842331472096,"phase_003_subj_10"
"2",2,-0.19500375423344,-0.956615859025205,0.630241541852763,-0.514415886486961,"phase_003_subj_11"
"3",3,-0.336082191837178,1.51189107947002,0.751789303972172,-0.560232828846158,"phase_003_subj_13"
"4",4,-0.612106460324918,-0.0942954685983377,-0.634578818801248,-0.0918474536045435,"phase_003_subj_2"
"5",5,0.823313335368366,-0.198278033376383,-0.213445088527399,-0.886163889076949,"phase_003_subj_3"
"6",6,0.453651888459325,0.263099608448311,0.788475764946067,-0.335547995690315,"phase_003_subj_4"
"7",7,0.736465445534964,-0.124580071378606,0.504558364268305,-1.35880955482015,"phase_003_subj_6"
"8",8,-1.73733201128778,-1.11869201166186,0.108441528649953,-0.504970284010864,"phase_003_subj_8"
"9",9,0.415676356255993,-0.594441302481595,-1.65540177308657,0.863178852971381,"phase_003_subj_9"
"10",10,-0.743301755405989,0.565460344361695,0.628082833090174,-0.760524312615772,"phase_004_subj_1"
"11",11,-0.568368433321078,-0.070714057286609,-0.887311856757916,-0.112067284308747,"phase_004_subj_10"
"12",12,0.745333982955344,0.0636166917161652,-0.778542523464902,-1.90931975527201,"phase_004_subj_11"
"13",13,-1.04732385691825,0.641163926850816,0.442304315498328,-0.997015582701267,"phase_004_subj_13"
"14",14,0.999564057960073,-0.249013786603338,0.757279754803289,-0.116252117264942,"phase_004_subj_15"
"15",15,-0.572164031075624,0.257125525127683,0.503748929786331,-0.14391207227917,"phase_004_subj_16"
"16",16,0.32202626919741,0.949909297514371,0.767998109645703,0.843660716525455,"phase_004_subj_18"
"17",17,-0.297955400882055,1.21095445680837,0.762400866506465,-0.342045856203815,"phase_004_subj_2"
"18",18,-1.23301130657765,-0.260030462504933,0.0170250568361379,-1.0418396704688,"phase_004_subj_3"
"19",19,0.580021624847009,0.527336472505333,-0.302065875195216,-0.511383249111533,"phase_004_subj_5"
"20",20,-1.22588258457819,-0.637001244565112,0.612624562550509,-2.57952642892061,"phase_004_subj_8"
"21",21,-0.392311438039537,1.17213785010366,0.752615445928391,0.842597724146585,"phase_005_subj_1"
"22",22,-0.114586707894049,0.0630272078371063,0.789962220933815,-0.214053352141461,"phase_005_subj_10"
"23",23,-0.863561565450672,-0.367320979121779,-1.07954920919454,-0.794523954349644,"phase_005_subj_12"
"24",24,-0.543724694424108,0.0239266926710019,-1.75499658117071,0.528683752313935,"phase_005_subj_13"
"25",25,-0.361758932644423,0.180049119365636,-5.58556422306326,1.20752661830683,"phase_005_subj_16"
"26",26,-0.29123276651445,0.462120168390631,0.559432708604606,2.15786127832368,"phase_005_subj_18"
"27",27,0.827340762550863,0.0847142278222534,0.466408387584801,1.12981956654761,"phase_005_subj_19"
"28",28,-1.87022544966685,-0.0732823379178768,0.240486420684213,-0.797061894354961,"phase_005_subj_2"
"29",29,-0.633046965202628,-0.504655989401117,0.178197273045612,0.94059298456113,"phase_005_subj_3"
"30",30,-0.191527544655479,0.354046023604511,0.437801663775967,-0.721547978711407,"phase_005_subj_4"
"31",31,1.07922396603302,0.0791266727247277,0.417753382274971,-0.151806609975587,"phase_005_subj_5"
"32",32,-0.932312048438135,-0.757411026354466,0.145761539699164,-1.20029216021411,"phase_005_subj_7"
"33",33,-1.03300010212478,0.786031755707018,-0.224726889806151,-0.422203692191793,"phase_005_subj_9"
"34",34,-1.33147491667792,0.146622096004282,0.537080810994971,0.83863489475763,"phase_006_subj_1"
"35",35,-0.549780192330186,1.2764449194699,-0.0394872206090042,0.845678214083288,"phase_006_subj_10"
"36",36,1.39383516000425,0.899218952693891,0.784251780800826,1.13542499538836,"phase_006_subj_17"
"37",37,1.02237045430943,-1.6092083236043,-0.218991614805941,-1.36634402378963,"phase_006_subj_19"
"38",38,0.72417068918749,0.64993590933248,-0.0411707397039727,0.392788784134333,"phase_006_subj_2"
"39",39,1.20290866262101,2.05189951492304,1.01863041332448,-0.472290203561564,"phase_006_subj_22"
"40",40,1.20958514656088,-2.39474617772817,-0.343900083725375,-0.193860211868752,"phase_006_subj_23"
"41",41,-1.70981785797526,-2.11066694395519,0.247185403594877,-1.34585750042292,"phase_006_subj_24"
"42",42,0.53948562090177,0.802955810836888,0.443649012754012,1.6959531053058,"phase_006_subj_25"
"43",43,-1.76521379908342,-1.01924156847152,0.623506828461492,0.981605571371164,"phase_006_subj_4"
"44",44,0.332120344365783,-0.0257663285245703,0.368823505371813,-1.17795483633786,"phase_006_subj_5"
"45",45,0.555335065470507,-2.53474170269242,0.274708722138094,-0.928562803003374,"phase_006_subj_7"
"46",46,-0.861523309319263,0.419391502816378,-0.0801821517901314,0.904789063465658,"phase_006_subj_8"
"47",47,0.153186616304597,-1.37951436627633,0.355022266029362,1.70726720008937,"phase_007_subj_1"
"48",48,-1.18369845778995,0.138668736576952,0.834327261192598,-0.636645531212733,"phase_007_subj_10"
"49",49,0.24429646280173,-0.0193398505877351,0.184233933468415,-0.262461599706807,"phase_007_subj_11"
"50",50,0.218563699121732,-2.66307961626249,0.078530953692223,-0.592635137856909,"phase_007_subj_12"
