"","graph","type","node","measure","value"
"468","graph 1",NA,"IPC_3","ExpectedInfluence",1.1209332619519
"469","graph 1",NA,"IPC_4","ExpectedInfluence",0.466387553285372
"470","graph 1",NA,"IPC_5","ExpectedInfluence",0.976605437605257
"471","graph 1",NA,"IPC_6","ExpectedInfluence",1.1011564229336
"472","graph 1",NA,"IPC_7","ExpectedInfluence",1.14952322504555
"473","graph 1",NA,"IPC_8","ExpectedInfluence",0.80937502569631
"474","graph 1",NA,"ses_1","ExpectedInfluence",0.944467805769701
"475","graph 1",NA,"ses_2","ExpectedInfluence",0.894024125829914
"476","graph 1",NA,"ses_3","ExpectedInfluence",0.980598184721605
"477","graph 1",NA,"ses_4","ExpectedInfluence",0.93527275463017
"478","graph 1",NA,"ses_5","ExpectedInfluence",0.930283980080499
"479","graph 1",NA,"ses_6","ExpectedInfluence",1.04497083446638
"480","graph 1",NA,"ses_7","ExpectedInfluence",1.07113130419154
"481","graph 1",NA,"ses_8","ExpectedInfluence",0.361096377147508
"482","graph 1",NA,"ses_9","ExpectedInfluence",1.03254670432109
"483","graph 1",NA,"ses_10","ExpectedInfluence",0.889719969405126
"484","graph 1",NA,"coreself_1","ExpectedInfluence",1.17364046410183
"485","graph 1",NA,"coreself_2","ExpectedInfluence",0.615594539212995
"486","graph 1",NA,"coreself_3","ExpectedInfluence",0.761210922745134
"487","graph 1",NA,"coreself_4","ExpectedInfluence",0.960601680629134
"488","graph 1",NA,"coreself_5","ExpectedInfluence",0.959976930531442
"489","graph 1",NA,"coreself_6","ExpectedInfluence",1.19872633934492
"490","graph 1",NA,"coreself_7","ExpectedInfluence",1.19878082366902
"491","graph 1",NA,"coreself_8","ExpectedInfluence",1.14244608522687
"492","graph 1",NA,"coreself_9","ExpectedInfluence",1.01399392253016
"493","graph 1",NA,"coreself_10","ExpectedInfluence",0.95755648747917
"494","graph 1",NA,"NPI1","ExpectedInfluence",0.571301632874491
"495","graph 1",NA,"NPI2","ExpectedInfluence",1.12948332617288
"496","graph 1",NA,"NPI3","ExpectedInfluence",0.953342028900347
"497","graph 1",NA,"NPI4","ExpectedInfluence",0.986790748097128
"498","graph 1",NA,"NPI5","ExpectedInfluence",0.6362798879965
"499","graph 1",NA,"NPI6","ExpectedInfluence",0.235675517865659
"500","graph 1",NA,"NPI7","ExpectedInfluence",0.779413466447784
"501","graph 1",NA,"NPI8","ExpectedInfluence",0.640812628702858
"502","graph 1",NA,"NPI9","ExpectedInfluence",0.0427469578947303
"503","graph 1",NA,"NPI10","ExpectedInfluence",0.978834495662277
"504","graph 1",NA,"NPI11","ExpectedInfluence",1.06762807401023
"505","graph 1",NA,"NPI12","ExpectedInfluence",0.221036562923332
"506","graph 1",NA,"NPI13","ExpectedInfluence",0.493262442296518
"507","graph 1",NA,"NPI14","ExpectedInfluence",0.260738272836625
"508","graph 1",NA,"NPI15","ExpectedInfluence",0.767799269656521
"509","graph 1",NA,"hsns_1","ExpectedInfluence",0.815128624125512
"510","graph 1",NA,"hsns_2","ExpectedInfluence",-0.63745005850699
"511","graph 1",NA,"hsns_3","ExpectedInfluence",-0.363904920648727
"512","graph 1",NA,"hsns_4","ExpectedInfluence",-0.262281899402733
"513","graph 1",NA,"hsns_5","ExpectedInfluence",-0.392281631260115
"514","graph 1",NA,"hsns_6","ExpectedInfluence",0.00434734878551795
"515","graph 1",NA,"hsns_7","ExpectedInfluence",-0.227367895169611
"516","graph 1",NA,"hsns_8","ExpectedInfluence",-0.164668659103661
"517","graph 1",NA,"hsns_9","ExpectedInfluence",0.308935799835515
"518","graph 1",NA,"hsns_10","ExpectedInfluence",-0.366486525616767
"519","graph 1",NA,"MorIden_1","ExpectedInfluence",0.823727846564458
"520","graph 1",NA,"MorIden_2","ExpectedInfluence",0.787608771989464
"521","graph 1",NA,"MorIden_3","ExpectedInfluence",0.303355361224299
"522","graph 1",NA,"MorIden_4","ExpectedInfluence",0.381188461923772
"523","graph 1",NA,"MorIden_5","ExpectedInfluence",1.08808571978503
"524","graph 1",NA,"MorIden_6","ExpectedInfluence",0.690334051868584
"525","graph 1",NA,"MorIden_7","ExpectedInfluence",0.935451774932658
"526","graph 1",NA,"MorIden_8","ExpectedInfluence",0.740252071494133
"527","graph 1",NA,"MorIden_9","ExpectedInfluence",0.736709376514811
"528","graph 1",NA,"MorIden_10","ExpectedInfluence",0.917613341528125
"529","graph 1",NA,"moralSeImag_1","ExpectedInfluence",1.16346086666774
"530","graph 1",NA,"moralSeImag_2","ExpectedInfluence",0.812760633280647
"531","graph 1",NA,"moralSeImag_3","ExpectedInfluence",1.1073027954687
"532","graph 1",NA,"moralSeImag_4","ExpectedInfluence",0.904421867390331
"533","graph 1",NA,"moralSeImag_5","ExpectedInfluence",1.01887146257068
"534","graph 1",NA,"moralSeImag_6","ExpectedInfluence",0.915517627494312
"535","graph 1",NA,"moralSeImag_7","ExpectedInfluence",1.03041699893492
"536","graph 1",NA,"moralSeImag_8","ExpectedInfluence",0.992387554232678
"537","graph 1",NA,"moralSeImag_9","ExpectedInfluence",0.892897753822403
"538","graph 1",NA,"sde_1","ExpectedInfluence",0.740069580205051
"539","graph 1",NA,"sde_2","ExpectedInfluence",0.705541961395172
"540","graph 1",NA,"sde_3","ExpectedInfluence",0.706456668299056
"541","graph 1",NA,"sde_4","ExpectedInfluence",1.08688852381615
"542","graph 1",NA,"sde_5","ExpectedInfluence",1.03347261462582
"543","graph 1",NA,"sde_6","ExpectedInfluence",0.825064493319453
"544","graph 1",NA,"sde_7","ExpectedInfluence",0.803227465176912
"545","graph 1",NA,"sde_8","ExpectedInfluence",-0.416348172134171
"546","graph 1",NA,"sde_9","ExpectedInfluence",1.11719961653557
"547","graph 1",NA,"sde_10","ExpectedInfluence",0.47456779390644
"548","graph 1",NA,"sde_11","ExpectedInfluence",1.03883500869226
"549","graph 1",NA,"sde_12","ExpectedInfluence",1.17262433984463
"550","graph 1",NA,"sde_13","ExpectedInfluence",0.705312230545171
"551","graph 1",NA,"sde_14","ExpectedInfluence",0.305795368818998
"552","graph 1",NA,"sde_15","ExpectedInfluence",1.01904530441944
"553","graph 1",NA,"sde_16","ExpectedInfluence",0.909852541618399
"554","graph 1",NA,"sde_17","ExpectedInfluence",1.21581900418952
"555","graph 1",NA,"sde_18","ExpectedInfluence",0.519409030354887
"556","graph 1",NA,"sde_19","ExpectedInfluence",0.33925460661123
"557","graph 1",NA,"sde_20","ExpectedInfluence",0.942031358745868
"558","graph 1",NA,"IM_1","ExpectedInfluence",1.19269329180598
"559","graph 1",NA,"IM_2","ExpectedInfluence",1.07764289835159
"560","graph 1",NA,"IM_3","ExpectedInfluence",0.702205863586081
"561","graph 1",NA,"IM_4","ExpectedInfluence",1.11335361240257
"562","graph 1",NA,"IM_5","ExpectedInfluence",0.763199466383712
"563","graph 1",NA,"IM_6","ExpectedInfluence",0.831946423693358
"564","graph 1",NA,"IM_7","ExpectedInfluence",0.866266331540238
"565","graph 1",NA,"IM_8","ExpectedInfluence",0.766408516048516
"566","graph 1",NA,"IM_9","ExpectedInfluence",0.869984297294414
"567","graph 1",NA,"IM_10","ExpectedInfluence",0.560672161228667
"568","graph 1",NA,"IM_11","ExpectedInfluence",0.719692265251378
"569","graph 1",NA,"IM_12","ExpectedInfluence",0.955385019227794
"570","graph 1",NA,"IM_13","ExpectedInfluence",0.398931457566486
"571","graph 1",NA,"IM_14","ExpectedInfluence",0.784392782670096
"572","graph 1",NA,"IM_15","ExpectedInfluence",0.794414310169903
"573","graph 1",NA,"IM_16","ExpectedInfluence",1.16143662877573
"574","graph 1",NA,"IM_17","ExpectedInfluence",0.818434433737557
"575","graph 1",NA,"IM_18","ExpectedInfluence",0.572852927948929
"576","graph 1",NA,"IM_19","ExpectedInfluence",1.16538684604838
"577","graph 1",NA,"IM_20","ExpectedInfluence",1.03801624266148
"578","graph 1",NA,"Ability","ExpectedInfluence",1.15171957046858
"579","graph 1",NA,"Physical","ExpectedInfluence",0.972930305499956
"580","graph 1",NA,"Material","ExpectedInfluence",0.998837577347031
"581","graph 1",NA,"Social","ExpectedInfluence",0.588270348987713
"582","graph 1",NA,"Moral","ExpectedInfluence",0.924976898728963
"583","graph 1",NA,"SES2","ExpectedInfluence",0.908350252538461
"584","graph 1",NA,"SES1","ExpectedInfluence",0.62269111316026
"585","graph 1",NA,"ability_IAT","ExpectedInfluence",0.394815661185002
"586","graph 1",NA,"moral_IAT","ExpectedInfluence",0.289402373726021
"587","graph 1",NA,"ability_ALT_rt_val","ExpectedInfluence",0.772909380258404
"588","graph 1",NA,"moral_ALT_rt_val","ExpectedInfluence",0.864623288922745
"589","graph 1",NA,"ability_ALT_rt_ref","ExpectedInfluence",0.796434335264109
"590","graph 1",NA,"moral_ALT_rt_ref","ExpectedInfluence",0.840842322980148
"591","graph 1",NA,"ability_SRET_EW","ExpectedInfluence",0.946439931941685
"592","graph 1",NA,"moral_SRET_EW","ExpectedInfluence",0.478173819052653
"593","graph 1",NA,"ability_ALT_d_val","ExpectedInfluence",0.747385025368664
"594","graph 1",NA,"moral_ALT_d_val","ExpectedInfluence",0.734793564171397
"595","graph 1",NA,"ability_ALT_d_ref","ExpectedInfluence",0.70086015420104
"596","graph 1",NA,"moral_ALT_d_ref","ExpectedInfluence",0.78007455471711
