"","PA2","PA1","PA3"
"SGPS_1",0.00741618517672778,0.222166722370805,-0.136274342456613
"SGPS_2",-0.00554096481233527,0.159768751913751,-0.034840987632042
"SGPS_3",-0.0372670562393187,0.153956131208364,-0.0761112285962293
"SGPS_4",-0.0218241457281132,0.242196216263749,-0.143742219660294
"SGPS_5",-0.0659116425515507,0.166613799702857,-0.0152269376394019
"SGPS_6",-0.0162324873045387,0.113429238419342,-0.0567180822929961
"SGPS_7",0.00174661721365158,0.121447085366845,-0.0893842656224503
"SGPS_8",-0.0204521766509277,0.0469921887650458,-0.0061818826579702
"SGPS_9",-0.0227330725303097,0.169888514855142,-0.0754374469458037
"gad_1",0.136033337133629,-0.0183176707130133,-0.0413583427823999
"gad_2",0.118314394888668,-0.0534782778767771,0.0224021005961861
"gad_3",0.10866544453663,-0.044882914106923,0.0187137632862096
"gad_4",0.189666472113133,-0.0574606178982892,-0.0268934294107854
"gad_5",0.174309770807489,-0.0211625009479243,-0.0910182815739391
"gad_6",0.115995015859847,-0.0482574826137349,-0.00635981649114632
"gad_7",0.0491785969275726,-0.0259200370040349,0.0142510713029729
"phq_1",0.0854269373105504,0.0208624960245164,-0.0739750358813951
"phq_2",0.117192266428477,-0.020112559970476,-0.0501693304595031
"phq_3",0.0730053676246476,0.000454816629180131,-0.06015701890103
"phq_4",0.100776926296893,-0.0209202918492021,-0.0211894482554548
"phq_5",0.067587443092135,-0.000241877149976936,-0.0418394857571718
"phq_6",0.0952835841517699,-0.0104417963594729,-0.0115668889556731
"phq_7",0.051714717963681,0.00500951584649138,-0.0167683898865697
"phq_8",0.0587204769911388,-0.014888083504639,0.0122615257805548
"phq_9",0.0307285734044167,-0.00665279915549,-0.0144200065528554
"swb_1",0.0270073486402078,0.0714257914701561,-0.299695233444201
"swb_2",0.0474598691475491,0.0760607461777743,-0.291582482376753
"swb_3",0.0808558322107198,0.0766530330306695,-0.436992864844494
"swb_4",0.0914761905337063,0.0528162414971668,-0.297438145500507
"swb_5",0.0437703385883948,0.0314596864793846,-0.189411735482315
