"","X","PA1","PA9","PA10","PA11","PA3","PA5","PA4","PA12","PA8","PA13","PA6","PA2","PA7","ID"
"1",1,0.0908319107406118,0.0946521685869004,0.139909714464333,-0.0659780485150324,-0.121736808113267,0.376578718769019,-0.802494688584876,0.458217224763867,0.288489287550084,-0.133578280237281,-0.651321422159142,-0.866106836442958,0.717225056560288,"phase_003_subj_10"
"2",2,0.374673544914001,0.689387390186696,0.346756222006091,0.374349442464638,0.547569747147774,2.13850410502268,0.171752974054451,0.199704864634766,1.97613385899944,-0.168049308566681,-0.19168537972953,1.3498603562635,-0.414438877542278,"phase_003_subj_11"
"3",3,0.60159289106715,1.61327158453019,0.844455663227028,0.175566430514369,1.27851195451425,-0.161594524268371,-0.805361118079294,1.58877152817124,1.97216029060452,-1.71175661812535,-0.40004304936974,1.26312178388625,1.63969302651042,"phase_003_subj_13"
"4",4,0.513320502168104,1.84689600096702,0.927023964559822,0.116813725506959,0.93772764759567,-0.303373695284586,0.811861822189447,0.715396534963622,1.79442581313897,-2.29323848736499,-0.692085740119349,0.622634414967737,0.0962395582482853,"phase_003_subj_2"
"5",5,-1.74842656557974,-1.31592291552329,-1.61979059384874,0.581115957862438,-1.03275214068304,-1.1495060924822,0.378087345522713,-1.26894426055365,-1.6412535632318,-0.0209158267770779,0.702256733915574,1.32691664187023,-0.496311389088502,"phase_003_subj_3"
"6",6,1.4821246138369,2.40327270978884,1.4776376428328,1.62728040039739,1.51506543689582,1.5219160685982,1.31585946062141,0.69709121039982,0.401079327849865,1.34942177982599,0.482865339195641,0.506382911477654,0.304762779587162,"phase_003_subj_4"
"7",7,1.52043653653351,2.3939878637565,1.46747105601921,1.62688971737846,1.5820439966733,1.42655805180377,1.28780527091153,0.710585970577773,0.446479093484838,1.39345895786904,0.684844056161002,0.387474103977107,-0.0243133813139579,"phase_003_subj_6"
"8",8,-0.49800995868033,-0.597731383037199,-0.0529246193431516,0.711102065423933,0.765542290791599,-1.01621093050025,1.03518510407003,-1.81593112581625,-1.06327334804759,-0.168676731829769,-1.66731095276781,-0.369802869884508,-1.49063045274577,"phase_003_subj_8"
"9",9,0.188180244554122,-0.835759948465905,-0.823399619814793,0.485256098606517,1.14449899738791,0.923392508970344,0.170620356423445,1.35465369944851,2.35249409974103,0.323844757708352,0.535796993419939,1.08578772609429,0.0264545909974934,"phase_003_subj_9"
"10",10,1.48556842485961,2.38448763931409,1.39041523700116,1.60685090425489,1.55929162266942,1.42621801456205,1.16272131237836,0.718248968638923,0.475918272907159,1.37512004187963,-0.671412271676262,0.723267489799023,0.610085970477441,"phase_004_subj_1"
