"","%IncMSE","IncNodePurity"
"NPI13",1.52680100931091,0.101031688125614
"NPI14",-1.60105539958301,0.119310135477986
"NPI15",1.65456587878965,0.166698145087568
"hsns_1",3.18507863591902,0.68101498639992
"hsns_2",3.97910052359839,0.707865610188478
"hsns_3",1.03925134810804,0.374653797082209
"hsns_4",3.07599729576143,1.22046911364015
"hsns_5",0.120777295242311,0.437069321675333
"hsns_6",4.53447244406771,1.07264696015841
"hsns_7",1.29399709803903,0.388964245039377
"hsns_8",0.887589825204757,0.48013357846652
"hsns_9",2.49022900282651,0.754925797196406
"hsns_10",-1.10422036484218,0.258663411859847
"MorIden_1",1.98051991532396,0.131501196552685
"MorIden_2",-1.03282816881093,0.238314183404815
"MorIden_3",1.54372517444561,0.150160143120531
"MorIden_4",0.740211326547219,0.276437623661272
"MorIden_5",1.38473591725053,0.458562402020463
"MorIden_6",2.12265042493097,0.505403081419528
"MorIden_7",1.44765166467297,0.490476525875318
"MorIden_8",2.1801458716607,0.397806363892412
"MorIden_9",3.02175357435239,1.06302313523706
"MorIden_10",3.24768591238331,0.587153512353931
"moralSeImag_1",5.34283951307001,1.75790436325918
"moralSeImag_2",3.23247873915463,0.363933871187931
"moralSeImag_3",2.15324343464769,0.428284683567761
"moralSeImag_4",2.37653146981201,0.528335909731378
"moralSeImag_5",3.10893191410288,0.657517029625878
"moralSeImag_6",3.3620731673676,0.876722097318231
"moralSeImag_7",4.16494940189081,0.655143588003996
"moralSeImag_8",2.53199449348417,0.549674991191693
"moralSeImag_9",2.24870858815054,0.519340551302161
"sde_1",10.8148868881647,3.63645959218209
"sde_2",2.10436833170949,0.788817397823807
"sde_3",4.22558943772787,0.895686905637748
"sde_4",7.68214242897293,14.4559461262724
"sde_5",7.83184586582992,2.48332650787634
"sde_6",9.08667621359061,13.2958057895691
"sde_7",3.42022895009873,0.740103047316507
"sde_8",5.57271169416785,1.2728035850085
"sde_9",4.91463989356985,2.2862460258767
"sde_10",8.99983506055272,13.025839713129
"sde_11",9.99589820802064,12.5814562881334
"sde_12",2.8644538812753,2.29987114633478
"sde_13",3.69041792765674,0.861073077480113
"sde_14",4.03366166627397,1.77918182262607
"sde_15",2.52968781952607,0.817594049844517
"sde_16",3.68374190773578,1.21928340002016
"sde_17",7.13503540032526,3.4037358788499
"sde_18",2.15574535849173,0.543333209539588
"sde_19",2.28432283992812,0.548745764198784
"sde_20",3.94011876500209,1.78561161156593
"IM_1",3.17602098012141,0.970516716385858
"IM_2",2.23307304030547,0.632217101977321
"IM_3",5.04040347482693,1.30423837038715
"IM_4",4.9566782216482,1.66160233472142
"IM_5",4.02540086033592,0.838109345394459
"IM_6",2.82929598915247,0.528087865753732
"IM_7",2.05683528385115,0.575321504366201
"IM_8",2.52114243699596,0.46987385831
"IM_9",1.37160546545634,0.598230133085814
"IM_10",0.182619876839918,0.299776975012361
"IM_11",1.7856001092141,0.939244035444079
"IM_12",3.2811283634236,0.505511578483364
"IM_13",-0.573168995502567,0.490196088500477
"IM_14",3.18847890709954,0.550387079745907
"IM_15",6.60904494489815,1.6533939191513
"IM_16",2.21371054654503,0.453387638373614
"IM_17",-2.20262736709132,0.507131991945428
"IM_18",0.782266512679766,0.797355317647039
"IM_19",4.72932276437343,3.34964500881362
"IM_20",1.50218357487594,0.347417686413929
"Ability",4.1828913570041,1.38153258488034
"Physical",2.63799318037994,0.817920631947329
"Material",2.82050311367854,0.818911290934865
"Social",4.96679781954609,1.46404111081406
"Moral",1.16676296930494,0.742388081322346
"SES2",3.03631240313638,0.579526803012492
"SES1",2.65865512882123,0.459179447102368
"ability_IAT",-1.27307202167296,1.12320079049008
"moral_IAT",1.0892729347689,1.59957479445389
"ability_ALT_rt_val",-2.26431846660181,1.10115539599562
"moral_ALT_rt_val",0.183059414063419,0.927113518225294
"ability_ALT_rt_ref",0.520952132474122,1.1282935193111
"moral_ALT_rt_ref",-1.22393510212239,1.27654784349807
"ability_SRET_EW",0.639297746449114,0.594090887829006
"moral_SRET_EW",1.44490000656026,0.359924666504695
"ability_ALT_d_val",-1.20973587261994,0.841290029154616
"moral_ALT_d_val",-0.255272190881681,0.816977315397771
"ability_ALT_d_ref",-1.48184268678454,0.926853135206497
"moral_ALT_d_ref",0.98543581238391,0.932635505551952
