"X","ParticipantID","task_id","screen_id","condition","word","response","responses","rt","correct","conditionType","con","ID"
1,37,"ALT1_2","prac_ALT1_2","square","hexagon","null","null",NA,NA,"nonmatch","square_nonmatch","phase_004_subj_1"
2,37,"ALT1_2","prac_ALT1_2","ellipse","trapezoid","j","match",611,"false","nonmatch","ellipse_nonmatch","phase_004_subj_1"
3,37,"ALT1_2","prac_ALT1_2","trapezoid","trapezoid","j","match",1099,"true","match","trapezoid_match","phase_004_subj_1"
4,37,"ALT1_2","prac_ALT1_2","trapezoid","ellipse","f","nonmatch",731,"true","nonmatch","trapezoid_nonmatch","phase_004_subj_1"
5,37,"ALT1_2","prac_ALT1_2","square","square","j","match",788,"true","match","square_match","phase_004_subj_1"
6,37,"ALT1_2","prac_ALT1_2","hexagon","square","f","nonmatch",732,"true","nonmatch","hexagon_nonmatch","phase_004_subj_1"
7,37,"ALT1_2","prac_ALT1_2","hexagon","hexagon","j","match",732,"true","match","hexagon_match","phase_004_subj_1"
8,37,"ALT1_2","prac_ALT1_2","hexagon","trapezoid","f","nonmatch",731,"true","nonmatch","hexagon_nonmatch","phase_004_subj_1"
9,37,"ALT1_2","prac_ALT1_2","square","square","j","match",660,"true","match","square_match","phase_004_subj_1"
10,37,"ALT1_2","prac_ALT1_2","trapezoid","square","f","nonmatch",747,"true","nonmatch","trapezoid_nonmatch","phase_004_subj_1"
11,37,"ALT1_2","prac_ALT1_2","square","ellipse","f","nonmatch",668,"true","nonmatch","square_nonmatch","phase_004_subj_1"
12,37,"ALT1_2","prac_ALT1_2","trapezoid","trapezoid","j","match",805,"true","match","trapezoid_match","phase_004_subj_1"
13,37,"ALT1_2","prac_ALT1_2","square","square","j","match",892,"true","match","square_match","phase_004_subj_1"
14,37,"ALT1_2","prac_ALT1_2","trapezoid","hexagon","f","nonmatch",685,"true","nonmatch","trapezoid_nonmatch","phase_004_subj_1"
15,37,"ALT1_2","prac_ALT1_2","hexagon","ellipse","f","nonmatch",660,"true","nonmatch","hexagon_nonmatch","phase_004_subj_1"
16,37,"ALT1_2","prac_ALT1_2","ellipse","hexagon","f","nonmatch",611,"true","nonmatch","ellipse_nonmatch","phase_004_subj_1"
17,37,"ALT1_2","prac_ALT1_2","ellipse","square","f","nonmatch",707,"true","nonmatch","ellipse_nonmatch","phase_004_subj_1"
18,37,"ALT1_2","prac_ALT1_2","ellipse","ellipse","j","match",569,"true","match","ellipse_match","phase_004_subj_1"
19,37,"ALT1_2","prac_ALT1_2","ellipse","ellipse","j","match",571,"true","match","ellipse_match","phase_004_subj_1"
20,37,"ALT1_2","prac_ALT1_2","trapezoid","trapezoid","j","match",699,"true","match","trapezoid_match","phase_004_subj_1"
21,37,"ALT1_2","prac_ALT1_2","hexagon","hexagon","j","match",596,"true","match","hexagon_match","phase_004_subj_1"
22,37,"ALT1_2","prac_ALT1_2","ellipse","ellipse","j","match",556,"true","match","ellipse_match","phase_004_subj_1"
23,37,"ALT1_2","prac_ALT1_2","hexagon","hexagon","j","match",661,"true","match","hexagon_match","phase_004_subj_1"
24,37,"ALT1_2","prac_ALT1_2","square","trapezoid","f","nonmatch",876,"true","nonmatch","square_nonmatch","phase_004_subj_1"
25,37,"ALT1_2","prac_ALT1_2","trapezoid","trapezoid","j","match",531,"true","match","trapezoid_match","phase_004_subj_1"
26,37,"ALT1_2","prac_ALT1_2","ellipse","ellipse","j","match",604,"true","match","ellipse_match","phase_004_subj_1"
27,37,"ALT1_2","prac_ALT1_2","square","hexagon","f","nonmatch",564,"true","nonmatch","square_nonmatch","phase_004_subj_1"
28,37,"ALT1_2","prac_ALT1_2","ellipse","trapezoid","j","match",564,"false","nonmatch","ellipse_nonmatch","phase_004_subj_1"
29,37,"ALT1_2","prac_ALT1_2","hexagon","square","f","nonmatch",692,"true","nonmatch","hexagon_nonmatch","phase_004_subj_1"
30,37,"ALT1_2","prac_ALT1_2","square","trapezoid","f","nonmatch",659,"true","nonmatch","square_nonmatch","phase_004_subj_1"
31,37,"ALT1_2","prac_ALT1_2","hexagon","hexagon","j","match",621,"true","match","hexagon_match","phase_004_subj_1"
32,37,"ALT1_2","prac_ALT1_2","hexagon","ellipse","f","nonmatch",612,"true","nonmatch","hexagon_nonmatch","phase_004_subj_1"
33,37,"ALT1_2","prac_ALT1_2","hexagon","hexagon","j","match",604,"true","match","hexagon_match","phase_004_subj_1"
34,37,"ALT1_2","prac_ALT1_2","square","square","j","match",661,"true","match","square_match","phase_004_subj_1"
35,37,"ALT1_2","prac_ALT1_2","ellipse","ellipse","j","match",580,"true","match","ellipse_match","phase_004_subj_1"
36,37,"ALT1_2","prac_ALT1_2","ellipse","square","f","nonmatch",619,"true","nonmatch","ellipse_nonmatch","phase_004_subj_1"
37,37,"ALT1_2","prac_ALT1_2","trapezoid","ellipse","f","nonmatch",573,"true","nonmatch","trapezoid_nonmatch","phase_004_subj_1"
38,37,"ALT1_2","prac_ALT1_2","hexagon","hexagon","j","match",564,"true","match","hexagon_match","phase_004_subj_1"
39,37,"ALT1_2","prac_ALT1_2","square","ellipse","f","nonmatch",548,"true","nonmatch","square_nonmatch","phase_004_subj_1"
40,37,"ALT1_2","prac_ALT1_2","trapezoid","trapezoid","j","match",621,"true","match","trapezoid_match","phase_004_subj_1"
41,37,"ALT1_2","prac_ALT1_2","trapezoid","trapezoid","j","match",580,"true","match","trapezoid_match","phase_004_subj_1"
42,37,"ALT1_2","prac_ALT1_2","hexagon","trapezoid","f","nonmatch",596,"true","nonmatch","hexagon_nonmatch","phase_004_subj_1"
43,37,"ALT1_2","prac_ALT1_2","square","square","j","match",949,"true","match","square_match","phase_004_subj_1"
44,37,"ALT1_2","prac_ALT1_2","trapezoid","square","f","nonmatch",1028,"true","nonmatch","trapezoid_nonmatch","phase_004_subj_1"
45,37,"ALT1_2","prac_ALT1_2","trapezoid","hexagon","f","nonmatch",684,"true","nonmatch","trapezoid_nonmatch","phase_004_subj_1"
46,37,"ALT1_2","prac_ALT1_2","square","square","j","match",572,"true","match","square_match","phase_004_subj_1"
47,37,"ALT1_2","prac_ALT1_2","ellipse","ellipse","j","match",589,"true","match","ellipse_match","phase_004_subj_1"
48,37,"ALT1_2","prac_ALT1_2","ellipse","hexagon","f","nonmatch",749,"true","nonmatch","ellipse_nonmatch","phase_004_subj_1"
49,37,"ALT1","formal_ALT1_2","ellipse","hexagon","f","nonmatch",655,"true","nonmatch","ellipse_nonmatch","phase_004_subj_1"
50,37,"ALT1","formal_ALT1_2","trapezoid","ellipse","f","nonmatch",595,"true","nonmatch","trapezoid_nonmatch","phase_004_subj_1"
51,37,"ALT1","formal_ALT1_2","hexagon","hexagon","j","match",604,"true","match","hexagon_match","phase_004_subj_1"
52,37,"ALT1","formal_ALT1_2","trapezoid","trapezoid","j","match",693,"true","match","trapezoid_match","phase_004_subj_1"
53,37,"ALT1","formal_ALT1_2","trapezoid","trapezoid","f","nonmatch",668,"false","match","trapezoid_match","phase_004_subj_1"
54,37,"ALT1","formal_ALT1_2","ellipse","trapezoid","f","nonmatch",771,"true","nonmatch","ellipse_nonmatch","phase_004_subj_1"
55,37,"ALT1","formal_ALT1_2","hexagon","hexagon","j","match",549,"true","match","hexagon_match","phase_004_subj_1"
56,37,"ALT1","formal_ALT1_2","square","hexagon","f","nonmatch",619,"true","nonmatch","square_nonmatch","phase_004_subj_1"
57,37,"ALT1","formal_ALT1_2","ellipse","ellipse","j","match",564,"true","match","ellipse_match","phase_004_subj_1"
58,37,"ALT1","formal_ALT1_2","hexagon","square","f","nonmatch",595,"true","nonmatch","hexagon_nonmatch","phase_004_subj_1"
59,37,"ALT1","formal_ALT1_2","square","trapezoid","f","nonmatch",603,"true","nonmatch","square_nonmatch","phase_004_subj_1"
60,37,"ALT1","formal_ALT1_2","ellipse","ellipse","j","match",570,"true","match","ellipse_match","phase_004_subj_1"
61,37,"ALT1","formal_ALT1_2","trapezoid","hexagon","f","nonmatch",612,"true","nonmatch","trapezoid_nonmatch","phase_004_subj_1"
