"X","ParticipantID","task_id","screen_id","condition","word","response","responses","rt","correct","conditionType","con","ID"
945,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",757,"true","match","pentagon_match","phase_014_subj_42"
946,446,"ALT1","formal_ALT1_1","circle","trapezoid","j","nonmatch",727,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
947,446,"ALT1","formal_ALT1_1","square","circle","j","nonmatch",965,"true","nonmatch","square_nonmatch","phase_014_subj_42"
948,446,"ALT1","formal_ALT1_1","trapezoid","pentagon","f","match",793,"false","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
949,446,"ALT1","formal_ALT1_1","circle","circle","f","match",951,"true","match","circle_match","phase_014_subj_42"
950,446,"ALT1","formal_ALT1_1","square","trapezoid","j","nonmatch",824,"true","nonmatch","square_nonmatch","phase_014_subj_42"
951,446,"ALT1","formal_ALT1_1","trapezoid","circle","j","nonmatch",578,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
952,446,"ALT1","formal_ALT1_1","pentagon","trapezoid","f","match",795,"false","nonmatch","pentagon_nonmatch","phase_014_subj_42"
953,446,"ALT1","formal_ALT1_1","circle","pentagon","j","nonmatch",792,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
954,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",728,"true","match","pentagon_match","phase_014_subj_42"
955,446,"ALT1","formal_ALT1_1","circle","circle","f","match",673,"true","match","circle_match","phase_014_subj_42"
956,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",632,"true","match","trapezoid_match","phase_014_subj_42"
957,446,"ALT1","formal_ALT1_1","square","pentagon","j","nonmatch",687,"true","nonmatch","square_nonmatch","phase_014_subj_42"
958,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",713,"true","match","pentagon_match","phase_014_subj_42"
959,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",793,"true","match","trapezoid_match","phase_014_subj_42"
960,446,"ALT1","formal_ALT1_1","square","square","f","match",887,"true","match","square_match","phase_014_subj_42"
961,446,"ALT1","formal_ALT1_1","pentagon","circle","j","nonmatch",1045,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
962,446,"ALT1","formal_ALT1_1","pentagon","square","j","nonmatch",904,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
963,446,"ALT1","formal_ALT1_1","trapezoid","pentagon","f","match",932,"false","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
964,446,"ALT1","formal_ALT1_1","pentagon","trapezoid","j","nonmatch",875,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
965,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",833,"true","match","pentagon_match","phase_014_subj_42"
966,446,"ALT1","formal_ALT1_1","circle","trapezoid","j","nonmatch",639,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
967,446,"ALT1","formal_ALT1_1","circle","square","j","nonmatch",711,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
968,446,"ALT1","formal_ALT1_1","square","square","f","match",789,"true","match","square_match","phase_014_subj_42"
969,446,"ALT1","formal_ALT1_1","circle","circle","f","match",633,"true","match","circle_match","phase_014_subj_42"
970,446,"ALT1","formal_ALT1_1","square","square","f","match",688,"true","match","square_match","phase_014_subj_42"
971,446,"ALT1","formal_ALT1_1","square","pentagon","j","nonmatch",686,"true","nonmatch","square_nonmatch","phase_014_subj_42"
972,446,"ALT1","formal_ALT1_1","trapezoid","square","f","match",613,"false","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
973,446,"ALT1","formal_ALT1_1","square","square","f","match",727,"true","match","square_match","phase_014_subj_42"
974,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",661,"true","match","pentagon_match","phase_014_subj_42"
975,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","j","nonmatch",572,"false","match","trapezoid_match","phase_014_subj_42"
976,446,"ALT1","formal_ALT1_1","circle","circle","f","match",596,"true","match","circle_match","phase_014_subj_42"
977,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",761,"true","match","trapezoid_match","phase_014_subj_42"
978,446,"ALT1","formal_ALT1_1","square","trapezoid","j","nonmatch",883,"true","nonmatch","square_nonmatch","phase_014_subj_42"
979,446,"ALT1","formal_ALT1_1","trapezoid","circle","j","nonmatch",731,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
980,446,"ALT1","formal_ALT1_1","circle","pentagon","j","nonmatch",732,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
981,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",677,"true","match","pentagon_match","phase_014_subj_42"
982,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",757,"true","match","trapezoid_match","phase_014_subj_42"
983,446,"ALT1","formal_ALT1_1","square","circle","j","nonmatch",806,"true","nonmatch","square_nonmatch","phase_014_subj_42"
984,446,"ALT1","formal_ALT1_1","circle","circle","j","nonmatch",581,"false","match","circle_match","phase_014_subj_42"
985,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",803,"true","match","pentagon_match","phase_014_subj_42"
986,446,"ALT1","formal_ALT1_1","trapezoid","circle","j","nonmatch",718,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
987,446,"ALT1","formal_ALT1_1","circle","circle","f","match",790,"true","match","circle_match","phase_014_subj_42"
988,446,"ALT1","formal_ALT1_1","pentagon","circle","j","nonmatch",667,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
989,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",766,"true","match","pentagon_match","phase_014_subj_42"
990,446,"ALT1","formal_ALT1_1","trapezoid","square","j","nonmatch",829,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
991,446,"ALT1","formal_ALT1_1","circle","circle","f","match",611,"true","match","circle_match","phase_014_subj_42"
992,446,"ALT1","formal_ALT1_1","square","square","f","match",713,"true","match","square_match","phase_014_subj_42"
993,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",682,"true","match","trapezoid_match","phase_014_subj_42"
994,446,"ALT1","formal_ALT1_1","square","square","f","match",648,"true","match","square_match","phase_014_subj_42"
995,446,"ALT1","formal_ALT1_1","pentagon","trapezoid","j","nonmatch",861,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
996,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",889,"true","match","trapezoid_match","phase_014_subj_42"
997,446,"ALT1","formal_ALT1_1","circle","trapezoid","j","nonmatch",673,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
998,446,"ALT1","formal_ALT1_1","circle","circle","f","match",598,"true","match","circle_match","phase_014_subj_42"
999,446,"ALT1","formal_ALT1_1","square","square","f","match",710,"true","match","square_match","phase_014_subj_42"
1000,446,"ALT1","formal_ALT1_1","circle","pentagon","j","nonmatch",683,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1001,446,"ALT1","formal_ALT1_1","square","circle","j","nonmatch",655,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1002,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",679,"true","match","pentagon_match","phase_014_subj_42"
1003,446,"ALT1","formal_ALT1_1","square","pentagon","j","nonmatch",821,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1004,446,"ALT1","formal_ALT1_1","circle","square","j","nonmatch",746,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1005,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",669,"true","match","trapezoid_match","phase_014_subj_42"
1006,446,"ALT1","formal_ALT1_1","trapezoid","pentagon","j","nonmatch",696,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1007,446,"ALT1","formal_ALT1_1","square","trapezoid","j","nonmatch",1050,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1008,446,"ALT1","formal_ALT1_1","pentagon","square","j","nonmatch",649,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1009,446,"ALT1","formal_ALT1_1","pentagon","pentagon","j","nonmatch",795,"false","match","pentagon_match","phase_014_subj_42"
1010,446,"ALT1","formal_ALT1_1","trapezoid","pentagon","j","nonmatch",854,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1011,446,"ALT1","formal_ALT1_1","circle","circle","f","match",735,"true","match","circle_match","phase_014_subj_42"
1012,446,"ALT1","formal_ALT1_1","circle","circle","f","match",555,"true","match","circle_match","phase_014_subj_42"
1013,446,"ALT1","formal_ALT1_1","pentagon","square","j","nonmatch",946,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1014,446,"ALT1","formal_ALT1_1","square","trapezoid","j","nonmatch",1132,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1015,446,"ALT1","formal_ALT1_1","square","circle","j","nonmatch",889,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1016,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",808,"true","match","trapezoid_match","phase_014_subj_42"
1017,446,"ALT1","formal_ALT1_1","square","pentagon","j","nonmatch",649,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1018,446,"ALT1","formal_ALT1_1","circle","trapezoid","j","nonmatch",578,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1019,446,"ALT1","formal_ALT1_1","circle","pentagon","j","nonmatch",614,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1020,446,"ALT1","formal_ALT1_1","trapezoid","circle","j","nonmatch",713,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1021,446,"ALT1","formal_ALT1_1","circle","circle","j","nonmatch",687,"false","match","circle_match","phase_014_subj_42"
1022,446,"ALT1","formal_ALT1_1","square","square","f","match",785,"true","match","square_match","phase_014_subj_42"
1023,446,"ALT1","formal_ALT1_1","pentagon","trapezoid","j","nonmatch",926,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1024,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",945,"true","match","trapezoid_match","phase_014_subj_42"
1025,446,"ALT1","formal_ALT1_1","pentagon","pentagon","j","nonmatch",638,"false","match","pentagon_match","phase_014_subj_42"
1026,446,"ALT1","formal_ALT1_1","square","square","f","match",743,"true","match","square_match","phase_014_subj_42"
1027,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",739,"true","match","trapezoid_match","phase_014_subj_42"
1028,446,"ALT1","formal_ALT1_1","trapezoid","square","j","nonmatch",750,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1029,446,"ALT1","formal_ALT1_1","pentagon","circle","j","nonmatch",780,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1030,446,"ALT1","formal_ALT1_1","square","square","f","match",737,"true","match","square_match","phase_014_subj_42"
1031,446,"ALT1","formal_ALT1_1","circle","square","j","nonmatch",767,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1032,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",780,"true","match","pentagon_match","phase_014_subj_42"
1033,446,"ALT1","formal_ALT1_1","square","square","f","match",611,"true","match","square_match","phase_014_subj_42"
1034,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",640,"true","match","trapezoid_match","phase_014_subj_42"
1035,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",717,"true","match","pentagon_match","phase_014_subj_42"
1036,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",860,"true","match","pentagon_match","phase_014_subj_42"
1037,446,"ALT1","formal_ALT1_1","circle","circle","f","match",562,"true","match","circle_match","phase_014_subj_42"
1038,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",694,"true","match","pentagon_match","phase_014_subj_42"
1039,446,"ALT1","formal_ALT1_1","square","square","f","match",644,"true","match","square_match","phase_014_subj_42"
1040,446,"ALT1","formal_ALT1_1","circle","pentagon","j","nonmatch",690,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1041,446,"ALT1","formal_ALT1_1","circle","circle","f","match",660,"true","match","circle_match","phase_014_subj_42"
1042,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",807,"true","match","trapezoid_match","phase_014_subj_42"
1043,446,"ALT1","formal_ALT1_1","trapezoid","pentagon","f","match",859,"false","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1044,446,"ALT1","formal_ALT1_1","square","trapezoid","j","nonmatch",865,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1045,446,"ALT1","formal_ALT1_1","trapezoid","square","j","nonmatch",841,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1046,446,"ALT1","formal_ALT1_1","circle","square","j","nonmatch",760,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1047,446,"ALT1","formal_ALT1_1","trapezoid","circle","j","nonmatch",676,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1048,446,"ALT1","formal_ALT1_1","square","pentagon","j","nonmatch",692,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1049,446,"ALT1","formal_ALT1_1","pentagon","trapezoid","j","nonmatch",662,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1050,446,"ALT1","formal_ALT1_1","square","circle","j","nonmatch",613,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1051,446,"ALT1","formal_ALT1_1","pentagon","circle","j","nonmatch",608,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1052,446,"ALT1","formal_ALT1_1","circle","circle","f","match",651,"true","match","circle_match","phase_014_subj_42"
1053,446,"ALT1","formal_ALT1_1","pentagon","square","j","nonmatch",718,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1054,446,"ALT1","formal_ALT1_1","square","square","f","match",865,"true","match","square_match","phase_014_subj_42"
1055,446,"ALT1","formal_ALT1_1","circle","trapezoid","j","nonmatch",618,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1056,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",811,"true","match","trapezoid_match","phase_014_subj_42"
1057,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",1101,"true","match","trapezoid_match","phase_014_subj_42"
1058,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",605,"true","match","trapezoid_match","phase_014_subj_42"
1059,446,"ALT1","formal_ALT1_1","square","pentagon","j","nonmatch",832,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1060,446,"ALT1","formal_ALT1_1","square","square","f","match",629,"true","match","square_match","phase_014_subj_42"
1061,446,"ALT1","formal_ALT1_1","pentagon","square","j","nonmatch",715,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1062,446,"ALT1","formal_ALT1_1","circle","circle","f","match",587,"true","match","circle_match","phase_014_subj_42"
1063,446,"ALT1","formal_ALT1_1","pentagon","circle","j","nonmatch",673,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1064,446,"ALT1","formal_ALT1_1","circle","trapezoid","j","nonmatch",665,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1065,446,"ALT1","formal_ALT1_1","trapezoid","circle","j","nonmatch",601,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1066,446,"ALT1","formal_ALT1_1","pentagon","trapezoid","j","nonmatch",846,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
1067,446,"ALT1","formal_ALT1_1","circle","square","j","nonmatch",588,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1068,446,"ALT1","formal_ALT1_1","square","trapezoid","j","nonmatch",824,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1069,446,"ALT1","formal_ALT1_1","trapezoid","square","j","nonmatch",679,"true","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1070,446,"ALT1","formal_ALT1_1","pentagon","pentagon","j","nonmatch",697,"false","match","pentagon_match","phase_014_subj_42"
1071,446,"ALT1","formal_ALT1_1","circle","circle","f","match",764,"true","match","circle_match","phase_014_subj_42"
1072,446,"ALT1","formal_ALT1_1","circle","pentagon","j","nonmatch",694,"true","nonmatch","circle_nonmatch","phase_014_subj_42"
1073,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",900,"true","match","pentagon_match","phase_014_subj_42"
1074,446,"ALT1","formal_ALT1_1","square","circle","j","nonmatch",769,"true","nonmatch","square_nonmatch","phase_014_subj_42"
1075,446,"ALT1","formal_ALT1_1","circle","circle","f","match",638,"true","match","circle_match","phase_014_subj_42"
1076,446,"ALT1","formal_ALT1_1","trapezoid","pentagon","f","match",856,"false","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1077,446,"ALT1","formal_ALT1_1","square","square","f","match",690,"true","match","square_match","phase_014_subj_42"
1078,446,"ALT1","formal_ALT1_1","square","square","f","match",946,"true","match","square_match","phase_014_subj_42"
1079,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",784,"true","match","pentagon_match","phase_014_subj_42"
1080,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",624,"true","match","trapezoid_match","phase_014_subj_42"
1081,446,"ALT1","formal_ALT1_1","pentagon","pentagon","f","match",654,"true","match","pentagon_match","phase_014_subj_42"
1082,446,"ALT1","formal_ALT1_1","trapezoid","trapezoid","f","match",615,"true","match","trapezoid_match","phase_014_subj_42"
1083,446,"ALT1","formal_ALT1_1","trapezoid","pentagon","f","match",532,"false","nonmatch","trapezoid_nonmatch","phase_014_subj_42"
1084,446,"ALT1","formal_ALT1_1","circle","circle","f","match",605,"true","match","circle_match","phase_014_subj_42"
1085,446,"ALT1","formal_ALT1_1","pentagon","square","j","nonmatch",982,"true","nonmatch","pentagon_nonmatch","phase_014_subj_42"
