"X","ParticipantID","Sex","Word","Word2","task_id","screen_id","Image","condition","word","identity","response","responses","correct_response","rt","correct","domain","valence","person","con","ID"
1,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱我","弱我","match","j","match","j","227",1,"ability","negative","self","ability_self_match","phase_005_subj_1"
2,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","circle","强我","强我","match","j","match","j","803",1,"ability","positive","self","ability_self_match","phase_005_subj_1"
3,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","circle","强我","弱我","nonmatch","f","nonmatch","f","842",1,"ability","positive","self","ability_self_nonmatch","phase_005_subj_1"
4,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","square","弱她","强她","nonmatch","j","match","f","764",0,"ability","negative","friend","ability_friend_nonmatch","phase_005_subj_1"
5,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","square","弱她","弱我","nonmatch","f","nonmatch","f","863",1,"ability","negative","friend","ability_friend_nonmatch","phase_005_subj_1"
6,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱我","弱我","match","j","match","j","846",1,"ability","negative","self","ability_self_match","phase_005_subj_1"
7,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","square","弱她","弱她","match","f","nonmatch","j","81",0,"ability","negative","friend","ability_friend_match","phase_005_subj_1"
8,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","circle","强我","强我","match","j","match","j","831",1,"ability","positive","self","ability_self_match","phase_005_subj_1"
9,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","diamond","强她","弱我","nonmatch","j","match","f","617",0,"ability","positive","friend","ability_friend_nonmatch","phase_005_subj_1"
10,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","diamond","强她","弱她","nonmatch","null","null","f","null",NA,"ability","positive","friend","ability_friend_nonmatch","phase_005_subj_1"
11,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱我","强我","nonmatch","j","match","f","827",0,"ability","negative","self","ability_self_nonmatch","phase_005_subj_1"
12,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","diamond","强她","强她","match","f","nonmatch","j","745",0,"ability","positive","friend","ability_friend_match","phase_005_subj_1"
13,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱我","弱她","nonmatch","f","nonmatch","f","959",1,"ability","negative","self","ability_self_nonmatch","phase_005_subj_1"
14,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","square","弱她","强我","nonmatch","f","nonmatch","f","710",1,"ability","negative","friend","ability_friend_nonmatch","phase_005_subj_1"
15,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","circle","强我","强我","match","null","null","j","null",NA,"ability","positive","self","ability_self_match","phase_005_subj_1"
16,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱我","强她","nonmatch","f","nonmatch","f","696",1,"ability","negative","self","ability_self_nonmatch","phase_005_subj_1"
17,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","diamond","强她","强她","match","f","nonmatch","j","753",0,"ability","positive","friend","ability_friend_match","phase_005_subj_1"
18,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","circle","强我","强她","nonmatch","f","nonmatch","f","695",1,"ability","positive","self","ability_self_nonmatch","phase_005_subj_1"
19,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","square","弱她","弱她","match","f","nonmatch","j","805",0,"ability","negative","friend","ability_friend_match","phase_005_subj_1"
20,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","diamond","强她","强我","nonmatch","f","nonmatch","f","428",1,"ability","positive","friend","ability_friend_nonmatch","phase_005_subj_1"
21,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","circle","强我","弱她","nonmatch","f","nonmatch","f","737",1,"ability","positive","self","ability_self_nonmatch","phase_005_subj_1"
22,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","pentagon","弱我","弱我","match","j","match","j","595",1,"ability","negative","self","ability_self_match","phase_005_subj_1"
23,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","diamond","强她","强她","match","f","nonmatch","j","86",0,"ability","positive","friend","ability_friend_match","phase_005_subj_1"
24,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","square","弱她","弱她","match","j","match","j","935",1,"ability","negative","friend","ability_friend_match","phase_005_subj_1"
25,21,"Female","[""坏她"",""坏我"",""好她"",""好我""]","[""弱她"",""弱我"",""强她"",""强我""]","prac_ALT2_ability","practice_ability","circle","强我","强我","match","j","match","j","681",1,"ability","positive","self","ability_self_match","phase_005_subj_1"
